Date;  Time; Betriebsart; Status; Zustand; ROST; Kesseltemp; Abgastemp.; Abgas. SW ; KessStellGr; Saugzug  ; Zuluftgebl; Einschub; Fuellst.:; Feuerraumt; Puffert.ob; Puffert.un; Puffer Pu.; Außentemp; Vorlauft.1sw; Vorlauft.1; Vorlauft.2sw; Vorlauft.2; KTY6_H2; KTY7_H2; Brenn.ST; Laufzeit:; Boardtemp.; Die Kesseltemp. soll sein; Heizungsraum-Temp; Heizungsraum-Feuchtigkeit; Ventilator; Zuluftklappe; Leckwassersensor; Stromstaerke; ; 
2024-12-09; 00:00:13; übergangsbetr.;    Heizen      ; 1; 0; 77°; 160°; 166°; 99%; 38%; 64%; 94%; 81.7%; 426°; 68°; 26°; 61%; 2°; 28°; 30°; 38°; 37°; 127°; 127°; 10981; 16809h; 38°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.86A; 
2024-12-09; 00:01:13; übergangsbetr.;    Heizen      ; 1; 0; 77°; 161°; 168°; 100%; 39%; 65%; 95%; 81.6%; 427°; 68°; 26°; 61%; 2°; 28°; 29°; 38°; 37°; 127°; 127°; 10981; 16809h; 38°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.80A; 
2024-12-09; 00:02:13; übergangsbetr.;    Heizen      ; 1; 0; 77°; 161°; 168°; 100%; 39%; 65%; 95%; 81.4%; 427°; 69°; 26°; 61%; 2°; 28°; 28°; 38°; 37°; 127°; 127°; 10981; 16809h; 38°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.38A; 
2024-12-09; 00:03:13; übergangsbetr.;    Heizen      ; 1; 0; 77°; 161°; 169°; 100%; 39%; 65%; 95%; 81.2%; 427°; 69°; 26°; 62%; 2°; 28°; 28°; 38°; 37°; 127°; 127°; 10981; 16809h; 38°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.76A; 
2024-12-09; 00:04:13; übergangsbetr.;    Heizen      ; 1; 0; 78°; 163°; 168°; 97%; 38%; 64%; 94%; 81.1%; 427°; 70°; 26°; 67%; 2°; 28°; 28°; 38°; 37°; 127°; 127°; 10981; 16809h; 38°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.38A; 
2024-12-09; 00:05:13; übergangsbetr.;    Heizen      ; 1; 0; 77°; 162°; 171°; 100%; 39%; 65%; 95%; 80.9%; 428°; 70°; 26°; 63%; 2°; 28°; 28°; 38°; 38°; 127°; 127°; 10981; 16809h; 38°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.52A; 
2024-12-09; 00:06:13; übergangsbetr.;    Heizen      ; 1; 0; 77°; 161°; 171°; 100%; 39%; 65%; 95%; 80.8%; 428°; 71°; 26°; 63%; 2°; 28°; 28°; 38°; 37°; 127°; 127°; 10981; 16809h; 38°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.80A; 
2024-12-09; 00:07:13; übergangsbetr.;    Heizen      ; 1; 0; 77°; 163°; 171°; 100%; 39%; 65%; 95%; 80.6%; 428°; 72°; 28°; 63%; 2°; 28°; 28°; 38°; 37°; 127°; 127°; 10981; 16809h; 38°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.69A; 
2024-12-09; 00:08:13; übergangsbetr.;    Heizen      ; 1; 0; 77°; 163°; 171°; 100%; 39%; 65%; 95%; 80.4%; 428°; 72°; 28°; 63%; 2°; 28°; 28°; 38°; 38°; 127°; 127°; 10981; 16809h; 38°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 3.03A; 
2024-12-09; 00:09:13; übergangsbetr.;    Heizen      ; 1; 0; 77°; 163°; 171°; 100%; 39%; 65%; 95%; 80.3%; 430°; 72°; 28°; 63%; 2°; 28°; 28°; 38°; 38°; 127°; 127°; 10981; 16809h; 39°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.44A; 
2024-12-09; 00:10:13; übergangsbetr.;    Heizen      ; 1; 0; 77°; 164°; 171°; 100%; 39%; 65%; 95%; 80.1%; 430°; 72°; 28°; 63%; 2°; 28°; 28°; 38°; 40°; 127°; 127°; 10981; 16809h; 39°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.33A; 
2024-12-09; 00:11:13; übergangsbetr.;    Heizen      ; 1; 0; 77°; 164°; 172°; 100%; 39%; 65%; 95%; 80.0%; 430°; 72°; 28°; 63%; 2°; 28°; 28°; 38°; 40°; 127°; 127°; 10981; 16809h; 39°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 3.03A; 
2024-12-09; 00:12:13; übergangsbetr.;    Heizen      ; 1; 0; 77°; 163°; 172°; 100%; 39%; 65%; 95%; 79.8%; 430°; 74°; 28°; 63%; 2°; 28°; 30°; 38°; 40°; 127°; 127°; 10981; 16809h; 39°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.14A; 
2024-12-09; 00:13:13; übergangsbetr.;    Heizen      ; 1; 0; 77°; 165°; 173°; 100%; 39%; 65%; 95%; 79.6%; 431°; 74°; 28°; 63%; 2°; 28°; 30°; 38°; 40°; 127°; 127°; 10981; 16809h; 40°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.18A; 
2024-12-09; 00:14:13; übergangsbetr.;    Heizen      ; 1; 0; 77°; 165°; 173°; 100%; 39%; 65%; 95%; 79.5%; 431°; 74°; 28°; 63%; 2°; 28°; 27°; 38°; 40°; 127°; 127°; 10981; 16809h; 40°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 3.10A; 
2024-12-09; 00:15:13; übergangsbetr.;    Heizen      ; 1; 0; 77°; 167°; 172°; 98%; 38%; 64%; 93%; 79.3%; 432°; 74°; 28°; 63%; 2°; 28°; 26°; 38°; 39°; 127°; 127°; 10981; 16809h; 40°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 3.05A; 
2024-12-09; 00:16:13; übergangsbetr.;    Heizen      ; 1; 0; 77°; 167°; 173°; 99%; 38%; 64%; 94%; 79.2%; 432°; 74°; 28°; 63%; 2°; 28°; 26°; 38°; 38°; 127°; 127°; 10981; 16809h; 40°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.97A; 
2024-12-09; 00:17:13; übergangsbetr.;    Heizen      ; 1; 0; 77°; 166°; 174°; 100%; 39%; 65%; 95%; 79.0%; 432°; 74°; 29°; 63%; 2°; 28°; 26°; 38°; 38°; 127°; 127°; 10981; 16809h; 40°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 3.05A; 
2024-12-09; 00:18:13; übergangsbetr.;    Heizen      ; 1; 0; 77°; 166°; 174°; 100%; 39%; 65%; 95%; 78.8%; 432°; 74°; 29°; 63%; 2°; 28°; 26°; 38°; 38°; 127°; 127°; 10981; 16809h; 40°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.50A; 
2024-12-09; 00:19:13; übergangsbetr.;    Heizen      ; 1; 0; 77°; 166°; 174°; 100%; 39%; 65%; 95%; 78.7%; 432°; 75°; 29°; 63%; 2°; 28°; 26°; 38°; 38°; 127°; 127°; 10981; 16809h; 40°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.63A; 
2024-12-09; 00:20:13; übergangsbetr.;    Heizen      ; 1; 0; 77°; 166°; 174°; 100%; 39%; 65%; 95%; 78.5%; 433°; 75°; 30°; 63%; 2°; 28°; 26°; 38°; 38°; 127°; 127°; 10981; 16809h; 40°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.63A; 
2024-12-09; 00:21:13; übergangsbetr.;    Heizen      ; 1; 0; 77°; 166°; 174°; 100%; 39%; 65%; 95%; 78.3%; 434°; 76°; 30°; 63%; 2°; 28°; 26°; 38°; 38°; 127°; 127°; 10981; 16809h; 40°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.63A; 
2024-12-09; 00:22:13; übergangsbetr.;    Heizen      ; 1; 0; 77°; 167°; 175°; 100%; 39%; 65%; 95%; 78.2%; 434°; 76°; 30°; 63%; 2°; 28°; 26°; 38°; 38°; 127°; 127°; 10981; 16809h; 40°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 1.93A; 
2024-12-09; 00:23:13; übergangsbetr.;    Heizen      ; 1; 0; 77°; 168°; 176°; 99%; 38%; 64%; 94%; 78.0%; 435°; 76°; 30°; 63%; 2°; 28°; 28°; 38°; 38°; 127°; 127°; 10981; 16809h; 41°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.65A; 
2024-12-09; 00:24:13; übergangsbetr.;    Heizen      ; 1; 0; 77°; 169°; 176°; 100%; 39%; 65%; 95%; 77.9%; 435°; 76°; 30°; 63%; 2°; 28°; 28°; 38°; 38°; 127°; 127°; 10981; 16809h; 41°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.35A; 
