Date;  Time; Betriebsart; Status; Zustand; ROST; Kesseltemp; Abgastemp.; Abgas. SW ; KessStellGr; Saugzug  ; Zuluftgebl; Einschub; Fuellst.:; Feuerraumt; Puffert.ob; Puffert.un; Puffer Pu.; Außentemp; Vorlauft.1sw; Vorlauft.1; Vorlauft.2sw; Vorlauft.2; KTY6_H2; KTY7_H2; Brenn.ST; Laufzeit:; Boardtemp.; Die Kesseltemp. soll sein; Heizungsraum-Temp; Heizungsraum-Feuchtigkeit; Ventilator; Zuluftklappe; Leckwassersensor; Stromstaerke; ; 
2025-01-18; 00:00:25; übergangsbetr.;   Brenner Aus  ; 1; 0; 60°; 53°; 63°; 70%; 0%; 0%; 0%; 87.7%; 405°; 70°; 26°; 0%; -0°; 30°; 29°; 40°; 40°; 127°; 127°; 11058; 16937h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.47A; 
2025-01-18; 00:01:25; übergangsbetr.;   Brenner Aus  ; 1; 0; 60°; 53°; 63°; 70%; 0%; 0%; 0%; 87.7%; 405°; 70°; 26°; 0%; -0°; 29°; 30°; 40°; 40°; 127°; 127°; 11058; 16937h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.21A; 
2025-01-18; 00:02:25; übergangsbetr.;   Brenner Aus  ; 1; 0; 60°; 53°; 63°; 70%; 0%; 0%; 0%; 87.7%; 405°; 70°; 26°; 0%; -0°; 29°; 29°; 40°; 40°; 127°; 127°; 11058; 16937h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.23A; 
2025-01-18; 00:03:25; übergangsbetr.;   Brenner Aus  ; 1; 0; 60°; 53°; 63°; 70%; 0%; 0%; 0%; 87.7%; 405°; 70°; 26°; 0%; -0°; 29°; 28°; 40°; 40°; 127°; 127°; 11058; 16937h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.23A; 
2025-01-18; 00:04:25; übergangsbetr.;   Brenner Aus  ; 1; 0; 60°; 53°; 63°; 70%; 0%; 0%; 0%; 87.7%; 405°; 70°; 26°; 0%; -0°; 29°; 28°; 40°; 40°; 127°; 127°; 11058; 16937h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.23A; 
2025-01-18; 00:05:25; übergangsbetr.;   Brenner Aus  ; 1; 0; 60°; 53°; 63°; 70%; 0%; 0%; 0%; 87.7%; 405°; 70°; 26°; 0%; -0°; 29°; 28°; 40°; 40°; 127°; 127°; 11058; 16937h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.23A; 
2025-01-18; 00:06:25; übergangsbetr.;   Brenner Aus  ; 1; 0; 60°; 53°; 63°; 70%; 0%; 0%; 0%; 87.7%; 405°; 70°; 26°; 0%; -0°; 29°; 28°; 40°; 40°; 127°; 127°; 11058; 16937h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.25A; 
2025-01-18; 00:07:25; übergangsbetr.;   Brenner Aus  ; 1; 0; 60°; 53°; 63°; 70%; 0%; 0%; 0%; 87.7%; 405°; 70°; 26°; 0%; -0°; 29°; 28°; 40°; 40°; 127°; 127°; 11058; 16937h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.25A; 
2025-01-18; 00:08:25; übergangsbetr.;   Brenner Aus  ; 1; 0; 60°; 53°; 63°; 70%; 0%; 0%; 0%; 87.7%; 405°; 70°; 26°; 0%; -0°; 29°; 28°; 40°; 40°; 127°; 127°; 11058; 16937h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.19A; 
2025-01-18; 00:09:25; übergangsbetr.;   Brenner Aus  ; 1; 0; 60°; 53°; 63°; 70%; 0%; 0%; 0%; 87.7%; 405°; 69°; 26°; 0%; -0°; 29°; 28°; 40°; 40°; 127°; 127°; 11058; 16937h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.21A; 
2025-01-18; 00:10:25; übergangsbetr.;   Brenner Aus  ; 1; 0; 60°; 53°; 63°; 70%; 0%; 0%; 0%; 87.7%; 405°; 69°; 26°; 0%; -0°; 29°; 28°; 40°; 40°; 127°; 127°; 11058; 16937h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.25A; 
2025-01-18; 00:11:25; übergangsbetr.;   Brenner Aus  ; 1; 0; 60°; 53°; 63°; 70%; 0%; 0%; 0%; 87.7%; 405°; 69°; 26°; 0%; -0°; 29°; 28°; 40°; 40°; 127°; 127°; 11058; 16937h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.23A; 
2025-01-18; 00:12:25; übergangsbetr.;   Brenner Aus  ; 1; 0; 60°; 53°; 63°; 70%; 0%; 0%; 0%; 87.7%; 405°; 69°; 26°; 0%; -0°; 29°; 28°; 40°; 40°; 127°; 127°; 11058; 16937h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.23A; 
2025-01-18; 00:13:25; übergangsbetr.;   Brenner Aus  ; 1; 0; 60°; 53°; 63°; 70%; 0%; 0%; 0%; 87.7%; 405°; 69°; 26°; 0%; -0°; 29°; 28°; 40°; 40°; 127°; 127°; 11058; 16937h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.21A; 
2025-01-18; 00:14:25; übergangsbetr.;   Brenner Aus  ; 1; 0; 60°; 53°; 63°; 70%; 0%; 0%; 0%; 87.7%; 405°; 69°; 26°; 0%; -0°; 29°; 29°; 40°; 40°; 127°; 127°; 11058; 16937h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.28A; 
2025-01-18; 00:15:25; übergangsbetr.;   Brenner Aus  ; 1; 0; 60°; 53°; 63°; 70%; 0%; 0%; 0%; 87.7%; 405°; 69°; 26°; 0%; -0°; 29°; 28°; 40°; 40°; 127°; 127°; 11058; 16937h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-01-18; 00:16:25; übergangsbetr.;   Brenner Aus  ; 1; 0; 60°; 53°; 63°; 70%; 0%; 0%; 0%; 87.7%; 405°; 69°; 26°; 0%; -0°; 29°; 28°; 40°; 40°; 127°; 127°; 11058; 16937h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.28A; 
2025-01-18; 00:17:25; übergangsbetr.;   Brenner Aus  ; 1; 0; 60°; 52°; 62°; 70%; 0%; 0%; 0%; 87.7%; 404°; 68°; 26°; 0%; -0°; 29°; 28°; 40°; 40°; 127°; 127°; 11058; 16937h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.25A; 
2025-01-18; 00:18:25; übergangsbetr.;   Brenner Aus  ; 1; 0; 60°; 52°; 62°; 69%; 0%; 0%; 0%; 87.7%; 405°; 68°; 26°; 0%; -0°; 29°; 28°; 40°; 40°; 127°; 127°; 11058; 16937h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.25A; 
2025-01-18; 00:19:25; übergangsbetr.;   Brenner Aus  ; 1; 0; 60°; 51°; 61°; 69%; 0%; 0%; 0%; 87.7%; 404°; 68°; 26°; 0%; -0°; 29°; 28°; 40°; 40°; 127°; 127°; 11058; 16937h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.32A; 
2025-01-18; 00:20:25; übergangsbetr.;   Brenner Aus  ; 1; 0; 60°; 51°; 61°; 69%; 0%; 0%; 0%; 87.7%; 404°; 68°; 26°; 0%; -0°; 29°; 28°; 40°; 40°; 127°; 127°; 11058; 16937h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.23A; 
2025-01-18; 00:21:25; übergangsbetr.;   Brenner Aus  ; 1; 0; 60°; 52°; 62°; 69%; 0%; 0%; 0%; 87.7%; 405°; 68°; 26°; 0%; -0°; 29°; 28°; 40°; 40°; 127°; 127°; 11058; 16937h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.25A; 
2025-01-18; 00:22:25; übergangsbetr.;   Brenner Aus  ; 1; 0; 60°; 51°; 61°; 69%; 0%; 0%; 0%; 87.7%; 404°; 68°; 26°; 0%; -0°; 29°; 28°; 40°; 40°; 127°; 127°; 11058; 16937h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.25A; 
2025-01-18; 00:23:25; übergangsbetr.;   Brenner Aus  ; 1; 0; 60°; 51°; 61°; 69%; 0%; 0%; 0%; 87.7%; 404°; 68°; 26°; 0%; -0°; 29°; 28°; 40°; 40°; 127°; 127°; 11058; 16937h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.21A; 
2025-01-18; 00:24:25; übergangsbetr.;   Brenner Aus  ; 1; 0; 60°; 51°; 61°; 69%; 0%; 0%; 0%; 87.7%; 404°; 68°; 26°; 0%; -0°; 29°; 28°; 40°; 39°; 127°; 127°; 11058; 16937h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.30A; 
2025-01-18; 00:25:25; übergangsbetr.;   Brenner Aus  ; 1; 0; 60°; 52°; 62°; 69%; 0%; 0%; 0%; 87.7%; 405°; 68°; 26°; 0%; -0°; 29°; 28°; 40°; 39°; 127°; 127°; 11058; 16937h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.23A; 
2025-01-18; 00:26:25; übergangsbetr.;   Brenner Aus  ; 1; 0; 60°; 51°; 61°; 69%; 0%; 0%; 0%; 87.7%; 404°; 68°; 26°; 0%; -0°; 29°; 29°; 40°; 39°; 127°; 127°; 11058; 16937h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.25A; 
2025-01-18; 00:27:25; übergangsbetr.;   Brenner Aus  ; 1; 0; 60°; 51°; 61°; 69%; 0%; 0%; 0%; 87.7%; 404°; 68°; 26°; 0%; -0°; 29°; 28°; 40°; 39°; 127°; 127°; 11058; 16937h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.25A; 
2025-01-18; 00:28:25; übergangsbetr.;   Brenner Aus  ; 1; 0; 60°; 51°; 61°; 69%; 0%; 0%; 0%; 87.7%; 404°; 68°; 26°; 0%; -0°; 29°; 28°; 40°; 39°; 127°; 127°; 11058; 16937h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.28A; 
2025-01-18; 00:29:25; übergangsbetr.;   Brenner Aus  ; 1; 0; 60°; 51°; 61°; 69%; 0%; 0%; 0%; 87.7%; 404°; 68°; 26°; 0%; -0°; 29°; 28°; 40°; 39°; 127°; 127°; 11058; 16937h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.28A; 
2025-01-18; 00:30:25; übergangsbetr.;   Brenner Aus  ; 1; 0; 60°; 51°; 61°; 69%; 0%; 0%; 0%; 87.7%; 404°; 67°; 26°; 0%; -0°; 29°; 28°; 40°; 39°; 127°; 127°; 11058; 16937h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.28A; 
2025-01-18; 00:31:25; übergangsbetr.;   Brenner Aus  ; 1; 0; 59°; 51°; 61°; 69%; 0%; 0%; 0%; 87.7%; 404°; 67°; 26°; 0%; -0°; 29°; 28°; 40°; 39°; 127°; 127°; 11058; 16937h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.23A; 
2025-01-18; 00:32:25; übergangsbetr.;   Brenner Aus  ; 1; 0; 59°; 51°; 61°; 69%; 0%; 0%; 0%; 87.7%; 404°; 67°; 26°; 0%; -0°; 29°; 28°; 40°; 39°; 127°; 127°; 11058; 16937h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.30A; 
2025-01-18; 00:33:25; übergangsbetr.;   Brenner Aus  ; 1; 0; 59°; 51°; 61°; 69%; 0%; 0%; 0%; 87.7%; 404°; 67°; 26°; 0%; -0°; 29°; 28°; 40°; 39°; 127°; 127°; 11058; 16937h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.32A; 
2025-01-18; 00:34:25; übergangsbetr.;   Brenner Aus  ; 1; 0; 59°; 51°; 61°; 69%; 0%; 0%; 0%; 87.7%; 404°; 67°; 26°; 0%; -0°; 29°; 28°; 40°; 39°; 127°; 127°; 11058; 16937h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.21A; 
2025-01-18; 00:35:25; übergangsbetr.;   Brenner Aus  ; 1; 0; 59°; 51°; 61°; 69%; 0%; 0%; 0%; 87.7%; 404°; 67°; 26°; 0%; -0°; 29°; 29°; 40°; 40°; 127°; 127°; 11058; 16937h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-01-18; 00:36:25; übergangsbetr.;   Brenner Aus  ; 1; 0; 59°; 51°; 61°; 69%; 0%; 0%; 0%; 87.7%; 404°; 66°; 26°; 0%; -0°; 29°; 28°; 40°; 40°; 127°; 127°; 11058; 16937h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.25A; 
2025-01-18; 00:37:25; übergangsbetr.;   Brenner Aus  ; 1; 0; 59°; 51°; 61°; 69%; 0%; 0%; 0%; 87.7%; 404°; 66°; 26°; 0%; -0°; 29°; 29°; 40°; 40°; 127°; 127°; 11058; 16937h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.25A; 
2025-01-18; 00:38:25; übergangsbetr.;   Brenner Aus  ; 1; 0; 59°; 51°; 61°; 69%; 0%; 0%; 0%; 87.7%; 404°; 66°; 26°; 0%; -0°; 29°; 29°; 40°; 40°; 127°; 127°; 11058; 16937h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.28A; 
2025-01-18; 00:39:25; übergangsbetr.;   Brenner Aus  ; 1; 0; 59°; 51°; 61°; 69%; 0%; 0%; 0%; 87.7%; 404°; 66°; 26°; 0%; -0°; 29°; 28°; 40°; 40°; 127°; 127°; 11058; 16937h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.28A; 
2025-01-18; 00:40:25; übergangsbetr.;   Brenner Aus  ; 1; 0; 59°; 51°; 61°; 69%; 0%; 0%; 0%; 87.7%; 404°; 66°; 26°; 0%; -0°; 29°; 28°; 40°; 40°; 127°; 127°; 11058; 16937h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.21A; 
2025-01-18; 00:41:25; übergangsbetr.;   Brenner Aus  ; 1; 0; 59°; 51°; 61°; 69%; 0%; 0%; 0%; 87.7%; 404°; 66°; 26°; 0%; -0°; 29°; 28°; 40°; 41°; 127°; 127°; 11058; 16937h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.23A; 
2025-01-18; 00:42:25; übergangsbetr.;   Brenner Aus  ; 1; 0; 59°; 51°; 61°; 69%; 0%; 0%; 0%; 87.7%; 404°; 66°; 26°; 0%; -0°; 29°; 28°; 40°; 41°; 127°; 127°; 11058; 16937h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.21A; 
