Date;  Time; Betriebsart; Status; Zustand; ROST; Kesseltemp; Abgastemp.; Abgas. SW ; KessStellGr; Saugzug  ; Zuluftgebl; Einschub; Fuellst.:; Feuerraumt; Puffert.ob; Puffert.un; Puffer Pu.; Außentemp; Vorlauft.1sw; Vorlauft.1; Vorlauft.2sw; Vorlauft.2; KTY6_H2; KTY7_H2; Brenn.ST; Laufzeit:; Boardtemp.; Die Kesseltemp. soll sein; Heizungsraum-Temp; Heizungsraum-Feuchtigkeit; Ventilator; Zuluftklappe; Leckwassersensor; Stromstaerke; ; 
2025-04-18; 00:00:26; übergangsbetr.;    Heizen      ; 1; 0; 54°; 132°; 142°; 96%; 37%; 63%; 91%; 98.2%; 405°; 34°; 32°; 0%; 10°; 0°; 24°; 0°; 24°; 127°; 127°; 11190; 17155h; 28°; 80°; 24°; 16%; AUS; OFFEN; TROCKEN; 2.72A; 
2025-04-18; 00:01:26; übergangsbetr.;    Heizen      ; 1; 0; 58°; 137°; 147°; 100%; 39%; 65%; 95%; 98.1%; 406°; 35°; 32°; 0%; 10°; 0°; 24°; 0°; 24°; 127°; 127°; 11190; 17155h; 28°; 80°; 24°; 16%; AUS; OFFEN; TROCKEN; 2.76A; 
2025-04-18; 00:02:26; übergangsbetr.;    Heizen      ; 1; 0; 63°; 141°; 151°; 100%; 39%; 65%; 95%; 97.9%; 406°; 34°; 32°; 0%; 10°; 0°; 24°; 0°; 24°; 127°; 127°; 11190; 17155h; 28°; 80°; 24°; 16%; AUS; OFFEN; TROCKEN; 2.40A; 
2025-04-18; 00:03:25; übergangsbetr.;    Heizen      ; 1; 0; 66°; 147°; 154°; 97%; 37%; 63%; 92%; 97.7%; 408°; 34°; 32°; 40%; 10°; 0°; 24°; 0°; 24°; 127°; 127°; 11190; 17155h; 29°; 80°; 24°; 16%; AUS; OFFEN; TROCKEN; 2.67A; 
2025-04-18; 00:04:26; übergangsbetr.;    Heizen      ; 1; 0; 69°; 151°; 147°; 87%; 35%; 58%; 84%; 97.6%; 409°; 34°; 32°; 43%; 10°; 0°; 24°; 0°; 24°; 127°; 127°; 11190; 17155h; 29°; 80°; 24°; 16%; AUS; OFFEN; TROCKEN; 2.91A; 
2025-04-18; 00:05:26; übergangsbetr.;    Heizen      ; 1; 0; 71°; 153°; 145°; 81%; 35%; 55%; 79%; 97.5%; 409°; 34°; 32°; 42%; 10°; 0°; 24°; 0°; 24°; 127°; 127°; 11190; 17155h; 29°; 80°; 24°; 16%; AUS; OFFEN; TROCKEN; 2.86A; 
2025-04-18; 00:06:26; übergangsbetr.;    Heizen      ; 1; 0; 72°; 151°; 144°; 80%; 35%; 55%; 78%; 97.3%; 410°; 34°; 32°; 40%; 10°; 0°; 24°; 0°; 24°; 127°; 127°; 11190; 17155h; 29°; 80°; 24°; 16%; AUS; OFFEN; TROCKEN; 2.63A; 
2025-04-18; 00:07:26; übergangsbetr.;    Heizen      ; 1; 0; 74°; 149°; 142°; 77%; 35%; 53%; 76%; 97.2%; 411°; 34°; 32°; 40%; 10°; 0°; 24°; 0°; 24°; 127°; 127°; 11190; 17155h; 29°; 80°; 24°; 16%; AUS; OFFEN; TROCKEN; 2.48A; 
2025-04-18; 00:08:26; übergangsbetr.;    Heizen      ; 1; 0; 75°; 146°; 141°; 77%; 35%; 53%; 76%; 97.1%; 411°; 34°; 32°; 42%; 10°; 0°; 24°; 0°; 24°; 127°; 127°; 11190; 17155h; 29°; 80°; 24°; 16%; AUS; OFFEN; TROCKEN; 1.65A; 
2025-04-18; 00:09:26; übergangsbetr.;    Heizen      ; 1; 0; 76°; 146°; 138°; 73%; 35%; 51%; 73%; 96.9%; 411°; 34°; 32°; 50%; 10°; 0°; 24°; 0°; 24°; 127°; 127°; 11190; 17155h; 29°; 80°; 24°; 16%; AUS; OFFEN; TROCKEN; 2.97A; 
2025-04-18; 00:10:26; übergangsbetr.;    Heizen      ; 1; 0; 77°; 146°; 138°; 71%; 35%; 50%; 71%; 96.8%; 411°; 34°; 32°; 54%; 10°; 0°; 24°; 0°; 24°; 127°; 127°; 11190; 17155h; 29°; 80°; 24°; 16%; AUS; OFFEN; TROCKEN; 2.46A; 
