Date;  Time; Betriebsart; Status; Zustand; ROST; Kesseltemp; Abgastemp.; Abgas. SW ; KessStellGr; Saugzug  ; Zuluftgebl; Einschub; Fuellst.:; Feuerraumt; Puffert.ob; Puffert.un; Puffer Pu.; Außentemp; Vorlauft.1sw; Vorlauft.1; Vorlauft.2sw; Vorlauft.2; KTY6_H2; KTY7_H2; Brenn.ST; Laufzeit:; Boardtemp.; Die Kesseltemp. soll sein; Heizungsraum-Temp; Heizungsraum-Feuchtigkeit; Ventilator; Zuluftklappe; Leckwassersensor; Stromstaerke; ; 
2025-01-06; 00:00:32; übergangsbetr.; Abst.Warten   1; 1; 0; 80°; 113°; 168°; 100%; 35%; 40%; 0%; 87.8%; 428°; 78°; 75°; 100%; 0°; 30°; 28°; 40°; 34°; 127°; 127°; 11035; 16899h; 42°; 80°; 31°; 12%; AUS; OFFEN; TROCKEN; 1.95A; 
2025-01-06; 05:54:31; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 54°; 64°; 71%; 0%; 0%; 0%; 87.8%; 405°; 74°; 30°; 0%; -1°; 30°; 30°; 42°; 43°; 127°; 127°; 11035; 16899h; 36°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.17A; 
2025-01-06; 05:55:31; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 54°; 64°; 71%; 0%; 0%; 0%; 87.8%; 405°; 74°; 30°; 0%; -1°; 30°; 30°; 42°; 43°; 127°; 127°; 11035; 16899h; 36°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.23A; 
2025-01-06; 05:56:31; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 54°; 64°; 71%; 0%; 0%; 0%; 87.8%; 405°; 74°; 29°; 0%; -1°; 30°; 30°; 42°; 43°; 127°; 127°; 11035; 16899h; 36°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.28A; 
2025-01-06; 05:57:31; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 54°; 64°; 71%; 0%; 0%; 0%; 87.8%; 405°; 74°; 29°; 0%; -1°; 30°; 30°; 42°; 43°; 127°; 127°; 11035; 16899h; 36°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.23A; 
2025-01-06; 05:58:31; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 54°; 64°; 71%; 0%; 0%; 0%; 87.8%; 405°; 74°; 29°; 0%; -1°; 30°; 30°; 42°; 43°; 127°; 127°; 11035; 16899h; 36°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.28A; 
2025-01-06; 05:59:31; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 54°; 64°; 71%; 0%; 0%; 0%; 87.8%; 405°; 74°; 29°; 0%; -1°; 30°; 30°; 42°; 43°; 127°; 127°; 11035; 16899h; 36°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.28A; 
2025-01-06; 06:00:31; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 54°; 64°; 71%; 0%; 0%; 0%; 87.8%; 405°; 74°; 29°; 0%; -1°; 30°; 30°; 42°; 43°; 127°; 127°; 11035; 16899h; 36°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.25A; 
2025-01-06; 06:01:31; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 54°; 64°; 71%; 0%; 0%; 0%; 87.8%; 405°; 74°; 29°; 0%; -1°; 30°; 30°; 42°; 43°; 127°; 127°; 11035; 16899h; 36°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.23A; 
2025-01-06; 06:02:31; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 54°; 64°; 71%; 0%; 0%; 0%; 87.8%; 405°; 74°; 29°; 0%; -1°; 30°; 30°; 42°; 43°; 127°; 127°; 11035; 16899h; 36°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.28A; 
2025-01-06; 06:03:31; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 54°; 64°; 71%; 0%; 0%; 0%; 87.8%; 405°; 74°; 29°; 0%; -1°; 30°; 30°; 42°; 43°; 127°; 127°; 11035; 16899h; 36°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.28A; 
2025-01-06; 06:04:31; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 54°; 64°; 71%; 0%; 0%; 0%; 87.8%; 405°; 74°; 29°; 0%; -1°; 30°; 30°; 42°; 43°; 127°; 127°; 11035; 16899h; 36°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.23A; 
2025-01-06; 06:05:31; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 53°; 63°; 70%; 0%; 0%; 0%; 87.8%; 405°; 74°; 29°; 0%; -1°; 30°; 30°; 42°; 43°; 127°; 127°; 11035; 16899h; 36°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.28A; 
2025-01-06; 06:06:31; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 53°; 63°; 70%; 0%; 0%; 0%; 87.8%; 405°; 74°; 29°; 0%; -1°; 30°; 30°; 42°; 43°; 127°; 127°; 11035; 16899h; 36°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.30A; 
2025-01-06; 06:07:31; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 53°; 63°; 70%; 0%; 0%; 0%; 87.8%; 405°; 74°; 29°; 0%; -1°; 30°; 30°; 42°; 44°; 127°; 127°; 11035; 16899h; 36°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.25A; 
2025-01-06; 06:08:31; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 53°; 63°; 70%; 0%; 0%; 0%; 87.8%; 405°; 74°; 29°; 0%; -1°; 30°; 30°; 42°; 44°; 127°; 127°; 11035; 16899h; 36°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.23A; 
2025-01-06; 06:09:31; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 53°; 63°; 70%; 0%; 0%; 0%; 87.8%; 405°; 74°; 29°; 0%; -1°; 30°; 30°; 42°; 44°; 127°; 127°; 11035; 16899h; 36°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.28A; 
2025-01-06; 06:10:31; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 53°; 63°; 70%; 0%; 0%; 0%; 87.8%; 405°; 74°; 29°; 0%; -1°; 30°; 30°; 42°; 44°; 127°; 127°; 11035; 16899h; 36°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.28A; 
2025-01-06; 06:11:31; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 53°; 63°; 70%; 0%; 0%; 0%; 87.8%; 405°; 74°; 29°; 0%; -1°; 30°; 30°; 42°; 43°; 127°; 127°; 11035; 16899h; 36°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.25A; 
2025-01-06; 06:12:31; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 53°; 63°; 70%; 0%; 0%; 0%; 87.8%; 405°; 74°; 29°; 0%; -1°; 30°; 30°; 42°; 43°; 127°; 127°; 11035; 16899h; 36°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.30A; 
2025-01-06; 06:13:31; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 53°; 63°; 70%; 0%; 0%; 0%; 87.8%; 405°; 74°; 29°; 0%; -1°; 30°; 30°; 42°; 42°; 127°; 127°; 11035; 16899h; 36°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.17A; 
2025-01-06; 06:14:31; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 53°; 63°; 70%; 0%; 0%; 0%; 87.8%; 405°; 74°; 29°; 0%; -1°; 30°; 30°; 42°; 42°; 127°; 127°; 11035; 16899h; 36°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.32A; 
2025-01-06; 06:15:31; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 53°; 63°; 70%; 0%; 0%; 0%; 87.8%; 405°; 74°; 29°; 0%; -1°; 30°; 30°; 42°; 42°; 127°; 127°; 11035; 16899h; 36°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.30A; 
2025-01-06; 06:16:31; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 53°; 63°; 70%; 0%; 0%; 0%; 87.8%; 405°; 74°; 29°; 0%; -1°; 30°; 30°; 43°; 42°; 127°; 127°; 11035; 16899h; 36°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.28A; 
2025-01-06; 06:17:31; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 53°; 63°; 70%; 0%; 0%; 0%; 87.8%; 405°; 74°; 29°; 0%; -2°; 30°; 30°; 43°; 42°; 127°; 127°; 11035; 16899h; 36°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.21A; 
2025-01-06; 06:18:31; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 53°; 63°; 70%; 0%; 0%; 0%; 87.8%; 405°; 74°; 28°; 0%; -2°; 30°; 30°; 43°; 42°; 127°; 127°; 11035; 16899h; 36°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.30A; 
2025-01-06; 06:19:31; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 53°; 63°; 70%; 0%; 0%; 0%; 87.8%; 405°; 74°; 28°; 0%; -2°; 30°; 30°; 43°; 42°; 127°; 127°; 11035; 16899h; 36°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.25A; 
2025-01-06; 06:20:31; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 53°; 63°; 70%; 0%; 0%; 0%; 87.8%; 405°; 74°; 28°; 0%; -2°; 30°; 30°; 43°; 42°; 127°; 127°; 11035; 16899h; 36°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.23A; 
2025-01-06; 06:21:31; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 53°; 63°; 70%; 0%; 0%; 0%; 87.8%; 405°; 74°; 28°; 0%; -2°; 30°; 30°; 43°; 42°; 127°; 127°; 11035; 16899h; 36°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.23A; 
2025-01-06; 06:22:31; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 53°; 63°; 70%; 0%; 0%; 0%; 87.8%; 405°; 74°; 28°; 0%; -2°; 30°; 30°; 43°; 42°; 127°; 127°; 11035; 16899h; 36°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.28A; 
2025-01-06; 06:23:31; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 53°; 63°; 70%; 0%; 0%; 0%; 87.8%; 405°; 74°; 28°; 0%; -2°; 30°; 30°; 43°; 42°; 127°; 127°; 11035; 16899h; 36°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.25A; 
2025-01-06; 06:24:31; übergangsbetr.;   Brenner Aus  ; 1; 0; 61°; 53°; 63°; 70%; 0%; 0%; 0%; 87.8%; 405°; 74°; 28°; 0%; -2°; 30°; 30°; 43°; 42°; 127°; 127°; 11035; 16899h; 36°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.28A; 
2025-01-06; 06:25:31; übergangsbetr.;   Brenner Aus  ; 1; 0; 61°; 53°; 63°; 70%; 0%; 0%; 0%; 87.8%; 405°; 74°; 28°; 0%; -2°; 30°; 30°; 43°; 42°; 127°; 127°; 11035; 16899h; 36°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.23A; 
2025-01-06; 06:26:31; übergangsbetr.;   Brenner Aus  ; 1; 0; 61°; 53°; 63°; 70%; 0%; 0%; 0%; 87.8%; 405°; 74°; 28°; 0%; -2°; 30°; 30°; 43°; 42°; 127°; 127°; 11035; 16899h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.30A; 
2025-01-06; 06:27:31; übergangsbetr.;   Brenner Aus  ; 1; 0; 61°; 53°; 63°; 70%; 0%; 0%; 0%; 87.8%; 405°; 74°; 28°; 0%; -2°; 30°; 30°; 43°; 42°; 127°; 127°; 11035; 16899h; 36°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.25A; 
2025-01-06; 06:28:31; übergangsbetr.;   Brenner Aus  ; 1; 0; 61°; 53°; 63°; 70%; 0%; 0%; 0%; 87.8%; 405°; 74°; 28°; 0%; -2°; 30°; 30°; 43°; 42°; 127°; 127°; 11035; 16899h; 36°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.28A; 
2025-01-06; 06:29:31; übergangsbetr.;   Brenner Aus  ; 1; 0; 61°; 53°; 63°; 70%; 0%; 0%; 0%; 87.8%; 405°; 74°; 28°; 0%; -2°; 30°; 30°; 43°; 42°; 127°; 127°; 11035; 16899h; 36°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.28A; 
2025-01-06; 06:30:31; übergangsbetr.;   Brenner Aus  ; 1; 0; 61°; 53°; 63°; 70%; 0%; 0%; 0%; 87.8%; 405°; 74°; 28°; 0%; -2°; 30°; 30°; 43°; 42°; 127°; 127°; 11035; 16899h; 36°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.25A; 
2025-01-06; 06:31:31; übergangsbetr.;   Brenner Aus  ; 1; 0; 61°; 53°; 63°; 70%; 0%; 0%; 0%; 87.8%; 405°; 74°; 28°; 0%; -2°; 30°; 30°; 43°; 42°; 127°; 127°; 11035; 16899h; 36°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.23A; 
2025-01-06; 06:32:31; übergangsbetr.;   Brenner Aus  ; 1; 0; 61°; 53°; 63°; 70%; 0%; 0%; 0%; 87.8%; 405°; 74°; 28°; 0%; -1°; 30°; 29°; 43°; 42°; 127°; 127°; 11035; 16899h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.30A; 
2025-01-06; 06:33:31; übergangsbetr.;   Brenner Aus  ; 1; 0; 61°; 53°; 63°; 70%; 0%; 0%; 0%; 87.8%; 405°; 74°; 28°; 0%; -1°; 30°; 30°; 43°; 42°; 127°; 127°; 11035; 16899h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.21A; 
2025-01-06; 06:34:31; übergangsbetr.;   Brenner Aus  ; 1; 0; 61°; 53°; 63°; 70%; 0%; 0%; 0%; 87.8%; 405°; 74°; 28°; 0%; -1°; 30°; 30°; 43°; 42°; 127°; 127°; 11035; 16899h; 36°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.30A; 
2025-01-06; 06:35:31; übergangsbetr.;   Brenner Aus  ; 1; 0; 61°; 53°; 63°; 70%; 0%; 0%; 0%; 87.8%; 405°; 74°; 28°; 0%; -1°; 30°; 30°; 43°; 42°; 127°; 127°; 11035; 16899h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.25A; 
2025-01-06; 06:36:31; übergangsbetr.;   Brenner Aus  ; 1; 0; 61°; 53°; 63°; 70%; 0%; 0%; 0%; 87.8%; 405°; 74°; 28°; 0%; -1°; 30°; 30°; 43°; 42°; 127°; 127°; 11035; 16899h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.19A; 
2025-01-06; 06:37:31; übergangsbetr.;   Brenner Aus  ; 1; 0; 61°; 53°; 63°; 70%; 0%; 0%; 0%; 87.8%; 405°; 74°; 28°; 0%; -1°; 30°; 30°; 43°; 42°; 127°; 127°; 11035; 16899h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.30A; 
2025-01-06; 06:38:31; übergangsbetr.;   Brenner Aus  ; 1; 0; 61°; 53°; 63°; 70%; 0%; 0%; 0%; 87.8%; 405°; 74°; 28°; 0%; -1°; 30°; 30°; 43°; 42°; 127°; 127°; 11035; 16899h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.28A; 
2025-01-06; 06:39:31; übergangsbetr.;   Brenner Aus  ; 1; 0; 61°; 53°; 63°; 70%; 0%; 0%; 0%; 87.8%; 405°; 74°; 28°; 0%; -1°; 30°; 30°; 43°; 42°; 127°; 127°; 11035; 16899h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.28A; 
2025-01-06; 06:40:31; übergangsbetr.;   Brenner Aus  ; 1; 0; 60°; 53°; 63°; 70%; 0%; 0%; 0%; 87.8%; 405°; 74°; 28°; 0%; -1°; 30°; 30°; 43°; 42°; 127°; 127°; 11035; 16899h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.30A; 
2025-01-06; 06:41:31; übergangsbetr.;   Brenner Aus  ; 1; 0; 60°; 53°; 63°; 70%; 0%; 0%; 0%; 87.8%; 405°; 72°; 28°; 0%; -1°; 30°; 30°; 43°; 42°; 127°; 127°; 11035; 16899h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.19A; 
2025-01-06; 06:42:31; übergangsbetr.;   Brenner Aus  ; 1; 0; 60°; 53°; 63°; 70%; 0%; 0%; 0%; 87.8%; 405°; 74°; 28°; 0%; -1°; 30°; 30°; 43°; 42°; 127°; 127°; 11035; 16899h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.25A; 
2025-01-06; 06:43:31; übergangsbetr.;   Brenner Aus  ; 1; 0; 60°; 53°; 63°; 70%; 0%; 0%; 0%; 87.8%; 405°; 72°; 28°; 0%; -1°; 30°; 30°; 43°; 43°; 127°; 127°; 11035; 16899h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.28A; 
2025-01-06; 06:44:31; übergangsbetr.;   Brenner Aus  ; 1; 0; 60°; 53°; 63°; 70%; 0%; 0%; 0%; 87.8%; 405°; 72°; 28°; 0%; -1°; 30°; 30°; 43°; 44°; 127°; 127°; 11035; 16899h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.28A; 
2025-01-06; 06:45:31; übergangsbetr.;   Brenner Aus  ; 1; 0; 60°; 53°; 63°; 70%; 0%; 0%; 0%; 87.8%; 405°; 72°; 28°; 0%; -1°; 30°; 30°; 43°; 44°; 127°; 127°; 11035; 16899h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.21A; 
2025-01-06; 06:46:31; übergangsbetr.;   Brenner Aus  ; 1; 0; 60°; 53°; 63°; 70%; 0%; 0%; 0%; 87.8%; 405°; 72°; 28°; 0%; -1°; 30°; 30°; 43°; 44°; 127°; 127°; 11035; 16899h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.21A; 
2025-01-06; 06:47:31; übergangsbetr.;   Brenner Aus  ; 1; 0; 60°; 53°; 63°; 70%; 0%; 0%; 0%; 87.8%; 405°; 72°; 28°; 0%; -1°; 30°; 30°; 43°; 44°; 127°; 127°; 11035; 16899h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.23A; 
2025-01-06; 06:48:31; übergangsbetr.;   Brenner Aus  ; 1; 0; 60°; 53°; 63°; 70%; 0%; 0%; 0%; 87.8%; 405°; 72°; 28°; 0%; -1°; 30°; 30°; 43°; 44°; 127°; 127°; 11035; 16899h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.28A; 
2025-01-06; 06:49:31; übergangsbetr.;   Brenner Aus  ; 1; 0; 60°; 53°; 63°; 70%; 0%; 0%; 0%; 87.8%; 405°; 72°; 28°; 0%; -1°; 30°; 30°; 43°; 44°; 127°; 127°; 11035; 16899h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.23A; 
2025-01-06; 06:50:31; übergangsbetr.;   Brenner Aus  ; 1; 0; 60°; 53°; 63°; 70%; 0%; 0%; 0%; 87.8%; 405°; 72°; 28°; 0%; -1°; 30°; 30°; 43°; 44°; 127°; 127°; 11035; 16899h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.30A; 
2025-01-06; 06:51:31; übergangsbetr.;   Brenner Aus  ; 1; 0; 60°; 53°; 63°; 70%; 0%; 0%; 0%; 87.8%; 405°; 72°; 28°; 0%; -1°; 30°; 30°; 43°; 44°; 127°; 127°; 11035; 16899h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.28A; 
2025-01-06; 06:52:31; übergangsbetr.;   Brenner Aus  ; 1; 0; 60°; 52°; 62°; 70%; 0%; 0%; 0%; 87.8%; 405°; 72°; 28°; 0%; -1°; 30°; 30°; 43°; 44°; 127°; 127°; 11035; 16899h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.23A; 
2025-01-06; 06:53:31; übergangsbetr.;   Brenner Aus  ; 1; 0; 60°; 52°; 62°; 70%; 0%; 0%; 0%; 87.8%; 405°; 72°; 28°; 0%; -1°; 30°; 30°; 43°; 43°; 127°; 127°; 11035; 16899h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.21A; 
2025-01-06; 06:54:31; übergangsbetr.;   Brenner Aus  ; 1; 0; 60°; 52°; 62°; 70%; 0%; 0%; 0%; 87.8%; 405°; 72°; 28°; 0%; -1°; 30°; 30°; 43°; 43°; 127°; 127°; 11035; 16899h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.28A; 
2025-01-06; 06:55:31; übergangsbetr.;   Brenner Aus  ; 1; 0; 60°; 52°; 62°; 70%; 0%; 0%; 0%; 87.8%; 405°; 72°; 28°; 0%; -1°; 30°; 30°; 43°; 43°; 127°; 127°; 11035; 16899h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.23A; 
2025-01-06; 06:56:31; übergangsbetr.;   Brenner Aus  ; 1; 0; 60°; 52°; 62°; 70%; 0%; 0%; 0%; 87.8%; 405°; 72°; 28°; 0%; -1°; 30°; 30°; 43°; 43°; 127°; 127°; 11035; 16899h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.23A; 
2025-01-06; 06:57:31; übergangsbetr.;   Brenner Aus  ; 1; 0; 60°; 52°; 62°; 70%; 0%; 0%; 0%; 87.8%; 405°; 72°; 28°; 0%; -1°; 30°; 30°; 43°; 42°; 127°; 127°; 11035; 16899h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.25A; 
2025-01-06; 06:58:31; übergangsbetr.;   Brenner Aus  ; 1; 0; 60°; 52°; 62°; 70%; 0%; 0%; 0%; 87.8%; 405°; 72°; 28°; 0%; -1°; 30°; 30°; 43°; 42°; 127°; 127°; 11035; 16899h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.23A; 
2025-01-06; 06:59:31; übergangsbetr.;   Brenner Aus  ; 1; 0; 60°; 52°; 62°; 70%; 0%; 0%; 0%; 87.8%; 405°; 72°; 28°; 0%; -1°; 30°; 30°; 43°; 42°; 127°; 127°; 11035; 16899h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.23A; 
2025-01-06; 07:00:31; übergangsbetr.;   Brenner Aus  ; 1; 0; 60°; 52°; 62°; 70%; 0%; 0%; 0%; 87.8%; 405°; 72°; 28°; 0%; -1°; 30°; 30°; 43°; 42°; 127°; 127°; 11035; 16899h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.28A; 
2025-01-06; 07:01:31; übergangsbetr.;   Brenner Aus  ; 1; 0; 60°; 52°; 62°; 70%; 0%; 0%; 0%; 87.8%; 405°; 72°; 28°; 0%; -1°; 30°; 30°; 43°; 42°; 127°; 127°; 11035; 16899h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.25A; 
2025-01-06; 07:02:31; übergangsbetr.;   Brenner Aus  ; 1; 0; 60°; 52°; 62°; 70%; 0%; 0%; 0%; 87.8%; 405°; 72°; 28°; 0%; -1°; 30°; 30°; 43°; 42°; 127°; 127°; 11035; 16899h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.30A; 
2025-01-06; 07:03:31; übergangsbetr.;   Brenner Aus  ; 1; 0; 60°; 52°; 62°; 70%; 0%; 0%; 0%; 87.8%; 405°; 72°; 28°; 0%; -1°; 30°; 30°; 43°; 42°; 127°; 127°; 11035; 16899h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.25A; 
2025-01-06; 07:04:31; übergangsbetr.;   Brenner Aus  ; 1; 0; 60°; 52°; 62°; 70%; 0%; 0%; 0%; 87.8%; 405°; 72°; 28°; 0%; -1°; 30°; 30°; 43°; 42°; 127°; 127°; 11035; 16899h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.25A; 
2025-01-06; 07:05:31; übergangsbetr.;   Brenner Aus  ; 1; 0; 60°; 52°; 62°; 70%; 0%; 0%; 0%; 87.8%; 405°; 72°; 28°; 0%; -1°; 30°; 30°; 43°; 42°; 127°; 127°; 11035; 16899h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.25A; 
2025-01-06; 07:06:31; übergangsbetr.;   Brenner Aus  ; 1; 0; 60°; 52°; 62°; 70%; 0%; 0%; 0%; 87.8%; 405°; 72°; 28°; 0%; -1°; 30°; 30°; 43°; 42°; 127°; 127°; 11035; 16899h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.28A; 
2025-01-06; 07:07:31; übergangsbetr.;   Brenner Aus  ; 1; 0; 60°; 52°; 62°; 70%; 0%; 0%; 0%; 87.8%; 405°; 72°; 28°; 0%; -1°; 30°; 30°; 43°; 42°; 127°; 127°; 11035; 16899h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.21A; 
2025-01-06; 07:08:31; übergangsbetr.;   Brenner Aus  ; 1; 0; 60°; 52°; 62°; 70%; 0%; 0%; 0%; 87.8%; 405°; 72°; 28°; 0%; -1°; 30°; 30°; 43°; 42°; 127°; 127°; 11035; 16899h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.21A; 
2025-01-06; 07:09:31; übergangsbetr.;   Brenner Aus  ; 1; 0; 60°; 52°; 62°; 70%; 0%; 0%; 0%; 87.8%; 405°; 72°; 28°; 0%; -1°; 30°; 30°; 43°; 42°; 127°; 127°; 11035; 16899h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.25A; 
2025-01-06; 07:10:31; übergangsbetr.;   Brenner Aus  ; 1; 0; 60°; 52°; 62°; 70%; 0%; 0%; 0%; 87.8%; 405°; 72°; 28°; 0%; -1°; 30°; 30°; 43°; 42°; 127°; 127°; 11035; 16899h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.25A; 
2025-01-06; 07:11:31; übergangsbetr.;   Brenner Aus  ; 1; 0; 60°; 52°; 62°; 70%; 0%; 0%; 0%; 87.8%; 405°; 72°; 28°; 0%; -1°; 30°; 30°; 43°; 42°; 127°; 127°; 11035; 16899h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.28A; 
2025-01-06; 07:12:31; übergangsbetr.;   Brenner Aus  ; 1; 0; 60°; 52°; 62°; 70%; 0%; 0%; 0%; 87.8%; 405°; 72°; 28°; 0%; -1°; 30°; 30°; 43°; 42°; 127°; 127°; 11035; 16899h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.25A; 
2025-01-06; 07:13:31; übergangsbetr.;   Brenner Aus  ; 1; 0; 60°; 52°; 62°; 70%; 0%; 0%; 0%; 87.8%; 405°; 72°; 28°; 0%; -1°; 30°; 30°; 43°; 42°; 127°; 127°; 11035; 16899h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.30A; 
2025-01-06; 07:14:31; übergangsbetr.;   Brenner Aus  ; 1; 0; 60°; 52°; 62°; 70%; 0%; 0%; 0%; 87.8%; 405°; 72°; 28°; 0%; -1°; 30°; 30°; 43°; 42°; 127°; 127°; 11035; 16899h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.30A; 
2025-01-06; 07:15:31; übergangsbetr.;   Brenner Aus  ; 1; 0; 60°; 52°; 62°; 70%; 0%; 0%; 0%; 87.8%; 405°; 72°; 28°; 0%; -1°; 30°; 30°; 43°; 42°; 127°; 127°; 11035; 16899h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.21A; 
