Date;  Time; Betriebsart; Status; Zustand; ROST; Kesseltemp; Abgastemp.; Abgas. SW ; KessStellGr; Saugzug  ; Zuluftgebl; Einschub; Fuellst.:; Feuerraumt; Puffert.ob; Puffert.un; Puffer Pu.; Außentemp; Vorlauft.1sw; Vorlauft.1; Vorlauft.2sw; Vorlauft.2; KTY6_H2; KTY7_H2; Brenn.ST; Laufzeit:; Boardtemp.; Die Kesseltemp. soll sein; Heizungsraum-Temp; Heizungsraum-Feuchtigkeit; Ventilator; Zuluftklappe; Leckwassersensor; Stromstaerke; ; 
2024-12-30; 00:00:29; übergangsbetr.;   Brenner Aus  ; 1; 0; 68°; 60°; 250°; 74%; 0%; 0%; 0%; 88.2%; 407°; 74°; 32°; 0%; -2°; 30°; 30°; 42°; 42°; 127°; 127°; 11020; 16875h; 38°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.28A; 
2024-12-30; 00:01:29; übergangsbetr.;   Brenner Aus  ; 1; 0; 68°; 59°; 250°; 74%; 0%; 0%; 0%; 88.2%; 406°; 74°; 32°; 0%; -2°; 30°; 30°; 42°; 42°; 127°; 127°; 11020; 16875h; 37°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.25A; 
2024-12-30; 00:02:29; übergangsbetr.;   Brenner Aus  ; 1; 0; 68°; 59°; 250°; 73%; 0%; 0%; 0%; 88.2%; 407°; 74°; 32°; 0%; -2°; 30°; 30°; 42°; 42°; 127°; 127°; 11020; 16875h; 38°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.25A; 
2024-12-30; 00:03:29; übergangsbetr.;   Brenner Aus  ; 1; 0; 68°; 58°; 250°; 73%; 0%; 0%; 0%; 88.2%; 406°; 74°; 32°; 0%; -2°; 30°; 30°; 42°; 42°; 127°; 127°; 11020; 16875h; 37°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.25A; 
2024-12-30; 00:04:29; übergangsbetr.;   Brenner Aus  ; 1; 0; 68°; 58°; 250°; 73%; 0%; 0%; 0%; 88.2%; 406°; 74°; 32°; 0%; -2°; 30°; 30°; 42°; 42°; 127°; 127°; 11020; 16875h; 37°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.28A; 
2024-12-30; 00:05:29; übergangsbetr.;   Brenner Aus  ; 1; 0; 68°; 58°; 250°; 73%; 0%; 0%; 0%; 88.2%; 406°; 74°; 32°; 0%; -2°; 30°; 30°; 42°; 42°; 127°; 127°; 11020; 16875h; 37°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.23A; 
2024-12-30; 00:06:29; übergangsbetr.;   Brenner Aus  ; 1; 0; 68°; 58°; 250°; 73%; 0%; 0%; 0%; 88.2%; 406°; 74°; 32°; 0%; -2°; 30°; 30°; 42°; 42°; 127°; 127°; 11020; 16875h; 37°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.30A; 
2024-12-30; 00:07:29; übergangsbetr.;   Brenner Aus  ; 1; 0; 68°; 58°; 250°; 73%; 0%; 0%; 0%; 88.2%; 406°; 74°; 32°; 0%; -2°; 30°; 30°; 42°; 42°; 127°; 127°; 11020; 16875h; 37°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.30A; 
2024-12-30; 00:08:29; übergangsbetr.;   Brenner Aus  ; 1; 0; 68°; 58°; 250°; 73%; 0%; 0%; 0%; 88.2%; 406°; 74°; 32°; 0%; -2°; 30°; 30°; 42°; 42°; 127°; 127°; 11020; 16875h; 37°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.23A; 
2024-12-30; 00:09:29; übergangsbetr.;   Brenner Aus  ; 1; 0; 68°; 58°; 247°; 73%; 0%; 0%; 0%; 88.2%; 406°; 74°; 32°; 0%; -2°; 30°; 30°; 42°; 42°; 127°; 127°; 11020; 16875h; 37°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.21A; 
2024-12-30; 00:10:29; übergangsbetr.;   Brenner Aus  ; 1; 0; 68°; 58°; 250°; 73%; 0%; 0%; 0%; 88.2%; 406°; 74°; 32°; 0%; -2°; 30°; 30°; 42°; 42°; 127°; 127°; 11020; 16875h; 37°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.25A; 
2024-12-30; 00:11:29; übergangsbetr.;   Brenner Aus  ; 1; 0; 68°; 58°; 250°; 73%; 0%; 0%; 0%; 88.2%; 406°; 74°; 32°; 0%; -2°; 30°; 30°; 42°; 42°; 127°; 127°; 11020; 16875h; 37°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.21A; 
2024-12-30; 00:12:29; übergangsbetr.;   Brenner Aus  ; 1; 0; 68°; 58°; 250°; 73%; 0%; 0%; 0%; 88.2%; 406°; 74°; 32°; 0%; -2°; 30°; 30°; 42°; 42°; 127°; 127°; 11020; 16875h; 37°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.32A; 
2024-12-30; 00:13:29; übergangsbetr.;   Brenner Aus  ; 1; 0; 68°; 58°; 250°; 73%; 0%; 0%; 0%; 88.2%; 406°; 74°; 32°; 0%; -2°; 30°; 30°; 42°; 42°; 127°; 127°; 11020; 16875h; 37°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.30A; 
