Date;  Time; Betriebsart; Status; Zustand; ROST; Kesseltemp; Abgastemp.; Abgas. SW ; KessStellGr; Saugzug  ; Zuluftgebl; Einschub; Fuellst.:; Feuerraumt; Puffert.ob; Puffert.un; Puffer Pu.; Außentemp; Vorlauft.1sw; Vorlauft.1; Vorlauft.2sw; Vorlauft.2; KTY6_H2; KTY7_H2; Brenn.ST; Laufzeit:; Boardtemp.; Die Kesseltemp. soll sein; Heizungsraum-Temp; Heizungsraum-Feuchtigkeit; Ventilator; Zuluftklappe; Leckwassersensor; Stromstaerke; ; 
2024-04-10; 00:00:08; übergangsbetr.;   Brenner Aus  ; 1; 0; 25°; 27°; 37°; 54%; 0%; 0%; 0%; 100.0%; 397°; 48°; 33°; 0%; 6°; 26°; 24°; 32°; 32°; 127°; 127°; 10861; 16610h; 27°; 80°; 22°; 17%; AUS; ZU; TROCKEN; 0.34A; 
2024-04-10; 00:01:08; übergangsbetr.;   Brenner Aus  ; 1; 0; 25°; 27°; 37°; 54%; 0%; 0%; 0%; 100.0%; 397°; 48°; 33°; 0%; 6°; 26°; 24°; 32°; 32°; 127°; 127°; 10861; 16610h; 27°; 80°; 22°; 17%; AUS; ZU; TROCKEN; 0.17A; 
2024-04-10; 00:02:08; übergangsbetr.;   Brenner Aus  ; 1; 0; 25°; 27°; 37°; 54%; 0%; 0%; 0%; 100.0%; 397°; 48°; 33°; 0%; 6°; 26°; 24°; 32°; 32°; 127°; 127°; 10861; 16610h; 27°; 80°; 22°; 17%; AUS; ZU; TROCKEN; 0.23A; 
2024-04-10; 00:03:08; übergangsbetr.;   Brenner Aus  ; 1; 0; 25°; 27°; 37°; 54%; 0%; 0%; 0%; 100.0%; 398°; 48°; 33°; 0%; 6°; 26°; 24°; 32°; 32°; 127°; 127°; 10861; 16610h; 27°; 80°; 22°; 17%; AUS; ZU; TROCKEN; 0.19A; 
2024-04-10; 00:04:08; übergangsbetr.;   Brenner Aus  ; 1; 0; 25°; 27°; 37°; 54%; 0%; 0%; 0%; 100.0%; 398°; 48°; 33°; 0%; 6°; 26°; 24°; 32°; 32°; 127°; 127°; 10861; 16610h; 27°; 80°; 22°; 17%; AUS; ZU; TROCKEN; 0.19A; 
2024-04-10; 00:05:08; übergangsbetr.;   Brenner Aus  ; 1; 0; 25°; 27°; 37°; 54%; 0%; 0%; 0%; 100.0%; 398°; 48°; 33°; 0%; 6°; 26°; 24°; 32°; 32°; 127°; 127°; 10861; 16610h; 27°; 80°; 22°; 17%; AUS; ZU; TROCKEN; 0.23A; 
2024-04-10; 00:06:08; übergangsbetr.;   Brenner Aus  ; 1; 0; 25°; 27°; 37°; 54%; 0%; 0%; 0%; 100.0%; 398°; 48°; 33°; 0%; 6°; 26°; 24°; 32°; 32°; 127°; 127°; 10861; 16610h; 27°; 80°; 22°; 17%; AUS; ZU; TROCKEN; 0.19A; 
2024-04-10; 00:07:08; übergangsbetr.;   Brenner Aus  ; 1; 0; 25°; 28°; 38°; 54%; 0%; 0%; 0%; 100.0%; 399°; 48°; 33°; 0%; 6°; 26°; 24°; 32°; 32°; 127°; 127°; 10861; 16610h; 28°; 80°; 22°; 17%; AUS; ZU; TROCKEN; 0.17A; 
2024-04-10; 00:08:08; übergangsbetr.;   Brenner Aus  ; 1; 0; 25°; 28°; 38°; 54%; 0%; 0%; 0%; 100.0%; 399°; 48°; 33°; 0%; 6°; 26°; 24°; 32°; 32°; 127°; 127°; 10861; 16610h; 28°; 80°; 22°; 17%; AUS; ZU; TROCKEN; 0.23A; 
2024-04-10; 00:09:08; übergangsbetr.;   Brenner Aus  ; 1; 0; 25°; 28°; 38°; 54%; 0%; 0%; 0%; 100.0%; 399°; 48°; 33°; 0%; 6°; 26°; 24°; 32°; 32°; 127°; 127°; 10861; 16610h; 28°; 80°; 22°; 17%; AUS; ZU; TROCKEN; 0.21A; 
2024-04-10; 00:10:08; übergangsbetr.;   Brenner Aus  ; 1; 0; 25°; 28°; 38°; 54%; 0%; 0%; 0%; 100.0%; 399°; 48°; 33°; 0%; 6°; 26°; 24°; 32°; 32°; 127°; 127°; 10861; 16610h; 28°; 80°; 22°; 17%; AUS; ZU; TROCKEN; 0.21A; 
