Date;  Time; Betriebsart; Status; Zustand; ROST; Kesseltemp; Abgastemp.; Abgas. SW ; KessStellGr; Saugzug  ; Zuluftgebl; Einschub; Fuellst.:; Feuerraumt; Puffert.ob; Puffert.un; Puffer Pu.; Außentemp; Vorlauft.1sw; Vorlauft.1; Vorlauft.2sw; Vorlauft.2; KTY6_H2; KTY7_H2; Brenn.ST; Laufzeit:; Boardtemp.; Die Kesseltemp. soll sein; Heizungsraum-Temp; Heizungsraum-Feuchtigkeit; Ventilator; Zuluftklappe; Leckwassersensor; Stromstaerke; ; 
2024-12-14; 06:33:34; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 56°; 66°; 72%; 0%; 0%; 0%; 78.6%; 406°; 74°; 30°; 0%; -1°; 30°; 30°; 42°; 42°; 127°; 127°; 10990; 16825h; 37°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.23A; 
2024-12-14; 06:34:34; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 56°; 66°; 72%; 0%; 0%; 0%; 78.6%; 406°; 74°; 30°; 0%; -1°; 30°; 30°; 42°; 42°; 127°; 127°; 10990; 16825h; 37°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.28A; 
2024-12-14; 06:35:34; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 56°; 66°; 72%; 0%; 0%; 0%; 78.6%; 406°; 74°; 30°; 0%; -1°; 30°; 30°; 42°; 42°; 127°; 127°; 10990; 16825h; 37°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.23A; 
2024-12-14; 06:36:34; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 56°; 66°; 72%; 0%; 0%; 0%; 78.6%; 406°; 74°; 30°; 0%; -1°; 30°; 30°; 42°; 42°; 127°; 127°; 10990; 16825h; 37°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.21A; 
2024-12-14; 06:37:34; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 56°; 66°; 72%; 0%; 0%; 0%; 78.6%; 406°; 74°; 30°; 0%; -1°; 30°; 30°; 42°; 42°; 127°; 127°; 10990; 16825h; 37°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.21A; 
2024-12-14; 06:38:34; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 56°; 66°; 72%; 0%; 0%; 0%; 78.6%; 406°; 74°; 30°; 0%; -1°; 30°; 30°; 42°; 42°; 127°; 127°; 10990; 16825h; 37°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.25A; 
2024-12-14; 06:39:34; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 56°; 66°; 71%; 0%; 0%; 0%; 78.6%; 406°; 74°; 30°; 0%; -1°; 30°; 30°; 42°; 42°; 127°; 127°; 10990; 16825h; 37°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.23A; 
2024-12-14; 06:40:34; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 55°; 65°; 71%; 0%; 0%; 0%; 78.6%; 406°; 74°; 30°; 0%; -1°; 30°; 30°; 42°; 42°; 127°; 127°; 10990; 16825h; 37°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.23A; 
2024-12-14; 06:41:34; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 55°; 65°; 71%; 0%; 0%; 0%; 78.6%; 406°; 74°; 30°; 0%; -1°; 30°; 30°; 42°; 42°; 127°; 127°; 10990; 16825h; 37°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.30A; 
2024-12-14; 06:42:34; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 54°; 64°; 71%; 0%; 0%; 0%; 78.6%; 405°; 74°; 30°; 0%; -1°; 30°; 30°; 42°; 42°; 127°; 127°; 10990; 16825h; 36°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.25A; 
2024-12-14; 06:43:34; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 54°; 64°; 71%; 0%; 0%; 0%; 78.6%; 405°; 74°; 30°; 0%; -1°; 30°; 30°; 42°; 42°; 127°; 127°; 10990; 16825h; 36°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.23A; 
2024-12-14; 06:44:34; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 54°; 64°; 71%; 0%; 0%; 0%; 78.6%; 405°; 74°; 30°; 0%; -1°; 30°; 30°; 42°; 42°; 127°; 127°; 10990; 16825h; 36°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.30A; 
2024-12-14; 06:45:34; übergangsbetr.;   Brenner Aus  ; 1; 0; 63°; 54°; 64°; 71%; 0%; 0%; 0%; 78.6%; 405°; 74°; 30°; 0%; -1°; 30°; 29°; 42°; 42°; 127°; 127°; 10990; 16825h; 36°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.21A; 
2024-12-14; 06:46:34; übergangsbetr.;   Brenner Aus  ; 1; 0; 63°; 54°; 64°; 71%; 0%; 0%; 0%; 78.6%; 405°; 74°; 30°; 0%; -1°; 30°; 30°; 42°; 42°; 127°; 127°; 10990; 16825h; 36°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.23A; 
2024-12-14; 06:47:34; übergangsbetr.;   Brenner Aus  ; 1; 0; 63°; 54°; 64°; 71%; 0%; 0%; 0%; 78.6%; 405°; 74°; 30°; 0%; -1°; 30°; 30°; 42°; 42°; 127°; 127°; 10990; 16825h; 36°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.21A; 
2024-12-14; 06:48:34; übergangsbetr.;   Brenner Aus  ; 1; 0; 63°; 54°; 64°; 71%; 0%; 0%; 0%; 78.6%; 405°; 74°; 30°; 0%; -1°; 30°; 30°; 42°; 42°; 127°; 127°; 10990; 16825h; 36°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.28A; 
2024-12-14; 06:49:34; übergangsbetr.;   Brenner Aus  ; 1; 0; 63°; 54°; 64°; 71%; 0%; 0%; 0%; 78.6%; 405°; 74°; 30°; 0%; -1°; 30°; 30°; 42°; 42°; 127°; 127°; 10990; 16825h; 36°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.28A; 
2024-12-14; 06:50:34; übergangsbetr.;   Brenner Aus  ; 1; 0; 63°; 54°; 64°; 71%; 0%; 0%; 0%; 78.6%; 405°; 74°; 30°; 0%; -1°; 30°; 30°; 42°; 42°; 127°; 127°; 10990; 16825h; 36°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.19A; 
2024-12-14; 06:51:34; übergangsbetr.;   Brenner Aus  ; 1; 0; 63°; 54°; 64°; 71%; 0%; 0%; 0%; 78.6%; 405°; 74°; 30°; 0%; -1°; 30°; 30°; 42°; 42°; 127°; 127°; 10990; 16825h; 36°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.23A; 
2024-12-14; 06:52:34; übergangsbetr.;   Brenner Aus  ; 1; 0; 63°; 54°; 64°; 71%; 0%; 0%; 0%; 78.6%; 405°; 72°; 30°; 0%; -1°; 30°; 30°; 42°; 42°; 127°; 127°; 10990; 16825h; 36°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.28A; 
2024-12-14; 06:53:34; übergangsbetr.;   Brenner Aus  ; 1; 0; 63°; 54°; 64°; 71%; 0%; 0%; 0%; 78.6%; 405°; 74°; 30°; 0%; -1°; 30°; 30°; 42°; 42°; 127°; 127°; 10990; 16825h; 36°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.23A; 
2024-12-14; 06:54:34; übergangsbetr.;   Brenner Aus  ; 1; 0; 63°; 54°; 64°; 71%; 0%; 0%; 0%; 78.6%; 405°; 72°; 30°; 0%; -1°; 30°; 30°; 42°; 42°; 127°; 127°; 10990; 16825h; 36°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.25A; 
2024-12-14; 06:55:34; übergangsbetr.;   Brenner Aus  ; 1; 0; 63°; 54°; 64°; 71%; 0%; 0%; 0%; 78.6%; 405°; 72°; 30°; 0%; -1°; 30°; 30°; 42°; 42°; 127°; 127°; 10990; 16825h; 36°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.25A; 
2024-12-14; 06:56:34; übergangsbetr.;   Brenner Aus  ; 1; 0; 63°; 54°; 64°; 71%; 0%; 0%; 0%; 78.6%; 405°; 72°; 29°; 0%; -1°; 30°; 30°; 42°; 42°; 127°; 127°; 10990; 16825h; 36°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.30A; 
2024-12-14; 06:57:34; übergangsbetr.;   Brenner Aus  ; 1; 0; 63°; 54°; 64°; 71%; 0%; 0%; 0%; 78.6%; 405°; 72°; 29°; 0%; -1°; 30°; 30°; 42°; 42°; 127°; 127°; 10990; 16825h; 36°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.30A; 
2024-12-14; 06:58:34; übergangsbetr.;   Brenner Aus  ; 1; 0; 63°; 54°; 64°; 71%; 0%; 0%; 0%; 78.6%; 405°; 72°; 29°; 0%; -1°; 30°; 30°; 42°; 42°; 127°; 127°; 10990; 16825h; 36°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.23A; 
2024-12-14; 06:59:34; übergangsbetr.;   Brenner Aus  ; 1; 0; 63°; 54°; 64°; 71%; 0%; 0%; 0%; 78.6%; 405°; 72°; 29°; 0%; -1°; 30°; 30°; 42°; 42°; 127°; 127°; 10990; 16825h; 36°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.25A; 
2024-12-14; 07:00:34; übergangsbetr.;   Brenner Aus  ; 1; 0; 63°; 54°; 64°; 71%; 0%; 0%; 0%; 78.6%; 405°; 72°; 29°; 0%; -1°; 30°; 30°; 42°; 42°; 127°; 127°; 10990; 16825h; 36°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.28A; 
2024-12-14; 07:01:34; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 54°; 64°; 71%; 0%; 0%; 0%; 78.6%; 405°; 72°; 29°; 0%; -1°; 30°; 30°; 42°; 41°; 127°; 127°; 10990; 16825h; 36°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.19A; 
2024-12-14; 07:02:34; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 54°; 64°; 71%; 0%; 0%; 0%; 78.6%; 405°; 72°; 29°; 0%; -1°; 30°; 30°; 42°; 41°; 127°; 127°; 10990; 16825h; 36°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.30A; 
2024-12-14; 07:03:35; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 54°; 64°; 71%; 0%; 0%; 0%; 78.6%; 405°; 72°; 29°; 0%; -1°; 30°; 30°; 42°; 41°; 127°; 127°; 10990; 16825h; 36°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.21A; 
2024-12-14; 07:04:35; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 54°; 64°; 71%; 0%; 0%; 0%; 78.6%; 405°; 72°; 29°; 0%; -1°; 30°; 30°; 42°; 40°; 127°; 127°; 10990; 16825h; 36°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.30A; 
2024-12-14; 07:05:35; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 54°; 64°; 71%; 0%; 0%; 0%; 78.6%; 405°; 72°; 29°; 0%; -1°; 30°; 29°; 42°; 40°; 127°; 127°; 10990; 16825h; 36°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.28A; 
2024-12-14; 07:06:35; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 54°; 64°; 71%; 0%; 0%; 0%; 78.6%; 405°; 72°; 29°; 0%; -1°; 30°; 30°; 42°; 40°; 127°; 127°; 10990; 16825h; 36°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.21A; 
2024-12-14; 07:07:35; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 54°; 64°; 71%; 0%; 0%; 0%; 78.6%; 405°; 72°; 29°; 0%; -1°; 30°; 30°; 42°; 40°; 127°; 127°; 10990; 16825h; 36°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.23A; 
2024-12-14; 07:08:35; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 54°; 64°; 71%; 0%; 0%; 0%; 78.6%; 405°; 72°; 29°; 0%; -1°; 30°; 30°; 42°; 42°; 127°; 127°; 10990; 16825h; 36°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.30A; 
2024-12-14; 07:09:35; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 54°; 64°; 71%; 0%; 0%; 0%; 78.6%; 405°; 72°; 29°; 0%; -1°; 30°; 30°; 42°; 42°; 127°; 127°; 10990; 16825h; 36°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.30A; 
2024-12-14; 07:10:35; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 54°; 64°; 71%; 0%; 0%; 0%; 78.6%; 405°; 72°; 29°; 0%; -1°; 30°; 30°; 42°; 42°; 127°; 127°; 10990; 16825h; 36°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.30A; 
2024-12-14; 07:11:35; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 54°; 64°; 71%; 0%; 0%; 0%; 78.6%; 405°; 72°; 29°; 0%; -1°; 30°; 30°; 42°; 42°; 127°; 127°; 10990; 16825h; 36°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.32A; 
2024-12-14; 07:12:35; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 54°; 64°; 71%; 0%; 0%; 0%; 78.6%; 405°; 72°; 29°; 0%; -1°; 30°; 29°; 42°; 42°; 127°; 127°; 10990; 16825h; 36°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.28A; 
2024-12-14; 07:13:35; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 54°; 64°; 71%; 0%; 0%; 0%; 78.6%; 405°; 72°; 29°; 0%; -1°; 30°; 30°; 42°; 42°; 127°; 127°; 10990; 16825h; 36°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.28A; 
2024-12-14; 07:14:35; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 54°; 64°; 71%; 0%; 0%; 0%; 78.6%; 405°; 72°; 29°; 0%; -1°; 30°; 30°; 42°; 42°; 127°; 127°; 10990; 16825h; 36°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.30A; 
2024-12-14; 07:15:35; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 54°; 64°; 71%; 0%; 0%; 0%; 78.6%; 405°; 72°; 29°; 0%; -1°; 30°; 30°; 42°; 42°; 127°; 127°; 10990; 16825h; 36°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.23A; 
2024-12-14; 07:16:35; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 54°; 64°; 71%; 0%; 0%; 0%; 78.6%; 405°; 72°; 29°; 0%; -1°; 30°; 30°; 42°; 42°; 127°; 127°; 10990; 16825h; 36°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.30A; 
2024-12-14; 07:17:35; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 53°; 63°; 70%; 0%; 0%; 0%; 78.6%; 405°; 72°; 29°; 0%; -1°; 30°; 30°; 42°; 43°; 127°; 127°; 10990; 16825h; 36°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.30A; 
2024-12-14; 07:18:35; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 53°; 63°; 70%; 0%; 0%; 0%; 78.6%; 405°; 72°; 29°; 0%; -1°; 30°; 30°; 42°; 43°; 127°; 127°; 10990; 16825h; 36°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.28A; 
2024-12-14; 07:19:35; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 53°; 63°; 70%; 0%; 0%; 0%; 78.6%; 405°; 72°; 29°; 0%; -1°; 30°; 30°; 42°; 43°; 127°; 127°; 10990; 16825h; 36°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.17A; 
2024-12-14; 07:20:35; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 53°; 63°; 70%; 0%; 0%; 0%; 78.6%; 405°; 72°; 29°; 0%; -1°; 30°; 30°; 42°; 43°; 127°; 127°; 10990; 16825h; 36°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.21A; 
2024-12-14; 07:21:35; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 53°; 63°; 70%; 0%; 0%; 0%; 78.6%; 405°; 72°; 29°; 0%; -1°; 30°; 30°; 42°; 43°; 127°; 127°; 10990; 16825h; 36°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.25A; 
2024-12-14; 07:22:35; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 53°; 63°; 70%; 0%; 0%; 0%; 78.6%; 405°; 72°; 29°; 0%; -1°; 30°; 30°; 42°; 43°; 127°; 127°; 10990; 16825h; 36°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.21A; 
2024-12-14; 07:23:35; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 53°; 63°; 70%; 0%; 0%; 0%; 78.6%; 405°; 72°; 29°; 0%; -1°; 30°; 30°; 42°; 43°; 127°; 127°; 10990; 16825h; 36°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.23A; 
2024-12-14; 07:24:35; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 53°; 63°; 70%; 0%; 0%; 0%; 78.6%; 405°; 72°; 29°; 0%; -1°; 30°; 30°; 42°; 43°; 127°; 127°; 10990; 16825h; 36°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.17A; 
2024-12-14; 07:25:35; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 53°; 63°; 70%; 0%; 0%; 0%; 78.6%; 405°; 72°; 29°; 0%; -1°; 30°; 30°; 42°; 43°; 127°; 127°; 10990; 16825h; 36°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.28A; 
2024-12-14; 07:26:35; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 53°; 63°; 70%; 0%; 0%; 0%; 78.6%; 405°; 72°; 28°; 0%; -1°; 30°; 30°; 42°; 43°; 127°; 127°; 10990; 16825h; 36°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.21A; 
2024-12-14; 07:27:35; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 53°; 63°; 70%; 0%; 0%; 0%; 78.6%; 405°; 72°; 28°; 0%; -1°; 30°; 30°; 42°; 43°; 127°; 127°; 10990; 16825h; 36°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.21A; 
2024-12-14; 07:28:35; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 53°; 63°; 70%; 0%; 0%; 0%; 78.6%; 405°; 72°; 28°; 0%; -1°; 30°; 30°; 42°; 43°; 127°; 127°; 10990; 16825h; 36°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.30A; 
2024-12-14; 07:29:35; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 53°; 63°; 70%; 0%; 0%; 0%; 78.6%; 405°; 72°; 28°; 0%; -1°; 30°; 30°; 42°; 43°; 127°; 127°; 10990; 16825h; 36°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.30A; 
2024-12-14; 07:30:35; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 53°; 63°; 70%; 0%; 0%; 0%; 78.6%; 405°; 72°; 28°; 0%; -1°; 30°; 30°; 42°; 44°; 127°; 127°; 10990; 16825h; 36°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.23A; 
2024-12-14; 07:31:35; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 53°; 63°; 70%; 0%; 0%; 0%; 78.6%; 405°; 72°; 28°; 0%; -1°; 30°; 30°; 42°; 44°; 127°; 127°; 10990; 16825h; 36°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.21A; 
2024-12-14; 07:32:35; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 53°; 63°; 70%; 0%; 0%; 0%; 78.6%; 405°; 72°; 28°; 0%; -1°; 30°; 30°; 42°; 44°; 127°; 127°; 10990; 16825h; 36°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.25A; 
2024-12-14; 07:33:35; übergangsbetr.;   Brenner Aus  ; 1; 0; 61°; 53°; 63°; 70%; 0%; 0%; 0%; 78.6%; 405°; 72°; 28°; 0%; -1°; 30°; 30°; 42°; 44°; 127°; 127°; 10990; 16825h; 36°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.25A; 
2024-12-14; 07:34:35; übergangsbetr.;   Brenner Aus  ; 1; 0; 61°; 53°; 63°; 70%; 0%; 0%; 0%; 78.6%; 405°; 72°; 28°; 0%; -1°; 30°; 30°; 42°; 43°; 127°; 127°; 10990; 16825h; 36°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.23A; 
2024-12-14; 07:35:35; übergangsbetr.;   Brenner Aus  ; 1; 0; 61°; 53°; 63°; 70%; 0%; 0%; 0%; 78.6%; 405°; 72°; 28°; 0%; -1°; 30°; 30°; 42°; 43°; 127°; 127°; 10990; 16825h; 36°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.23A; 
2024-12-14; 07:36:35; übergangsbetr.;   Brenner Aus  ; 1; 0; 61°; 53°; 63°; 70%; 0%; 0%; 0%; 78.6%; 405°; 72°; 28°; 0%; -1°; 30°; 30°; 42°; 42°; 127°; 127°; 10990; 16825h; 36°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.21A; 
2024-12-14; 07:37:35; übergangsbetr.;   Brenner Aus  ; 1; 0; 61°; 53°; 63°; 70%; 0%; 0%; 0%; 78.6%; 405°; 72°; 28°; 0%; -1°; 30°; 30°; 42°; 42°; 127°; 127°; 10990; 16825h; 36°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.28A; 
2024-12-14; 07:38:35; übergangsbetr.;   Brenner Aus  ; 1; 0; 61°; 53°; 63°; 70%; 0%; 0%; 0%; 78.6%; 405°; 72°; 28°; 0%; -1°; 30°; 30°; 42°; 42°; 127°; 127°; 10990; 16825h; 36°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.19A; 
2024-12-14; 07:39:35; übergangsbetr.;   Brenner Aus  ; 1; 0; 61°; 53°; 63°; 70%; 0%; 0%; 0%; 78.6%; 405°; 72°; 28°; 0%; -1°; 30°; 30°; 42°; 42°; 127°; 127°; 10990; 16825h; 36°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.28A; 
2024-12-14; 07:40:35; übergangsbetr.;   Brenner Aus  ; 1; 0; 61°; 53°; 63°; 70%; 0%; 0%; 0%; 78.6%; 405°; 72°; 28°; 0%; -1°; 30°; 30°; 42°; 42°; 127°; 127°; 10990; 16825h; 36°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.17A; 
2024-12-14; 07:41:35; übergangsbetr.;   Brenner Aus  ; 1; 0; 61°; 53°; 63°; 70%; 0%; 0%; 0%; 78.6%; 405°; 72°; 28°; 0%; -1°; 30°; 30°; 42°; 42°; 127°; 127°; 10990; 16825h; 36°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.25A; 
2024-12-14; 07:42:35; übergangsbetr.;   Brenner Aus  ; 1; 0; 61°; 53°; 63°; 70%; 0%; 0%; 0%; 78.6%; 405°; 72°; 28°; 0%; -1°; 30°; 30°; 42°; 42°; 127°; 127°; 10990; 16825h; 36°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.25A; 
2024-12-14; 07:43:35; übergangsbetr.;   Brenner Aus  ; 1; 0; 61°; 53°; 63°; 70%; 0%; 0%; 0%; 78.6%; 405°; 72°; 28°; 0%; -1°; 30°; 30°; 42°; 42°; 127°; 127°; 10990; 16825h; 36°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.28A; 
2024-12-14; 07:44:35; übergangsbetr.;   Brenner Aus  ; 1; 0; 61°; 53°; 63°; 70%; 0%; 0%; 0%; 78.6%; 405°; 72°; 28°; 0%; -1°; 30°; 30°; 42°; 42°; 127°; 127°; 10990; 16825h; 36°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.28A; 
2024-12-14; 07:45:35; übergangsbetr.;   Brenner Aus  ; 1; 0; 61°; 53°; 63°; 70%; 0%; 0%; 0%; 78.6%; 405°; 72°; 28°; 0%; -1°; 30°; 30°; 42°; 42°; 127°; 127°; 10990; 16825h; 36°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.23A; 
2024-12-14; 07:46:35; übergangsbetr.;   Brenner Aus  ; 1; 0; 61°; 53°; 63°; 70%; 0%; 0%; 0%; 78.6%; 405°; 72°; 28°; 0%; -1°; 30°; 30°; 42°; 42°; 127°; 127°; 10990; 16825h; 36°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.28A; 
2024-12-14; 07:47:35; übergangsbetr.;   Brenner Aus  ; 1; 0; 61°; 53°; 63°; 70%; 0%; 0%; 0%; 78.6%; 405°; 72°; 28°; 0%; -1°; 30°; 30°; 42°; 42°; 127°; 127°; 10990; 16825h; 36°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.25A; 
2024-12-14; 07:48:35; übergangsbetr.;   Brenner Aus  ; 1; 0; 61°; 53°; 63°; 70%; 0%; 0%; 0%; 78.6%; 405°; 72°; 28°; 0%; -1°; 30°; 30°; 42°; 42°; 127°; 127°; 10990; 16825h; 36°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.21A; 
2024-12-14; 07:49:35; übergangsbetr.;   Brenner Aus  ; 1; 0; 60°; 53°; 63°; 70%; 0%; 0%; 0%; 78.6%; 405°; 72°; 28°; 0%; -1°; 30°; 30°; 42°; 42°; 127°; 127°; 10990; 16825h; 36°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.28A; 
2024-12-14; 07:50:35; übergangsbetr.;   Brenner Aus  ; 1; 0; 60°; 53°; 63°; 70%; 0%; 0%; 0%; 78.6%; 405°; 72°; 28°; 0%; -1°; 30°; 30°; 42°; 42°; 127°; 127°; 10990; 16825h; 36°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.28A; 
2024-12-14; 07:51:35; übergangsbetr.;   Brenner Aus  ; 1; 0; 60°; 53°; 63°; 70%; 0%; 0%; 0%; 78.6%; 405°; 72°; 28°; 0%; -1°; 30°; 30°; 42°; 42°; 127°; 127°; 10990; 16825h; 36°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.28A; 
2024-12-14; 07:52:35; übergangsbetr.;   Brenner Aus  ; 1; 0; 60°; 53°; 63°; 70%; 0%; 0%; 0%; 78.6%; 405°; 72°; 28°; 0%; -1°; 30°; 30°; 42°; 42°; 127°; 127°; 10990; 16825h; 36°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.23A; 
2024-12-14; 07:53:35; übergangsbetr.;   Brenner Aus  ; 1; 0; 60°; 53°; 63°; 70%; 0%; 0%; 0%; 78.6%; 405°; 72°; 28°; 0%; -1°; 30°; 30°; 42°; 42°; 127°; 127°; 10990; 16825h; 36°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.23A; 
2024-12-14; 07:54:35; übergangsbetr.;   Brenner Aus  ; 1; 0; 60°; 53°; 63°; 70%; 0%; 0%; 0%; 78.6%; 405°; 72°; 28°; 0%; -1°; 30°; 30°; 42°; 42°; 127°; 127°; 10990; 16825h; 36°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.23A; 
2024-12-14; 07:55:35; übergangsbetr.;   Brenner Aus  ; 1; 0; 60°; 53°; 63°; 70%; 0%; 0%; 0%; 78.6%; 405°; 72°; 28°; 0%; -1°; 30°; 30°; 42°; 42°; 127°; 127°; 10990; 16825h; 36°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.25A; 
