Date;  Time; Betriebsart; Status; Zustand; ROST; Kesseltemp; Abgastemp.; Abgas. SW ; KessStellGr; Saugzug  ; Zuluftgebl; Einschub; Fuellst.:; Feuerraumt; Puffert.ob; Puffert.un; Puffer Pu.; Außentemp; Vorlauft.1sw; Vorlauft.1; Vorlauft.2sw; Vorlauft.2; KTY6_H2; KTY7_H2; Brenn.ST; Laufzeit:; Boardtemp.; Die Kesseltemp. soll sein; Heizungsraum-Temp; Heizungsraum-Feuchtigkeit; Ventilator; Zuluftklappe; Leckwassersensor; Stromstaerke; ; 
2024-06-05; 00:00:16; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 57°; 250°; 73%; 0%; 0%; 0%; 100.0%; 405°; 71°; 62°; 0%; 11°; 0°; 28°; 0°; 28°; 127°; 127°; 10882; 16641h; 34°; 80°; 25°; 15%; AN; ZU; TROCKEN; 0.15A; 
2024-06-05; 00:01:16; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 57°; 250°; 73%; 0%; 0%; 0%; 100.0%; 405°; 71°; 62°; 0%; 11°; 0°; 28°; 0°; 28°; 127°; 127°; 10882; 16641h; 34°; 80°; 25°; 15%; AN; ZU; TROCKEN; 0.15A; 
2024-06-05; 00:02:15; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 57°; 250°; 73%; 0%; 0%; 0%; 100.0%; 405°; 71°; 62°; 0%; 11°; 0°; 28°; 0°; 28°; 127°; 127°; 10882; 16641h; 34°; 80°; 25°; 15%; AN; ZU; TROCKEN; 0.13A; 
2024-06-05; 00:03:15; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 57°; 250°; 73%; 0%; 0%; 0%; 100.0%; 405°; 71°; 62°; 0%; 11°; 0°; 28°; 0°; 28°; 127°; 127°; 10882; 16641h; 34°; 80°; 25°; 15%; AN; ZU; TROCKEN; 0.13A; 
2024-06-05; 00:04:15; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 57°; 250°; 73%; 0%; 0%; 0%; 100.0%; 405°; 71°; 62°; 0%; 11°; 0°; 28°; 0°; 28°; 127°; 127°; 10882; 16641h; 34°; 80°; 25°; 15%; AN; ZU; TROCKEN; 0.13A; 
2024-06-05; 00:05:15; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 57°; 248°; 73%; 0%; 0%; 0%; 100.0%; 405°; 71°; 62°; 0%; 11°; 0°; 28°; 0°; 28°; 127°; 127°; 10882; 16641h; 34°; 80°; 26°; 15%; AN; ZU; TROCKEN; 0.13A; 
2024-06-05; 00:06:15; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 56°; 250°; 72%; 0%; 0%; 0%; 100.0%; 405°; 71°; 62°; 0%; 11°; 0°; 28°; 0°; 28°; 127°; 127°; 10882; 16641h; 34°; 80°; 26°; 15%; AN; ZU; TROCKEN; 0.13A; 
2024-06-05; 00:07:15; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 56°; 250°; 72%; 0%; 0%; 0%; 100.0%; 405°; 71°; 62°; 0%; 11°; 0°; 27°; 0°; 28°; 127°; 127°; 10882; 16641h; 34°; 80°; 25°; 15%; AN; ZU; TROCKEN; 0.13A; 
2024-06-05; 00:08:15; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 56°; 250°; 72%; 0%; 0%; 0%; 100.0%; 405°; 71°; 62°; 0%; 11°; 0°; 27°; 0°; 28°; 127°; 127°; 10882; 16641h; 34°; 80°; 25°; 15%; AN; ZU; TROCKEN; 0.13A; 
2024-06-05; 00:09:15; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 56°; 250°; 72%; 0%; 0%; 0%; 100.0%; 405°; 71°; 62°; 0%; 11°; 0°; 27°; 0°; 28°; 127°; 127°; 10882; 16641h; 34°; 80°; 25°; 15%; AN; ZU; TROCKEN; 0.13A; 
2024-06-05; 00:10:15; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 56°; 250°; 71%; 0%; 0%; 0%; 100.0%; 405°; 71°; 62°; 0%; 11°; 0°; 27°; 0°; 28°; 127°; 127°; 10882; 16641h; 34°; 80°; 25°; 15%; AN; ZU; TROCKEN; 0.15A; 
2024-06-05; 00:11:15; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 56°; 250°; 72%; 0%; 0%; 0%; 100.0%; 405°; 71°; 62°; 0%; 11°; 0°; 27°; 0°; 28°; 127°; 127°; 10882; 16641h; 34°; 80°; 25°; 15%; AN; ZU; TROCKEN; 0.13A; 
