Date;  Time; Betriebsart; Status; Zustand; ROST; Kesseltemp; Abgastemp.; Abgas. SW ; KessStellGr; Saugzug  ; Zuluftgebl; Einschub; Fuellst.:; Feuerraumt; Puffert.ob; Puffert.un; Puffer Pu.; Außentemp; Vorlauft.1sw; Vorlauft.1; Vorlauft.2sw; Vorlauft.2; KTY6_H2; KTY7_H2; Brenn.ST; Laufzeit:; Boardtemp.; Die Kesseltemp. soll sein; Heizungsraum-Temp; Heizungsraum-Feuchtigkeit; Ventilator; Zuluftklappe; Leckwassersensor; Stromstaerke; ; 
2025-03-18; 00:00:58; übergangsbetr.;    Heizen      ; 1; 0; 77°; 133°; 124°; 58%; 35%; 44%; 60%; 85.0%; 416°; 34°; 26°; 51%; -4°; 31°; 36°; 43°; 43°; 127°; 127°; 11159; 17106h; 34°; 80°; 28°; 14%; AUS; OFFEN; TROCKEN; 2.52A; 
2025-03-18; 03:30:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 72°; 63°; 250°; 76%; 0%; 0%; 0%; 73.6%; 407°; 76°; 38°; 0%; -6°; 32°; 29°; 44°; 46°; 127°; 127°; 11159; 17108h; 38°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.28A; 
2025-03-18; 03:31:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 72°; 63°; 250°; 76%; 0%; 0%; 0%; 73.6%; 407°; 76°; 38°; 0%; -6°; 32°; 31°; 44°; 45°; 127°; 127°; 11159; 17108h; 38°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.25A; 
2025-03-18; 03:32:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 72°; 63°; 250°; 76%; 0%; 0%; 0%; 73.6%; 407°; 76°; 38°; 0%; -6°; 32°; 32°; 44°; 44°; 127°; 127°; 11159; 17108h; 38°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.25A; 
2025-03-18; 03:33:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 72°; 63°; 250°; 76%; 0%; 0%; 0%; 73.6%; 407°; 76°; 37°; 0%; -6°; 32°; 32°; 44°; 44°; 127°; 127°; 11159; 17108h; 38°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.21A; 
2025-03-18; 03:34:58; übergangsbetr.;   Brenner Aus  ; 1; 0; 72°; 63°; 250°; 76%; 0%; 0%; 0%; 73.6%; 407°; 76°; 36°; 0%; -6°; 32°; 32°; 44°; 44°; 127°; 127°; 11159; 17108h; 38°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.25A; 
2025-03-18; 03:35:58; übergangsbetr.;   Brenner Aus  ; 1; 0; 72°; 63°; 250°; 76%; 0%; 0%; 0%; 73.6%; 407°; 76°; 36°; 0%; -6°; 32°; 32°; 44°; 44°; 127°; 127°; 11159; 17108h; 38°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.28A; 
2025-03-18; 03:36:58; übergangsbetr.;   Brenner Aus  ; 1; 0; 72°; 63°; 248°; 76%; 0%; 0%; 0%; 73.6%; 407°; 76°; 36°; 0%; -6°; 32°; 32°; 44°; 44°; 127°; 127°; 11159; 17108h; 38°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.28A; 
2025-03-18; 03:37:58; übergangsbetr.;   Brenner Aus  ; 1; 0; 72°; 63°; 250°; 76%; 0%; 0%; 0%; 73.6%; 407°; 76°; 36°; 0%; -6°; 32°; 32°; 44°; 44°; 127°; 127°; 11159; 17108h; 38°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.21A; 
2025-03-18; 03:38:58; übergangsbetr.;   Brenner Aus  ; 1; 0; 72°; 63°; 250°; 76%; 0%; 0%; 0%; 73.6%; 407°; 76°; 35°; 0%; -6°; 32°; 32°; 44°; 43°; 127°; 127°; 11159; 17108h; 38°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.23A; 
2025-03-18; 03:39:58; übergangsbetr.;   Brenner Aus  ; 1; 0; 72°; 63°; 250°; 76%; 0%; 0%; 0%; 73.6%; 407°; 76°; 34°; 0%; -6°; 32°; 32°; 44°; 43°; 127°; 127°; 11159; 17108h; 38°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.30A; 
2025-03-18; 03:40:58; übergangsbetr.;   Brenner Aus  ; 1; 0; 72°; 63°; 250°; 76%; 0%; 0%; 0%; 73.6%; 407°; 75°; 34°; 0%; -6°; 32°; 33°; 44°; 43°; 127°; 127°; 11159; 17108h; 38°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.30A; 
2025-03-18; 03:41:58; übergangsbetr.;   Brenner Aus  ; 1; 0; 72°; 63°; 250°; 76%; 0%; 0%; 0%; 73.6%; 407°; 75°; 34°; 0%; -6°; 32°; 34°; 44°; 44°; 127°; 127°; 11159; 17108h; 38°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.23A; 
2025-03-18; 03:42:58; übergangsbetr.;   Brenner Aus  ; 1; 0; 72°; 62°; 250°; 76%; 0%; 0%; 0%; 73.6%; 406°; 75°; 34°; 0%; -6°; 32°; 41°; 44°; 42°; 127°; 127°; 11159; 17108h; 37°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.25A; 
2025-03-18; 03:43:58; übergangsbetr.;   Brenner Aus  ; 1; 0; 72°; 63°; 250°; 76%; 0%; 0%; 0%; 73.6%; 407°; 75°; 33°; 0%; -6°; 32°; 34°; 44°; 43°; 127°; 127°; 11159; 17108h; 38°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.28A; 
2025-03-18; 03:44:58; übergangsbetr.;   Brenner Aus  ; 1; 0; 72°; 63°; 250°; 76%; 0%; 0%; 0%; 73.6%; 407°; 75°; 33°; 0%; -6°; 32°; 31°; 44°; 46°; 127°; 127°; 11159; 17108h; 38°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.28A; 
2025-03-18; 03:45:58; übergangsbetr.;   Brenner Aus  ; 1; 0; 72°; 62°; 250°; 75%; 0%; 0%; 0%; 73.6%; 407°; 75°; 33°; 0%; -6°; 32°; 30°; 44°; 47°; 127°; 127°; 11159; 17108h; 38°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.25A; 
2025-03-18; 03:46:58; übergangsbetr.;   Brenner Aus  ; 1; 0; 72°; 61°; 250°; 75%; 0%; 0%; 0%; 73.6%; 406°; 75°; 33°; 0%; -6°; 32°; 32°; 44°; 48°; 127°; 127°; 11159; 17108h; 37°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.25A; 
2025-03-18; 03:47:58; übergangsbetr.;   Brenner Aus  ; 1; 0; 71°; 61°; 250°; 75%; 0%; 0%; 0%; 73.6%; 406°; 75°; 32°; 0%; -6°; 32°; 32°; 44°; 46°; 127°; 127°; 11159; 17108h; 37°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.30A; 
2025-03-18; 03:48:58; übergangsbetr.;   Brenner Aus  ; 1; 0; 71°; 61°; 250°; 75%; 0%; 0%; 0%; 73.6%; 406°; 75°; 32°; 0%; -6°; 32°; 32°; 44°; 42°; 127°; 127°; 11159; 17108h; 37°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.23A; 
2025-03-18; 03:49:58; übergangsbetr.;   Brenner Aus  ; 1; 0; 71°; 61°; 250°; 75%; 0%; 0%; 0%; 73.6%; 406°; 75°; 32°; 0%; -6°; 32°; 32°; 44°; 42°; 127°; 127°; 11159; 17108h; 37°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.19A; 
2025-03-18; 03:50:58; übergangsbetr.;   Brenner Aus  ; 1; 0; 71°; 61°; 250°; 75%; 0%; 0%; 0%; 73.6%; 406°; 75°; 32°; 0%; -6°; 32°; 34°; 44°; 41°; 127°; 127°; 11159; 17108h; 37°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.28A; 
2025-03-18; 03:51:58; übergangsbetr.;   Brenner Aus  ; 1; 0; 71°; 61°; 250°; 75%; 0%; 0%; 0%; 73.6%; 406°; 75°; 32°; 0%; -6°; 32°; 34°; 44°; 42°; 127°; 127°; 11159; 17108h; 37°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.25A; 
2025-03-18; 03:52:58; übergangsbetr.;   Brenner Aus  ; 1; 0; 71°; 61°; 250°; 75%; 0%; 0%; 0%; 73.6%; 406°; 75°; 32°; 0%; -6°; 32°; 34°; 44°; 46°; 127°; 127°; 11159; 17108h; 37°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.23A; 
2025-03-18; 03:53:58; übergangsbetr.;   Brenner Aus  ; 1; 0; 71°; 61°; 250°; 75%; 0%; 0%; 0%; 73.6%; 406°; 75°; 32°; 0%; -6°; 32°; 34°; 44°; 47°; 127°; 127°; 11159; 17108h; 37°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.28A; 
2025-03-18; 03:54:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 71°; 61°; 250°; 75%; 0%; 0%; 0%; 73.6%; 406°; 75°; 32°; 0%; -6°; 32°; 34°; 44°; 47°; 127°; 127°; 11159; 17108h; 37°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.19A; 
2025-03-18; 03:55:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 71°; 61°; 250°; 75%; 0%; 0%; 0%; 73.6%; 406°; 75°; 32°; 0%; -6°; 32°; 35°; 44°; 47°; 127°; 127°; 11159; 17108h; 37°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.25A; 
2025-03-18; 03:56:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 71°; 61°; 250°; 75%; 0%; 0%; 0%; 73.6%; 406°; 75°; 32°; 0%; -6°; 32°; 36°; 44°; 44°; 127°; 127°; 11159; 17108h; 37°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.25A; 
2025-03-18; 03:57:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 71°; 61°; 246°; 72%; 0%; 0%; 0%; 73.6%; 406°; 75°; 32°; 0%; -6°; 32°; 27°; 44°; 42°; 127°; 127°; 11159; 17108h; 37°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.23A; 
2025-03-18; 03:58:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 70°; 61°; 250°; 75%; 0%; 0%; 0%; 73.6%; 406°; 75°; 32°; 0%; -6°; 32°; 26°; 44°; 42°; 127°; 127°; 11159; 17108h; 37°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.25A; 
2025-03-18; 03:59:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 70°; 61°; 250°; 75%; 0%; 0%; 0%; 73.6%; 406°; 75°; 32°; 0%; -6°; 32°; 27°; 44°; 42°; 127°; 127°; 11159; 17108h; 37°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.23A; 
2025-03-18; 04:00:58; übergangsbetr.;   Brenner Aus  ; 1; 0; 70°; 61°; 250°; 75%; 0%; 0%; 0%; 73.6%; 406°; 75°; 32°; 0%; -6°; 32°; 28°; 44°; 42°; 127°; 127°; 11159; 17108h; 37°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.25A; 
2025-03-18; 04:01:58; übergangsbetr.;   Brenner Aus  ; 1; 0; 70°; 61°; 250°; 75%; 0%; 0%; 0%; 73.6%; 406°; 75°; 32°; 0%; -6°; 32°; 30°; 44°; 44°; 127°; 127°; 11159; 17108h; 37°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.25A; 
2025-03-18; 04:02:58; übergangsbetr.;   Brenner Aus  ; 1; 0; 70°; 61°; 250°; 75%; 0%; 0%; 0%; 73.6%; 406°; 75°; 32°; 0%; -6°; 32°; 31°; 44°; 46°; 127°; 127°; 11159; 17108h; 37°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.30A; 
2025-03-18; 04:03:58; übergangsbetr.;   Brenner Aus  ; 1; 0; 70°; 61°; 250°; 75%; 0%; 0%; 0%; 73.6%; 406°; 75°; 31°; 0%; -6°; 32°; 32°; 44°; 47°; 127°; 127°; 11159; 17108h; 37°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.25A; 
2025-03-18; 04:04:58; übergangsbetr.;   Brenner Aus  ; 1; 0; 70°; 61°; 250°; 75%; 0%; 0%; 0%; 73.6%; 406°; 75°; 31°; 0%; -6°; 32°; 32°; 44°; 47°; 127°; 127°; 11159; 17108h; 37°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.30A; 
2025-03-18; 04:05:58; übergangsbetr.;   Brenner Aus  ; 1; 0; 70°; 61°; 250°; 75%; 0%; 0%; 0%; 73.6%; 406°; 75°; 31°; 0%; -6°; 32°; 32°; 44°; 46°; 127°; 127°; 11159; 17108h; 37°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.28A; 
2025-03-18; 04:06:58; übergangsbetr.;   Brenner Aus  ; 1; 0; 70°; 60°; 250°; 75%; 0%; 0%; 0%; 73.6%; 406°; 75°; 30°; 0%; -6°; 32°; 32°; 44°; 43°; 127°; 127°; 11159; 17108h; 37°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.25A; 
2025-03-18; 04:07:58; übergangsbetr.;   Brenner Aus  ; 1; 0; 70°; 60°; 250°; 75%; 0%; 0%; 0%; 73.6%; 406°; 75°; 30°; 0%; -6°; 32°; 32°; 44°; 42°; 127°; 127°; 11159; 17108h; 37°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.25A; 
2025-03-18; 04:08:58; übergangsbetr.;   Brenner Aus  ; 1; 0; 70°; 60°; 250°; 75%; 0%; 0%; 0%; 73.6%; 406°; 75°; 30°; 0%; -6°; 32°; 32°; 44°; 42°; 127°; 127°; 11159; 17108h; 37°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.28A; 
2025-03-18; 04:09:58; übergangsbetr.;   Brenner Aus  ; 1; 0; 70°; 60°; 248°; 74%; 0%; 0%; 0%; 73.6%; 406°; 75°; 30°; 0%; -6°; 32°; 32°; 44°; 42°; 127°; 127°; 11159; 17108h; 37°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.25A; 
2025-03-18; 04:10:58; übergangsbetr.;   Brenner Aus  ; 1; 0; 70°; 60°; 250°; 75%; 0%; 0%; 0%; 73.6%; 406°; 75°; 30°; 0%; -6°; 32°; 34°; 44°; 42°; 127°; 127°; 11159; 17108h; 37°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.25A; 
2025-03-18; 04:11:58; übergangsbetr.;   Brenner Aus  ; 1; 0; 70°; 60°; 250°; 75%; 0%; 0%; 0%; 73.6%; 406°; 75°; 30°; 0%; -6°; 32°; 40°; 44°; 46°; 127°; 127°; 11159; 17108h; 37°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.21A; 
2025-03-18; 04:12:58; übergangsbetr.;   Brenner Aus  ; 1; 0; 70°; 60°; 250°; 75%; 0%; 0%; 0%; 73.6%; 406°; 75°; 30°; 0%; -6°; 32°; 36°; 44°; 48°; 127°; 127°; 11159; 17108h; 37°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.25A; 
2025-03-18; 04:13:58; übergangsbetr.;   Brenner Aus  ; 1; 0; 70°; 60°; 250°; 75%; 0%; 0%; 0%; 73.6%; 406°; 75°; 30°; 0%; -6°; 32°; 34°; 44°; 48°; 127°; 127°; 11159; 17108h; 37°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.23A; 
2025-03-18; 04:14:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 70°; 60°; 250°; 75%; 0%; 0%; 0%; 73.6%; 406°; 75°; 30°; 0%; -6°; 32°; 33°; 44°; 46°; 127°; 127°; 11159; 17108h; 37°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.19A; 
2025-03-18; 04:15:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 70°; 60°; 250°; 75%; 0%; 0%; 0%; 73.6%; 406°; 75°; 30°; 0%; -6°; 32°; 32°; 44°; 42°; 127°; 127°; 11159; 17108h; 37°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.21A; 
2025-03-18; 04:16:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 70°; 60°; 250°; 75%; 0%; 0%; 0%; 73.6%; 406°; 75°; 30°; 0%; -6°; 32°; 32°; 44°; 41°; 127°; 127°; 11159; 17108h; 37°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.28A; 
2025-03-18; 04:17:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 70°; 60°; 250°; 75%; 0%; 0%; 0%; 73.6%; 406°; 75°; 30°; 0%; -6°; 32°; 34°; 44°; 40°; 127°; 127°; 11159; 17108h; 37°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.25A; 
2025-03-18; 04:18:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 70°; 60°; 250°; 75%; 0%; 0%; 0%; 73.6%; 406°; 75°; 30°; 0%; -6°; 32°; 34°; 44°; 44°; 127°; 127°; 11159; 17108h; 37°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.21A; 
2025-03-18; 04:19:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 70°; 60°; 250°; 75%; 0%; 0%; 0%; 73.6%; 406°; 75°; 30°; 0%; -6°; 32°; 34°; 44°; 46°; 127°; 127°; 11159; 17108h; 37°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.25A; 
2025-03-18; 04:20:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 70°; 60°; 250°; 75%; 0%; 0%; 0%; 73.6%; 406°; 75°; 30°; 0%; -6°; 32°; 34°; 44°; 46°; 127°; 127°; 11159; 17108h; 37°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.25A; 
2025-03-18; 04:21:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 69°; 60°; 250°; 75%; 0%; 0%; 0%; 73.6%; 406°; 75°; 30°; 0%; -6°; 32°; 34°; 44°; 46°; 127°; 127°; 11159; 17108h; 37°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.25A; 
2025-03-18; 04:22:58; übergangsbetr.;   Brenner Aus  ; 1; 0; 69°; 60°; 250°; 75%; 0%; 0%; 0%; 73.6%; 406°; 75°; 30°; 0%; -6°; 32°; 36°; 44°; 46°; 127°; 127°; 11159; 17108h; 37°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.25A; 
2025-03-18; 04:23:58; übergangsbetr.;   Brenner Aus  ; 1; 0; 69°; 60°; 250°; 75%; 0%; 0%; 0%; 73.6%; 406°; 75°; 30°; 0%; -6°; 32°; 31°; 44°; 46°; 127°; 127°; 11159; 17108h; 37°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.28A; 
2025-03-18; 04:24:58; übergangsbetr.;   Brenner Aus  ; 1; 0; 69°; 60°; 250°; 75%; 0%; 0%; 0%; 73.6%; 406°; 75°; 30°; 0%; -6°; 32°; 28°; 44°; 46°; 127°; 127°; 11159; 17108h; 37°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.28A; 
2025-03-18; 04:25:58; übergangsbetr.;   Brenner Aus  ; 1; 0; 69°; 60°; 250°; 75%; 0%; 0%; 0%; 73.6%; 406°; 75°; 30°; 0%; -6°; 32°; 28°; 44°; 46°; 127°; 127°; 11159; 17108h; 37°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.21A; 
2025-03-18; 04:26:58; übergangsbetr.;   Brenner Aus  ; 1; 0; 69°; 60°; 250°; 75%; 0%; 0%; 0%; 73.6%; 406°; 75°; 29°; 0%; -6°; 32°; 26°; 44°; 43°; 127°; 127°; 11159; 17108h; 37°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.28A; 
2025-03-18; 04:27:58; übergangsbetr.;   Brenner Aus  ; 1; 0; 69°; 60°; 250°; 75%; 0%; 0%; 0%; 73.6%; 406°; 75°; 29°; 0%; -6°; 32°; 26°; 44°; 42°; 127°; 127°; 11159; 17108h; 37°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.23A; 
2025-03-18; 04:28:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 69°; 60°; 250°; 75%; 0%; 0%; 0%; 73.6%; 406°; 75°; 29°; 0%; -6°; 32°; 28°; 44°; 42°; 127°; 127°; 11159; 17108h; 37°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.28A; 
2025-03-18; 04:29:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 69°; 60°; 250°; 75%; 0%; 0%; 0%; 73.6%; 406°; 75°; 29°; 0%; -6°; 32°; 30°; 44°; 42°; 127°; 127°; 11159; 17108h; 37°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.25A; 
2025-03-18; 04:30:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 69°; 60°; 250°; 75%; 0%; 0%; 0%; 73.6%; 406°; 75°; 29°; 0%; -6°; 32°; 31°; 44°; 42°; 127°; 127°; 11159; 17108h; 37°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.30A; 
2025-03-18; 04:31:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 69°; 60°; 250°; 75%; 0%; 0%; 0%; 73.6%; 406°; 75°; 29°; 0%; -6°; 32°; 32°; 44°; 43°; 127°; 127°; 11159; 17108h; 37°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.36A; 
2025-03-18; 04:32:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 69°; 59°; 250°; 74%; 0%; 0%; 0%; 73.6%; 406°; 75°; 29°; 0%; -6°; 32°; 32°; 44°; 46°; 127°; 127°; 11159; 17108h; 37°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.28A; 
2025-03-18; 04:33:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 69°; 59°; 250°; 74%; 0%; 0%; 0%; 73.6%; 406°; 75°; 29°; 0%; -6°; 32°; 32°; 44°; 46°; 127°; 127°; 11159; 17108h; 37°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.28A; 
2025-03-18; 04:34:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 68°; 59°; 250°; 74%; 0%; 0%; 0%; 73.6%; 406°; 75°; 28°; 0%; -6°; 32°; 32°; 44°; 46°; 127°; 127°; 11159; 17108h; 37°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.23A; 
2025-03-18; 04:35:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 68°; 59°; 250°; 74%; 0%; 0%; 0%; 73.6%; 406°; 75°; 28°; 0%; -6°; 32°; 32°; 44°; 46°; 127°; 127°; 11159; 17108h; 37°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.30A; 
2025-03-18; 04:36:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 68°; 59°; 250°; 74%; 0%; 0%; 0%; 73.6%; 406°; 75°; 28°; 0%; -6°; 32°; 32°; 44°; 46°; 127°; 127°; 11159; 17108h; 37°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.25A; 
2025-03-18; 04:37:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 68°; 59°; 250°; 74%; 0%; 0%; 0%; 73.6%; 406°; 74°; 28°; 0%; -6°; 32°; 32°; 44°; 44°; 127°; 127°; 11159; 17108h; 37°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.23A; 
2025-03-18; 04:38:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 68°; 59°; 250°; 74%; 0%; 0%; 0%; 73.6%; 406°; 74°; 28°; 0%; -6°; 32°; 32°; 44°; 42°; 127°; 127°; 11159; 17108h; 37°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.28A; 
2025-03-18; 04:39:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 68°; 59°; 250°; 74%; 0%; 0%; 0%; 73.6%; 406°; 74°; 28°; 0%; -6°; 32°; 33°; 44°; 42°; 127°; 127°; 11159; 17108h; 37°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.23A; 
2025-03-18; 04:40:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 68°; 59°; 250°; 74%; 0%; 0%; 0%; 73.6%; 406°; 74°; 28°; 0%; -6°; 32°; 39°; 44°; 43°; 127°; 127°; 11159; 17108h; 37°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.28A; 
2025-03-18; 04:41:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 68°; 59°; 250°; 74%; 0%; 0%; 0%; 73.6%; 406°; 74°; 28°; 0%; -6°; 32°; 36°; 44°; 43°; 127°; 127°; 11159; 17108h; 37°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.28A; 
2025-03-18; 04:42:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 68°; 59°; 250°; 74%; 0%; 0%; 0%; 73.6%; 406°; 74°; 28°; 0%; -6°; 32°; 34°; 44°; 44°; 127°; 127°; 11159; 17108h; 37°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.23A; 
2025-03-18; 04:43:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 68°; 59°; 250°; 74%; 0%; 0%; 0%; 73.6%; 406°; 74°; 28°; 0%; -6°; 32°; 34°; 44°; 43°; 127°; 127°; 11159; 17108h; 37°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.40A; 
2025-03-18; 04:44:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 68°; 59°; 250°; 74%; 0%; 0%; 0%; 73.6%; 406°; 74°; 28°; 0%; -6°; 32°; 34°; 44°; 43°; 127°; 127°; 11159; 17108h; 37°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.25A; 
2025-03-18; 04:45:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 68°; 59°; 250°; 74%; 0%; 0%; 0%; 73.6%; 406°; 74°; 28°; 0%; -6°; 32°; 34°; 44°; 43°; 127°; 127°; 11159; 17108h; 37°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.28A; 
2025-03-18; 04:46:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 68°; 59°; 250°; 74%; 0%; 0%; 0%; 73.6%; 406°; 74°; 28°; 0%; -6°; 32°; 34°; 44°; 43°; 127°; 127°; 11159; 17108h; 37°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.25A; 
2025-03-18; 04:47:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 68°; 59°; 250°; 74%; 0%; 0%; 0%; 73.6%; 406°; 74°; 28°; 0%; -6°; 32°; 34°; 44°; 44°; 127°; 127°; 11159; 17108h; 37°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.21A; 
2025-03-18; 04:48:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 68°; 59°; 250°; 74%; 0%; 0%; 0%; 73.6%; 406°; 74°; 28°; 0%; -6°; 32°; 35°; 44°; 45°; 127°; 127°; 11159; 17108h; 37°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.28A; 
2025-03-18; 04:49:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 68°; 59°; 250°; 74%; 0%; 0%; 0%; 73.6%; 406°; 74°; 28°; 0%; -6°; 32°; 37°; 44°; 45°; 127°; 127°; 11159; 17108h; 37°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.28A; 
2025-03-18; 04:50:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 68°; 59°; 250°; 74%; 0%; 0%; 0%; 73.6%; 406°; 74°; 28°; 0%; -6°; 32°; 30°; 44°; 45°; 127°; 127°; 11159; 17108h; 37°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.21A; 
2025-03-18; 04:51:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 68°; 59°; 250°; 74%; 0%; 0%; 0%; 73.6%; 406°; 74°; 28°; 0%; -6°; 32°; 28°; 44°; 45°; 127°; 127°; 11159; 17108h; 37°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.23A; 
