Date;  Time; Betriebsart; Status; Zustand; ROST; Kesseltemp; Abgastemp.; Abgas. SW ; KessStellGr; Saugzug  ; Zuluftgebl; Einschub; Fuellst.:; Feuerraumt; Puffert.ob; Puffert.un; Puffer Pu.; Außentemp; Vorlauft.1sw; Vorlauft.1; Vorlauft.2sw; Vorlauft.2; KTY6_H2; KTY7_H2; Brenn.ST; Laufzeit:; Boardtemp.; Die Kesseltemp. soll sein; Heizungsraum-Temp; Heizungsraum-Feuchtigkeit; Ventilator; Zuluftklappe; Leckwassersensor; Stromstaerke; ; 
2025-07-25; 00:00:33; übergangsbetr.;   Brenner Aus  ; 1; 0; 23°; 28°; 38°; 55%; 0%; 0%; 0%; 100.0%; 398°; 37°; 31°; 0%; 15°; 0°; 24°; 0°; 23°; 127°; 127°; 11208; 17183h; 28°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.19A; 
2025-07-25; 00:01:33; übergangsbetr.;   Brenner Aus  ; 1; 0; 23°; 28°; 38°; 55%; 0%; 0%; 0%; 100.0%; 398°; 37°; 31°; 0%; 15°; 0°; 24°; 0°; 23°; 127°; 127°; 11208; 17183h; 28°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.17A; 
2025-07-25; 00:02:33; übergangsbetr.;   Brenner Aus  ; 1; 0; 23°; 28°; 38°; 55%; 0%; 0%; 0%; 100.0%; 398°; 37°; 31°; 0%; 14°; 0°; 24°; 0°; 23°; 127°; 127°; 11208; 17183h; 28°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.17A; 
2025-07-25; 00:03:32; übergangsbetr.;   Brenner Aus  ; 1; 0; 23°; 28°; 38°; 55%; 0%; 0%; 0%; 100.0%; 398°; 37°; 31°; 0%; 14°; 0°; 24°; 0°; 23°; 127°; 127°; 11208; 17183h; 28°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.15A; 
2025-07-25; 00:04:32; übergangsbetr.;   Brenner Aus  ; 1; 0; 23°; 28°; 38°; 55%; 0%; 0%; 0%; 100.0%; 398°; 37°; 31°; 0%; 14°; 0°; 24°; 0°; 23°; 127°; 127°; 11208; 17183h; 28°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.38A; 
2025-07-25; 00:05:32; übergangsbetr.;   Brenner Aus  ; 1; 0; 23°; 28°; 38°; 55%; 0%; 0%; 0%; 100.0%; 398°; 37°; 31°; 0%; 14°; 0°; 24°; 0°; 23°; 127°; 127°; 11208; 17183h; 28°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.15A; 
2025-07-25; 00:06:32; übergangsbetr.;   Brenner Aus  ; 1; 0; 23°; 28°; 38°; 55%; 0%; 0%; 0%; 100.0%; 398°; 37°; 31°; 0%; 14°; 0°; 24°; 0°; 23°; 127°; 127°; 11208; 17183h; 28°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.15A; 
2025-07-25; 00:07:32; übergangsbetr.;   Brenner Aus  ; 1; 0; 23°; 28°; 38°; 55%; 0%; 0%; 0%; 100.0%; 398°; 37°; 31°; 0%; 14°; 0°; 24°; 0°; 23°; 127°; 127°; 11208; 17183h; 28°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.17A; 
2025-07-25; 00:08:32; übergangsbetr.;   Brenner Aus  ; 1; 0; 23°; 28°; 38°; 55%; 0%; 0%; 0%; 100.0%; 398°; 37°; 31°; 0%; 14°; 0°; 24°; 0°; 23°; 127°; 127°; 11208; 17183h; 28°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.17A; 
2025-07-25; 00:09:32; übergangsbetr.;   Brenner Aus  ; 1; 0; 23°; 28°; 38°; 55%; 0%; 0%; 0%; 100.0%; 398°; 37°; 31°; 0%; 14°; 0°; 24°; 0°; 23°; 127°; 127°; 11208; 17183h; 28°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.15A; 
2025-07-25; 00:10:32; übergangsbetr.;   Brenner Aus  ; 1; 0; 23°; 28°; 38°; 55%; 0%; 0%; 0%; 100.0%; 398°; 37°; 31°; 0%; 14°; 0°; 24°; 0°; 23°; 127°; 127°; 11208; 17183h; 28°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.17A; 
