Date;  Time; Betriebsart; Status; Zustand; ROST; Kesseltemp; Abgastemp.; Abgas. SW ; KessStellGr; Saugzug  ; Zuluftgebl; Einschub; Fuellst.:; Feuerraumt; Puffert.ob; Puffert.un; Puffer Pu.; Außentemp; Vorlauft.1sw; Vorlauft.1; Vorlauft.2sw; Vorlauft.2; KTY6_H2; KTY7_H2; Brenn.ST; Laufzeit:; Boardtemp.; Die Kesseltemp. soll sein; Heizungsraum-Temp; Heizungsraum-Feuchtigkeit; Ventilator; Zuluftklappe; Leckwassersensor; Stromstaerke; ; 
2025-04-01; 00:00:22; übergangsbetr.;    Heizen      ; 1; 0; 77°; 176°; 182°; 99%; 38%; 64%; 94%; 90.7%; 435°; 72°; 30°; 63%; 5°; 27°; 26°; 37°; 38°; 127°; 127°; 11176; 17134h; 40°; 80°; 31°; 12%; AUS; OFFEN; TROCKEN; 2.82A; 
2025-04-01; 00:11:21; übergangsbetr.;    Heizen      ; 1; 0; 77°; 178°; 187°; 99%; 38%; 64%; 94%; 88.9%; 438°; 74°; 38°; 64%; 5°; 26°; 28°; 37°; 36°; 127°; 127°; 11176; 17135h; 41°; 80°; 31°; 12%; AUS; OFFEN; TROCKEN; 3.08A; 
2025-04-01; 00:12:21; übergangsbetr.;    Heizen      ; 1; 0; 77°; 178°; 188°; 100%; 39%; 65%; 95%; 88.8%; 438°; 74°; 40°; 64%; 5°; 26°; 28°; 37°; 32°; 127°; 127°; 11176; 17135h; 41°; 80°; 32°; 12%; AUS; OFFEN; TROCKEN; 2.97A; 
2025-04-01; 00:13:21; übergangsbetr.;    Heizen      ; 1; 0; 77°; 176°; 188°; 100%; 39%; 65%; 95%; 88.6%; 438°; 74°; 42°; 64%; 5°; 26°; 28°; 37°; 31°; 127°; 127°; 11176; 17135h; 41°; 80°; 32°; 12%; AUS; OFFEN; TROCKEN; 3.14A; 
2025-04-01; 00:14:21; übergangsbetr.;    Heizen      ; 1; 0; 77°; 177°; 188°; 100%; 39%; 65%; 95%; 88.5%; 438°; 74°; 44°; 64%; 5°; 26°; 28°; 37°; 37°; 127°; 127°; 11176; 17135h; 41°; 80°; 32°; 12%; AUS; OFFEN; TROCKEN; 2.25A; 
2025-04-01; 00:15:21; übergangsbetr.;    Heizen      ; 1; 0; 77°; 176°; 189°; 100%; 39%; 65%; 95%; 88.3%; 438°; 74°; 46°; 64%; 5°; 26°; 29°; 37°; 45°; 127°; 127°; 11176; 17135h; 41°; 80°; 32°; 12%; AUS; OFFEN; TROCKEN; 2.42A; 
2025-04-01; 00:16:21; übergangsbetr.;    Heizen      ; 1; 0; 77°; 177°; 189°; 100%; 39%; 65%; 95%; 88.1%; 439°; 74°; 48°; 64%; 5°; 26°; 29°; 37°; 46°; 127°; 127°; 11176; 17135h; 41°; 80°; 32°; 12%; AUS; OFFEN; TROCKEN; 2.23A; 
2025-04-01; 00:17:21; übergangsbetr.;    Heizen      ; 1; 0; 77°; 176°; 189°; 100%; 39%; 65%; 95%; 88.0%; 439°; 74°; 51°; 64%; 5°; 26°; 28°; 37°; 36°; 127°; 127°; 11176; 17135h; 41°; 80°; 32°; 12%; AUS; OFFEN; TROCKEN; 2.93A; 
2025-04-01; 00:18:21; übergangsbetr.;    Heizen      ; 1; 0; 77°; 175°; 189°; 100%; 39%; 65%; 95%; 87.8%; 439°; 75°; 54°; 64%; 5°; 26°; 24°; 37°; 32°; 127°; 127°; 11176; 17135h; 41°; 80°; 32°; 12%; AUS; OFFEN; TROCKEN; 2.69A; 
2025-04-01; 00:19:21; übergangsbetr.;    Heizen      ; 1; 0; 77°; 176°; 189°; 100%; 39%; 65%; 95%; 87.7%; 439°; 75°; 56°; 64%; 5°; 26°; 24°; 37°; 36°; 127°; 127°; 11176; 17135h; 41°; 80°; 32°; 12%; AUS; OFFEN; TROCKEN; 3.16A; 
2025-04-01; 00:20:21; übergangsbetr.;    Heizen      ; 1; 0; 77°; 177°; 190°; 100%; 39%; 65%; 95%; 87.5%; 439°; 75°; 58°; 64%; 5°; 26°; 24°; 37°; 48°; 127°; 127°; 11176; 17135h; 41°; 80°; 32°; 12%; AUS; OFFEN; TROCKEN; 2.61A; 
2025-04-01; 00:21:21; übergangsbetr.;    Heizen      ; 1; 0; 77°; 178°; 188°; 97%; 37%; 63%; 92%; 87.3%; 439°; 76°; 59°; 64%; 5°; 26°; 24°; 37°; 48°; 127°; 127°; 11176; 17135h; 41°; 80°; 32°; 12%; AUS; OFFEN; TROCKEN; 2.08A; 
2025-04-01; 00:22:21; übergangsbetr.;    Heizen      ; 1; 0; 76°; 176°; 189°; 100%; 38%; 64%; 94%; 87.2%; 439°; 76°; 61°; 63%; 5°; 26°; 24°; 37°; 39°; 127°; 127°; 11176; 17135h; 41°; 80°; 32°; 12%; AUS; OFFEN; TROCKEN; 2.23A; 
2025-04-01; 00:23:21; übergangsbetr.;    Heizen      ; 1; 0; 77°; 176°; 188°; 98%; 38%; 64%; 93%; 87.0%; 440°; 76°; 63°; 62%; 5°; 26°; 24°; 37°; 36°; 127°; 127°; 11176; 17135h; 42°; 80°; 32°; 12%; AUS; OFFEN; TROCKEN; 3.12A; 
2025-04-01; 00:24:21; übergangsbetr.;    Heizen      ; 1; 0; 77°; 176°; 189°; 98%; 38%; 64%; 93%; 86.9%; 440°; 76°; 64°; 60%; 5°; 26°; 24°; 37°; 33°; 127°; 127°; 11176; 17135h; 42°; 80°; 32°; 12%; AUS; OFFEN; TROCKEN; 2.57A; 
2025-04-01; 00:25:21; übergangsbetr.;    Heizen      ; 1; 0; 77°; 176°; 190°; 100%; 39%; 65%; 95%; 86.7%; 440°; 76°; 66°; 60%; 5°; 26°; 24°; 37°; 33°; 127°; 127°; 11176; 17135h; 42°; 80°; 32°; 12%; AUS; OFFEN; TROCKEN; 2.08A; 
2025-04-01; 00:26:21; übergangsbetr.;    Heizen      ; 1; 0; 77°; 177°; 190°; 100%; 39%; 65%; 95%; 86.5%; 440°; 76°; 66°; 60%; 5°; 26°; 24°; 37°; 46°; 127°; 127°; 11176; 17135h; 42°; 80°; 32°; 12%; AUS; OFFEN; TROCKEN; 3.05A; 
2025-04-01; 00:27:21; übergangsbetr.;    Heizen      ; 1; 0; 77°; 177°; 190°; 100%; 39%; 65%; 95%; 86.4%; 440°; 76°; 68°; 60%; 5°; 26°; 24°; 37°; 54°; 127°; 127°; 11176; 17135h; 42°; 80°; 32°; 12%; AUS; OFFEN; TROCKEN; 2.40A; 
2025-04-01; 00:28:21; übergangsbetr.;    Heizen      ; 1; 0; 77°; 178°; 190°; 100%; 39%; 65%; 95%; 86.2%; 440°; 77°; 68°; 60%; 5°; 26°; 26°; 37°; 44°; 127°; 127°; 11176; 17135h; 42°; 80°; 32°; 12%; AUS; OFFEN; TROCKEN; 1.74A; 
2025-04-01; 00:29:21; übergangsbetr.;    Heizen      ; 1; 0; 77°; 176°; 190°; 100%; 39%; 65%; 95%; 86.1%; 440°; 77°; 70°; 60%; 5°; 26°; 26°; 37°; 40°; 127°; 127°; 11176; 17135h; 42°; 80°; 32°; 12%; AUS; OFFEN; TROCKEN; 3.08A; 
2025-04-01; 00:30:21; übergangsbetr.;   Abreinigen   ; 1; 0; 78°; 179°; 189°; 96%; 100%; 100%; 0%; 86.0%; 441°; 78°; 70°; 65%; 5°; 26°; 26°; 37°; 38°; 127°; 127°; 11176; 17135h; 42°; 80°; 32°; 12%; AUS; OFFEN; TROCKEN; 1.51A; 
2025-04-01; 00:31:21; übergangsbetr.; Abst.Warten   1; 1; 0; 77°; 175°; 193°; 100%; 35%; 40%; 0%; 86.0%; 441°; 78°; 71°; 62%; 5°; 26°; 26°; 37°; 38°; 127°; 127°; 11176; 17135h; 42°; 80°; 32°; 12%; AUS; OFFEN; TROCKEN; 1.74A; 
2025-04-01; 00:32:21; übergangsbetr.; Abst.Warten   1; 1; 0; 77°; 159°; 194°; 100%; 35%; 40%; 0%; 86.0%; 440°; 78°; 72°; 62%; 5°; 26°; 28°; 37°; 37°; 127°; 127°; 11176; 17135h; 42°; 80°; 32°; 12%; AUS; OFFEN; TROCKEN; 1.40A; 
2025-04-01; 00:33:21; übergangsbetr.; Abst.Warten   1; 1; 0; 76°; 147°; 198°; 100%; 35%; 40%; 0%; 86.0%; 439°; 78°; 72°; 55%; 5°; 26°; 28°; 37°; 36°; 127°; 127°; 11176; 17135h; 42°; 80°; 32°; 12%; AUS; OFFEN; TROCKEN; 2.12A; 
2025-04-01; 00:34:21; übergangsbetr.; Abst.Warten   1; 1; 0; 78°; 138°; 196°; 100%; 35%; 40%; 0%; 86.0%; 437°; 78°; 72°; 63%; 5°; 26°; 28°; 37°; 36°; 127°; 127°; 11176; 17135h; 42°; 80°; 32°; 12%; AUS; OFFEN; TROCKEN; 2.10A; 
2025-04-01; 00:35:21; übergangsbetr.; Abst.Warten   1; 1; 0; 77°; 131°; 200°; 100%; 35%; 40%; 0%; 86.0%; 436°; 78°; 74°; 0%; 5°; 26°; 32°; 37°; 34°; 127°; 127°; 11176; 17135h; 42°; 80°; 32°; 12%; AUS; OFFEN; TROCKEN; 1.36A; 
2025-04-01; 00:36:21; übergangsbetr.; Abst.Warten   1; 1; 0; 78°; 126°; 199°; 100%; 35%; 40%; 0%; 86.0%; 434°; 78°; 74°; 0%; 5°; 26°; 30°; 37°; 34°; 127°; 127°; 11176; 17135h; 42°; 80°; 32°; 12%; AUS; OFFEN; TROCKEN; 1.48A; 
2025-04-01; 00:37:21; übergangsbetr.; Abst.Warten   1; 1; 0; 78°; 121°; 198°; 100%; 35%; 40%; 0%; 86.0%; 432°; 78°; 74°; 0%; 5°; 26°; 27°; 37°; 33°; 127°; 127°; 11176; 17135h; 42°; 80°; 32°; 12%; AUS; OFFEN; TROCKEN; 1.68A; 
2025-04-01; 00:38:21; übergangsbetr.; Abst.Warten   1; 1; 0; 78°; 117°; 199°; 100%; 35%; 40%; 0%; 86.0%; 431°; 77°; 74°; 0%; 5°; 26°; 26°; 37°; 34°; 127°; 127°; 11176; 17135h; 42°; 80°; 32°; 12%; AUS; OFFEN; TROCKEN; 2.06A; 
2025-04-01; 00:39:21; übergangsbetr.; Abst.Warten   1; 1; 0; 79°; 113°; 196°; 96%; 35%; 40%; 0%; 86.0%; 429°; 77°; 75°; 0%; 5°; 26°; 26°; 37°; 38°; 127°; 127°; 11176; 17135h; 42°; 80°; 32°; 12%; AUS; OFFEN; TROCKEN; 1.38A; 
2025-04-01; 00:40:21; übergangsbetr.; Abst.Warten   1; 1; 0; 79°; 109°; 196°; 100%; 35%; 40%; 0%; 86.0%; 427°; 77°; 76°; 0%; 5°; 26°; 25°; 37°; 43°; 127°; 127°; 11176; 17135h; 42°; 80°; 32°; 12%; AUS; OFFEN; TROCKEN; 1.61A; 
2025-04-01; 00:41:21; übergangsbetr.; Abst.Warten   2; 1; 0; 80°; 106°; 195°; 100%; 0%; 0%; 0%; 85.9%; 426°; 77°; 76°; 0%; 5°; 26°; 24°; 37°; 45°; 127°; 127°; 11176; 17135h; 42°; 80°; 32°; 12%; AUS; OFFEN; TROCKEN; 0.28A; 
2025-04-01; 00:42:21; übergangsbetr.; Abst.Warten   2; 1; 0; 80°; 105°; 195°; 100%; 0%; 0%; 0%; 85.9%; 425°; 77°; 76°; 0%; 5°; 26°; 24°; 37°; 38°; 127°; 127°; 11176; 17135h; 42°; 80°; 32°; 12%; AUS; OFFEN; TROCKEN; 0.21A; 
2025-04-01; 00:43:21; übergangsbetr.; Abst.Warten   2; 1; 0; 80°; 104°; 195°; 100%; 0%; 0%; 0%; 85.9%; 424°; 77°; 76°; 0%; 5°; 26°; 25°; 37°; 34°; 127°; 127°; 11176; 17135h; 42°; 80°; 32°; 12%; AUS; OFFEN; TROCKEN; 0.28A; 
2025-04-01; 00:44:21; übergangsbetr.; Abst.Warten   2; 1; 0; 80°; 102°; 193°; 100%; 0%; 0%; 0%; 85.9%; 424°; 77°; 76°; 100%; 5°; 26°; 24°; 37°; 31°; 127°; 127°; 11176; 17135h; 42°; 80°; 32°; 12%; AUS; OFFEN; TROCKEN; 0.55A; 
2025-04-01; 00:45:21; übergangsbetr.; Abst.Warten   2; 1; 0; 80°; 101°; 194°; 99%; 0%; 0%; 0%; 85.9%; 422°; 77°; 76°; 100%; 5°; 26°; 24°; 37°; 36°; 127°; 127°; 11176; 17135h; 42°; 80°; 32°; 12%; AUS; OFFEN; TROCKEN; 0.34A; 
2025-04-01; 00:46:21; übergangsbetr.; Abst.Warten   2; 1; 0; 80°; 99°; 196°; 99%; 0%; 0%; 0%; 85.9%; 421°; 76°; 76°; 0%; 5°; 26°; 24°; 37°; 40°; 127°; 127°; 11176; 17135h; 42°; 80°; 32°; 12%; AUS; OFFEN; TROCKEN; 0.25A; 
2025-04-01; 00:47:21; übergangsbetr.; Abst.Warten   2; 1; 0; 80°; 98°; 196°; 98%; 0%; 0%; 0%; 85.9%; 421°; 76°; 76°; 0%; 5°; 26°; 24°; 37°; 42°; 127°; 127°; 11176; 17135h; 42°; 80°; 32°; 12%; AUS; OFFEN; TROCKEN; 0.23A; 
2025-04-01; 00:48:21; übergangsbetr.; Abst.Warten   2; 1; 0; 80°; 96°; 196°; 97%; 0%; 0%; 0%; 85.9%; 420°; 76°; 76°; 0%; 5°; 26°; 26°; 37°; 42°; 127°; 127°; 11176; 17135h; 42°; 80°; 32°; 12%; AUS; OFFEN; TROCKEN; 0.28A; 
2025-04-01; 00:49:21; übergangsbetr.; Abst.Warten   2; 1; 0; 79°; 95°; 199°; 96%; 0%; 0%; 0%; 85.9%; 420°; 76°; 76°; 0%; 5°; 26°; 25°; 37°; 36°; 127°; 127°; 11176; 17135h; 42°; 80°; 32°; 12%; AUS; OFFEN; TROCKEN; 0.23A; 
2025-04-01; 00:50:21; übergangsbetr.; Abst.Warten   2; 1; 0; 79°; 94°; 199°; 94%; 0%; 0%; 0%; 85.9%; 419°; 76°; 75°; 0%; 5°; 26°; 26°; 37°; 32°; 127°; 127°; 11176; 17135h; 42°; 80°; 32°; 12%; AUS; OFFEN; TROCKEN; 0.21A; 
2025-04-01; 00:51:21; übergangsbetr.; Abst.Warten   2; 1; 0; 79°; 92°; 200°; 95%; 0%; 0%; 0%; 85.9%; 419°; 76°; 75°; 0%; 5°; 26°; 26°; 37°; 32°; 127°; 127°; 11176; 17135h; 42°; 80°; 32°; 12%; AUS; OFFEN; TROCKEN; 0.23A; 
2025-04-01; 00:52:21; übergangsbetr.; Abst.Warten   2; 1; 0; 79°; 91°; 201°; 94%; 0%; 0%; 0%; 85.9%; 418°; 76°; 75°; 0%; 5°; 26°; 25°; 37°; 40°; 127°; 127°; 11176; 17135h; 42°; 80°; 32°; 12%; AUS; OFFEN; TROCKEN; 0.25A; 
2025-04-01; 00:53:21; übergangsbetr.; Abst.Warten   2; 1; 0; 79°; 91°; 201°; 94%; 0%; 0%; 0%; 85.9%; 418°; 76°; 75°; 0%; 5°; 26°; 26°; 37°; 40°; 127°; 127°; 11176; 17135h; 42°; 80°; 32°; 12%; AUS; OFFEN; TROCKEN; 0.25A; 
2025-04-01; 00:54:21; übergangsbetr.; Abst.Warten   2; 1; 0; 79°; 90°; 202°; 93%; 0%; 0%; 0%; 85.9%; 418°; 76°; 75°; 0%; 5°; 26°; 26°; 37°; 40°; 127°; 127°; 11176; 17135h; 42°; 80°; 32°; 12%; AUS; OFFEN; TROCKEN; 0.23A; 
2025-04-01; 00:55:21; übergangsbetr.; Abst.Warten   2; 1; 0; 79°; 89°; 202°; 93%; 0%; 0%; 0%; 85.9%; 416°; 76°; 75°; 0%; 5°; 26°; 26°; 37°; 35°; 127°; 127°; 11176; 17135h; 42°; 80°; 32°; 12%; AUS; OFFEN; TROCKEN; 0.28A; 
2025-04-01; 00:56:21; übergangsbetr.; Abst.Warten   2; 1; 0; 79°; 88°; 203°; 92%; 0%; 0%; 0%; 85.9%; 416°; 76°; 75°; 0%; 5°; 26°; 26°; 37°; 32°; 127°; 127°; 11176; 17135h; 42°; 80°; 32°; 12%; AUS; OFFEN; TROCKEN; 0.23A; 
2025-04-01; 00:57:21; übergangsbetr.; Abst.Warten   2; 1; 0; 79°; 87°; 203°; 91%; 0%; 0%; 0%; 85.9%; 416°; 76°; 75°; 0%; 5°; 26°; 26°; 37°; 30°; 127°; 127°; 11176; 17135h; 42°; 80°; 32°; 12%; AUS; OFFEN; TROCKEN; 0.21A; 
2025-04-01; 00:58:21; übergangsbetr.; Abst.Warten   2; 1; 0; 79°; 87°; 204°; 91%; 0%; 0%; 0%; 85.9%; 415°; 76°; 75°; 0%; 5°; 26°; 26°; 37°; 34°; 127°; 127°; 11176; 17135h; 42°; 80°; 32°; 12%; AUS; OFFEN; TROCKEN; 0.21A; 
2025-04-01; 00:59:21; übergangsbetr.; Abst.Warten   2; 1; 0; 79°; 86°; 205°; 91%; 0%; 0%; 0%; 85.9%; 415°; 76°; 75°; 0%; 5°; 26°; 27°; 37°; 39°; 127°; 127°; 11176; 17135h; 42°; 80°; 32°; 12%; AUS; OFFEN; TROCKEN; 0.28A; 
2025-04-01; 01:00:21; übergangsbetr.; Abst.Warten   2; 1; 0; 79°; 85°; 205°; 90%; 0%; 0%; 0%; 85.9%; 415°; 76°; 75°; 0%; 5°; 26°; 27°; 37°; 42°; 127°; 127°; 11176; 17135h; 42°; 80°; 32°; 12%; AUS; OFFEN; TROCKEN; 0.28A; 
2025-04-01; 01:01:21; übergangsbetr.;   Brenner Aus  ; 1; 0; 78°; 85°; 212°; 90%; 0%; 0%; 0%; 85.9%; 415°; 76°; 74°; 0%; 5°; 26°; 27°; 37°; 41°; 127°; 127°; 11176; 17135h; 42°; 80°; 32°; 12%; AN; ZU; TROCKEN; 0.25A; 
2025-04-01; 01:02:21; übergangsbetr.;   Brenner Aus  ; 1; 0; 78°; 84°; 212°; 90%; 0%; 0%; 0%; 85.9%; 414°; 76°; 74°; 0%; 5°; 26°; 28°; 37°; 35°; 127°; 127°; 11176; 17135h; 42°; 80°; 32°; 12%; AN; ZU; TROCKEN; 0.21A; 
2025-04-01; 01:03:21; übergangsbetr.;   Brenner Aus  ; 1; 0; 78°; 84°; 213°; 89%; 0%; 0%; 0%; 85.9%; 414°; 76°; 74°; 0%; 5°; 26°; 28°; 37°; 32°; 127°; 127°; 11176; 17135h; 42°; 80°; 32°; 12%; AN; ZU; TROCKEN; 0.28A; 
2025-04-01; 01:04:21; übergangsbetr.;   Brenner Aus  ; 1; 0; 78°; 82°; 214°; 88%; 0%; 0%; 0%; 85.9%; 413°; 76°; 74°; 0%; 4°; 26°; 28°; 37°; 30°; 127°; 127°; 11176; 17135h; 41°; 80°; 32°; 12%; AN; ZU; TROCKEN; 0.23A; 
2025-04-01; 01:05:21; übergangsbetr.;   Brenner Aus  ; 1; 0; 78°; 82°; 215°; 88%; 0%; 0%; 0%; 85.9%; 413°; 76°; 74°; 0%; 4°; 26°; 29°; 37°; 36°; 127°; 127°; 11176; 17135h; 41°; 80°; 32°; 12%; AN; ZU; TROCKEN; 0.25A; 
2025-04-01; 01:06:21; übergangsbetr.;   Brenner Aus  ; 1; 0; 78°; 81°; 216°; 88%; 0%; 0%; 0%; 85.9%; 413°; 76°; 74°; 0%; 4°; 26°; 30°; 37°; 42°; 127°; 127°; 11176; 17135h; 41°; 80°; 32°; 12%; AN; ZU; TROCKEN; 0.23A; 
2025-04-01; 01:07:21; übergangsbetr.;   Brenner Aus  ; 1; 0; 78°; 81°; 217°; 88%; 0%; 0%; 0%; 85.9%; 413°; 76°; 74°; 0%; 4°; 26°; 38°; 37°; 43°; 127°; 127°; 11176; 17135h; 41°; 80°; 32°; 12%; AN; ZU; TROCKEN; 0.28A; 
2025-04-01; 01:08:21; übergangsbetr.;   Brenner Aus  ; 1; 0; 78°; 80°; 219°; 87%; 0%; 0%; 0%; 85.9%; 412°; 75°; 74°; 0%; 4°; 26°; 28°; 37°; 35°; 127°; 127°; 11176; 17135h; 41°; 80°; 32°; 12%; AN; ZU; TROCKEN; 0.23A; 
2025-04-01; 01:09:21; übergangsbetr.;   Brenner Aus  ; 1; 0; 78°; 80°; 220°; 87%; 0%; 0%; 0%; 85.9%; 412°; 75°; 74°; 0%; 4°; 26°; 25°; 37°; 31°; 127°; 127°; 11176; 17135h; 41°; 80°; 32°; 12%; AN; ZU; TROCKEN; 0.25A; 
2025-04-01; 01:10:21; übergangsbetr.;   Brenner Aus  ; 1; 0; 78°; 79°; 221°; 86%; 0%; 0%; 0%; 85.9%; 412°; 75°; 74°; 0%; 4°; 26°; 24°; 37°; 30°; 127°; 127°; 11176; 17135h; 41°; 80°; 32°; 12%; AN; ZU; TROCKEN; 0.23A; 
2025-04-01; 01:11:22; übergangsbetr.;   Brenner Aus  ; 1; 0; 78°; 79°; 222°; 86%; 0%; 0%; 0%; 85.9%; 412°; 75°; 74°; 0%; 4°; 26°; 24°; 37°; 38°; 127°; 127°; 11176; 17135h; 41°; 80°; 32°; 12%; AN; ZU; TROCKEN; 0.28A; 
2025-04-01; 01:12:22; übergangsbetr.;   Brenner Aus  ; 1; 0; 78°; 79°; 223°; 86%; 0%; 0%; 0%; 85.9%; 412°; 75°; 74°; 0%; 4°; 26°; 24°; 37°; 46°; 127°; 127°; 11176; 17135h; 41°; 80°; 32°; 12%; AN; ZU; TROCKEN; 0.28A; 
2025-04-01; 01:13:22; übergangsbetr.;   Brenner Aus  ; 1; 0; 78°; 78°; 225°; 86%; 0%; 0%; 0%; 85.9%; 412°; 75°; 74°; 0%; 4°; 26°; 24°; 37°; 40°; 127°; 127°; 11176; 17135h; 41°; 80°; 32°; 12%; AN; ZU; TROCKEN; 0.25A; 
2025-04-01; 01:14:21; übergangsbetr.;   Brenner Aus  ; 1; 0; 78°; 78°; 226°; 86%; 0%; 0%; 0%; 85.9%; 412°; 75°; 74°; 0%; 4°; 26°; 24°; 37°; 33°; 127°; 127°; 11176; 17135h; 41°; 80°; 32°; 12%; AN; ZU; TROCKEN; 0.25A; 
2025-04-01; 01:15:21; übergangsbetr.;   Brenner Aus  ; 1; 0; 78°; 78°; 227°; 86%; 0%; 0%; 0%; 85.9%; 412°; 75°; 74°; 0%; 4°; 26°; 24°; 37°; 30°; 127°; 127°; 11176; 17135h; 41°; 80°; 32°; 12%; AN; ZU; TROCKEN; 0.23A; 
2025-04-01; 01:16:21; übergangsbetr.;   Brenner Aus  ; 1; 0; 78°; 77°; 228°; 85%; 0%; 0%; 0%; 85.9%; 412°; 75°; 74°; 100%; 4°; 26°; 24°; 37°; 32°; 127°; 127°; 11176; 17135h; 41°; 80°; 32°; 12%; AN; ZU; TROCKEN; 0.53A; 
2025-04-01; 01:17:21; übergangsbetr.;   Brenner Aus  ; 1; 0; 78°; 77°; 232°; 85%; 0%; 0%; 0%; 85.9%; 411°; 75°; 74°; 0%; 4°; 26°; 24°; 37°; 41°; 127°; 127°; 11176; 17135h; 41°; 80°; 32°; 12%; AN; ZU; TROCKEN; 0.23A; 
2025-04-01; 01:18:21; übergangsbetr.;   Brenner Aus  ; 1; 0; 78°; 77°; 233°; 85%; 0%; 0%; 0%; 85.9%; 411°; 75°; 74°; 0%; 4°; 26°; 24°; 37°; 45°; 127°; 127°; 11176; 17135h; 41°; 80°; 32°; 12%; AN; ZU; TROCKEN; 0.23A; 
