Date;  Time; Betriebsart; Status; Zustand; ROST; Kesseltemp; Abgastemp.; Abgas. SW ; KessStellGr; Saugzug  ; Zuluftgebl; Einschub; Fuellst.:; Feuerraumt; Puffert.ob; Puffert.un; Puffer Pu.; Außentemp; Vorlauft.1sw; Vorlauft.1; Vorlauft.2sw; Vorlauft.2; KTY6_H2; KTY7_H2; Brenn.ST; Laufzeit:; Boardtemp.; Die Kesseltemp. soll sein; Heizungsraum-Temp; Heizungsraum-Feuchtigkeit; Ventilator; Zuluftklappe; Leckwassersensor; Stromstaerke; ; 
2025-05-02; 00:00:28; übergangsbetr.;   Brenner Aus  ; 1; 0; 24°; 27°; 37°; 54%; 0%; 0%; 0%; 100.0%; 397°; 46°; 36°; 0%; 12°; 0°; 23°; 0°; 22°; 127°; 127°; 11193; 17163h; 27°; 80°; 22°; 17%; AUS; ZU; TROCKEN; 0.15A; 
2025-05-02; 00:01:28; übergangsbetr.;   Brenner Aus  ; 1; 0; 24°; 27°; 37°; 54%; 0%; 0%; 0%; 100.0%; 397°; 46°; 36°; 0%; 12°; 0°; 23°; 0°; 22°; 127°; 127°; 11193; 17163h; 27°; 80°; 22°; 17%; AUS; ZU; TROCKEN; 0.15A; 
2025-05-02; 00:02:28; übergangsbetr.;   Brenner Aus  ; 1; 0; 24°; 27°; 37°; 54%; 0%; 0%; 0%; 100.0%; 397°; 46°; 36°; 0%; 12°; 0°; 23°; 0°; 22°; 127°; 127°; 11193; 17163h; 27°; 80°; 22°; 17%; AUS; ZU; TROCKEN; 0.15A; 
2025-05-02; 00:03:28; übergangsbetr.;   Brenner Aus  ; 1; 0; 24°; 27°; 37°; 54%; 0%; 0%; 0%; 100.0%; 397°; 46°; 36°; 0%; 12°; 0°; 23°; 0°; 22°; 127°; 127°; 11193; 17163h; 27°; 80°; 22°; 17%; AUS; ZU; TROCKEN; 0.15A; 
2025-05-02; 00:04:28; übergangsbetr.;   Brenner Aus  ; 1; 0; 24°; 27°; 37°; 54%; 0%; 0%; 0%; 100.0%; 397°; 46°; 36°; 0%; 12°; 0°; 23°; 0°; 22°; 127°; 127°; 11193; 17163h; 27°; 80°; 22°; 17%; AUS; ZU; TROCKEN; 0.17A; 
2025-05-02; 00:05:28; übergangsbetr.;   Brenner Aus  ; 1; 0; 24°; 27°; 37°; 54%; 0%; 0%; 0%; 100.0%; 397°; 46°; 36°; 0%; 12°; 0°; 23°; 0°; 22°; 127°; 127°; 11193; 17163h; 27°; 80°; 22°; 17%; AUS; ZU; TROCKEN; 0.19A; 
2025-05-02; 00:06:28; übergangsbetr.;   Brenner Aus  ; 1; 0; 24°; 27°; 37°; 54%; 0%; 0%; 0%; 100.0%; 397°; 46°; 36°; 0%; 12°; 0°; 23°; 0°; 22°; 127°; 127°; 11193; 17163h; 27°; 80°; 22°; 17%; AUS; ZU; TROCKEN; 0.17A; 
2025-05-02; 00:07:28; übergangsbetr.;   Brenner Aus  ; 1; 0; 24°; 27°; 37°; 54%; 0%; 0%; 0%; 100.0%; 397°; 46°; 36°; 0%; 12°; 0°; 23°; 0°; 22°; 127°; 127°; 11193; 17163h; 27°; 80°; 22°; 17%; AUS; ZU; TROCKEN; 0.17A; 
2025-05-02; 00:08:28; übergangsbetr.;   Brenner Aus  ; 1; 0; 24°; 27°; 37°; 54%; 0%; 0%; 0%; 100.0%; 397°; 46°; 36°; 0%; 12°; 0°; 23°; 0°; 22°; 127°; 127°; 11193; 17163h; 27°; 80°; 22°; 17%; AUS; ZU; TROCKEN; 0.15A; 
2025-05-02; 00:09:29; übergangsbetr.;   Brenner Aus  ; 1; 0; 24°; 27°; 37°; 54%; 0%; 0%; 0%; 100.0%; 397°; 46°; 36°; 0%; 12°; 0°; 23°; 0°; 22°; 127°; 127°; 11193; 17163h; 27°; 80°; 22°; 17%; AUS; ZU; TROCKEN; 0.17A; 
2025-05-02; 00:10:29; übergangsbetr.;   Brenner Aus  ; 1; 0; 24°; 27°; 37°; 54%; 0%; 0%; 0%; 100.0%; 397°; 46°; 36°; 0%; 12°; 0°; 23°; 0°; 22°; 127°; 127°; 11193; 17163h; 27°; 80°; 22°; 17%; AUS; ZU; TROCKEN; 0.17A; 
2025-05-02; 00:11:28; übergangsbetr.;   Brenner Aus  ; 1; 0; 24°; 27°; 37°; 54%; 0%; 0%; 0%; 100.0%; 397°; 46°; 36°; 0%; 11°; 0°; 23°; 0°; 22°; 127°; 127°; 11193; 17163h; 27°; 80°; 22°; 17%; AUS; ZU; TROCKEN; 0.15A; 
2025-05-02; 00:12:28; übergangsbetr.;   Brenner Aus  ; 1; 0; 24°; 27°; 37°; 54%; 0%; 0%; 0%; 100.0%; 397°; 46°; 36°; 0%; 11°; 0°; 23°; 0°; 22°; 127°; 127°; 11193; 17163h; 27°; 80°; 22°; 17%; AUS; ZU; TROCKEN; 0.15A; 
2025-05-02; 00:13:28; übergangsbetr.;   Brenner Aus  ; 1; 0; 24°; 27°; 37°; 54%; 0%; 0%; 0%; 100.0%; 397°; 46°; 36°; 0%; 11°; 0°; 23°; 0°; 22°; 127°; 127°; 11193; 17163h; 27°; 80°; 22°; 17%; AUS; ZU; TROCKEN; 0.17A; 
2025-05-02; 00:14:28; übergangsbetr.;   Brenner Aus  ; 1; 0; 24°; 27°; 37°; 54%; 0%; 0%; 0%; 100.0%; 397°; 46°; 36°; 0%; 11°; 0°; 23°; 0°; 22°; 127°; 127°; 11193; 17163h; 27°; 80°; 22°; 17%; AUS; ZU; TROCKEN; 0.17A; 
2025-05-02; 00:15:28; übergangsbetr.;   Brenner Aus  ; 1; 0; 24°; 27°; 37°; 54%; 0%; 0%; 0%; 100.0%; 397°; 46°; 36°; 0%; 11°; 0°; 23°; 0°; 22°; 127°; 127°; 11193; 17163h; 27°; 80°; 22°; 17%; AUS; ZU; TROCKEN; 0.15A; 
2025-05-02; 00:16:28; übergangsbetr.;   Brenner Aus  ; 1; 0; 24°; 27°; 37°; 54%; 0%; 0%; 0%; 100.0%; 397°; 46°; 36°; 0%; 11°; 0°; 23°; 0°; 22°; 127°; 127°; 11193; 17163h; 27°; 80°; 22°; 17%; AUS; ZU; TROCKEN; 0.15A; 
2025-05-02; 00:17:28; übergangsbetr.;   Brenner Aus  ; 1; 0; 24°; 27°; 37°; 54%; 0%; 0%; 0%; 100.0%; 397°; 46°; 36°; 0%; 11°; 0°; 23°; 0°; 22°; 127°; 127°; 11193; 17163h; 27°; 80°; 22°; 17%; AUS; ZU; TROCKEN; 0.15A; 
2025-05-02; 00:18:28; übergangsbetr.;   Brenner Aus  ; 1; 0; 24°; 27°; 37°; 54%; 0%; 0%; 0%; 100.0%; 397°; 46°; 36°; 0%; 11°; 0°; 23°; 0°; 22°; 127°; 127°; 11193; 17163h; 27°; 80°; 22°; 17%; AUS; ZU; TROCKEN; 0.19A; 
2025-05-02; 00:19:28; übergangsbetr.;   Brenner Aus  ; 1; 0; 24°; 27°; 37°; 54%; 0%; 0%; 0%; 100.0%; 397°; 46°; 36°; 0%; 11°; 0°; 23°; 0°; 22°; 127°; 127°; 11193; 17163h; 27°; 80°; 22°; 17%; AUS; ZU; TROCKEN; 0.17A; 
2025-05-02; 00:20:28; übergangsbetr.;   Brenner Aus  ; 1; 0; 24°; 27°; 37°; 54%; 0%; 0%; 0%; 100.0%; 397°; 46°; 36°; 0%; 11°; 0°; 23°; 0°; 22°; 127°; 127°; 11193; 17163h; 27°; 80°; 22°; 17%; AUS; ZU; TROCKEN; 0.17A; 
2025-05-02; 00:21:28; übergangsbetr.;   Brenner Aus  ; 1; 0; 24°; 27°; 37°; 54%; 0%; 0%; 0%; 100.0%; 397°; 46°; 36°; 0%; 11°; 0°; 23°; 0°; 22°; 127°; 127°; 11193; 17163h; 27°; 80°; 22°; 17%; AUS; ZU; TROCKEN; 0.13A; 
2025-05-02; 00:22:28; übergangsbetr.;   Brenner Aus  ; 1; 0; 24°; 27°; 37°; 54%; 0%; 0%; 0%; 100.0%; 397°; 46°; 36°; 0%; 11°; 0°; 23°; 0°; 22°; 127°; 127°; 11193; 17163h; 27°; 80°; 22°; 17%; AUS; ZU; TROCKEN; 0.15A; 
2025-05-02; 00:23:28; übergangsbetr.;   Brenner Aus  ; 1; 0; 24°; 27°; 37°; 54%; 0%; 0%; 0%; 100.0%; 397°; 46°; 36°; 0%; 11°; 0°; 23°; 0°; 22°; 127°; 127°; 11193; 17163h; 27°; 80°; 22°; 17%; AUS; ZU; TROCKEN; 0.19A; 
2025-05-02; 00:24:28; übergangsbetr.;   Brenner Aus  ; 1; 0; 24°; 27°; 37°; 54%; 0%; 0%; 0%; 100.0%; 397°; 46°; 36°; 0%; 11°; 0°; 23°; 0°; 22°; 127°; 127°; 11193; 17163h; 27°; 80°; 22°; 17%; AUS; ZU; TROCKEN; 0.15A; 
