Date;  Time; Betriebsart; Status; Zustand; ROST; Kesseltemp; Abgastemp.; Abgas. SW ; KessStellGr; Saugzug  ; Zuluftgebl; Einschub; Fuellst.:; Feuerraumt; Puffert.ob; Puffert.un; Puffer Pu.; Außentemp; Vorlauft.1sw; Vorlauft.1; Vorlauft.2sw; Vorlauft.2; KTY6_H2; KTY7_H2; Brenn.ST; Laufzeit:; Boardtemp.; Die Kesseltemp. soll sein; Heizungsraum-Temp; Heizungsraum-Feuchtigkeit; Ventilator; Zuluftklappe; Leckwassersensor; Stromstaerke; ; 
2025-03-16; 00:00:14; übergangsbetr.;    Heizen      ; 1; 0; 78°; 164°; 166°; 90%; 35%; 60%; 86%; 94.6%; 425°; 68°; 25°; 64%; 4°; 28°; 28°; 38°; 37°; 127°; 127°; 11156; 17101h; 37°; 80°; 29°; 13%; AUS; OFFEN; TROCKEN; 2.95A; 
2025-03-16; 00:18:14; übergangsbetr.;    Heizen      ; 1; 0; 77°; 175°; 185°; 99%; 38%; 64%; 94%; 91.7%; 433°; 75°; 28°; 67%; 4°; 27°; 26°; 38°; 37°; 127°; 127°; 11156; 17102h; 39°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.97A; 
2025-03-16; 00:19:14; übergangsbetr.;    Heizen      ; 1; 0; 77°; 176°; 187°; 100%; 39%; 65%; 95%; 91.5%; 434°; 76°; 28°; 67%; 4°; 27°; 26°; 38°; 37°; 127°; 127°; 11156; 17102h; 40°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.27A; 
2025-03-16; 00:20:14; übergangsbetr.;    Heizen      ; 1; 0; 77°; 175°; 187°; 100%; 39%; 65%; 95%; 91.4%; 434°; 76°; 28°; 67%; 4°; 27°; 26°; 38°; 37°; 127°; 127°; 11156; 17102h; 40°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.29A; 
2025-03-16; 00:21:14; übergangsbetr.;    Heizen      ; 1; 0; 77°; 175°; 187°; 100%; 39%; 65%; 95%; 91.2%; 435°; 76°; 28°; 67%; 4°; 27°; 26°; 38°; 37°; 127°; 127°; 11156; 17102h; 40°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 3.05A; 
2025-03-16; 00:22:14; übergangsbetr.;    Heizen      ; 1; 0; 77°; 175°; 187°; 100%; 39%; 65%; 95%; 91.1%; 435°; 76°; 28°; 67%; 4°; 27°; 26°; 38°; 37°; 127°; 127°; 11156; 17102h; 40°; 80°; 31°; 12%; AUS; OFFEN; TROCKEN; 2.27A; 
2025-03-16; 00:23:14; übergangsbetr.;    Heizen      ; 1; 0; 77°; 174°; 187°; 100%; 39%; 65%; 95%; 90.9%; 435°; 76°; 29°; 67%; 4°; 27°; 29°; 38°; 37°; 127°; 127°; 11156; 17102h; 40°; 80°; 31°; 12%; AUS; OFFEN; TROCKEN; 2.59A; 
2025-03-16; 00:24:14; übergangsbetr.;    Heizen      ; 1; 0; 77°; 174°; 187°; 100%; 39%; 65%; 95%; 90.7%; 435°; 76°; 30°; 67%; 4°; 27°; 28°; 38°; 37°; 127°; 127°; 11156; 17102h; 40°; 80°; 31°; 12%; AUS; OFFEN; TROCKEN; 2.67A; 
2025-03-16; 00:25:14; übergangsbetr.;    Heizen      ; 1; 0; 77°; 174°; 187°; 100%; 39%; 65%; 95%; 90.6%; 435°; 76°; 30°; 67%; 4°; 27°; 27°; 38°; 37°; 127°; 127°; 11156; 17102h; 40°; 80°; 31°; 12%; AUS; OFFEN; TROCKEN; 2.38A; 
2025-03-16; 00:26:14; übergangsbetr.;    Heizen      ; 1; 0; 77°; 174°; 187°; 100%; 39%; 65%; 95%; 90.4%; 435°; 77°; 30°; 67%; 4°; 27°; 27°; 38°; 38°; 127°; 127°; 11156; 17102h; 40°; 80°; 31°; 12%; AUS; OFFEN; TROCKEN; 2.52A; 
2025-03-16; 00:27:14; übergangsbetr.;    Heizen      ; 1; 0; 77°; 175°; 187°; 100%; 39%; 65%; 95%; 90.3%; 435°; 77°; 31°; 67%; 4°; 27°; 27°; 38°; 38°; 127°; 127°; 11156; 17102h; 40°; 80°; 31°; 12%; AUS; OFFEN; TROCKEN; 2.50A; 
2025-03-16; 00:28:14; übergangsbetr.;    Heizen      ; 1; 0; 77°; 174°; 187°; 100%; 39%; 65%; 95%; 90.1%; 435°; 77°; 32°; 67%; 4°; 27°; 27°; 38°; 38°; 127°; 127°; 11156; 17102h; 40°; 80°; 31°; 12%; AUS; OFFEN; TROCKEN; 3.03A; 
2025-03-16; 00:29:14; übergangsbetr.;    Heizen      ; 1; 0; 77°; 174°; 187°; 100%; 39%; 65%; 95%; 89.9%; 435°; 77°; 32°; 67%; 4°; 27°; 27°; 38°; 38°; 127°; 127°; 11156; 17102h; 40°; 80°; 31°; 12%; AUS; OFFEN; TROCKEN; 2.52A; 
2025-03-16; 00:30:14; übergangsbetr.;   Abreinigen   ; 1; 0; 77°; 176°; 188°; 100%; 100%; 100%; 0%; 89.8%; 437°; 77°; 33°; 67%; 4°; 27°; 27°; 38°; 38°; 127°; 127°; 11156; 17102h; 41°; 80°; 31°; 12%; AUS; OFFEN; TROCKEN; 1.34A; 
2025-03-16; 00:31:14; übergangsbetr.;   Abreinigen   ; 1; 0; 77°; 177°; 189°; 100%; 100%; 100%; 0%; 89.8%; 437°; 77°; 35°; 67%; 4°; 27°; 28°; 38°; 38°; 127°; 127°; 11156; 17102h; 41°; 80°; 31°; 12%; AUS; OFFEN; TROCKEN; 1.38A; 
2025-03-16; 00:32:14; übergangsbetr.;   Abreinigen   ; 1; 0; 76°; 165°; 193°; 100%; 100%; 100%; 0%; 89.8%; 437°; 77°; 36°; 60%; 4°; 27°; 28°; 38°; 38°; 127°; 127°; 11156; 17102h; 41°; 80°; 31°; 12%; AUS; OFFEN; TROCKEN; 1.40A; 
2025-03-16; 00:33:14; übergangsbetr.;   Abreinigen   ; 1; 0; 76°; 155°; 196°; 100%; 100%; 100%; 0%; 89.8%; 436°; 78°; 38°; 56%; 4°; 27°; 28°; 38°; 37°; 127°; 127°; 11156; 17102h; 41°; 80°; 31°; 12%; AUS; OFFEN; TROCKEN; 1.36A; 
2025-03-16; 00:34:14; übergangsbetr.;   Abreinigen   ; 1; 0; 76°; 143°; 198°; 100%; 100%; 100%; 0%; 89.8%; 435°; 78°; 40°; 52%; 4°; 27°; 28°; 38°; 36°; 127°; 127°; 11156; 17102h; 41°; 80°; 31°; 12%; AUS; OFFEN; TROCKEN; 1.40A; 
2025-03-16; 00:35:14; übergangsbetr.;   Abreinigen   ; 1; 0; 76°; 132°; 200°; 100%; 100%; 100%; 100%; 89.8%; 433°; 78°; 41°; 48%; 4°; 27°; 28°; 38°; 36°; 127°; 127°; 11156; 17102h; 41°; 80°; 31°; 12%; AUS; OFFEN; TROCKEN; 2.23A; 
2025-03-16; 00:36:14; übergangsbetr.;   Abreinigen   ; 1; 0; 76°; 127°; 203°; 100%; 100%; 100%; 100%; 89.6%; 431°; 78°; 42°; 49%; 4°; 27°; 32°; 38°; 35°; 127°; 127°; 11156; 17102h; 41°; 80°; 31°; 12%; AUS; OFFEN; TROCKEN; 2.35A; 
2025-03-16; 00:37:14; übergangsbetr.;   Abreinigen   ; 1; 0; 76°; 137°; 205°; 97%; 100%; 100%; 100%; 89.4%; 431°; 78°; 44°; 49%; 4°; 27°; 27°; 38°; 35°; 127°; 127°; 11156; 17102h; 41°; 80°; 31°; 12%; AUS; OFFEN; TROCKEN; 2.29A; 
2025-03-16; 00:38:14; übergangsbetr.;   Abreinigen   ; 1; 0; 76°; 154°; 207°; 96%; 100%; 100%; 0%; 89.3%; 431°; 77°; 44°; 49%; 4°; 27°; 26°; 38°; 35°; 127°; 127°; 11156; 17102h; 41°; 80°; 32°; 12%; AUS; OFFEN; TROCKEN; 1.32A; 
2025-03-16; 00:39:14; übergangsbetr.;   Abreinigen   ; 1; 0; 76°; 155°; 209°; 100%; 100%; 100%; 0%; 89.3%; 431°; 77°; 46°; 47%; 4°; 27°; 26°; 38°; 36°; 127°; 127°; 11156; 17102h; 41°; 80°; 32°; 12%; AUS; OFFEN; TROCKEN; 1.36A; 
2025-03-16; 00:40:14; übergangsbetr.;   Abreinigen   ; 1; 0; 76°; 144°; 211°; 100%; 100%; 100%; 0%; 89.3%; 431°; 77°; 47°; 46%; 4°; 27°; 26°; 38°; 36°; 127°; 127°; 11156; 17102h; 41°; 80°; 32°; 12%; AUS; OFFEN; TROCKEN; 1.44A; 
2025-03-16; 00:41:14; übergangsbetr.;   Abreinigen   ; 1; 0; 76°; 135°; 213°; 100%; 100%; 100%; 0%; 89.3%; 431°; 77°; 48°; 44%; 4°; 27°; 26°; 38°; 37°; 127°; 127°; 11156; 17102h; 41°; 80°; 32°; 12%; AUS; OFFEN; TROCKEN; 1.34A; 
2025-03-16; 00:42:14; übergangsbetr.;   Abreinigen   ; 1; 0; 76°; 128°; 215°; 100%; 100%; 100%; 0%; 89.3%; 430°; 77°; 50°; 43%; 4°; 27°; 26°; 38°; 37°; 127°; 127°; 11156; 17102h; 41°; 80°; 32°; 12%; AUS; OFFEN; TROCKEN; 1.36A; 
2025-03-16; 00:43:14; übergangsbetr.;    Heizen      ; 1; 0; 77°; 120°; 213°; 99%; 39%; 65%; 95%; 89.3%; 429°; 77°; 50°; 46%; 4°; 27°; 26°; 38°; 36°; 127°; 127°; 11156; 17102h; 41°; 80°; 32°; 12%; AUS; OFFEN; TROCKEN; 2.42A; 
2025-03-16; 00:44:14; übergangsbetr.;    Heizen      ; 1; 0; 76°; 116°; 215°; 100%; 39%; 65%; 95%; 89.1%; 427°; 77°; 52°; 40%; 4°; 27°; 26°; 38°; 36°; 127°; 127°; 11156; 17102h; 41°; 80°; 32°; 12%; AUS; OFFEN; TROCKEN; 2.74A; 
2025-03-16; 00:45:14; übergangsbetr.;    Heizen      ; 1; 0; 77°; 123°; 214°; 100%; 38%; 64%; 94%; 88.9%; 426°; 77°; 52°; 45%; 4°; 27°; 26°; 38°; 36°; 127°; 127°; 11156; 17102h; 41°; 80°; 32°; 12%; AUS; OFFEN; TROCKEN; 2.93A; 
2025-03-16; 00:46:14; übergangsbetr.;    Heizen      ; 1; 0; 77°; 136°; 213°; 100%; 39%; 65%; 95%; 88.8%; 426°; 77°; 53°; 45%; 4°; 27°; 26°; 38°; 37°; 127°; 127°; 11156; 17102h; 41°; 80°; 32°; 12%; AUS; OFFEN; TROCKEN; 2.48A; 
2025-03-16; 00:47:14; übergangsbetr.;    Heizen      ; 1; 0; 78°; 147°; 211°; 98%; 38%; 64%; 93%; 88.6%; 427°; 77°; 54°; 51%; 4°; 27°; 26°; 38°; 38°; 127°; 127°; 11156; 17102h; 41°; 80°; 32°; 12%; AUS; OFFEN; TROCKEN; 3.01A; 
2025-03-16; 00:48:14; übergangsbetr.;    Heizen      ; 1; 0; 78°; 153°; 211°; 100%; 39%; 65%; 95%; 88.5%; 429°; 77°; 55°; 54%; 4°; 27°; 26°; 38°; 40°; 127°; 127°; 11156; 17102h; 41°; 80°; 32°; 12%; AUS; OFFEN; TROCKEN; 3.10A; 
2025-03-16; 00:49:14; übergangsbetr.;    Heizen      ; 1; 0; 78°; 158°; 209°; 100%; 39%; 65%; 95%; 88.3%; 429°; 77°; 56°; 58%; 4°; 27°; 31°; 38°; 42°; 127°; 127°; 11156; 17102h; 41°; 80°; 32°; 12%; AUS; OFFEN; TROCKEN; 2.88A; 
2025-03-16; 00:50:14; übergangsbetr.;    Heizen      ; 1; 0; 78°; 160°; 209°; 100%; 39%; 65%; 95%; 88.1%; 430°; 77°; 58°; 60%; 4°; 27°; 29°; 38°; 39°; 127°; 127°; 11156; 17102h; 41°; 80°; 32°; 12%; AUS; OFFEN; TROCKEN; 2.44A; 
2025-03-16; 00:51:14; übergangsbetr.;    Heizen      ; 1; 0; 78°; 163°; 209°; 99%; 39%; 65%; 95%; 88.0%; 431°; 77°; 60°; 63%; 4°; 27°; 28°; 38°; 36°; 127°; 127°; 11156; 17102h; 41°; 80°; 32°; 12%; AUS; OFFEN; TROCKEN; 2.46A; 
2025-03-16; 00:52:14; übergangsbetr.;    Heizen      ; 1; 0; 77°; 164°; 209°; 100%; 39%; 65%; 95%; 87.8%; 432°; 77°; 62°; 61%; 4°; 27°; 27°; 38°; 36°; 127°; 127°; 11156; 17102h; 41°; 80°; 32°; 12%; AUS; OFFEN; TROCKEN; 2.18A; 
2025-03-16; 00:53:14; übergangsbetr.;    Heizen      ; 1; 0; 77°; 168°; 209°; 99%; 39%; 65%; 95%; 87.7%; 434°; 78°; 64°; 61%; 4°; 27°; 28°; 38°; 36°; 127°; 127°; 11156; 17102h; 42°; 80°; 32°; 12%; AUS; OFFEN; TROCKEN; 2.76A; 
2025-03-16; 00:54:14; übergangsbetr.;    Heizen      ; 1; 0; 77°; 168°; 209°; 99%; 39%; 65%; 95%; 87.5%; 434°; 78°; 66°; 61%; 4°; 27°; 28°; 38°; 37°; 127°; 127°; 11156; 17102h; 42°; 80°; 32°; 12%; AUS; OFFEN; TROCKEN; 2.97A; 
2025-03-16; 00:55:14; übergangsbetr.;    Heizen      ; 1; 0; 76°; 168°; 211°; 99%; 38%; 64%; 94%; 87.3%; 436°; 78°; 68°; 55%; 4°; 27°; 27°; 38°; 38°; 127°; 127°; 11156; 17102h; 42°; 80°; 32°; 12%; AUS; OFFEN; TROCKEN; 2.91A; 
2025-03-16; 00:56:14; übergangsbetr.;    Heizen      ; 1; 0; 76°; 168°; 212°; 100%; 38%; 64%; 94%; 87.2%; 435°; 78°; 70°; 52%; 4°; 27°; 27°; 38°; 38°; 127°; 127°; 11156; 17102h; 41°; 80°; 32°; 12%; AUS; OFFEN; TROCKEN; 3.05A; 
2025-03-16; 00:57:14; übergangsbetr.; Abst.Warten   1; 1; 0; 77°; 169°; 211°; 98%; 35%; 40%; 0%; 87.1%; 436°; 78°; 72°; 55%; 4°; 27°; 27°; 38°; 38°; 127°; 127°; 11156; 17102h; 42°; 80°; 32°; 12%; AUS; OFFEN; TROCKEN; 1.76A; 
2025-03-16; 00:58:14; übergangsbetr.; Abst.Warten   1; 1; 0; 78°; 157°; 211°; 100%; 35%; 40%; 0%; 87.1%; 436°; 79°; 72°; 0%; 4°; 27°; 28°; 38°; 38°; 127°; 127°; 11156; 17102h; 42°; 80°; 32°; 12%; AUS; OFFEN; TROCKEN; 1.19A; 
2025-03-16; 00:59:14; übergangsbetr.; Abst.Warten   1; 1; 0; 78°; 147°; 212°; 100%; 35%; 40%; 0%; 87.1%; 436°; 79°; 74°; 0%; 4°; 27°; 28°; 38°; 40°; 127°; 127°; 11156; 17102h; 42°; 80°; 32°; 12%; AUS; OFFEN; TROCKEN; 1.95A; 
2025-03-16; 01:00:14; übergangsbetr.; Abst.Warten   1; 1; 0; 78°; 139°; 211°; 100%; 35%; 40%; 0%; 87.1%; 434°; 79°; 74°; 0%; 4°; 27°; 28°; 38°; 38°; 127°; 127°; 11156; 17102h; 42°; 80°; 32°; 12%; AUS; OFFEN; TROCKEN; 1.82A; 
2025-03-16; 01:01:14; übergangsbetr.; Abst.Warten   1; 1; 0; 79°; 132°; 207°; 100%; 35%; 40%; 0%; 87.1%; 433°; 78°; 74°; 95%; 4°; 27°; 28°; 38°; 36°; 127°; 127°; 11156; 17102h; 42°; 80°; 32°; 12%; AUS; OFFEN; TROCKEN; 1.70A; 
2025-03-16; 01:02:14; übergangsbetr.; Abst.Warten   1; 1; 0; 78°; 126°; 212°; 100%; 35%; 40%; 0%; 87.1%; 432°; 78°; 74°; 0%; 4°; 27°; 28°; 38°; 34°; 127°; 127°; 11156; 17102h; 42°; 80°; 32°; 12%; AUS; OFFEN; TROCKEN; 1.42A; 
2025-03-16; 01:03:14; übergangsbetr.; Abst.Warten   1; 1; 0; 79°; 120°; 209°; 100%; 35%; 40%; 0%; 87.1%; 430°; 78°; 75°; 0%; 4°; 27°; 26°; 38°; 33°; 127°; 127°; 11156; 17102h; 42°; 80°; 32°; 12%; AUS; OFFEN; TROCKEN; 1.21A; 
2025-03-16; 01:04:14; übergangsbetr.; Abst.Warten   1; 1; 0; 79°; 116°; 209°; 100%; 35%; 40%; 0%; 87.1%; 428°; 78°; 76°; 0%; 4°; 27°; 26°; 38°; 37°; 127°; 127°; 11156; 17102h; 42°; 80°; 32°; 12%; AUS; OFFEN; TROCKEN; 1.99A; 
2025-03-16; 01:05:14; übergangsbetr.; Abst.Warten   1; 1; 0; 80°; 111°; 208°; 100%; 35%; 40%; 0%; 87.1%; 427°; 78°; 76°; 0%; 4°; 27°; 26°; 38°; 41°; 127°; 127°; 11156; 17102h; 42°; 80°; 32°; 12%; AUS; OFFEN; TROCKEN; 1.99A; 
2025-03-16; 01:06:14; übergangsbetr.; Abst.Warten   1; 1; 0; 80°; 108°; 208°; 98%; 35%; 40%; 0%; 87.1%; 426°; 78°; 76°; 0%; 4°; 27°; 26°; 38°; 44°; 127°; 127°; 11156; 17102h; 42°; 80°; 32°; 12%; AUS; OFFEN; TROCKEN; 1.42A; 
2025-03-16; 01:07:14; übergangsbetr.; Abst.Warten   2; 1; 0; 80°; 105°; 208°; 100%; 0%; 0%; 0%; 87.1%; 425°; 78°; 76°; 0%; 4°; 27°; 26°; 38°; 36°; 127°; 127°; 11156; 17102h; 42°; 80°; 32°; 12%; AUS; OFFEN; TROCKEN; 0.32A; 
2025-03-16; 01:08:14; übergangsbetr.; Abst.Warten   2; 1; 0; 80°; 103°; 204°; 100%; 0%; 0%; 0%; 87.1%; 424°; 78°; 76°; 0%; 4°; 27°; 26°; 38°; 32°; 127°; 127°; 11156; 17102h; 42°; 80°; 32°; 12%; AUS; OFFEN; TROCKEN; 0.21A; 
2025-03-16; 01:09:14; übergangsbetr.; Abst.Warten   2; 1; 0; 80°; 102°; 206°; 100%; 0%; 0%; 0%; 87.1%; 422°; 78°; 76°; 0%; 4°; 27°; 26°; 38°; 40°; 127°; 127°; 11156; 17102h; 42°; 80°; 32°; 12%; AUS; OFFEN; TROCKEN; 0.25A; 
2025-03-16; 01:10:14; übergangsbetr.; Abst.Warten   2; 1; 0; 80°; 101°; 204°; 100%; 0%; 0%; 0%; 87.1%; 422°; 78°; 76°; 0%; 4°; 27°; 26°; 38°; 39°; 127°; 127°; 11156; 17102h; 42°; 80°; 32°; 12%; AUS; OFFEN; TROCKEN; 0.28A; 
2025-03-16; 01:11:14; übergangsbetr.; Abst.Warten   2; 1; 0; 80°; 99°; 203°; 99%; 0%; 0%; 0%; 87.1%; 421°; 78°; 76°; 0%; 4°; 27°; 26°; 38°; 34°; 127°; 127°; 11156; 17102h; 42°; 80°; 32°; 12%; AUS; OFFEN; TROCKEN; 0.42A; 
2025-03-16; 01:12:14; übergangsbetr.; Abst.Warten   2; 1; 0; 80°; 98°; 203°; 98%; 0%; 0%; 0%; 87.1%; 421°; 78°; 76°; 0%; 4°; 27°; 26°; 38°; 33°; 127°; 127°; 11156; 17102h; 42°; 80°; 32°; 12%; AUS; OFFEN; TROCKEN; 0.19A; 
2025-03-16; 01:13:14; übergangsbetr.; Abst.Warten   2; 1; 0; 80°; 96°; 205°; 97%; 0%; 0%; 0%; 87.1%; 420°; 78°; 76°; 0%; 4°; 27°; 26°; 38°; 39°; 127°; 127°; 11156; 17102h; 42°; 80°; 32°; 12%; AUS; OFFEN; TROCKEN; 0.23A; 
2025-03-16; 01:14:14; übergangsbetr.; Abst.Warten   2; 1; 0; 80°; 95°; 203°; 96%; 0%; 0%; 0%; 87.1%; 419°; 78°; 76°; 0%; 4°; 27°; 26°; 38°; 42°; 127°; 127°; 11156; 17102h; 42°; 80°; 32°; 12%; AUS; OFFEN; TROCKEN; 0.23A; 
2025-03-16; 01:15:14; übergangsbetr.; Abst.Warten   2; 1; 0; 82°; 94°; 198°; 93%; 0%; 0%; 0%; 87.1%; 419°; 78°; 76°; 100%; 4°; 27°; 26°; 38°; 36°; 127°; 127°; 11156; 17102h; 42°; 80°; 32°; 12%; AUS; OFFEN; TROCKEN; 0.53A; 
2025-03-16; 01:16:14; übergangsbetr.; Abst.Warten   2; 1; 0; 80°; 93°; 202°; 95%; 0%; 0%; 0%; 87.1%; 419°; 78°; 76°; 0%; 4°; 27°; 26°; 38°; 33°; 127°; 127°; 11156; 17102h; 42°; 80°; 32°; 12%; AUS; OFFEN; TROCKEN; 0.30A; 
2025-03-16; 01:17:14; übergangsbetr.; Abst.Warten   2; 1; 0; 82°; 92°; 198°; 91%; 0%; 0%; 0%; 87.1%; 418°; 78°; 76°; 100%; 4°; 27°; 26°; 38°; 33°; 127°; 127°; 11156; 17102h; 42°; 80°; 32°; 12%; AUS; OFFEN; TROCKEN; 0.40A; 
2025-03-16; 01:18:14; übergangsbetr.; Abst.Warten   2; 1; 0; 80°; 91°; 201°; 92%; 0%; 0%; 0%; 87.1%; 418°; 78°; 76°; 0%; 4°; 27°; 26°; 38°; 39°; 127°; 127°; 11156; 17102h; 42°; 80°; 32°; 12%; AUS; OFFEN; TROCKEN; 0.23A; 
