Date;  Time; Betriebsart; Status; Zustand; ROST; Kesseltemp; Abgastemp.; Abgas. SW ; KessStellGr; Saugzug  ; Zuluftgebl; Einschub; Fuellst.:; Feuerraumt; Puffert.ob; Puffert.un; Puffer Pu.; Außentemp; Vorlauft.1sw; Vorlauft.1; Vorlauft.2sw; Vorlauft.2; KTY6_H2; KTY7_H2; Brenn.ST; Laufzeit:; Boardtemp.; Die Kesseltemp. soll sein; Heizungsraum-Temp; Heizungsraum-Feuchtigkeit; Ventilator; Zuluftklappe; Leckwassersensor; Stromstaerke; ; 
2025-05-18; 00:00:15; übergangsbetr.;   Brenner Aus  ; 1; 0; 20°; 25°; 35°; 53%; 0%; 0%; 0%; 100.0%; 396°; 40°; 32°; 0%; 9°; 0°; 22°; 0°; 20°; 127°; 127°; 11196; 17169h; 25°; 80°; 21°; 17%; AUS; ZU; TROCKEN; 0.36A; 
2025-05-18; 00:01:15; übergangsbetr.;   Brenner Aus  ; 1; 0; 20°; 25°; 35°; 53%; 0%; 0%; 0%; 100.0%; 396°; 40°; 32°; 0%; 9°; 0°; 22°; 0°; 20°; 127°; 127°; 11196; 17169h; 25°; 80°; 21°; 17%; AUS; ZU; TROCKEN; 0.17A; 
2025-05-18; 00:02:15; übergangsbetr.;   Brenner Aus  ; 1; 0; 20°; 25°; 35°; 53%; 0%; 0%; 0%; 100.0%; 396°; 40°; 32°; 0%; 9°; 0°; 22°; 0°; 20°; 127°; 127°; 11196; 17169h; 25°; 80°; 21°; 17%; AUS; ZU; TROCKEN; 0.17A; 
2025-05-18; 00:03:15; übergangsbetr.;   Brenner Aus  ; 1; 0; 20°; 25°; 35°; 53%; 0%; 0%; 0%; 100.0%; 396°; 40°; 32°; 0%; 9°; 0°; 22°; 0°; 20°; 127°; 127°; 11196; 17169h; 25°; 80°; 21°; 17%; AUS; ZU; TROCKEN; 0.17A; 
2025-05-18; 00:04:15; übergangsbetr.;   Brenner Aus  ; 1; 0; 20°; 25°; 35°; 53%; 0%; 0%; 0%; 100.0%; 396°; 40°; 32°; 0%; 9°; 0°; 22°; 0°; 20°; 127°; 127°; 11196; 17169h; 25°; 80°; 21°; 17%; AUS; ZU; TROCKEN; 0.15A; 
2025-05-18; 00:05:15; übergangsbetr.;   Brenner Aus  ; 1; 0; 20°; 25°; 35°; 53%; 0%; 0%; 0%; 100.0%; 396°; 40°; 32°; 0%; 9°; 0°; 22°; 0°; 20°; 127°; 127°; 11196; 17169h; 25°; 80°; 21°; 17%; AUS; ZU; TROCKEN; 0.15A; 
2025-05-18; 00:06:15; übergangsbetr.;   Brenner Aus  ; 1; 0; 20°; 25°; 35°; 53%; 0%; 0%; 0%; 100.0%; 396°; 40°; 32°; 0%; 9°; 0°; 22°; 0°; 20°; 127°; 127°; 11196; 17169h; 25°; 80°; 21°; 17%; AUS; ZU; TROCKEN; 0.19A; 
2025-05-18; 00:07:15; übergangsbetr.;   Brenner Aus  ; 1; 0; 20°; 25°; 35°; 53%; 0%; 0%; 0%; 100.0%; 396°; 40°; 32°; 0%; 9°; 0°; 22°; 0°; 20°; 127°; 127°; 11196; 17169h; 25°; 80°; 21°; 17%; AUS; ZU; TROCKEN; 0.17A; 
2025-05-18; 00:08:15; übergangsbetr.;   Brenner Aus  ; 1; 0; 20°; 25°; 35°; 53%; 0%; 0%; 0%; 100.0%; 396°; 40°; 32°; 0%; 9°; 0°; 22°; 0°; 20°; 127°; 127°; 11196; 17169h; 25°; 80°; 21°; 17%; AUS; ZU; TROCKEN; 0.19A; 
2025-05-18; 00:09:15; übergangsbetr.;   Brenner Aus  ; 1; 0; 20°; 25°; 35°; 53%; 0%; 0%; 0%; 100.0%; 396°; 40°; 32°; 0%; 9°; 0°; 22°; 0°; 20°; 127°; 127°; 11196; 17169h; 25°; 80°; 21°; 17%; AUS; ZU; TROCKEN; 0.17A; 
2025-05-18; 00:10:15; übergangsbetr.;   Brenner Aus  ; 1; 0; 20°; 25°; 35°; 53%; 0%; 0%; 0%; 100.0%; 396°; 40°; 32°; 0%; 9°; 0°; 22°; 0°; 20°; 127°; 127°; 11196; 17169h; 25°; 80°; 21°; 17%; AUS; ZU; TROCKEN; 0.19A; 
2025-05-18; 00:11:15; übergangsbetr.;   Brenner Aus  ; 1; 0; 20°; 25°; 35°; 53%; 0%; 0%; 0%; 100.0%; 396°; 40°; 32°; 0%; 9°; 0°; 22°; 0°; 20°; 127°; 127°; 11196; 17169h; 25°; 80°; 21°; 17%; AUS; ZU; TROCKEN; 0.17A; 
2025-05-18; 00:12:15; übergangsbetr.;   Brenner Aus  ; 1; 0; 20°; 25°; 35°; 53%; 0%; 0%; 0%; 100.0%; 396°; 40°; 32°; 0%; 9°; 0°; 22°; 0°; 20°; 127°; 127°; 11196; 17169h; 25°; 80°; 21°; 17%; AUS; ZU; TROCKEN; 0.19A; 
2025-05-18; 00:13:15; übergangsbetr.;   Brenner Aus  ; 1; 0; 20°; 25°; 35°; 53%; 0%; 0%; 0%; 100.0%; 396°; 40°; 32°; 0%; 9°; 0°; 22°; 0°; 20°; 127°; 127°; 11196; 17169h; 25°; 80°; 21°; 17%; AUS; ZU; TROCKEN; 0.17A; 
2025-05-18; 00:14:15; übergangsbetr.;   Brenner Aus  ; 1; 0; 20°; 25°; 35°; 53%; 0%; 0%; 0%; 100.0%; 396°; 40°; 32°; 0%; 9°; 0°; 22°; 0°; 20°; 127°; 127°; 11196; 17169h; 25°; 80°; 21°; 17%; AUS; ZU; TROCKEN; 0.17A; 
2025-05-18; 00:15:15; übergangsbetr.;   Brenner Aus  ; 1; 0; 20°; 25°; 35°; 53%; 0%; 0%; 0%; 100.0%; 396°; 40°; 32°; 0%; 9°; 0°; 22°; 0°; 20°; 127°; 127°; 11196; 17169h; 25°; 80°; 21°; 17%; AUS; ZU; TROCKEN; 0.15A; 
2025-05-18; 00:16:15; übergangsbetr.;   Brenner Aus  ; 1; 0; 20°; 25°; 35°; 53%; 0%; 0%; 0%; 100.0%; 396°; 40°; 32°; 0%; 9°; 0°; 22°; 0°; 20°; 127°; 127°; 11196; 17169h; 25°; 80°; 21°; 17%; AUS; ZU; TROCKEN; 0.17A; 
