Date;  Time; Betriebsart; Status; Zustand; ROST; Kesseltemp; Abgastemp.; Abgas. SW ; KessStellGr; Saugzug  ; Zuluftgebl; Einschub; Fuellst.:; Feuerraumt; Puffert.ob; Puffert.un; Puffer Pu.; Außentemp; Vorlauft.1sw; Vorlauft.1; Vorlauft.2sw; Vorlauft.2; KTY6_H2; KTY7_H2; Brenn.ST; Laufzeit:; Boardtemp.; Die Kesseltemp. soll sein; Heizungsraum-Temp; Heizungsraum-Feuchtigkeit; Ventilator; Zuluftklappe; Leckwassersensor; Stromstaerke; ; 
2025-01-11; 00:00:31; übergangsbetr.;   Brenner Aus  ; 1; 0; 58°; 51°; 61°; 69%; 0%; 0%; 0%; 100.0%; 404°; 57°; 26°; 0%; -4°; 32°; 31°; 44°; 43°; 127°; 127°; 11043; 16913h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.38A; 
2025-01-11; 00:01:31; übergangsbetr.;   Brenner Aus  ; 1; 0; 58°; 51°; 61°; 69%; 0%; 0%; 0%; 100.0%; 404°; 56°; 26°; 0%; -4°; 32°; 31°; 44°; 43°; 127°; 127°; 11043; 16913h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.28A; 
2025-01-11; 00:02:31; übergangsbetr.;   Brenner Aus  ; 1; 0; 58°; 51°; 61°; 69%; 0%; 0%; 0%; 100.0%; 404°; 56°; 26°; 0%; -4°; 32°; 30°; 44°; 43°; 127°; 127°; 11043; 16913h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.28A; 
2025-01-11; 00:03:31; übergangsbetr.;   Brenner Aus  ; 1; 0; 58°; 51°; 61°; 69%; 0%; 0%; 0%; 100.0%; 404°; 56°; 26°; 0%; -4°; 32°; 30°; 44°; 43°; 127°; 127°; 11043; 16913h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.25A; 
2025-01-11; 00:04:31; übergangsbetr.;   Brenner Aus  ; 1; 0; 58°; 51°; 61°; 69%; 0%; 0%; 0%; 100.0%; 404°; 56°; 26°; 0%; -4°; 32°; 30°; 44°; 44°; 127°; 127°; 11043; 16913h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.30A; 
2025-01-11; 00:05:31; übergangsbetr.;   Brenner Aus  ; 1; 0; 58°; 51°; 61°; 69%; 0%; 0%; 0%; 100.0%; 404°; 56°; 26°; 0%; -4°; 32°; 31°; 44°; 44°; 127°; 127°; 11043; 16913h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.25A; 
2025-01-11; 00:06:31; übergangsbetr.;   Brenner Aus  ; 1; 0; 58°; 51°; 61°; 69%; 0%; 0%; 0%; 100.0%; 404°; 56°; 26°; 0%; -4°; 32°; 31°; 44°; 44°; 127°; 127°; 11043; 16913h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.30A; 
2025-01-11; 00:07:31; übergangsbetr.;   Brenner Aus  ; 1; 0; 58°; 51°; 61°; 69%; 0%; 0%; 0%; 100.0%; 404°; 56°; 26°; 0%; -4°; 32°; 32°; 44°; 44°; 127°; 127°; 11043; 16913h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.28A; 
2025-01-11; 00:08:31; übergangsbetr.;   Brenner Aus  ; 1; 0; 58°; 51°; 61°; 69%; 0%; 0%; 0%; 100.0%; 404°; 56°; 26°; 0%; -4°; 32°; 32°; 44°; 44°; 127°; 127°; 11043; 16913h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.21A; 
2025-01-11; 00:09:31; übergangsbetr.;   Brenner Aus  ; 1; 0; 58°; 51°; 61°; 69%; 0%; 0%; 0%; 100.0%; 404°; 56°; 26°; 0%; -4°; 32°; 32°; 44°; 44°; 127°; 127°; 11043; 16913h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.28A; 
2025-01-11; 00:10:31; übergangsbetr.;   Brenner Aus  ; 1; 0; 58°; 51°; 61°; 69%; 0%; 0%; 0%; 100.0%; 404°; 56°; 26°; 0%; -4°; 32°; 31°; 44°; 44°; 127°; 127°; 11043; 16913h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.23A; 
2025-01-11; 00:11:31; übergangsbetr.;   Brenner Aus  ; 1; 0; 58°; 51°; 61°; 69%; 0%; 0%; 0%; 100.0%; 404°; 56°; 26°; 0%; -4°; 32°; 31°; 44°; 44°; 127°; 127°; 11043; 16913h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.25A; 
2025-01-11; 00:12:30; übergangsbetr.;   Brenner Aus  ; 1; 0; 58°; 51°; 61°; 69%; 0%; 0%; 0%; 100.0%; 404°; 56°; 26°; 0%; -4°; 32°; 30°; 44°; 44°; 127°; 127°; 11043; 16913h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.25A; 
