Date;  Time; Betriebsart; Status; Zustand; ROST; Kesseltemp; Abgastemp.; Abgas. SW ; KessStellGr; Saugzug  ; Zuluftgebl; Einschub; Fuellst.:; Feuerraumt; Puffert.ob; Puffert.un; Puffer Pu.; Außentemp; Vorlauft.1sw; Vorlauft.1; Vorlauft.2sw; Vorlauft.2; KTY6_H2; KTY7_H2; Brenn.ST; Laufzeit:; Boardtemp.; Die Kesseltemp. soll sein; Heizungsraum-Temp; Heizungsraum-Feuchtigkeit; Ventilator; Zuluftklappe; Leckwassersensor; Stromstaerke; ; 
2025-02-23; 00:00:34; übergangsbetr.;    Heizen      ; 1; 0; 77°; 169°; 182°; 100%; 39%; 65%; 95%; 90.0%; 434°; 76°; 31°; 68%; 2°; 29°; 26°; 40°; 45°; 127°; 127°; 11127; 17052h; 40°; 80°; 31°; 12%; AUS; OFFEN; TROCKEN; 2.65A; 
2025-02-23; 00:01:34; übergangsbetr.;    Heizen      ; 1; 0; 77°; 170°; 182°; 100%; 39%; 65%; 95%; 89.8%; 434°; 76°; 32°; 68%; 2°; 28°; 26°; 40°; 40°; 127°; 127°; 11127; 17052h; 40°; 80°; 31°; 12%; AUS; OFFEN; TROCKEN; 2.86A; 
2025-02-23; 00:02:34; übergangsbetr.;    Heizen      ; 1; 0; 77°; 171°; 183°; 100%; 39%; 65%; 95%; 89.6%; 434°; 76°; 32°; 68%; 2°; 28°; 27°; 40°; 31°; 127°; 127°; 11127; 17052h; 40°; 80°; 31°; 12%; AUS; OFFEN; TROCKEN; 2.67A; 
2025-02-23; 00:03:34; übergangsbetr.;    Heizen      ; 1; 0; 77°; 170°; 183°; 100%; 39%; 65%; 95%; 89.5%; 435°; 76°; 34°; 68%; 2°; 28°; 28°; 40°; 45°; 127°; 127°; 11127; 17052h; 40°; 80°; 31°; 12%; AUS; OFFEN; TROCKEN; 2.12A; 
2025-02-23; 00:04:34; übergangsbetr.;    Heizen      ; 1; 0; 77°; 171°; 184°; 100%; 39%; 65%; 95%; 89.3%; 435°; 76°; 36°; 68%; 2°; 28°; 28°; 40°; 41°; 127°; 127°; 11127; 17052h; 40°; 80°; 31°; 12%; AUS; OFFEN; TROCKEN; 2.67A; 
2025-02-23; 00:05:34; übergangsbetr.;    Heizen      ; 1; 0; 77°; 172°; 183°; 99%; 38%; 64%; 94%; 89.1%; 436°; 76°; 37°; 67%; 2°; 28°; 29°; 40°; 31°; 127°; 127°; 11127; 17052h; 41°; 80°; 31°; 12%; AUS; OFFEN; TROCKEN; 2.86A; 
2025-02-23; 00:06:35; übergangsbetr.;    Heizen      ; 1; 0; 76°; 172°; 183°; 100%; 38%; 64%; 93%; 89.0%; 436°; 76°; 39°; 62%; 2°; 28°; 30°; 40°; 43°; 127°; 127°; 11127; 17052h; 41°; 80°; 31°; 12%; AUS; OFFEN; TROCKEN; 2.48A; 
2025-02-23; 00:07:35; übergangsbetr.;    Heizen      ; 1; 0; 77°; 172°; 182°; 100%; 39%; 65%; 95%; 88.8%; 436°; 76°; 42°; 67%; 2°; 28°; 33°; 40°; 42°; 127°; 127°; 11127; 17052h; 41°; 80°; 31°; 12%; AUS; OFFEN; TROCKEN; 2.35A; 
2025-02-23; 00:08:35; übergangsbetr.;    Heizen      ; 1; 0; 77°; 171°; 180°; 100%; 39%; 65%; 95%; 88.7%; 436°; 77°; 44°; 66%; 2°; 28°; 38°; 40°; 31°; 127°; 127°; 11127; 17052h; 41°; 80°; 31°; 12%; AUS; OFFEN; TROCKEN; 2.27A; 
2025-02-23; 00:09:35; übergangsbetr.;    Heizen      ; 1; 0; 77°; 171°; 178°; 100%; 39%; 65%; 95%; 88.5%; 436°; 77°; 46°; 66%; 2°; 28°; 28°; 40°; 45°; 127°; 127°; 11127; 17052h; 41°; 80°; 31°; 12%; AUS; OFFEN; TROCKEN; 2.93A; 
2025-02-23; 00:10:35; übergangsbetr.;    Heizen      ; 1; 0; 77°; 171°; 175°; 98%; 38%; 64%; 93%; 88.3%; 436°; 77°; 50°; 66%; 2°; 28°; 27°; 40°; 41°; 127°; 127°; 11127; 17052h; 41°; 80°; 31°; 12%; AUS; OFFEN; TROCKEN; 2.88A; 
2025-02-23; 00:11:35; übergangsbetr.;    Heizen      ; 1; 0; 77°; 171°; 176°; 99%; 38%; 64%; 94%; 88.2%; 436°; 77°; 52°; 66%; 2°; 28°; 26°; 40°; 31°; 127°; 127°; 11127; 17052h; 41°; 80°; 32°; 12%; AUS; OFFEN; TROCKEN; 1.57A; 
2025-02-23; 00:12:35; übergangsbetr.;    Heizen      ; 1; 0; 77°; 172°; 175°; 98%; 38%; 64%; 93%; 88.0%; 436°; 77°; 55°; 66%; 2°; 28°; 26°; 40°; 48°; 127°; 127°; 11127; 17052h; 41°; 80°; 32°; 12%; AUS; OFFEN; TROCKEN; 3.01A; 
2025-02-23; 00:13:35; übergangsbetr.;    Heizen      ; 1; 0; 77°; 172°; 176°; 99%; 39%; 65%; 95%; 87.9%; 436°; 78°; 58°; 66%; 2°; 28°; 26°; 40°; 37°; 127°; 127°; 11127; 17052h; 41°; 80°; 32°; 12%; AUS; OFFEN; TROCKEN; 2.27A; 
2025-02-23; 00:14:35; übergangsbetr.;    Heizen      ; 1; 0; 77°; 171°; 177°; 100%; 39%; 65%; 95%; 87.7%; 437°; 78°; 60°; 66%; 2°; 28°; 26°; 39°; 34°; 127°; 127°; 11127; 17052h; 41°; 80°; 32°; 12%; AUS; OFFEN; TROCKEN; 2.18A; 
2025-02-23; 00:15:35; übergangsbetr.;    Heizen      ; 1; 0; 77°; 171°; 177°; 100%; 39%; 65%; 95%; 87.5%; 437°; 78°; 62°; 66%; 2°; 28°; 28°; 39°; 46°; 127°; 127°; 11127; 17052h; 41°; 80°; 32°; 12%; AUS; OFFEN; TROCKEN; 2.33A; 
2025-02-23; 00:16:35; übergangsbetr.;    Heizen      ; 1; 0; 77°; 170°; 177°; 100%; 39%; 65%; 95%; 87.4%; 437°; 78°; 64°; 66%; 2°; 28°; 28°; 39°; 35°; 127°; 127°; 11127; 17052h; 41°; 80°; 32°; 12%; AUS; OFFEN; TROCKEN; 2.08A; 
2025-02-23; 00:17:35; übergangsbetr.;    Heizen      ; 1; 0; 77°; 170°; 176°; 99%; 38%; 64%; 94%; 87.2%; 437°; 78°; 66°; 65%; 2°; 28°; 28°; 39°; 37°; 127°; 127°; 11127; 17052h; 41°; 80°; 32°; 12%; AUS; OFFEN; TROCKEN; 2.84A; 
2025-02-23; 00:18:35; übergangsbetr.;    Heizen      ; 1; 0; 77°; 170°; 175°; 98%; 38%; 64%; 93%; 87.1%; 437°; 78°; 68°; 64%; 2°; 28°; 28°; 39°; 48°; 127°; 127°; 11127; 17052h; 41°; 80°; 32°; 12%; AUS; OFFEN; TROCKEN; 3.01A; 
2025-02-23; 00:19:35; übergangsbetr.;    Heizen      ; 1; 0; 77°; 171°; 175°; 97%; 37%; 63%; 92%; 86.9%; 437°; 78°; 70°; 62%; 2°; 28°; 28°; 39°; 35°; 127°; 127°; 11127; 17052h; 41°; 80°; 32°; 12%; AUS; OFFEN; TROCKEN; 2.80A; 
2025-02-23; 00:20:35; übergangsbetr.; Abst.Warten   1; 1; 0; 77°; 171°; 177°; 100%; 35%; 40%; 0%; 86.8%; 437°; 78°; 71°; 62%; 2°; 28°; 28°; 39°; 47°; 127°; 127°; 11127; 17052h; 41°; 80°; 32°; 12%; AUS; OFFEN; TROCKEN; 1.34A; 
2025-02-23; 00:21:35; übergangsbetr.; Abst.Warten   1; 1; 0; 77°; 159°; 178°; 100%; 35%; 40%; 0%; 86.8%; 437°; 79°; 72°; 62%; 2°; 28°; 29°; 39°; 42°; 127°; 127°; 11127; 17052h; 41°; 80°; 32°; 12%; AUS; OFFEN; TROCKEN; 2.04A; 
2025-02-23; 00:22:35; übergangsbetr.; Abst.Warten   1; 1; 0; 80°; 149°; 168°; 94%; 35%; 40%; 0%; 86.8%; 436°; 79°; 72°; 100%; 2°; 28°; 30°; 39°; 34°; 127°; 127°; 11127; 17052h; 41°; 80°; 32°; 12%; AUS; OFFEN; TROCKEN; 1.46A; 
2025-02-23; 00:23:35; übergangsbetr.; Abst.Warten   1; 1; 0; 80°; 141°; 171°; 95%; 35%; 40%; 0%; 86.8%; 435°; 79°; 74°; 97%; 2°; 28°; 30°; 39°; 50°; 127°; 127°; 11127; 17052h; 41°; 80°; 32°; 12%; AUS; OFFEN; TROCKEN; 1.46A; 
2025-02-23; 00:24:35; übergangsbetr.; Abst.Warten   1; 1; 0; 79°; 133°; 174°; 98%; 35%; 40%; 0%; 86.8%; 433°; 79°; 74°; 99%; 2°; 28°; 45°; 39°; 38°; 127°; 127°; 11127; 17052h; 41°; 80°; 32°; 12%; AUS; OFFEN; TROCKEN; 1.82A; 
2025-02-23; 00:25:35; übergangsbetr.; Abst.Warten   1; 1; 0; 79°; 127°; 175°; 100%; 35%; 40%; 0%; 86.8%; 432°; 78°; 74°; 100%; 2°; 28°; 32°; 39°; 36°; 127°; 127°; 11127; 17052h; 42°; 80°; 32°; 12%; AUS; OFFEN; TROCKEN; 2.16A; 
