Date;  Time; Betriebsart; Status; Zustand; ROST; Kesseltemp; Abgastemp.; Abgas. SW ; KessStellGr; Saugzug  ; Zuluftgebl; Einschub; Fuellst.:; Feuerraumt; Puffert.ob; Puffert.un; Puffer Pu.; Außentemp; Vorlauft.1sw; Vorlauft.1; Vorlauft.2sw; Vorlauft.2; KTY6_H2; KTY7_H2; Brenn.ST; Laufzeit:; Boardtemp.; Die Kesseltemp. soll sein; Heizungsraum-Temp; Heizungsraum-Feuchtigkeit; Ventilator; Zuluftklappe; Leckwassersensor; Stromstaerke; ; 
2024-06-02; 00:00:46; übergangsbetr.;   Brenner Aus  ; 1; 0; 24°; 26°; 36°; 53%; 0%; 0%; 0%; 100.0%; 396°; 48°; 36°; 0%; 13°; 0°; 23°; 0°; 22°; 127°; 127°; 10881; 16639h; 26°; 80°; 22°; 18%; AUS; ZU; TROCKEN; 0.13A; 
2024-06-02; 00:01:46; übergangsbetr.;   Brenner Aus  ; 1; 0; 24°; 26°; 36°; 53%; 0%; 0%; 0%; 100.0%; 396°; 48°; 36°; 0%; 13°; 0°; 23°; 0°; 22°; 127°; 127°; 10881; 16639h; 26°; 80°; 22°; 17%; AUS; ZU; TROCKEN; 0.13A; 
2024-06-02; 00:02:46; übergangsbetr.;   Brenner Aus  ; 1; 0; 24°; 26°; 36°; 53%; 0%; 0%; 0%; 100.0%; 396°; 48°; 36°; 0%; 13°; 0°; 23°; 0°; 22°; 127°; 127°; 10881; 16639h; 26°; 80°; 22°; 17%; AUS; ZU; TROCKEN; 0.13A; 
2024-06-02; 00:03:46; übergangsbetr.;   Brenner Aus  ; 1; 0; 24°; 26°; 36°; 53%; 0%; 0%; 0%; 100.0%; 396°; 48°; 36°; 0%; 13°; 0°; 23°; 0°; 22°; 127°; 127°; 10881; 16639h; 26°; 80°; 22°; 18%; AUS; ZU; TROCKEN; 0.13A; 
2024-06-02; 00:04:46; übergangsbetr.;   Brenner Aus  ; 1; 0; 24°; 26°; 36°; 53%; 0%; 0%; 0%; 100.0%; 396°; 48°; 36°; 0%; 13°; 0°; 23°; 0°; 22°; 127°; 127°; 10881; 16639h; 26°; 80°; 22°; 18%; AUS; ZU; TROCKEN; 0.13A; 
2024-06-02; 00:05:46; übergangsbetr.;   Brenner Aus  ; 1; 0; 24°; 26°; 36°; 53%; 0%; 0%; 0%; 100.0%; 396°; 48°; 36°; 0%; 13°; 0°; 23°; 0°; 22°; 127°; 127°; 10881; 16639h; 26°; 80°; 22°; 17%; AUS; ZU; TROCKEN; 0.11A; 
2024-06-02; 00:06:46; übergangsbetr.;   Brenner Aus  ; 1; 0; 24°; 26°; 36°; 53%; 0%; 0%; 0%; 100.0%; 396°; 48°; 36°; 0%; 13°; 0°; 23°; 0°; 22°; 127°; 127°; 10881; 16639h; 26°; 80°; 22°; 17%; AUS; ZU; TROCKEN; 0.13A; 
2024-06-02; 00:07:46; übergangsbetr.;   Brenner Aus  ; 1; 0; 24°; 26°; 36°; 53%; 0%; 0%; 0%; 100.0%; 396°; 48°; 36°; 0%; 13°; 0°; 23°; 0°; 22°; 127°; 127°; 10881; 16639h; 26°; 80°; 22°; 17%; AUS; ZU; TROCKEN; 0.13A; 
2024-06-02; 00:08:46; übergangsbetr.;   Brenner Aus  ; 1; 0; 24°; 26°; 36°; 53%; 0%; 0%; 0%; 100.0%; 396°; 48°; 36°; 0%; 13°; 0°; 23°; 0°; 22°; 127°; 127°; 10881; 16639h; 26°; 80°; 22°; 17%; AUS; ZU; TROCKEN; 0.13A; 
2024-06-02; 00:09:46; übergangsbetr.;   Brenner Aus  ; 1; 0; 24°; 26°; 36°; 53%; 0%; 0%; 0%; 100.0%; 396°; 48°; 36°; 0%; 13°; 0°; 23°; 0°; 22°; 127°; 127°; 10881; 16639h; 26°; 80°; 22°; 17%; AUS; ZU; TROCKEN; 0.11A; 
2024-06-02; 00:10:46; übergangsbetr.;   Brenner Aus  ; 1; 0; 24°; 26°; 36°; 53%; 0%; 0%; 0%; 100.0%; 396°; 48°; 36°; 0%; 13°; 0°; 23°; 0°; 22°; 127°; 127°; 10881; 16639h; 26°; 80°; 22°; 17%; AUS; ZU; TROCKEN; 0.11A; 
2024-06-02; 00:11:46; übergangsbetr.;   Brenner Aus  ; 1; 0; 24°; 26°; 36°; 53%; 0%; 0%; 0%; 100.0%; 396°; 48°; 36°; 0%; 13°; 0°; 23°; 0°; 22°; 127°; 127°; 10881; 16639h; 26°; 80°; 22°; 17%; AUS; ZU; TROCKEN; 0.19A; 
2024-06-02; 00:12:46; übergangsbetr.;   Brenner Aus  ; 1; 0; 24°; 26°; 36°; 53%; 0%; 0%; 0%; 100.0%; 396°; 48°; 36°; 0%; 13°; 0°; 23°; 0°; 22°; 127°; 127°; 10881; 16639h; 26°; 80°; 22°; 18%; AUS; ZU; TROCKEN; 0.13A; 
2024-06-02; 00:13:46; übergangsbetr.;   Brenner Aus  ; 1; 0; 24°; 26°; 36°; 53%; 0%; 0%; 0%; 100.0%; 396°; 48°; 36°; 0%; 13°; 0°; 23°; 0°; 22°; 127°; 127°; 10881; 16639h; 26°; 80°; 22°; 18%; AUS; ZU; TROCKEN; 0.13A; 
2024-06-02; 00:14:46; übergangsbetr.;   Brenner Aus  ; 1; 0; 24°; 26°; 36°; 53%; 0%; 0%; 0%; 100.0%; 396°; 48°; 36°; 0%; 13°; 0°; 23°; 0°; 22°; 127°; 127°; 10881; 16639h; 26°; 80°; 22°; 17%; AUS; ZU; TROCKEN; 0.13A; 
2024-06-02; 00:15:45; übergangsbetr.;   Brenner Aus  ; 1; 0; 24°; 26°; 36°; 53%; 0%; 0%; 0%; 100.0%; 396°; 48°; 36°; 0%; 13°; 0°; 23°; 0°; 22°; 127°; 127°; 10881; 16639h; 26°; 80°; 22°; 18%; AUS; ZU; TROCKEN; 0.11A; 
2024-06-02; 00:16:45; übergangsbetr.;   Brenner Aus  ; 1; 0; 24°; 26°; 36°; 53%; 0%; 0%; 0%; 100.0%; 396°; 48°; 36°; 0%; 13°; 0°; 23°; 0°; 22°; 127°; 127°; 10881; 16639h; 26°; 80°; 22°; 17%; AUS; ZU; TROCKEN; 0.13A; 
2024-06-02; 00:17:45; übergangsbetr.;   Brenner Aus  ; 1; 0; 24°; 26°; 36°; 53%; 0%; 0%; 0%; 100.0%; 396°; 48°; 36°; 0%; 13°; 0°; 23°; 0°; 22°; 127°; 127°; 10881; 16639h; 26°; 80°; 22°; 17%; AUS; ZU; TROCKEN; 0.13A; 
2024-06-02; 00:18:45; übergangsbetr.;   Brenner Aus  ; 1; 0; 24°; 27°; 37°; 53%; 0%; 0%; 0%; 100.0%; 397°; 48°; 36°; 0%; 13°; 0°; 23°; 0°; 22°; 127°; 127°; 10881; 16639h; 27°; 80°; 22°; 18%; AUS; ZU; TROCKEN; 0.11A; 
2024-06-02; 00:19:45; übergangsbetr.;   Brenner Aus  ; 1; 0; 24°; 26°; 36°; 53%; 0%; 0%; 0%; 100.0%; 396°; 48°; 36°; 0%; 13°; 0°; 23°; 0°; 22°; 127°; 127°; 10881; 16639h; 26°; 80°; 22°; 18%; AUS; ZU; TROCKEN; 0.15A; 
2024-06-02; 00:20:45; übergangsbetr.;   Brenner Aus  ; 1; 0; 24°; 26°; 36°; 53%; 0%; 0%; 0%; 100.0%; 396°; 48°; 36°; 0%; 13°; 0°; 23°; 0°; 22°; 127°; 127°; 10881; 16639h; 26°; 80°; 22°; 17%; AUS; ZU; TROCKEN; 0.13A; 
2024-06-02; 00:21:45; übergangsbetr.;   Brenner Aus  ; 1; 0; 24°; 26°; 36°; 53%; 0%; 0%; 0%; 100.0%; 396°; 48°; 36°; 0%; 13°; 0°; 23°; 0°; 22°; 127°; 127°; 10881; 16639h; 26°; 80°; 22°; 18%; AUS; ZU; TROCKEN; 0.13A; 
