Date;  Time; Betriebsart; Status; Zustand; ROST; Kesseltemp; Abgastemp.; Abgas. SW ; KessStellGr; Saugzug  ; Zuluftgebl; Einschub; Fuellst.:; Feuerraumt; Puffert.ob; Puffert.un; Puffer Pu.; Außentemp; Vorlauft.1sw; Vorlauft.1; Vorlauft.2sw; Vorlauft.2; KTY6_H2; KTY7_H2; Brenn.ST; Laufzeit:; Boardtemp.; Die Kesseltemp. soll sein; Heizungsraum-Temp; Heizungsraum-Feuchtigkeit; Ventilator; Zuluftklappe; Leckwassersensor; Stromstaerke; ; 
2025-02-28; 00:00:38; übergangsbetr.;   Brenner Aus  ; 1; 0; 70°; 60°; 250°; 75%; 0%; 0%; 0%; 89.6%; 406°; 75°; 44°; 0%; -1°; 30°; 28°; 41°; 38°; 127°; 127°; 11133; 17063h; 37°; 80°; 30°; 12%; AN; ZU; TROCKEN; 0.83A; 
2025-02-28; 00:01:38; übergangsbetr.;   Brenner Aus  ; 1; 0; 70°; 60°; 250°; 75%; 0%; 0%; 0%; 89.6%; 406°; 75°; 44°; 0%; -1°; 30°; 28°; 41°; 36°; 127°; 127°; 11133; 17063h; 37°; 80°; 30°; 12%; AN; ZU; TROCKEN; 0.23A; 
2025-02-28; 00:02:38; übergangsbetr.;   Brenner Aus  ; 1; 0; 69°; 60°; 250°; 75%; 0%; 0%; 0%; 89.6%; 406°; 75°; 44°; 0%; -2°; 30°; 29°; 41°; 38°; 127°; 127°; 11133; 17063h; 37°; 80°; 30°; 12%; AN; ZU; TROCKEN; 0.25A; 
2025-02-28; 00:03:38; übergangsbetr.;   Brenner Aus  ; 1; 0; 69°; 60°; 250°; 75%; 0%; 0%; 0%; 89.6%; 406°; 75°; 43°; 0%; -2°; 30°; 30°; 41°; 43°; 127°; 127°; 11133; 17063h; 37°; 80°; 30°; 12%; AN; ZU; TROCKEN; 0.25A; 
2025-02-28; 00:04:38; übergangsbetr.;   Brenner Aus  ; 1; 0; 69°; 60°; 250°; 75%; 0%; 0%; 0%; 89.6%; 406°; 75°; 43°; 0%; -1°; 30°; 30°; 41°; 45°; 127°; 127°; 11133; 17063h; 37°; 80°; 30°; 12%; AN; ZU; TROCKEN; 0.23A; 
2025-02-28; 00:05:38; übergangsbetr.;   Brenner Aus  ; 1; 0; 69°; 60°; 250°; 75%; 0%; 0%; 0%; 89.6%; 406°; 75°; 42°; 0%; -2°; 30°; 30°; 41°; 45°; 127°; 127°; 11133; 17063h; 37°; 80°; 30°; 12%; AN; ZU; TROCKEN; 0.21A; 
2025-02-28; 00:06:38; übergangsbetr.;   Brenner Aus  ; 1; 0; 69°; 60°; 250°; 75%; 0%; 0%; 0%; 89.6%; 406°; 75°; 42°; 0%; -1°; 30°; 30°; 41°; 40°; 127°; 127°; 11133; 17063h; 37°; 80°; 30°; 12%; AN; ZU; TROCKEN; 0.28A; 
2025-02-28; 00:07:38; übergangsbetr.;   Brenner Aus  ; 1; 0; 69°; 60°; 250°; 75%; 0%; 0%; 0%; 89.6%; 406°; 75°; 42°; 0%; -1°; 30°; 31°; 41°; 38°; 127°; 127°; 11133; 17063h; 37°; 80°; 30°; 12%; AN; ZU; TROCKEN; 0.28A; 
2025-02-28; 00:08:38; übergangsbetr.;   Brenner Aus  ; 1; 0; 69°; 60°; 250°; 75%; 0%; 0%; 0%; 89.6%; 406°; 75°; 42°; 0%; -1°; 30°; 32°; 41°; 36°; 127°; 127°; 11133; 17063h; 37°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.28A; 
2025-02-28; 00:09:38; übergangsbetr.;   Brenner Aus  ; 1; 0; 69°; 59°; 250°; 74%; 0%; 0%; 0%; 89.6%; 406°; 75°; 42°; 0%; -1°; 30°; 28°; 41°; 38°; 127°; 127°; 11133; 17063h; 37°; 80°; 30°; 12%; AN; ZU; TROCKEN; 0.28A; 
2025-02-28; 00:10:38; übergangsbetr.;   Brenner Aus  ; 1; 0; 69°; 59°; 250°; 74%; 0%; 0%; 0%; 89.6%; 406°; 75°; 42°; 0%; -1°; 30°; 28°; 41°; 44°; 127°; 127°; 11133; 17063h; 37°; 80°; 30°; 12%; AN; ZU; TROCKEN; 0.21A; 
