Date;  Time; Betriebsart; Status; Zustand; ROST; Kesseltemp; Abgastemp.; Abgas. SW ; KessStellGr; Saugzug  ; Zuluftgebl; Einschub; Fuellst.:; Feuerraumt; Puffert.ob; Puffert.un; Puffer Pu.; Außentemp; Vorlauft.1sw; Vorlauft.1; Vorlauft.2sw; Vorlauft.2; KTY6_H2; KTY7_H2; Brenn.ST; Laufzeit:; Boardtemp.; Die Kesseltemp. soll sein; Heizungsraum-Temp; Heizungsraum-Feuchtigkeit; Ventilator; Zuluftklappe; Leckwassersensor; Stromstaerke; ; 
2025-03-23; 00:00:16; übergangsbetr.;    Heizen      ; 1; 0; 77°; 177°; 185°; 99%; 38%; 64%; 94%; 73.1%; 437°; 72°; 56°; 63%; 10°; 24°; 36°; 33°; 48°; 127°; 127°; 11165; 17118h; 40°; 80°; 31°; 12%; AUS; OFFEN; TROCKEN; 2.67A; 
2025-03-23; 00:30:16; übergangsbetr.; Abst.Warten   2; 1; 0; 80°; 104°; 187°; 100%; 0%; 0%; 0%; 70.8%; 424°; 77°; 76°; 0%; 8°; 24°; 37°; 34°; 31°; 127°; 127°; 11165; 17118h; 42°; 80°; 32°; 12%; AUS; OFFEN; TROCKEN; 0.25A; 
2025-03-23; 00:31:16; übergangsbetr.; Abst.Warten   2; 1; 0; 80°; 102°; 187°; 100%; 0%; 0%; 0%; 70.8%; 422°; 77°; 76°; 0%; 8°; 24°; 37°; 34°; 30°; 127°; 127°; 11165; 17118h; 42°; 80°; 31°; 12%; AUS; OFFEN; TROCKEN; 0.17A; 
2025-03-23; 00:32:16; übergangsbetr.; Abst.Warten   2; 1; 0; 80°; 100°; 187°; 99%; 0%; 0%; 0%; 70.8%; 422°; 77°; 76°; 0%; 8°; 24°; 37°; 34°; 30°; 127°; 127°; 11165; 17118h; 42°; 80°; 31°; 12%; AUS; OFFEN; TROCKEN; 0.28A; 
2025-03-23; 00:33:16; übergangsbetr.; Abst.Warten   2; 1; 0; 80°; 98°; 188°; 98%; 0%; 0%; 0%; 70.8%; 420°; 77°; 76°; 0%; 8°; 24°; 37°; 34°; 30°; 127°; 127°; 11165; 17118h; 41°; 80°; 31°; 12%; AUS; OFFEN; TROCKEN; 0.25A; 
2025-03-23; 00:34:16; übergangsbetr.; Abst.Warten   2; 1; 0; 80°; 96°; 188°; 97%; 0%; 0%; 0%; 70.8%; 420°; 76°; 76°; 0%; 8°; 24°; 37°; 34°; 30°; 127°; 127°; 11165; 17118h; 41°; 80°; 31°; 12%; AUS; OFFEN; TROCKEN; 0.21A; 
2025-03-23; 00:35:16; übergangsbetr.; Abst.Warten   2; 1; 0; 80°; 95°; 186°; 94%; 0%; 0%; 0%; 70.8%; 419°; 76°; 76°; 100%; 8°; 24°; 37°; 34°; 32°; 127°; 127°; 11165; 17118h; 41°; 80°; 31°; 12%; AUS; OFFEN; TROCKEN; 0.23A; 
2025-03-23; 00:36:16; übergangsbetr.; Abst.Warten   2; 1; 0; 80°; 94°; 188°; 96%; 0%; 0%; 0%; 70.8%; 419°; 76°; 76°; 0%; 8°; 24°; 37°; 34°; 35°; 127°; 127°; 11165; 17118h; 41°; 80°; 31°; 12%; AUS; OFFEN; TROCKEN; 0.49A; 
2025-03-23; 00:37:16; übergangsbetr.; Abst.Warten   2; 1; 0; 80°; 93°; 189°; 95%; 0%; 0%; 0%; 70.8%; 418°; 76°; 76°; 0%; 8°; 24°; 37°; 34°; 39°; 127°; 127°; 11165; 17118h; 41°; 80°; 31°; 12%; AUS; OFFEN; TROCKEN; 0.21A; 
2025-03-23; 00:38:16; übergangsbetr.; Abst.Warten   2; 1; 0; 80°; 92°; 189°; 95%; 0%; 0%; 0%; 70.8%; 418°; 76°; 76°; 0%; 8°; 24°; 37°; 34°; 45°; 127°; 127°; 11165; 17118h; 41°; 80°; 31°; 12%; AUS; OFFEN; TROCKEN; 0.21A; 
2025-03-23; 00:39:16; übergangsbetr.; Abst.Warten   2; 1; 0; 79°; 91°; 191°; 94%; 0%; 0%; 0%; 70.8%; 418°; 76°; 75°; 0%; 8°; 24°; 37°; 34°; 50°; 127°; 127°; 11165; 17118h; 41°; 80°; 31°; 12%; AUS; OFFEN; TROCKEN; 0.23A; 
2025-03-23; 00:40:16; übergangsbetr.; Abst.Warten   2; 1; 0; 79°; 90°; 192°; 93%; 0%; 0%; 0%; 70.8%; 417°; 76°; 75°; 0%; 8°; 24°; 37°; 34°; 51°; 127°; 127°; 11165; 17118h; 41°; 80°; 31°; 12%; AUS; OFFEN; TROCKEN; 0.17A; 
2025-03-23; 00:41:16; übergangsbetr.; Abst.Warten   2; 1; 0; 79°; 89°; 192°; 93%; 0%; 0%; 0%; 70.8%; 417°; 76°; 75°; 0%; 8°; 24°; 37°; 34°; 50°; 127°; 127°; 11165; 17118h; 41°; 80°; 31°; 12%; AUS; OFFEN; TROCKEN; 0.21A; 
2025-03-23; 00:42:16; übergangsbetr.; Abst.Warten   2; 1; 0; 79°; 89°; 193°; 93%; 0%; 0%; 0%; 70.8%; 417°; 76°; 75°; 0%; 8°; 24°; 37°; 34°; 46°; 127°; 127°; 11165; 17118h; 41°; 80°; 31°; 12%; AUS; OFFEN; TROCKEN; 0.32A; 
2025-03-23; 00:43:16; übergangsbetr.; Abst.Warten   2; 1; 0; 79°; 88°; 193°; 92%; 0%; 0%; 0%; 70.8%; 415°; 76°; 75°; 0%; 8°; 24°; 37°; 34°; 42°; 127°; 127°; 11165; 17118h; 41°; 80°; 31°; 12%; AUS; OFFEN; TROCKEN; 0.17A; 
2025-03-23; 00:44:16; übergangsbetr.; Abst.Warten   2; 1; 0; 79°; 87°; 194°; 91%; 0%; 0%; 0%; 70.8%; 415°; 76°; 75°; 0%; 8°; 24°; 37°; 34°; 38°; 127°; 127°; 11165; 17118h; 41°; 80°; 31°; 12%; AUS; OFFEN; TROCKEN; 0.36A; 
2025-03-23; 00:45:16; übergangsbetr.;   Brenner Aus  ; 1; 0; 79°; 87°; 195°; 91%; 0%; 0%; 0%; 70.8%; 415°; 76°; 75°; 0%; 8°; 24°; 37°; 34°; 36°; 127°; 127°; 11165; 17118h; 41°; 80°; 31°; 12%; AN; ZU; TROCKEN; 0.28A; 
2025-03-23; 00:46:16; übergangsbetr.;   Brenner Aus  ; 1; 0; 79°; 86°; 195°; 91%; 0%; 0%; 0%; 70.8%; 415°; 76°; 75°; 0%; 8°; 24°; 37°; 34°; 34°; 127°; 127°; 11165; 17118h; 41°; 80°; 31°; 12%; AN; ZU; TROCKEN; 0.28A; 
2025-03-23; 00:47:16; übergangsbetr.;   Brenner Aus  ; 1; 0; 79°; 85°; 196°; 90%; 0%; 0%; 0%; 70.8%; 414°; 76°; 75°; 0%; 8°; 24°; 37°; 34°; 32°; 127°; 127°; 11165; 17118h; 41°; 80°; 31°; 12%; AN; ZU; TROCKEN; 0.28A; 
2025-03-23; 00:48:16; übergangsbetr.;   Brenner Aus  ; 1; 0; 79°; 85°; 196°; 90%; 0%; 0%; 0%; 70.8%; 414°; 76°; 75°; 0%; 8°; 24°; 37°; 34°; 31°; 127°; 127°; 11165; 17118h; 41°; 80°; 31°; 12%; AN; ZU; TROCKEN; 0.30A; 
2025-03-23; 00:49:16; übergangsbetr.;   Brenner Aus  ; 1; 0; 79°; 84°; 197°; 90%; 0%; 0%; 0%; 70.8%; 414°; 76°; 75°; 0%; 8°; 24°; 37°; 34°; 30°; 127°; 127°; 11165; 17118h; 41°; 80°; 31°; 12%; AN; ZU; TROCKEN; 0.19A; 
2025-03-23; 00:50:16; übergangsbetr.;   Brenner Aus  ; 1; 0; 79°; 84°; 197°; 90%; 0%; 0%; 0%; 70.8%; 414°; 76°; 75°; 0%; 8°; 24°; 37°; 34°; 30°; 127°; 127°; 11165; 17118h; 41°; 80°; 31°; 12%; AN; ZU; TROCKEN; 0.21A; 
2025-03-23; 00:51:16; übergangsbetr.;   Brenner Aus  ; 1; 0; 79°; 83°; 198°; 89%; 0%; 0%; 0%; 70.8%; 414°; 76°; 75°; 0%; 8°; 24°; 37°; 34°; 30°; 127°; 127°; 11165; 17118h; 41°; 80°; 31°; 12%; AN; ZU; TROCKEN; 0.25A; 
2025-03-23; 00:52:16; übergangsbetr.;   Brenner Aus  ; 1; 0; 79°; 83°; 199°; 89%; 0%; 0%; 0%; 70.8%; 414°; 76°; 75°; 0%; 8°; 24°; 37°; 34°; 30°; 127°; 127°; 11165; 17118h; 41°; 80°; 31°; 12%; AN; ZU; TROCKEN; 0.30A; 
2025-03-23; 00:53:16; übergangsbetr.;   Brenner Aus  ; 1; 0; 79°; 82°; 199°; 88%; 0%; 0%; 0%; 70.8%; 412°; 76°; 75°; 0%; 8°; 24°; 37°; 34°; 33°; 127°; 127°; 11165; 17118h; 40°; 80°; 31°; 12%; AN; ZU; TROCKEN; 0.28A; 
2025-03-23; 00:54:16; übergangsbetr.;   Brenner Aus  ; 1; 0; 79°; 81°; 200°; 88%; 0%; 0%; 0%; 70.8%; 412°; 76°; 74°; 100%; 8°; 24°; 37°; 34°; 36°; 127°; 127°; 11165; 17118h; 40°; 80°; 31°; 12%; AN; ZU; TROCKEN; 0.59A; 
2025-03-23; 00:55:16; übergangsbetr.;   Brenner Aus  ; 1; 0; 78°; 81°; 205°; 88%; 0%; 0%; 0%; 70.8%; 412°; 76°; 74°; 0%; 8°; 24°; 37°; 34°; 41°; 127°; 127°; 11165; 17118h; 40°; 80°; 31°; 12%; AN; ZU; TROCKEN; 0.23A; 
2025-03-23; 00:56:16; übergangsbetr.;   Brenner Aus  ; 1; 0; 78°; 80°; 206°; 87%; 0%; 0%; 0%; 70.8%; 412°; 76°; 74°; 0%; 8°; 24°; 37°; 34°; 47°; 127°; 127°; 11165; 17118h; 40°; 80°; 31°; 12%; AN; ZU; TROCKEN; 0.28A; 
2025-03-23; 00:57:16; übergangsbetr.;   Brenner Aus  ; 1; 0; 78°; 80°; 207°; 87%; 0%; 0%; 0%; 70.8%; 412°; 76°; 74°; 0%; 8°; 24°; 37°; 34°; 50°; 127°; 127°; 11165; 17118h; 40°; 80°; 31°; 12%; AN; ZU; TROCKEN; 0.28A; 
2025-03-23; 00:58:16; übergangsbetr.;   Brenner Aus  ; 1; 0; 78°; 80°; 208°; 87%; 0%; 0%; 0%; 70.8%; 412°; 76°; 74°; 0%; 8°; 24°; 37°; 34°; 49°; 127°; 127°; 11165; 17118h; 40°; 80°; 32°; 12%; AN; ZU; TROCKEN; 0.25A; 
2025-03-23; 00:59:16; übergangsbetr.;   Brenner Aus  ; 1; 0; 78°; 79°; 210°; 86%; 0%; 0%; 0%; 70.8%; 412°; 76°; 74°; 0%; 8°; 24°; 37°; 34°; 45°; 127°; 127°; 11165; 17118h; 40°; 80°; 31°; 12%; AN; ZU; TROCKEN; 0.23A; 
2025-03-23; 01:00:16; übergangsbetr.;   Brenner Aus  ; 1; 0; 78°; 79°; 211°; 86%; 0%; 0%; 0%; 70.8%; 412°; 76°; 74°; 0%; 8°; 24°; 37°; 34°; 41°; 127°; 127°; 11165; 17118h; 40°; 80°; 32°; 12%; AN; ZU; TROCKEN; 0.23A; 
2025-03-23; 01:01:16; übergangsbetr.;   Brenner Aus  ; 1; 0; 78°; 79°; 212°; 86%; 0%; 0%; 0%; 70.8%; 412°; 75°; 74°; 0%; 8°; 24°; 37°; 34°; 38°; 127°; 127°; 11165; 17118h; 40°; 80°; 31°; 12%; AN; ZU; TROCKEN; 0.28A; 
2025-03-23; 01:02:16; übergangsbetr.;   Brenner Aus  ; 1; 0; 78°; 78°; 213°; 86%; 0%; 0%; 0%; 70.8%; 411°; 75°; 74°; 0%; 8°; 24°; 38°; 34°; 36°; 127°; 127°; 11165; 17118h; 40°; 80°; 31°; 12%; AN; ZU; TROCKEN; 0.25A; 
2025-03-23; 01:03:16; übergangsbetr.;   Brenner Aus  ; 1; 0; 78°; 78°; 214°; 86%; 0%; 0%; 0%; 70.8%; 411°; 75°; 74°; 0%; 8°; 24°; 38°; 34°; 33°; 127°; 127°; 11165; 17118h; 40°; 80°; 32°; 12%; AN; ZU; TROCKEN; 0.23A; 
2025-03-23; 01:04:16; übergangsbetr.;   Brenner Aus  ; 1; 0; 78°; 78°; 216°; 86%; 0%; 0%; 0%; 70.8%; 411°; 75°; 74°; 0%; 8°; 24°; 38°; 34°; 32°; 127°; 127°; 11165; 17118h; 40°; 80°; 31°; 12%; AN; ZU; TROCKEN; 0.55A; 
2025-03-23; 01:05:16; übergangsbetr.;   Brenner Aus  ; 1; 0; 78°; 77°; 217°; 85%; 0%; 0%; 0%; 70.8%; 411°; 75°; 74°; 0%; 8°; 24°; 38°; 34°; 30°; 127°; 127°; 11165; 17118h; 40°; 80°; 31°; 12%; AN; ZU; TROCKEN; 0.25A; 
2025-03-23; 01:06:17; übergangsbetr.;   Brenner Aus  ; 1; 0; 78°; 77°; 218°; 85%; 0%; 0%; 0%; 70.8%; 411°; 75°; 74°; 0%; 8°; 24°; 38°; 34°; 30°; 127°; 127°; 11165; 17118h; 40°; 80°; 31°; 12%; AN; ZU; TROCKEN; 0.25A; 
2025-03-23; 01:07:16; übergangsbetr.;   Brenner Aus  ; 1; 0; 78°; 77°; 219°; 85%; 0%; 0%; 0%; 70.8%; 411°; 75°; 74°; 0%; 8°; 24°; 38°; 34°; 29°; 127°; 127°; 11165; 17118h; 40°; 80°; 31°; 12%; AN; ZU; TROCKEN; 0.25A; 
2025-03-23; 01:08:16; übergangsbetr.;   Brenner Aus  ; 1; 0; 78°; 76°; 220°; 85%; 0%; 0%; 0%; 70.8%; 411°; 75°; 74°; 0%; 8°; 24°; 38°; 34°; 29°; 127°; 127°; 11165; 17118h; 40°; 80°; 31°; 12%; AN; ZU; TROCKEN; 0.25A; 
2025-03-23; 01:09:16; übergangsbetr.;   Brenner Aus  ; 1; 0; 78°; 76°; 222°; 85%; 0%; 0%; 0%; 70.8%; 411°; 75°; 74°; 0%; 8°; 24°; 38°; 34°; 28°; 127°; 127°; 11165; 17118h; 40°; 80°; 31°; 12%; AN; ZU; TROCKEN; 0.23A; 
2025-03-23; 01:10:16; übergangsbetr.;   Brenner Aus  ; 1; 0; 78°; 76°; 223°; 85%; 0%; 0%; 0%; 70.8%; 411°; 75°; 74°; 0%; 8°; 24°; 38°; 34°; 30°; 127°; 127°; 11165; 17118h; 40°; 80°; 31°; 12%; AN; ZU; TROCKEN; 0.21A; 
2025-03-23; 01:11:16; übergangsbetr.;   Brenner Aus  ; 1; 0; 78°; 76°; 224°; 85%; 0%; 0%; 0%; 70.8%; 411°; 75°; 74°; 0%; 8°; 24°; 37°; 34°; 33°; 127°; 127°; 11165; 17118h; 40°; 80°; 31°; 12%; AN; ZU; TROCKEN; 0.23A; 
2025-03-23; 01:12:16; übergangsbetr.;   Brenner Aus  ; 1; 0; 78°; 76°; 225°; 85%; 0%; 0%; 0%; 70.8%; 411°; 75°; 74°; 0%; 8°; 24°; 38°; 34°; 38°; 127°; 127°; 11165; 17118h; 40°; 80°; 31°; 12%; AN; ZU; TROCKEN; 0.28A; 
2025-03-23; 01:13:16; übergangsbetr.;   Brenner Aus  ; 1; 0; 78°; 75°; 226°; 84%; 0%; 0%; 0%; 70.8%; 411°; 75°; 74°; 0%; 8°; 24°; 37°; 34°; 45°; 127°; 127°; 11165; 17118h; 40°; 80°; 31°; 12%; AN; ZU; TROCKEN; 0.28A; 
2025-03-23; 01:14:16; übergangsbetr.;   Brenner Aus  ; 1; 0; 78°; 75°; 228°; 84%; 0%; 0%; 0%; 70.8%; 411°; 75°; 74°; 0%; 8°; 24°; 37°; 34°; 50°; 127°; 127°; 11165; 17118h; 40°; 80°; 31°; 12%; AN; ZU; TROCKEN; 0.25A; 
2025-03-23; 01:15:16; übergangsbetr.;   Brenner Aus  ; 1; 0; 78°; 75°; 229°; 84%; 0%; 0%; 0%; 70.8%; 411°; 75°; 74°; 0%; 8°; 24°; 37°; 34°; 50°; 127°; 127°; 11165; 17118h; 40°; 80°; 31°; 12%; AN; ZU; TROCKEN; 0.28A; 
2025-03-23; 01:16:16; übergangsbetr.;   Brenner Aus  ; 1; 0; 78°; 75°; 230°; 84%; 0%; 0%; 0%; 70.8%; 411°; 75°; 74°; 0%; 8°; 24°; 37°; 34°; 46°; 127°; 127°; 11165; 17118h; 40°; 80°; 31°; 12%; AN; ZU; TROCKEN; 0.28A; 
2025-03-23; 01:17:16; übergangsbetr.;   Brenner Aus  ; 1; 0; 78°; 75°; 231°; 84%; 0%; 0%; 0%; 70.8%; 411°; 75°; 74°; 0%; 8°; 24°; 37°; 34°; 42°; 127°; 127°; 11165; 17118h; 40°; 80°; 31°; 12%; AN; ZU; TROCKEN; 0.21A; 
2025-03-23; 01:18:16; übergangsbetr.;   Brenner Aus  ; 1; 0; 78°; 75°; 232°; 84%; 0%; 0%; 0%; 70.8%; 411°; 75°; 74°; 0%; 8°; 24°; 37°; 34°; 38°; 127°; 127°; 11165; 17118h; 40°; 80°; 31°; 12%; AN; ZU; TROCKEN; 0.25A; 
2025-03-23; 01:19:16; übergangsbetr.;   Brenner Aus  ; 1; 0; 78°; 74°; 234°; 83%; 0%; 0%; 0%; 70.8%; 411°; 75°; 74°; 0%; 8°; 24°; 37°; 34°; 36°; 127°; 127°; 11165; 17118h; 40°; 80°; 31°; 12%; AN; ZU; TROCKEN; 0.17A; 
