Date;  Time; Betriebsart; Status; Zustand; ROST; Kesseltemp; Abgastemp.; Abgas. SW ; KessStellGr; Saugzug  ; Zuluftgebl; Einschub; Fuellst.:; Feuerraumt; Puffert.ob; Puffert.un; Puffer Pu.; Außentemp; Vorlauft.1sw; Vorlauft.1; Vorlauft.2sw; Vorlauft.2; KTY6_H2; KTY7_H2; Brenn.ST; Laufzeit:; Boardtemp.; Die Kesseltemp. soll sein; Heizungsraum-Temp; Heizungsraum-Feuchtigkeit; Ventilator; Zuluftklappe; Leckwassersensor; Stromstaerke; ; 
2025-05-26; 00:00:56; übergangsbetr.;   Brenner Aus  ; 1; 0; 25°; 26°; 36°; 53%; 0%; 0%; 0%; 100.0%; 396°; 44°; 30°; 0%; 13°; 0°; 22°; 0°; 22°; 127°; 127°; 11198; 17173h; 26°; 80°; 22°; 18%; AUS; ZU; TROCKEN; 0.70A; 
2025-05-26; 00:01:55; übergangsbetr.;   Brenner Aus  ; 1; 0; 24°; 26°; 36°; 53%; 0%; 0%; 0%; 100.0%; 396°; 44°; 30°; 0%; 13°; 0°; 22°; 0°; 22°; 127°; 127°; 11198; 17173h; 26°; 80°; 22°; 17%; AUS; ZU; TROCKEN; 0.17A; 
2025-05-26; 00:02:55; übergangsbetr.;   Brenner Aus  ; 1; 0; 25°; 26°; 36°; 53%; 0%; 0%; 0%; 100.0%; 396°; 44°; 30°; 0%; 13°; 0°; 22°; 0°; 22°; 127°; 127°; 11198; 17173h; 26°; 80°; 22°; 17%; AUS; ZU; TROCKEN; 0.15A; 
2025-05-26; 00:03:55; übergangsbetr.;   Brenner Aus  ; 1; 0; 24°; 26°; 36°; 53%; 0%; 0%; 0%; 100.0%; 396°; 44°; 30°; 0%; 13°; 0°; 22°; 0°; 22°; 127°; 127°; 11198; 17173h; 26°; 80°; 22°; 17%; AUS; ZU; TROCKEN; 0.17A; 
2025-05-26; 00:04:55; übergangsbetr.;   Brenner Aus  ; 1; 0; 25°; 26°; 36°; 53%; 0%; 0%; 0%; 100.0%; 396°; 44°; 30°; 0%; 13°; 0°; 22°; 0°; 22°; 127°; 127°; 11198; 17173h; 26°; 80°; 22°; 17%; AUS; ZU; TROCKEN; 0.17A; 
2025-05-26; 00:05:55; übergangsbetr.;   Brenner Aus  ; 1; 0; 25°; 26°; 36°; 53%; 0%; 0%; 0%; 100.0%; 396°; 44°; 30°; 0%; 14°; 0°; 22°; 0°; 22°; 127°; 127°; 11198; 17173h; 26°; 80°; 22°; 18%; AUS; ZU; TROCKEN; 0.17A; 
2025-05-26; 00:06:55; übergangsbetr.;   Brenner Aus  ; 1; 0; 24°; 26°; 36°; 53%; 0%; 0%; 0%; 100.0%; 396°; 44°; 30°; 0%; 13°; 0°; 22°; 0°; 22°; 127°; 127°; 11198; 17173h; 26°; 80°; 22°; 17%; AUS; ZU; TROCKEN; 0.17A; 
2025-05-26; 00:07:55; übergangsbetr.;   Brenner Aus  ; 1; 0; 25°; 26°; 36°; 53%; 0%; 0%; 0%; 100.0%; 396°; 44°; 30°; 0%; 13°; 0°; 22°; 0°; 22°; 127°; 127°; 11198; 17173h; 26°; 80°; 22°; 18%; AUS; ZU; TROCKEN; 0.17A; 
2025-05-26; 00:08:55; übergangsbetr.;   Brenner Aus  ; 1; 0; 24°; 26°; 36°; 53%; 0%; 0%; 0%; 100.0%; 396°; 44°; 30°; 0%; 13°; 0°; 22°; 0°; 22°; 127°; 127°; 11198; 17173h; 26°; 80°; 22°; 17%; AUS; ZU; TROCKEN; 0.15A; 
2025-05-26; 00:09:55; übergangsbetr.;   Brenner Aus  ; 1; 0; 24°; 26°; 36°; 53%; 0%; 0%; 0%; 100.0%; 396°; 44°; 30°; 0%; 13°; 0°; 22°; 0°; 22°; 127°; 127°; 11198; 17173h; 26°; 80°; 22°; 18%; AUS; ZU; TROCKEN; 0.17A; 
2025-05-26; 00:10:55; übergangsbetr.;   Brenner Aus  ; 1; 0; 24°; 26°; 36°; 53%; 0%; 0%; 0%; 100.0%; 396°; 44°; 30°; 0%; 13°; 0°; 22°; 0°; 22°; 127°; 127°; 11198; 17173h; 26°; 80°; 22°; 17%; AUS; ZU; TROCKEN; 0.15A; 
2025-05-26; 00:11:55; übergangsbetr.;   Brenner Aus  ; 1; 0; 25°; 26°; 36°; 53%; 0%; 0%; 0%; 100.0%; 396°; 44°; 30°; 0%; 13°; 0°; 22°; 0°; 22°; 127°; 127°; 11198; 17173h; 26°; 80°; 22°; 17%; AUS; ZU; TROCKEN; 0.17A; 
2025-05-26; 00:12:55; übergangsbetr.;   Brenner Aus  ; 1; 0; 24°; 26°; 36°; 53%; 0%; 0%; 0%; 100.0%; 396°; 44°; 30°; 0%; 13°; 0°; 22°; 0°; 22°; 127°; 127°; 11198; 17173h; 26°; 80°; 22°; 17%; AUS; ZU; TROCKEN; 0.15A; 
2025-05-26; 00:13:55; übergangsbetr.;   Brenner Aus  ; 1; 0; 24°; 26°; 36°; 53%; 0%; 0%; 0%; 100.0%; 396°; 44°; 30°; 0%; 13°; 0°; 22°; 0°; 22°; 127°; 127°; 11198; 17173h; 26°; 80°; 22°; 17%; AUS; ZU; TROCKEN; 0.15A; 
2025-05-26; 00:14:55; übergangsbetr.;   Brenner Aus  ; 1; 0; 24°; 26°; 36°; 53%; 0%; 0%; 0%; 100.0%; 396°; 44°; 30°; 0%; 13°; 0°; 22°; 0°; 22°; 127°; 127°; 11198; 17173h; 26°; 80°; 22°; 17%; AUS; ZU; TROCKEN; 0.15A; 
2025-05-26; 00:15:56; übergangsbetr.;   Brenner Aus  ; 1; 0; 24°; 26°; 36°; 53%; 0%; 0%; 0%; 100.0%; 396°; 44°; 30°; 0%; 13°; 0°; 22°; 0°; 22°; 127°; 127°; 11198; 17173h; 26°; 80°; 22°; 17%; AUS; ZU; TROCKEN; 0.15A; 
2025-05-26; 00:16:56; übergangsbetr.;   Brenner Aus  ; 1; 0; 24°; 26°; 36°; 53%; 0%; 0%; 0%; 100.0%; 396°; 44°; 30°; 0%; 13°; 0°; 22°; 0°; 22°; 127°; 127°; 11198; 17173h; 26°; 80°; 22°; 17%; AUS; ZU; TROCKEN; 0.15A; 
2025-05-26; 00:17:56; übergangsbetr.;   Brenner Aus  ; 1; 0; 24°; 26°; 36°; 53%; 0%; 0%; 0%; 100.0%; 396°; 44°; 30°; 0%; 13°; 0°; 22°; 0°; 22°; 127°; 127°; 11198; 17173h; 26°; 80°; 22°; 17%; AUS; ZU; TROCKEN; 0.17A; 
