Date;  Time; Betriebsart; Status; Zustand; ROST; Kesseltemp; Abgastemp.; Abgas. SW ; KessStellGr; Saugzug  ; Zuluftgebl; Einschub; Fuellst.:; Feuerraumt; Puffert.ob; Puffert.un; Puffer Pu.; Außentemp; Vorlauft.1sw; Vorlauft.1; Vorlauft.2sw; Vorlauft.2; KTY6_H2; KTY7_H2; Brenn.ST; Laufzeit:; Boardtemp.; Die Kesseltemp. soll sein; Heizungsraum-Temp; Heizungsraum-Feuchtigkeit; Ventilator; Zuluftklappe; Leckwassersensor; Stromstaerke; ; 
2024-10-10; 00:00:57; übergangsbetr.;    Heizen      ; 1; 0; 77°; 158°; 167°; 100%; 39%; 65%; 95%; 77.4%; 428°; 67°; 28°; 62%; 12°; 24°; 32°; 26°; 28°; 127°; 127°; 10907; 16685h; 36°; 80°; 28°; 17%; AUS; OFFEN; TROCKEN; 2.50A; 
2024-10-10; 00:01:57; übergangsbetr.;    Heizen      ; 1; 0; 77°; 157°; 167°; 100%; 39%; 65%; 95%; 77.2%; 428°; 67°; 28°; 62%; 12°; 24°; 32°; 26°; 28°; 127°; 127°; 10907; 16685h; 36°; 80°; 28°; 17%; AUS; OFFEN; TROCKEN; 2.42A; 
2024-10-10; 00:02:57; übergangsbetr.;    Heizen      ; 1; 0; 77°; 158°; 167°; 100%; 39%; 65%; 95%; 77.0%; 429°; 68°; 29°; 62%; 12°; 24°; 32°; 26°; 26°; 127°; 127°; 10907; 16685h; 37°; 80°; 28°; 18%; AUS; OFFEN; TROCKEN; 2.46A; 
2024-10-10; 00:03:58; übergangsbetr.;    Heizen      ; 1; 0; 77°; 158°; 167°; 100%; 39%; 65%; 95%; 76.9%; 429°; 68°; 29°; 62%; 12°; 24°; 32°; 26°; 26°; 127°; 127°; 10907; 16685h; 37°; 80°; 28°; 17%; AUS; OFFEN; TROCKEN; 2.33A; 
2024-10-10; 00:04:58; übergangsbetr.;    Heizen      ; 1; 0; 77°; 158°; 167°; 100%; 39%; 65%; 95%; 76.7%; 430°; 68°; 30°; 62%; 12°; 24°; 32°; 26°; 26°; 127°; 127°; 10907; 16685h; 37°; 80°; 28°; 17%; AUS; OFFEN; TROCKEN; 2.99A; 
2024-10-10; 00:05:58; übergangsbetr.;    Heizen      ; 1; 0; 77°; 159°; 167°; 100%; 39%; 65%; 95%; 76.6%; 431°; 69°; 30°; 62%; 12°; 24°; 32°; 26°; 26°; 127°; 127°; 10907; 16685h; 37°; 80°; 28°; 17%; AUS; OFFEN; TROCKEN; 3.12A; 
2024-10-10; 00:06:58; übergangsbetr.;    Heizen      ; 1; 0; 77°; 158°; 167°; 100%; 39%; 65%; 95%; 76.4%; 431°; 69°; 30°; 62%; 12°; 24°; 32°; 26°; 26°; 127°; 127°; 10907; 16685h; 37°; 80°; 28°; 16%; AUS; OFFEN; TROCKEN; 2.80A; 
2024-10-10; 00:07:58; übergangsbetr.;    Heizen      ; 1; 0; 77°; 159°; 167°; 100%; 39%; 65%; 95%; 76.2%; 431°; 70°; 30°; 62%; 12°; 24°; 32°; 26°; 26°; 127°; 127°; 10907; 16685h; 37°; 80°; 28°; 16%; AUS; OFFEN; TROCKEN; 2.29A; 
2024-10-10; 00:08:58; übergangsbetr.;    Heizen      ; 1; 0; 77°; 157°; 167°; 100%; 39%; 65%; 95%; 76.1%; 431°; 70°; 30°; 62%; 12°; 24°; 32°; 26°; 26°; 127°; 127°; 10907; 16685h; 37°; 80°; 28°; 16%; AUS; OFFEN; TROCKEN; 2.50A; 
2024-10-10; 00:09:57; übergangsbetr.;    Heizen      ; 1; 0; 77°; 158°; 167°; 100%; 39%; 65%; 95%; 75.9%; 431°; 70°; 30°; 62%; 12°; 24°; 32°; 26°; 26°; 127°; 127°; 10907; 16685h; 37°; 80°; 28°; 16%; AUS; OFFEN; TROCKEN; 3.12A; 
2024-10-10; 00:10:57; übergangsbetr.;    Heizen      ; 1; 0; 77°; 159°; 167°; 99%; 39%; 65%; 95%; 75.8%; 432°; 70°; 31°; 62%; 12°; 24°; 32°; 26°; 26°; 127°; 127°; 10907; 16685h; 38°; 80°; 28°; 16%; AUS; OFFEN; TROCKEN; 2.29A; 
