Date;  Time; Betriebsart; Status; Zustand; ROST; Kesseltemp; Abgastemp.; Abgas. SW ; KessStellGr; Saugzug  ; Zuluftgebl; Einschub; Fuellst.:; Feuerraumt; Puffert.ob; Puffert.un; Puffer Pu.; Außentemp; Vorlauft.1sw; Vorlauft.1; Vorlauft.2sw; Vorlauft.2; KTY6_H2; KTY7_H2; Brenn.ST; Laufzeit:; Boardtemp.; Die Kesseltemp. soll sein; Heizungsraum-Temp; Heizungsraum-Feuchtigkeit; Ventilator; Zuluftklappe; Leckwassersensor; Stromstaerke; ; 
2025-01-09; 00:00:29; übergangsbetr.; Abst.Warten   2; 1; 0; 80°; 104°; 158°; 100%; 0%; 0%; 0%; 87.3%; 424°; 78°; 77°; 0%; -0°; 30°; 29°; 40°; 40°; 127°; 127°; 11040; 16908h; 42°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 0.28A; 
2025-01-09; 03:16:28; übergangsbetr.;   Brenner Aus  ; 1; 0; 68°; 59°; 250°; 74%; 0%; 0%; 0%; 87.2%; 406°; 74°; 34°; 0%; 0°; 30°; 29°; 40°; 40°; 127°; 127°; 11040; 16908h; 37°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.23A; 
2025-01-09; 03:17:28; übergangsbetr.;   Brenner Aus  ; 1; 0; 68°; 59°; 250°; 74%; 0%; 0%; 0%; 87.2%; 406°; 74°; 34°; 0%; 0°; 30°; 28°; 40°; 40°; 127°; 127°; 11040; 16908h; 37°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.23A; 
2025-01-09; 03:18:28; übergangsbetr.;   Brenner Aus  ; 1; 0; 68°; 59°; 250°; 74%; 0%; 0%; 0%; 87.2%; 406°; 74°; 34°; 0%; 0°; 30°; 28°; 40°; 40°; 127°; 127°; 11040; 16908h; 37°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.28A; 
2025-01-09; 03:19:28; übergangsbetr.;   Brenner Aus  ; 1; 0; 68°; 58°; 250°; 73%; 0%; 0%; 0%; 87.2%; 406°; 74°; 34°; 0%; 0°; 30°; 28°; 40°; 40°; 127°; 127°; 11040; 16908h; 37°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.19A; 
2025-01-09; 03:20:28; übergangsbetr.;   Brenner Aus  ; 1; 0; 68°; 58°; 250°; 73%; 0%; 0%; 0%; 87.2%; 406°; 74°; 34°; 0%; 0°; 30°; 28°; 40°; 40°; 127°; 127°; 11040; 16908h; 37°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.28A; 
2025-01-09; 03:21:28; übergangsbetr.;   Brenner Aus  ; 1; 0; 68°; 58°; 250°; 73%; 0%; 0%; 0%; 87.2%; 406°; 74°; 34°; 0%; 0°; 30°; 29°; 40°; 40°; 127°; 127°; 11040; 16908h; 37°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.25A; 
2025-01-09; 03:22:28; übergangsbetr.;   Brenner Aus  ; 1; 0; 68°; 58°; 250°; 73%; 0%; 0%; 0%; 87.2%; 406°; 74°; 34°; 0%; 0°; 30°; 29°; 40°; 40°; 127°; 127°; 11040; 16908h; 37°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.21A; 
2025-01-09; 03:23:28; übergangsbetr.;   Brenner Aus  ; 1; 0; 68°; 58°; 250°; 73%; 0%; 0%; 0%; 87.2%; 406°; 74°; 34°; 0%; 0°; 30°; 29°; 40°; 40°; 127°; 127°; 11040; 16908h; 37°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.28A; 
2025-01-09; 03:24:28; übergangsbetr.;   Brenner Aus  ; 1; 0; 68°; 58°; 250°; 73%; 0%; 0%; 0%; 87.2%; 406°; 74°; 34°; 0%; 0°; 30°; 29°; 40°; 40°; 127°; 127°; 11040; 16908h; 37°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.30A; 
2025-01-09; 03:25:28; übergangsbetr.;   Brenner Aus  ; 1; 0; 68°; 58°; 250°; 73%; 0%; 0%; 0%; 87.2%; 406°; 74°; 34°; 0%; 0°; 30°; 30°; 40°; 40°; 127°; 127°; 11040; 16908h; 37°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.21A; 
2025-01-09; 03:26:28; übergangsbetr.;   Brenner Aus  ; 1; 0; 68°; 58°; 250°; 73%; 0%; 0%; 0%; 87.2%; 406°; 74°; 34°; 0%; 0°; 30°; 30°; 40°; 40°; 127°; 127°; 11040; 16908h; 37°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.23A; 
2025-01-09; 03:27:28; übergangsbetr.;   Brenner Aus  ; 1; 0; 68°; 58°; 250°; 73%; 0%; 0%; 0%; 87.2%; 406°; 74°; 34°; 0%; 0°; 30°; 31°; 40°; 40°; 127°; 127°; 11040; 16908h; 37°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.25A; 
2025-01-09; 03:28:28; übergangsbetr.;   Brenner Aus  ; 1; 0; 68°; 58°; 250°; 73%; 0%; 0%; 0%; 87.2%; 406°; 74°; 33°; 0%; 0°; 30°; 29°; 40°; 40°; 127°; 127°; 11040; 16908h; 37°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.25A; 
2025-01-09; 03:29:28; übergangsbetr.;   Brenner Aus  ; 1; 0; 68°; 58°; 250°; 73%; 0%; 0%; 0%; 87.2%; 406°; 74°; 33°; 0%; 0°; 30°; 28°; 40°; 40°; 127°; 127°; 11040; 16908h; 37°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.25A; 
2025-01-09; 03:30:28; übergangsbetr.;   Brenner Aus  ; 1; 0; 68°; 58°; 250°; 73%; 0%; 0%; 0%; 87.2%; 406°; 74°; 33°; 0%; 0°; 30°; 28°; 40°; 40°; 127°; 127°; 11040; 16908h; 37°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.25A; 
2025-01-09; 03:31:28; übergangsbetr.;   Brenner Aus  ; 1; 0; 68°; 58°; 250°; 73%; 0%; 0%; 0%; 87.2%; 406°; 74°; 33°; 0%; 0°; 30°; 28°; 40°; 40°; 127°; 127°; 11040; 16908h; 37°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.25A; 
2025-01-09; 03:32:28; übergangsbetr.;   Brenner Aus  ; 1; 0; 68°; 58°; 250°; 73%; 0%; 0%; 0%; 87.2%; 406°; 74°; 33°; 0%; 0°; 30°; 28°; 40°; 40°; 127°; 127°; 11040; 16908h; 37°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.28A; 
2025-01-09; 03:33:28; übergangsbetr.;   Brenner Aus  ; 1; 0; 68°; 58°; 250°; 73%; 0%; 0%; 0%; 87.2%; 406°; 74°; 33°; 0%; 0°; 30°; 28°; 40°; 40°; 127°; 127°; 11040; 16908h; 37°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.23A; 
2025-01-09; 03:34:28; übergangsbetr.;   Brenner Aus  ; 1; 0; 68°; 58°; 250°; 73%; 0%; 0%; 0%; 87.2%; 406°; 74°; 33°; 0%; 0°; 30°; 29°; 40°; 40°; 127°; 127°; 11040; 16908h; 37°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.23A; 
2025-01-09; 03:35:28; übergangsbetr.;   Brenner Aus  ; 1; 0; 68°; 58°; 250°; 73%; 0%; 0%; 0%; 87.2%; 406°; 74°; 33°; 0%; 0°; 30°; 29°; 40°; 40°; 127°; 127°; 11040; 16908h; 37°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.25A; 
2025-01-09; 03:36:28; übergangsbetr.;   Brenner Aus  ; 1; 0; 68°; 58°; 249°; 73%; 0%; 0%; 0%; 87.2%; 406°; 74°; 32°; 0%; 0°; 30°; 29°; 40°; 40°; 127°; 127°; 11040; 16908h; 37°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.28A; 
2025-01-09; 03:37:28; übergangsbetr.;   Brenner Aus  ; 1; 0; 67°; 58°; 250°; 73%; 0%; 0%; 0%; 87.2%; 406°; 74°; 32°; 0%; 0°; 30°; 29°; 40°; 40°; 127°; 127°; 11040; 16908h; 37°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.28A; 
2025-01-09; 03:38:28; übergangsbetr.;   Brenner Aus  ; 1; 0; 67°; 58°; 250°; 73%; 0%; 0%; 0%; 87.2%; 406°; 74°; 32°; 0%; 0°; 30°; 30°; 40°; 40°; 127°; 127°; 11040; 16908h; 37°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.28A; 
2025-01-09; 03:39:28; übergangsbetr.;   Brenner Aus  ; 1; 0; 67°; 58°; 250°; 73%; 0%; 0%; 0%; 87.2%; 406°; 74°; 32°; 0%; 0°; 30°; 30°; 40°; 40°; 127°; 127°; 11040; 16908h; 37°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.25A; 
2025-01-09; 03:40:28; übergangsbetr.;   Brenner Aus  ; 1; 0; 67°; 58°; 250°; 73%; 0%; 0%; 0%; 87.2%; 406°; 74°; 32°; 0%; 0°; 30°; 29°; 40°; 40°; 127°; 127°; 11040; 16908h; 37°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.25A; 
2025-01-09; 03:41:28; übergangsbetr.;   Brenner Aus  ; 1; 0; 67°; 58°; 250°; 73%; 0%; 0%; 0%; 87.2%; 406°; 74°; 32°; 0%; 0°; 30°; 28°; 40°; 40°; 127°; 127°; 11040; 16908h; 37°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.23A; 
2025-01-09; 03:42:28; übergangsbetr.;   Brenner Aus  ; 1; 0; 67°; 58°; 250°; 73%; 0%; 0%; 0%; 87.2%; 406°; 74°; 32°; 0%; 0°; 30°; 28°; 40°; 40°; 127°; 127°; 11040; 16908h; 37°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.25A; 
2025-01-09; 03:43:28; übergangsbetr.;   Brenner Aus  ; 1; 0; 67°; 58°; 250°; 73%; 0%; 0%; 0%; 87.2%; 406°; 74°; 32°; 0%; 0°; 30°; 28°; 40°; 40°; 127°; 127°; 11040; 16908h; 37°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.23A; 
2025-01-09; 03:44:28; übergangsbetr.;   Brenner Aus  ; 1; 0; 67°; 58°; 250°; 73%; 0%; 0%; 0%; 87.2%; 406°; 74°; 32°; 0%; 0°; 30°; 28°; 40°; 40°; 127°; 127°; 11040; 16908h; 37°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.21A; 
2025-01-09; 03:45:28; übergangsbetr.;   Brenner Aus  ; 1; 0; 67°; 58°; 250°; 73%; 0%; 0%; 0%; 87.2%; 406°; 74°; 32°; 0%; 0°; 30°; 28°; 40°; 40°; 127°; 127°; 11040; 16908h; 37°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.19A; 
2025-01-09; 03:46:28; übergangsbetr.;   Brenner Aus  ; 1; 0; 67°; 58°; 250°; 73%; 0%; 0%; 0%; 87.2%; 406°; 74°; 32°; 0%; 0°; 30°; 28°; 40°; 40°; 127°; 127°; 11040; 16908h; 37°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.25A; 
2025-01-09; 03:47:28; übergangsbetr.;   Brenner Aus  ; 1; 0; 67°; 58°; 250°; 73%; 0%; 0%; 0%; 87.2%; 406°; 74°; 32°; 0%; 0°; 30°; 28°; 40°; 39°; 127°; 127°; 11040; 16908h; 37°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.21A; 
2025-01-09; 03:48:28; übergangsbetr.;   Brenner Aus  ; 1; 0; 67°; 58°; 250°; 73%; 0%; 0%; 0%; 87.2%; 406°; 74°; 32°; 0%; 1°; 30°; 29°; 40°; 38°; 127°; 127°; 11040; 16908h; 37°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.28A; 
2025-01-09; 03:49:28; übergangsbetr.;   Brenner Aus  ; 1; 0; 67°; 58°; 250°; 73%; 0%; 0%; 0%; 87.2%; 406°; 74°; 32°; 0%; 1°; 30°; 29°; 40°; 38°; 127°; 127°; 11040; 16908h; 37°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.30A; 
2025-01-09; 03:50:28; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 58°; 250°; 73%; 0%; 0%; 0%; 87.2%; 406°; 74°; 32°; 0%; 1°; 30°; 30°; 40°; 38°; 127°; 127°; 11040; 16908h; 37°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.30A; 
2025-01-09; 03:51:28; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 58°; 250°; 73%; 0%; 0%; 0%; 87.2%; 406°; 74°; 32°; 0%; 1°; 30°; 30°; 40°; 38°; 127°; 127°; 11040; 16908h; 37°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.21A; 
2025-01-09; 03:52:28; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 58°; 250°; 73%; 0%; 0%; 0%; 87.2%; 406°; 74°; 32°; 0%; 1°; 30°; 29°; 40°; 38°; 127°; 127°; 11040; 16908h; 37°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.30A; 
2025-01-09; 03:53:28; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 58°; 250°; 73%; 0%; 0%; 0%; 87.2%; 406°; 74°; 32°; 0%; 1°; 30°; 28°; 40°; 38°; 127°; 127°; 11040; 16908h; 37°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.23A; 
2025-01-09; 03:54:28; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 58°; 250°; 73%; 0%; 0%; 0%; 87.2%; 406°; 74°; 32°; 0%; 1°; 30°; 28°; 40°; 38°; 127°; 127°; 11040; 16908h; 37°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.21A; 
2025-01-09; 03:55:28; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 58°; 250°; 73%; 0%; 0%; 0%; 87.2%; 406°; 74°; 32°; 0%; 1°; 30°; 28°; 40°; 40°; 127°; 127°; 11040; 16908h; 37°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.21A; 
2025-01-09; 03:56:28; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 58°; 250°; 73%; 0%; 0%; 0%; 87.2%; 406°; 74°; 32°; 0%; 1°; 30°; 28°; 40°; 40°; 127°; 127°; 11040; 16908h; 37°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.23A; 
2025-01-09; 03:57:28; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 58°; 250°; 73%; 0%; 0%; 0%; 87.2%; 406°; 74°; 32°; 0%; 1°; 30°; 29°; 40°; 40°; 127°; 127°; 11040; 16908h; 37°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.21A; 
2025-01-09; 03:58:28; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 58°; 250°; 73%; 0%; 0%; 0%; 87.2%; 406°; 74°; 32°; 0%; 1°; 30°; 29°; 40°; 40°; 127°; 127°; 11040; 16908h; 37°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.25A; 
2025-01-09; 03:59:28; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 58°; 250°; 73%; 0%; 0%; 0%; 87.2%; 406°; 74°; 32°; 0%; 1°; 30°; 29°; 40°; 40°; 127°; 127°; 11040; 16908h; 37°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.21A; 
2025-01-09; 04:00:28; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 58°; 250°; 73%; 0%; 0%; 0%; 87.2%; 406°; 74°; 32°; 0%; 1°; 30°; 29°; 40°; 40°; 127°; 127°; 11040; 16908h; 37°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.30A; 
2025-01-09; 04:01:28; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 58°; 250°; 73%; 0%; 0%; 0%; 87.2%; 406°; 74°; 32°; 0%; 1°; 30°; 29°; 40°; 40°; 127°; 127°; 11040; 16908h; 37°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.25A; 
2025-01-09; 04:02:28; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 57°; 250°; 73%; 0%; 0%; 0%; 87.2%; 406°; 74°; 32°; 0%; 2°; 30°; 30°; 40°; 40°; 127°; 127°; 11040; 16908h; 37°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.23A; 
2025-01-09; 04:03:28; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 57°; 248°; 73%; 0%; 0%; 0%; 87.2%; 406°; 74°; 31°; 0%; 2°; 30°; 30°; 40°; 40°; 127°; 127°; 11040; 16908h; 37°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.28A; 
2025-01-09; 04:04:28; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 57°; 250°; 73%; 0%; 0%; 0%; 87.2%; 406°; 74°; 31°; 0%; 2°; 30°; 29°; 40°; 40°; 127°; 127°; 11040; 16908h; 37°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.25A; 
2025-01-09; 04:05:28; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 57°; 250°; 73%; 0%; 0%; 0%; 87.2%; 406°; 74°; 31°; 0%; 2°; 30°; 28°; 40°; 40°; 127°; 127°; 11040; 16908h; 37°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.25A; 
2025-01-09; 04:06:28; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 57°; 250°; 73%; 0%; 0%; 0%; 87.2%; 406°; 74°; 31°; 0%; 2°; 30°; 28°; 40°; 40°; 127°; 127°; 11040; 16908h; 37°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.21A; 
2025-01-09; 04:07:28; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 57°; 250°; 73%; 0%; 0%; 0%; 87.2%; 406°; 74°; 31°; 0%; 2°; 30°; 28°; 40°; 40°; 127°; 127°; 11040; 16908h; 37°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.23A; 
2025-01-09; 04:08:28; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 57°; 250°; 73%; 0%; 0%; 0%; 87.2%; 406°; 74°; 31°; 0%; 2°; 30°; 28°; 40°; 40°; 127°; 127°; 11040; 16908h; 37°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.23A; 
2025-01-09; 04:09:28; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 57°; 250°; 73%; 0%; 0%; 0%; 87.2%; 406°; 74°; 31°; 0%; 2°; 30°; 28°; 40°; 40°; 127°; 127°; 11040; 16908h; 37°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.28A; 
2025-01-09; 04:10:28; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 57°; 250°; 73%; 0%; 0%; 0%; 87.2%; 406°; 74°; 31°; 0%; 2°; 30°; 28°; 40°; 40°; 127°; 127°; 11040; 16908h; 37°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.25A; 
2025-01-09; 04:11:28; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 57°; 250°; 73%; 0%; 0%; 0%; 87.2%; 406°; 74°; 31°; 0%; 2°; 30°; 28°; 40°; 40°; 127°; 127°; 11040; 16908h; 37°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.28A; 
2025-01-09; 04:12:28; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 57°; 250°; 73%; 0%; 0%; 0%; 87.2%; 406°; 74°; 30°; 0%; 2°; 29°; 28°; 39°; 40°; 127°; 127°; 11040; 16908h; 37°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.28A; 
2025-01-09; 04:13:28; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 57°; 250°; 73%; 0%; 0%; 0%; 87.2%; 406°; 74°; 30°; 0%; 2°; 29°; 29°; 39°; 40°; 127°; 127°; 11040; 16908h; 37°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.25A; 
2025-01-09; 04:14:28; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 57°; 250°; 73%; 0%; 0%; 0%; 87.2%; 406°; 74°; 30°; 0%; 2°; 29°; 30°; 39°; 40°; 127°; 127°; 11040; 16908h; 37°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.19A; 
2025-01-09; 04:15:28; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 57°; 250°; 73%; 0%; 0%; 0%; 87.2%; 406°; 74°; 30°; 0%; 2°; 29°; 30°; 39°; 39°; 127°; 127°; 11040; 16908h; 37°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.23A; 
2025-01-09; 04:16:28; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 57°; 250°; 73%; 0%; 0%; 0%; 87.2%; 406°; 74°; 30°; 0%; 2°; 29°; 28°; 39°; 38°; 127°; 127°; 11040; 16908h; 37°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.23A; 
2025-01-09; 04:17:28; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 57°; 250°; 73%; 0%; 0%; 0%; 87.2%; 406°; 74°; 30°; 0%; 2°; 29°; 28°; 39°; 38°; 127°; 127°; 11040; 16908h; 37°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.28A; 
2025-01-09; 04:18:28; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 57°; 248°; 72%; 0%; 0%; 0%; 87.2%; 406°; 74°; 30°; 0%; 2°; 29°; 28°; 39°; 38°; 127°; 127°; 11040; 16908h; 37°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.21A; 
2025-01-09; 04:19:28; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 57°; 250°; 73%; 0%; 0%; 0%; 87.2%; 406°; 74°; 30°; 0%; 2°; 29°; 28°; 39°; 38°; 127°; 127°; 11040; 16908h; 37°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.28A; 
2025-01-09; 04:20:28; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 57°; 250°; 73%; 0%; 0%; 0%; 87.2%; 406°; 74°; 30°; 0%; 2°; 29°; 28°; 39°; 38°; 127°; 127°; 11040; 16908h; 37°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.28A; 
2025-01-09; 04:21:28; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 57°; 250°; 73%; 0%; 0%; 0%; 87.2%; 406°; 74°; 30°; 0%; 2°; 29°; 28°; 39°; 38°; 127°; 127°; 11040; 16908h; 37°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.25A; 
2025-01-09; 04:22:28; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 57°; 250°; 73%; 0%; 0%; 0%; 87.2%; 406°; 74°; 30°; 0%; 2°; 29°; 28°; 39°; 38°; 127°; 127°; 11040; 16908h; 37°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.25A; 
2025-01-09; 04:23:28; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 57°; 250°; 73%; 0%; 0%; 0%; 87.2%; 406°; 74°; 30°; 0%; 2°; 29°; 28°; 39°; 38°; 127°; 127°; 11040; 16908h; 37°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.23A; 
2025-01-09; 04:24:28; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 57°; 250°; 73%; 0%; 0%; 0%; 87.2%; 406°; 74°; 30°; 0%; 2°; 29°; 28°; 39°; 38°; 127°; 127°; 11040; 16908h; 37°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.25A; 
2025-01-09; 04:25:28; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 57°; 250°; 73%; 0%; 0%; 0%; 87.2%; 406°; 74°; 30°; 0%; 2°; 29°; 28°; 39°; 38°; 127°; 127°; 11040; 16908h; 37°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.28A; 
2025-01-09; 04:26:28; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 57°; 250°; 73%; 0%; 0%; 0%; 87.2%; 406°; 74°; 30°; 0%; 2°; 29°; 29°; 39°; 38°; 127°; 127°; 11040; 16908h; 37°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.23A; 
2025-01-09; 04:27:28; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 57°; 250°; 73%; 0%; 0%; 0%; 87.2%; 406°; 74°; 30°; 0%; 2°; 29°; 29°; 39°; 38°; 127°; 127°; 11040; 16908h; 37°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.25A; 
2025-01-09; 04:28:28; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 57°; 250°; 73%; 0%; 0%; 0%; 87.2%; 406°; 74°; 30°; 0%; 2°; 29°; 28°; 39°; 38°; 127°; 127°; 11040; 16908h; 37°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.23A; 
2025-01-09; 04:29:28; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 57°; 250°; 73%; 0%; 0%; 0%; 87.2%; 406°; 74°; 30°; 0%; 2°; 29°; 28°; 39°; 38°; 127°; 127°; 11040; 16908h; 37°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.28A; 
2025-01-09; 04:30:28; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 57°; 250°; 73%; 0%; 0%; 0%; 87.2%; 406°; 74°; 30°; 0%; 2°; 29°; 28°; 39°; 38°; 127°; 127°; 11040; 16908h; 37°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.25A; 
2025-01-09; 04:31:28; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 57°; 250°; 73%; 0%; 0%; 0%; 87.2%; 406°; 74°; 30°; 0%; 2°; 29°; 28°; 39°; 38°; 127°; 127°; 11040; 16908h; 37°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.23A; 
2025-01-09; 04:32:28; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 57°; 250°; 73%; 0%; 0%; 0%; 87.2%; 406°; 74°; 30°; 0%; 2°; 29°; 28°; 39°; 38°; 127°; 127°; 11040; 16908h; 37°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.25A; 
2025-01-09; 04:33:28; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 57°; 121°; 59%; 0%; 0%; 0%; 87.2%; 406°; 74°; 30°; 0%; 3°; 28°; 28°; 38°; 38°; 127°; 127°; 11040; 16908h; 37°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.23A; 
2025-01-09; 04:34:28; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 57°; 120°; 71%; 0%; 0%; 0%; 87.2%; 406°; 74°; 30°; 0%; 3°; 28°; 28°; 38°; 38°; 127°; 127°; 11040; 16908h; 37°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.23A; 
2025-01-09; 04:35:28; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 57°; 67°; 23%; 0%; 0%; 0%; 87.2%; 406°; 74°; 30°; 0%; 3°; 28°; 28°; 38°; 38°; 127°; 127°; 11040; 16908h; 37°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.28A; 
2025-01-09; 04:36:28; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 57°; 67°; 26%; 0%; 0%; 0%; 87.2%; 406°; 74°; 30°; 0%; 3°; 28°; 28°; 38°; 38°; 127°; 127°; 11040; 16908h; 37°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.23A; 
2025-01-09; 04:37:28; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 56°; 66°; 30%; 0%; 0%; 0%; 87.2%; 406°; 74°; 30°; 0%; 3°; 28°; 28°; 38°; 38°; 127°; 127°; 11040; 16908h; 37°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.21A; 
