Date;  Time; Betriebsart; Status; Zustand; ROST; Kesseltemp; Abgastemp.; Abgas. SW ; KessStellGr; Saugzug  ; Zuluftgebl; Einschub; Fuellst.:; Feuerraumt; Puffert.ob; Puffert.un; Puffer Pu.; Außentemp; Vorlauft.1sw; Vorlauft.1; Vorlauft.2sw; Vorlauft.2; KTY6_H2; KTY7_H2; Brenn.ST; Laufzeit:; Boardtemp.; Die Kesseltemp. soll sein; Heizungsraum-Temp; Heizungsraum-Feuchtigkeit; Ventilator; Zuluftklappe; Leckwassersensor; Stromstaerke; ; 
2025-01-02; 00:00:10; übergangsbetr.;   Brenner Aus  ; 1; 0; 52°; 46°; 56°; 66%; 0%; 0%; 0%; 89.7%; 402°; 48°; 28°; 0%; -4°; 32°; 30°; 44°; 45°; 127°; 127°; 11026; 16885h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.25A; 
2025-01-02; 00:01:10; übergangsbetr.;   Brenner Aus  ; 1; 0; 52°; 46°; 56°; 66%; 0%; 0%; 0%; 89.7%; 402°; 48°; 28°; 0%; -4°; 32°; 30°; 44°; 44°; 127°; 127°; 11026; 16885h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.25A; 
2025-01-02; 00:02:10; übergangsbetr.;   Brenner Aus  ; 1; 0; 52°; 46°; 56°; 66%; 0%; 0%; 0%; 89.7%; 402°; 48°; 28°; 0%; -4°; 32°; 30°; 44°; 44°; 127°; 127°; 11026; 16885h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.28A; 
2025-01-02; 00:03:10; übergangsbetr.;   Brenner Aus  ; 1; 0; 52°; 46°; 56°; 66%; 0%; 0%; 0%; 89.7%; 402°; 47°; 28°; 0%; -4°; 32°; 31°; 44°; 44°; 127°; 127°; 11026; 16885h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.25A; 
2025-01-02; 00:04:10; übergangsbetr.;   Brenner Aus  ; 1; 0; 52°; 46°; 56°; 66%; 0%; 0%; 0%; 89.7%; 402°; 47°; 28°; 0%; -5°; 32°; 32°; 44°; 44°; 127°; 127°; 11026; 16885h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.19A; 
2025-01-02; 00:05:10; übergangsbetr.;   Brenner Aus  ; 1; 0; 52°; 46°; 56°; 66%; 0%; 0%; 0%; 89.7%; 402°; 47°; 28°; 0%; -4°; 32°; 32°; 44°; 44°; 127°; 127°; 11026; 16885h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.21A; 
2025-01-02; 00:06:10; übergangsbetr.;   Brenner Aus  ; 1; 0; 52°; 46°; 56°; 65%; 0%; 0%; 0%; 89.7%; 402°; 47°; 28°; 0%; -4°; 32°; 32°; 44°; 43°; 127°; 127°; 11026; 16885h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.25A; 
2025-01-02; 00:07:09; übergangsbetr.;   Brenner Aus  ; 1; 0; 52°; 46°; 56°; 66%; 0%; 0%; 0%; 89.7%; 402°; 46°; 28°; 0%; -4°; 32°; 32°; 44°; 43°; 127°; 127°; 11026; 16885h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.25A; 
2025-01-02; 00:08:09; übergangsbetr.;   Brenner Aus  ; 1; 0; 52°; 46°; 56°; 66%; 0%; 0%; 0%; 89.7%; 402°; 46°; 28°; 0%; -4°; 32°; 32°; 44°; 42°; 127°; 127°; 11026; 16885h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.23A; 
2025-01-02; 00:09:09; übergangsbetr.;   Brenner Aus  ; 1; 0; 52°; 46°; 56°; 66%; 0%; 0%; 0%; 89.7%; 402°; 46°; 28°; 0%; -4°; 32°; 34°; 44°; 42°; 127°; 127°; 11026; 16885h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-01-02; 00:10:09; übergangsbetr.;   Brenner Aus  ; 1; 0; 52°; 46°; 56°; 65%; 0%; 0%; 0%; 89.7%; 402°; 46°; 26°; 0%; -4°; 32°; 32°; 44°; 42°; 127°; 127°; 11026; 16885h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.28A; 
2025-01-02; 00:11:09; übergangsbetr.;   Brenner Aus  ; 1; 0; 52°; 46°; 56°; 65%; 0%; 0%; 0%; 89.7%; 402°; 46°; 28°; 0%; -4°; 32°; 31°; 44°; 42°; 127°; 127°; 11026; 16885h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.28A; 
2025-01-02; 00:12:09; übergangsbetr.;   Brenner Aus  ; 1; 0; 52°; 46°; 56°; 66%; 0%; 0%; 0%; 89.7%; 402°; 46°; 28°; 0%; -5°; 32°; 30°; 44°; 44°; 127°; 127°; 11026; 16885h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.21A; 
2025-01-02; 00:13:09; übergangsbetr.;   Brenner Aus  ; 1; 0; 52°; 46°; 56°; 65%; 0%; 0%; 0%; 89.7%; 402°; 46°; 26°; 0%; -4°; 32°; 30°; 44°; 44°; 127°; 127°; 11026; 16885h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.21A; 
2025-01-02; 00:14:09; übergangsbetr.;   Brenner Aus  ; 1; 0; 52°; 45°; 55°; 65%; 0%; 0%; 0%; 89.7%; 401°; 46°; 26°; 0%; -4°; 32°; 30°; 44°; 44°; 127°; 127°; 11026; 16885h; 34°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.28A; 
2025-01-02; 00:15:09; übergangsbetr.;   Brenner Aus  ; 1; 0; 51°; 45°; 55°; 65%; 0%; 0%; 0%; 89.7%; 401°; 46°; 26°; 0%; -4°; 32°; 30°; 44°; 44°; 127°; 127°; 11026; 16885h; 34°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.19A; 
2025-01-02; 00:16:09; übergangsbetr.;   Brenner Aus  ; 1; 0; 51°; 45°; 55°; 65%; 0%; 0%; 0%; 89.7%; 401°; 46°; 26°; 0%; -4°; 32°; 30°; 44°; 44°; 127°; 127°; 11026; 16885h; 34°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.21A; 
2025-01-02; 00:17:09; übergangsbetr.;   Brenner Aus  ; 1; 0; 51°; 45°; 55°; 65%; 0%; 0%; 0%; 89.7%; 401°; 46°; 26°; 0%; -4°; 32°; 30°; 44°; 44°; 127°; 127°; 11026; 16885h; 34°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.32A; 
2025-01-02; 00:18:09; übergangsbetr.;   Brenner Aus  ; 1; 0; 51°; 45°; 55°; 65%; 0%; 0%; 0%; 89.7%; 401°; 46°; 26°; 0%; -4°; 32°; 31°; 44°; 44°; 127°; 127°; 11026; 16885h; 34°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.32A; 
2025-01-02; 00:19:09; übergangsbetr.;   Brenner Aus  ; 1; 0; 51°; 45°; 55°; 65%; 0%; 0%; 0%; 89.7%; 401°; 45°; 26°; 0%; -4°; 32°; 31°; 44°; 44°; 127°; 127°; 11026; 16885h; 34°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.30A; 
2025-01-02; 00:20:09; übergangsbetr.;   Brenner Aus  ; 1; 0; 51°; 45°; 55°; 65%; 0%; 0%; 0%; 89.7%; 401°; 45°; 26°; 0%; -4°; 32°; 31°; 44°; 43°; 127°; 127°; 11026; 16885h; 34°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.23A; 
2025-01-02; 00:21:09; übergangsbetr.;   Brenner Aus  ; 1; 0; 51°; 45°; 55°; 65%; 0%; 0%; 0%; 89.7%; 401°; 45°; 26°; 0%; -4°; 32°; 31°; 44°; 42°; 127°; 127°; 11026; 16885h; 34°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.23A; 
2025-01-02; 00:22:09; übergangsbetr.;   Brenner Aus  ; 1; 0; 51°; 45°; 55°; 65%; 0%; 0%; 0%; 89.7%; 401°; 45°; 26°; 0%; -4°; 32°; 33°; 44°; 43°; 127°; 127°; 11026; 16885h; 34°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.25A; 
2025-01-02; 00:23:09; übergangsbetr.;   Brenner Aus  ; 1; 0; 51°; 45°; 55°; 65%; 0%; 0%; 0%; 89.7%; 401°; 44°; 26°; 0%; -4°; 32°; 31°; 44°; 43°; 127°; 127°; 11026; 16885h; 34°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.25A; 
2025-01-02; 00:24:09; übergangsbetr.;   Brenner Aus  ; 1; 0; 51°; 45°; 55°; 65%; 0%; 0%; 0%; 89.7%; 401°; 44°; 26°; 0%; -4°; 32°; 30°; 44°; 44°; 127°; 127°; 11026; 16885h; 34°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.25A; 
2025-01-02; 00:25:10; übergangsbetr.;   Brenner Aus  ; 1; 0; 51°; 45°; 55°; 65%; 0%; 0%; 0%; 89.7%; 401°; 44°; 26°; 0%; -4°; 32°; 30°; 44°; 44°; 127°; 127°; 11026; 16885h; 34°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.28A; 
2025-01-02; 00:26:09; übergangsbetr.;   Brenner Aus  ; 1; 0; 51°; 45°; 55°; 65%; 0%; 0%; 0%; 89.7%; 401°; 44°; 26°; 0%; -4°; 32°; 30°; 44°; 44°; 127°; 127°; 11026; 16885h; 34°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.30A; 
2025-01-02; 00:27:09; übergangsbetr.;   Brenner Aus  ; 1; 0; 51°; 45°; 55°; 65%; 0%; 0%; 0%; 89.7%; 401°; 44°; 26°; 0%; -4°; 32°; 30°; 44°; 44°; 127°; 127°; 11026; 16885h; 34°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.21A; 
2025-01-02; 00:28:09; übergangsbetr.;   Brenner Aus  ; 1; 0; 51°; 45°; 55°; 65%; 0%; 0%; 0%; 89.7%; 401°; 44°; 26°; 0%; -4°; 32°; 30°; 44°; 44°; 127°; 127°; 11026; 16885h; 34°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.25A; 
2025-01-02; 00:29:09; übergangsbetr.;   Brenner Aus  ; 1; 0; 51°; 45°; 55°; 65%; 0%; 0%; 0%; 89.7%; 401°; 44°; 26°; 0%; -4°; 32°; 31°; 44°; 44°; 127°; 127°; 11026; 16885h; 34°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.19A; 
2025-01-02; 00:30:09; übergangsbetr.;   Brenner Aus  ; 1; 0; 51°; 45°; 55°; 65%; 0%; 0%; 0%; 89.7%; 401°; 44°; 26°; 0%; -4°; 32°; 31°; 44°; 44°; 127°; 127°; 11026; 16885h; 34°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.21A; 
2025-01-02; 00:31:09; übergangsbetr.;   Brenner Aus  ; 1; 0; 51°; 45°; 55°; 65%; 0%; 0%; 0%; 89.7%; 401°; 44°; 26°; 0%; -4°; 32°; 32°; 44°; 44°; 127°; 127°; 11026; 16885h; 34°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.30A; 
2025-01-02; 00:32:09; übergangsbetr.;   Brenner Aus  ; 1; 0; 51°; 45°; 55°; 65%; 0%; 0%; 0%; 89.7%; 401°; 43°; 26°; 0%; -4°; 32°; 32°; 44°; 44°; 127°; 127°; 11026; 16885h; 34°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-01-02; 00:33:09; übergangsbetr.;   Brenner Aus  ; 1; 0; 51°; 45°; 55°; 65%; 0%; 0%; 0%; 89.7%; 401°; 43°; 26°; 0%; -4°; 32°; 32°; 44°; 44°; 127°; 127°; 11026; 16885h; 34°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.30A; 
2025-01-02; 00:34:09; übergangsbetr.;   Brenner Aus  ; 1; 0; 51°; 45°; 55°; 65%; 0%; 0%; 0%; 89.7%; 401°; 43°; 26°; 0%; -4°; 32°; 32°; 44°; 43°; 127°; 127°; 11026; 16885h; 34°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.23A; 
2025-01-02; 00:35:09; übergangsbetr.;   Brenner Aus  ; 1; 0; 50°; 45°; 55°; 65%; 0%; 0%; 0%; 89.7%; 401°; 43°; 26°; 0%; -4°; 32°; 33°; 44°; 42°; 127°; 127°; 11026; 16885h; 34°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.21A; 
