Date;  Time; Betriebsart; Status; Zustand; ROST; Kesseltemp; Abgastemp.; Abgas. SW ; KessStellGr; Saugzug  ; Zuluftgebl; Einschub; Fuellst.:; Feuerraumt; Puffert.ob; Puffert.un; Puffer Pu.; Außentemp; Vorlauft.1sw; Vorlauft.1; Vorlauft.2sw; Vorlauft.2; KTY6_H2; KTY7_H2; Brenn.ST; Laufzeit:; Boardtemp.; Die Kesseltemp. soll sein; Heizungsraum-Temp; Heizungsraum-Feuchtigkeit; Ventilator; Zuluftklappe; Leckwassersensor; Stromstaerke; ; 
2024-11-23; 00:00:35; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 57°; 250°; 73%; 0%; 0%; 0%; 87.8%; 406°; 72°; 35°; 0%; -0°; 30°; 30°; 41°; 40°; 127°; 127°; 10955; 16767h; 37°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.25A; 
2024-11-23; 00:01:36; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 57°; 250°; 73%; 0%; 0%; 0%; 87.8%; 406°; 72°; 35°; 0%; -0°; 30°; 29°; 41°; 40°; 127°; 127°; 10955; 16767h; 37°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.23A; 
2024-11-23; 00:02:36; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 57°; 250°; 73%; 0%; 0%; 0%; 87.8%; 406°; 72°; 35°; 0%; -0°; 30°; 29°; 41°; 41°; 127°; 127°; 10955; 16767h; 37°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.25A; 
2024-11-23; 00:03:36; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 57°; 250°; 73%; 0%; 0%; 0%; 87.8%; 406°; 72°; 35°; 0%; -0°; 30°; 30°; 41°; 41°; 127°; 127°; 10955; 16767h; 37°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.25A; 
2024-11-23; 00:04:36; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 57°; 250°; 73%; 0%; 0%; 0%; 87.8%; 406°; 72°; 35°; 0%; -0°; 30°; 30°; 41°; 41°; 127°; 127°; 10955; 16767h; 37°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.21A; 
2024-11-23; 00:05:36; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 57°; 250°; 73%; 0%; 0%; 0%; 87.8%; 406°; 72°; 35°; 0%; -0°; 30°; 32°; 41°; 41°; 127°; 127°; 10955; 16767h; 37°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.28A; 
2024-11-23; 00:06:36; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 57°; 250°; 73%; 0%; 0%; 0%; 87.8%; 406°; 72°; 35°; 0%; -0°; 30°; 30°; 41°; 41°; 127°; 127°; 10955; 16767h; 37°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.28A; 
2024-11-23; 00:07:36; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 57°; 250°; 73%; 0%; 0%; 0%; 87.8%; 406°; 72°; 35°; 0%; -0°; 30°; 29°; 41°; 41°; 127°; 127°; 10955; 16767h; 37°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.28A; 
2024-11-23; 00:08:36; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 57°; 250°; 73%; 0%; 0%; 0%; 87.8%; 406°; 72°; 34°; 0%; -0°; 30°; 29°; 41°; 42°; 127°; 127°; 10955; 16767h; 37°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.25A; 
2024-11-23; 00:09:36; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 57°; 250°; 73%; 0%; 0%; 0%; 87.8%; 406°; 72°; 34°; 0%; -0°; 30°; 29°; 41°; 42°; 127°; 127°; 10955; 16767h; 37°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.30A; 
2024-11-23; 00:10:36; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 57°; 250°; 73%; 0%; 0%; 0%; 87.8%; 406°; 72°; 34°; 0%; -0°; 30°; 29°; 41°; 42°; 127°; 127°; 10955; 16767h; 37°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.19A; 
2024-11-23; 00:11:36; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 57°; 250°; 73%; 0%; 0%; 0%; 87.8%; 406°; 72°; 34°; 0%; -0°; 30°; 29°; 41°; 42°; 127°; 127°; 10955; 16767h; 37°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.28A; 
2024-11-23; 00:12:36; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 57°; 248°; 73%; 0%; 0%; 0%; 87.8%; 406°; 72°; 34°; 0%; -0°; 30°; 29°; 41°; 42°; 127°; 127°; 10955; 16767h; 37°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.21A; 
2024-11-23; 00:13:36; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 57°; 248°; 73%; 0%; 0%; 0%; 87.8%; 406°; 72°; 34°; 0%; -0°; 30°; 29°; 41°; 42°; 127°; 127°; 10955; 16767h; 37°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.23A; 
2024-11-23; 00:14:36; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 57°; 250°; 73%; 0%; 0%; 0%; 87.8%; 406°; 72°; 34°; 0%; -0°; 30°; 29°; 41°; 42°; 127°; 127°; 10955; 16767h; 37°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.21A; 
2024-11-23; 00:15:36; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 57°; 250°; 73%; 0%; 0%; 0%; 87.8%; 406°; 72°; 34°; 0%; -0°; 30°; 29°; 41°; 42°; 127°; 127°; 10955; 16767h; 37°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.21A; 
