Date;  Time; Betriebsart; Status; Zustand; ROST; Kesseltemp; Abgastemp.; Abgas. SW ; KessStellGr; Saugzug  ; Zuluftgebl; Einschub; Fuellst.:; Feuerraumt; Puffert.ob; Puffert.un; Puffer Pu.; Außentemp; Vorlauft.1sw; Vorlauft.1; Vorlauft.2sw; Vorlauft.2; KTY6_H2; KTY7_H2; Brenn.ST; Laufzeit:; Boardtemp.; Die Kesseltemp. soll sein; Heizungsraum-Temp; Heizungsraum-Feuchtigkeit; Ventilator; Zuluftklappe; Leckwassersensor; Stromstaerke; ; 
2024-12-20; 00:00:36; übergangsbetr.;   Brenner Aus  ; 1; 0; 78°; 73°; 186°; 83%; 0%; 0%; 0%; 74.5%; 410°; 77°; 74°; 0%; 4°; 28°; 28°; 38°; 38°; 127°; 127°; 11000; 16842h; 40°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.21A; 
2024-12-20; 00:01:36; übergangsbetr.;   Brenner Aus  ; 1; 0; 78°; 73°; 188°; 83%; 0%; 0%; 0%; 74.5%; 410°; 77°; 74°; 0%; 4°; 28°; 28°; 38°; 38°; 127°; 127°; 11000; 16842h; 40°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.23A; 
2024-12-20; 00:02:36; übergangsbetr.;   Brenner Aus  ; 1; 0; 76°; 72°; 193°; 82%; 0%; 0%; 0%; 74.5%; 410°; 77°; 72°; 0%; 4°; 28°; 30°; 38°; 46°; 127°; 127°; 11000; 16842h; 40°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.30A; 
2024-12-20; 00:03:36; übergangsbetr.;   Brenner Aus  ; 1; 0; 76°; 72°; 196°; 82%; 0%; 0%; 0%; 74.5%; 410°; 77°; 74°; 0%; 4°; 28°; 28°; 38°; 35°; 127°; 127°; 11000; 16842h; 40°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.28A; 
2024-12-20; 00:04:35; übergangsbetr.;   Brenner Aus  ; 1; 0; 76°; 72°; 198°; 82%; 0%; 0%; 0%; 74.5%; 410°; 77°; 74°; 0%; 4°; 28°; 28°; 38°; 32°; 127°; 127°; 11000; 16842h; 40°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.25A; 
2024-12-20; 00:05:36; übergangsbetr.;   Brenner Aus  ; 1; 0; 76°; 71°; 200°; 81%; 0%; 0%; 0%; 74.5%; 409°; 77°; 74°; 0%; 4°; 28°; 28°; 38°; 35°; 127°; 127°; 11000; 16842h; 40°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.21A; 
2024-12-20; 00:06:35; übergangsbetr.;   Brenner Aus  ; 1; 0; 76°; 71°; 202°; 81%; 0%; 0%; 0%; 74.5%; 409°; 77°; 72°; 0%; 4°; 28°; 28°; 38°; 36°; 127°; 127°; 11000; 16842h; 40°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.23A; 
2024-12-20; 00:07:35; übergangsbetr.;   Brenner Aus  ; 1; 0; 76°; 71°; 204°; 81%; 0%; 0%; 0%; 74.5%; 409°; 77°; 72°; 0%; 4°; 28°; 28°; 38°; 37°; 127°; 127°; 11000; 16842h; 40°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.30A; 
2024-12-20; 00:08:35; übergangsbetr.;   Brenner Aus  ; 1; 0; 76°; 70°; 206°; 81%; 0%; 0%; 0%; 74.5%; 408°; 77°; 71°; 0%; 4°; 28°; 28°; 38°; 37°; 127°; 127°; 11000; 16842h; 39°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.28A; 
2024-12-20; 00:09:35; übergangsbetr.;   Brenner Aus  ; 1; 0; 76°; 69°; 208°; 80%; 0%; 0%; 0%; 74.5%; 408°; 77°; 70°; 0%; 4°; 28°; 28°; 38°; 38°; 127°; 127°; 11000; 16842h; 39°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.21A; 
2024-12-20; 00:10:35; übergangsbetr.;   Brenner Aus  ; 1; 0; 76°; 69°; 210°; 80%; 0%; 0%; 0%; 74.5%; 408°; 77°; 69°; 0%; 4°; 28°; 28°; 38°; 36°; 127°; 127°; 11000; 16842h; 39°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.28A; 
2024-12-20; 00:11:35; übergangsbetr.;   Brenner Aus  ; 1; 0; 76°; 69°; 212°; 80%; 0%; 0%; 0%; 74.5%; 408°; 76°; 68°; 100%; 4°; 28°; 28°; 38°; 38°; 127°; 127°; 11000; 16842h; 39°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.51A; 
2024-12-20; 00:12:36; übergangsbetr.;   Brenner Aus  ; 1; 0; 76°; 69°; 219°; 79%; 0%; 0%; 0%; 74.5%; 408°; 76°; 68°; 0%; 4°; 28°; 28°; 38°; 38°; 127°; 127°; 11000; 16842h; 39°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.23A; 
2024-12-20; 00:13:36; übergangsbetr.;   Brenner Aus  ; 1; 0; 76°; 69°; 222°; 80%; 0%; 0%; 0%; 74.5%; 408°; 76°; 67°; 0%; 4°; 28°; 28°; 38°; 38°; 127°; 127°; 11000; 16842h; 39°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.28A; 
2024-12-20; 00:14:36; übergangsbetr.;   Brenner Aus  ; 1; 0; 76°; 68°; 225°; 80%; 0%; 0%; 0%; 74.5%; 408°; 76°; 66°; 0%; 4°; 28°; 28°; 38°; 38°; 127°; 127°; 11000; 16842h; 39°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.23A; 
2024-12-20; 00:15:36; übergangsbetr.;   Brenner Aus  ; 1; 0; 76°; 68°; 227°; 80%; 0%; 0%; 0%; 74.5%; 408°; 76°; 66°; 0%; 4°; 28°; 28°; 38°; 38°; 127°; 127°; 11000; 16842h; 39°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.25A; 
2024-12-20; 00:16:36; übergangsbetr.;   Brenner Aus  ; 1; 0; 76°; 68°; 230°; 80%; 0%; 0%; 0%; 74.5%; 408°; 76°; 64°; 0%; 4°; 28°; 28°; 38°; 37°; 127°; 127°; 11000; 16842h; 39°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.30A; 
2024-12-20; 00:17:36; übergangsbetr.;   Brenner Aus  ; 1; 0; 76°; 68°; 233°; 80%; 0%; 0%; 0%; 74.5%; 408°; 76°; 64°; 0%; 4°; 28°; 28°; 38°; 37°; 127°; 127°; 11000; 16842h; 39°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.23A; 
2024-12-20; 00:18:36; übergangsbetr.;   Brenner Aus  ; 1; 0; 76°; 68°; 236°; 80%; 0%; 0%; 0%; 74.5%; 408°; 76°; 64°; 0%; 4°; 28°; 28°; 38°; 37°; 127°; 127°; 11000; 16842h; 39°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.28A; 
2024-12-20; 00:19:36; übergangsbetr.;   Brenner Aus  ; 1; 0; 76°; 68°; 238°; 80%; 0%; 0%; 0%; 74.5%; 408°; 76°; 64°; 100%; 4°; 28°; 28°; 38°; 37°; 127°; 127°; 11000; 16842h; 39°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.55A; 
2024-12-20; 00:20:36; übergangsbetr.;   Brenner Aus  ; 1; 0; 75°; 67°; 243°; 79%; 0%; 0%; 0%; 74.5%; 408°; 76°; 64°; 0%; 4°; 28°; 28°; 38°; 36°; 127°; 127°; 11000; 16842h; 39°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.28A; 
2024-12-20; 00:21:36; übergangsbetr.;   Brenner Aus  ; 1; 0; 75°; 67°; 246°; 79%; 0%; 0%; 0%; 74.5%; 408°; 76°; 63°; 0%; 4°; 28°; 28°; 38°; 38°; 127°; 127°; 11000; 16842h; 39°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.21A; 
2024-12-20; 00:22:36; übergangsbetr.;   Brenner Aus  ; 1; 0; 75°; 67°; 249°; 79%; 0%; 0%; 0%; 74.5%; 408°; 76°; 63°; 0%; 4°; 28°; 28°; 38°; 38°; 127°; 127°; 11000; 16842h; 39°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.23A; 
2024-12-20; 00:23:36; übergangsbetr.;   Brenner Aus  ; 1; 0; 75°; 67°; 250°; 79%; 0%; 0%; 0%; 74.5%; 408°; 76°; 62°; 0%; 4°; 28°; 28°; 38°; 38°; 127°; 127°; 11000; 16842h; 39°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.28A; 
2024-12-20; 00:24:36; übergangsbetr.;   Brenner Aus  ; 1; 0; 75°; 67°; 250°; 79%; 0%; 0%; 0%; 74.5%; 408°; 76°; 62°; 0%; 4°; 28°; 28°; 38°; 38°; 127°; 127°; 11000; 16842h; 39°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.28A; 
2024-12-20; 00:25:36; übergangsbetr.;   Brenner Aus  ; 1; 0; 75°; 67°; 250°; 79%; 0%; 0%; 0%; 74.5%; 408°; 76°; 62°; 0%; 4°; 28°; 28°; 38°; 38°; 127°; 127°; 11000; 16842h; 39°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.21A; 
2024-12-20; 00:26:36; übergangsbetr.;   Brenner Aus  ; 1; 0; 75°; 67°; 250°; 79%; 0%; 0%; 0%; 74.5%; 408°; 76°; 62°; 0%; 4°; 28°; 28°; 38°; 38°; 127°; 127°; 11000; 16842h; 39°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.28A; 
2024-12-20; 00:27:36; übergangsbetr.;   Brenner Aus  ; 1; 0; 75°; 67°; 250°; 79%; 0%; 0%; 0%; 74.5%; 408°; 76°; 61°; 0%; 4°; 28°; 28°; 38°; 38°; 127°; 127°; 11000; 16842h; 39°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.23A; 
2024-12-20; 00:28:36; übergangsbetr.;   Brenner Aus  ; 1; 0; 75°; 66°; 250°; 78%; 0%; 0%; 0%; 74.5%; 407°; 76°; 60°; 0%; 4°; 28°; 28°; 38°; 38°; 127°; 127°; 11000; 16842h; 38°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.28A; 
2024-12-20; 00:29:36; übergangsbetr.;   Brenner Aus  ; 1; 0; 75°; 65°; 250°; 78%; 0%; 0%; 0%; 74.5%; 407°; 76°; 60°; 0%; 4°; 28°; 28°; 38°; 38°; 127°; 127°; 11000; 16842h; 38°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.28A; 
2024-12-20; 00:30:36; übergangsbetr.;   Brenner Aus  ; 1; 0; 75°; 65°; 250°; 78%; 0%; 0%; 0%; 74.5%; 407°; 76°; 60°; 0%; 4°; 28°; 28°; 38°; 38°; 127°; 127°; 11000; 16842h; 38°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.30A; 
2024-12-20; 00:31:36; übergangsbetr.;   Brenner Aus  ; 1; 0; 74°; 65°; 250°; 78%; 0%; 0%; 0%; 74.5%; 407°; 76°; 60°; 0%; 4°; 28°; 28°; 38°; 38°; 127°; 127°; 11000; 16842h; 38°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.28A; 
2024-12-20; 00:32:36; übergangsbetr.;   Brenner Aus  ; 1; 0; 74°; 65°; 250°; 78%; 0%; 0%; 0%; 74.5%; 407°; 76°; 59°; 0%; 4°; 28°; 28°; 38°; 38°; 127°; 127°; 11000; 16842h; 38°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.28A; 
