Date;  Time; Betriebsart; Status; Zustand; ROST; Kesseltemp; Abgastemp.; Abgas. SW ; KessStellGr; Saugzug  ; Zuluftgebl; Einschub; Fuellst.:; Feuerraumt; Puffert.ob; Puffert.un; Puffer Pu.; Außentemp; Vorlauft.1sw; Vorlauft.1; Vorlauft.2sw; Vorlauft.2; KTY6_H2; KTY7_H2; Brenn.ST; Laufzeit:; Boardtemp.; Die Kesseltemp. soll sein; Heizungsraum-Temp; Heizungsraum-Feuchtigkeit; Ventilator; Zuluftklappe; Leckwassersensor; Stromstaerke; ; 
2024-09-26; 00:00:38; übergangsbetr.;   Brenner Aus  ; 1; 0; 71°; 61°; 250°; 75%; 0%; 0%; 0%; 83.2%; 407°; 72°; 69°; 0%; 12°; 0°; 31°; 0°; 34°; 127°; 127°; 10901; 16675h; 36°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.15A; 
2024-09-26; 00:01:38; übergangsbetr.;   Brenner Aus  ; 1; 0; 71°; 61°; 250°; 75%; 0%; 0%; 0%; 83.2%; 407°; 72°; 69°; 0%; 12°; 0°; 31°; 0°; 34°; 127°; 127°; 10901; 16675h; 36°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.15A; 
2024-09-26; 00:02:38; übergangsbetr.;   Brenner Aus  ; 1; 0; 71°; 61°; 250°; 75%; 0%; 0%; 0%; 83.2%; 407°; 72°; 69°; 0%; 12°; 0°; 30°; 0°; 34°; 127°; 127°; 10901; 16675h; 36°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.17A; 
2024-09-26; 00:03:38; übergangsbetr.;   Brenner Aus  ; 1; 0; 71°; 61°; 250°; 75%; 0%; 0%; 0%; 83.2%; 407°; 72°; 68°; 0%; 12°; 0°; 30°; 0°; 34°; 127°; 127°; 10901; 16675h; 36°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.17A; 
2024-09-26; 00:04:38; übergangsbetr.;   Brenner Aus  ; 1; 0; 71°; 61°; 250°; 75%; 0%; 0%; 0%; 83.2%; 407°; 72°; 68°; 0%; 12°; 0°; 30°; 0°; 34°; 127°; 127°; 10901; 16675h; 36°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.15A; 
2024-09-26; 00:05:38; übergangsbetr.;   Brenner Aus  ; 1; 0; 71°; 61°; 250°; 75%; 0%; 0%; 0%; 83.2%; 407°; 72°; 68°; 0%; 13°; 0°; 30°; 0°; 34°; 127°; 127°; 10901; 16675h; 36°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.17A; 
2024-09-26; 00:06:38; übergangsbetr.;   Brenner Aus  ; 1; 0; 71°; 61°; 250°; 75%; 0%; 0%; 0%; 83.2%; 407°; 72°; 68°; 0%; 13°; 0°; 30°; 0°; 34°; 127°; 127°; 10901; 16675h; 36°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.17A; 
2024-09-26; 00:07:38; übergangsbetr.;   Brenner Aus  ; 1; 0; 71°; 61°; 250°; 75%; 0%; 0%; 0%; 83.2%; 407°; 72°; 68°; 0%; 13°; 0°; 30°; 0°; 34°; 127°; 127°; 10901; 16675h; 36°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.15A; 
2024-09-26; 00:08:38; übergangsbetr.;   Brenner Aus  ; 1; 0; 71°; 61°; 250°; 75%; 0%; 0%; 0%; 83.2%; 407°; 72°; 68°; 0%; 13°; 0°; 30°; 0°; 34°; 127°; 127°; 10901; 16675h; 36°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.17A; 
2024-09-26; 00:09:38; übergangsbetr.;   Brenner Aus  ; 1; 0; 71°; 61°; 250°; 75%; 0%; 0%; 0%; 83.2%; 407°; 72°; 68°; 0%; 13°; 0°; 30°; 0°; 34°; 127°; 127°; 10901; 16675h; 36°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.15A; 
2024-09-26; 00:10:37; übergangsbetr.;   Brenner Aus  ; 1; 0; 70°; 61°; 250°; 75%; 0%; 0%; 0%; 83.2%; 407°; 72°; 68°; 0%; 13°; 0°; 30°; 0°; 33°; 127°; 127°; 10901; 16675h; 36°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.17A; 
2024-09-26; 00:11:37; übergangsbetr.;   Brenner Aus  ; 1; 0; 70°; 61°; 250°; 75%; 0%; 0%; 0%; 83.2%; 407°; 72°; 68°; 0%; 13°; 0°; 30°; 0°; 34°; 127°; 127°; 10901; 16675h; 36°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.17A; 
2024-09-26; 00:12:37; übergangsbetr.;   Brenner Aus  ; 1; 0; 70°; 60°; 250°; 75%; 0%; 0%; 0%; 83.2%; 406°; 72°; 68°; 0%; 13°; 0°; 30°; 0°; 33°; 127°; 127°; 10901; 16675h; 35°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.15A; 
2024-09-26; 00:13:37; übergangsbetr.;   Brenner Aus  ; 1; 0; 70°; 60°; 250°; 75%; 0%; 0%; 0%; 83.2%; 406°; 72°; 68°; 0%; 13°; 0°; 30°; 0°; 33°; 127°; 127°; 10901; 16675h; 35°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.19A; 
2024-09-26; 00:14:37; übergangsbetr.;   Brenner Aus  ; 1; 0; 70°; 60°; 250°; 75%; 0%; 0%; 0%; 83.2%; 406°; 72°; 68°; 0%; 13°; 0°; 30°; 0°; 33°; 127°; 127°; 10901; 16675h; 35°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.17A; 
2024-09-26; 00:15:37; übergangsbetr.;   Brenner Aus  ; 1; 0; 70°; 60°; 250°; 75%; 0%; 0%; 0%; 83.2%; 406°; 72°; 68°; 0%; 13°; 0°; 30°; 0°; 33°; 127°; 127°; 10901; 16675h; 35°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.19A; 
2024-09-26; 00:16:37; übergangsbetr.;   Brenner Aus  ; 1; 0; 70°; 60°; 250°; 75%; 0%; 0%; 0%; 83.2%; 406°; 72°; 68°; 0%; 13°; 0°; 30°; 0°; 33°; 127°; 127°; 10901; 16675h; 35°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.13A; 
2024-09-26; 00:17:37; übergangsbetr.;   Brenner Aus  ; 1; 0; 70°; 60°; 250°; 75%; 0%; 0%; 0%; 83.2%; 406°; 72°; 68°; 0%; 13°; 0°; 30°; 0°; 33°; 127°; 127°; 10901; 16675h; 35°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.15A; 
2024-09-26; 00:18:37; übergangsbetr.;   Brenner Aus  ; 1; 0; 70°; 60°; 250°; 75%; 0%; 0%; 0%; 83.2%; 406°; 72°; 68°; 0%; 13°; 0°; 30°; 0°; 33°; 127°; 127°; 10901; 16675h; 35°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.15A; 
2024-09-26; 00:19:37; übergangsbetr.;   Brenner Aus  ; 1; 0; 70°; 60°; 250°; 75%; 0%; 0%; 0%; 83.2%; 406°; 72°; 68°; 0%; 13°; 0°; 30°; 0°; 33°; 127°; 127°; 10901; 16675h; 35°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.17A; 
2024-09-26; 00:20:37; übergangsbetr.;   Brenner Aus  ; 1; 0; 70°; 60°; 250°; 75%; 0%; 0%; 0%; 83.2%; 406°; 72°; 68°; 0%; 13°; 0°; 30°; 0°; 33°; 127°; 127°; 10901; 16675h; 35°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.19A; 
2024-09-26; 00:21:37; übergangsbetr.;   Brenner Aus  ; 1; 0; 70°; 60°; 250°; 75%; 0%; 0%; 0%; 83.2%; 406°; 72°; 68°; 0%; 13°; 0°; 30°; 0°; 33°; 127°; 127°; 10901; 16675h; 35°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.17A; 
2024-09-26; 00:22:37; übergangsbetr.;   Brenner Aus  ; 1; 0; 70°; 60°; 250°; 75%; 0%; 0%; 0%; 83.2%; 406°; 72°; 67°; 0%; 13°; 0°; 30°; 0°; 33°; 127°; 127°; 10901; 16675h; 35°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.17A; 
2024-09-26; 00:23:37; übergangsbetr.;   Brenner Aus  ; 1; 0; 70°; 60°; 250°; 75%; 0%; 0%; 0%; 83.2%; 406°; 72°; 67°; 0%; 13°; 0°; 30°; 0°; 33°; 127°; 127°; 10901; 16675h; 35°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.17A; 
2024-09-26; 00:24:37; übergangsbetr.;   Brenner Aus  ; 1; 0; 70°; 60°; 250°; 75%; 0%; 0%; 0%; 83.2%; 406°; 72°; 67°; 0%; 13°; 0°; 30°; 0°; 33°; 127°; 127°; 10901; 16675h; 35°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.17A; 
2024-09-26; 00:25:37; übergangsbetr.;   Brenner Aus  ; 1; 0; 70°; 60°; 250°; 75%; 0%; 0%; 0%; 83.2%; 406°; 72°; 67°; 0%; 13°; 0°; 30°; 0°; 33°; 127°; 127°; 10901; 16675h; 35°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.19A; 
2024-09-26; 00:26:37; übergangsbetr.;   Brenner Aus  ; 1; 0; 70°; 59°; 250°; 74%; 0%; 0%; 0%; 83.2%; 406°; 72°; 67°; 0%; 13°; 0°; 30°; 0°; 33°; 127°; 127°; 10901; 16675h; 35°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.17A; 
2024-09-26; 00:27:37; übergangsbetr.;   Brenner Aus  ; 1; 0; 70°; 59°; 250°; 74%; 0%; 0%; 0%; 83.2%; 406°; 72°; 67°; 0%; 13°; 0°; 30°; 0°; 33°; 127°; 127°; 10901; 16675h; 35°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.17A; 
2024-09-26; 00:28:37; übergangsbetr.;   Brenner Aus  ; 1; 0; 70°; 59°; 250°; 74%; 0%; 0%; 0%; 83.2%; 406°; 72°; 67°; 0%; 13°; 0°; 30°; 0°; 33°; 127°; 127°; 10901; 16675h; 35°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.17A; 
2024-09-26; 00:29:37; übergangsbetr.;   Brenner Aus  ; 1; 0; 70°; 59°; 250°; 74%; 0%; 0%; 0%; 83.2%; 406°; 72°; 67°; 0%; 13°; 0°; 30°; 0°; 33°; 127°; 127°; 10901; 16675h; 35°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.17A; 
2024-09-26; 00:30:37; übergangsbetr.;   Brenner Aus  ; 1; 0; 70°; 59°; 250°; 74%; 0%; 0%; 0%; 83.2%; 406°; 72°; 67°; 0%; 13°; 0°; 30°; 0°; 33°; 127°; 127°; 10901; 16675h; 35°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.17A; 
2024-09-26; 00:31:37; übergangsbetr.;   Brenner Aus  ; 1; 0; 70°; 59°; 250°; 74%; 0%; 0%; 0%; 83.2%; 406°; 72°; 67°; 0%; 13°; 0°; 30°; 0°; 33°; 127°; 127°; 10901; 16675h; 35°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.15A; 
2024-09-26; 00:32:37; übergangsbetr.;   Brenner Aus  ; 1; 0; 70°; 59°; 250°; 74%; 0%; 0%; 0%; 83.2%; 406°; 72°; 66°; 0%; 13°; 0°; 30°; 0°; 33°; 127°; 127°; 10901; 16675h; 35°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.17A; 
2024-09-26; 00:33:37; übergangsbetr.;   Brenner Aus  ; 1; 0; 70°; 59°; 249°; 74%; 0%; 0%; 0%; 83.2%; 406°; 72°; 66°; 0%; 13°; 0°; 30°; 0°; 33°; 127°; 127°; 10901; 16675h; 35°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.17A; 
2024-09-26; 00:34:37; übergangsbetr.;   Brenner Aus  ; 1; 0; 69°; 59°; 250°; 74%; 0%; 0%; 0%; 83.2%; 406°; 72°; 66°; 0%; 13°; 0°; 30°; 0°; 33°; 127°; 127°; 10901; 16675h; 35°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.17A; 
2024-09-26; 00:35:37; übergangsbetr.;   Brenner Aus  ; 1; 0; 69°; 59°; 250°; 74%; 0%; 0%; 0%; 83.2%; 406°; 72°; 66°; 0%; 13°; 0°; 30°; 0°; 33°; 127°; 127°; 10901; 16675h; 35°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.17A; 
2024-09-26; 00:36:37; übergangsbetr.;   Brenner Aus  ; 1; 0; 69°; 59°; 250°; 74%; 0%; 0%; 0%; 83.2%; 406°; 72°; 66°; 0%; 13°; 0°; 30°; 0°; 32°; 127°; 127°; 10901; 16675h; 35°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.21A; 
2024-09-26; 00:37:37; übergangsbetr.;   Brenner Aus  ; 1; 0; 69°; 59°; 250°; 74%; 0%; 0%; 0%; 83.2%; 406°; 72°; 66°; 0%; 13°; 0°; 30°; 0°; 32°; 127°; 127°; 10901; 16675h; 35°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.17A; 
2024-09-26; 00:38:37; übergangsbetr.;   Brenner Aus  ; 1; 0; 69°; 59°; 250°; 74%; 0%; 0%; 0%; 83.2%; 406°; 72°; 66°; 0%; 13°; 0°; 30°; 0°; 32°; 127°; 127°; 10901; 16675h; 35°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.19A; 
2024-09-26; 00:39:37; übergangsbetr.;   Brenner Aus  ; 1; 0; 69°; 59°; 250°; 74%; 0%; 0%; 0%; 83.2%; 406°; 72°; 66°; 0%; 13°; 0°; 30°; 0°; 32°; 127°; 127°; 10901; 16675h; 35°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.19A; 
2024-09-26; 00:40:37; übergangsbetr.;   Brenner Aus  ; 1; 0; 69°; 59°; 250°; 74%; 0%; 0%; 0%; 83.2%; 406°; 72°; 66°; 0%; 13°; 0°; 30°; 0°; 32°; 127°; 127°; 10901; 16675h; 35°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.17A; 
2024-09-26; 00:41:37; übergangsbetr.;   Brenner Aus  ; 1; 0; 69°; 59°; 250°; 74%; 0%; 0%; 0%; 83.2%; 406°; 72°; 66°; 0%; 13°; 0°; 30°; 0°; 32°; 127°; 127°; 10901; 16675h; 35°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.17A; 
2024-09-26; 00:42:37; übergangsbetr.;   Brenner Aus  ; 1; 0; 69°; 59°; 250°; 74%; 0%; 0%; 0%; 83.2%; 406°; 72°; 66°; 0%; 13°; 0°; 30°; 0°; 32°; 127°; 127°; 10901; 16675h; 35°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.17A; 
2024-09-26; 00:43:37; übergangsbetr.;   Brenner Aus  ; 1; 0; 69°; 59°; 250°; 74%; 0%; 0%; 0%; 83.2%; 406°; 72°; 66°; 0%; 13°; 0°; 30°; 0°; 32°; 127°; 127°; 10901; 16675h; 35°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.17A; 
2024-09-26; 00:44:37; übergangsbetr.;   Brenner Aus  ; 1; 0; 69°; 59°; 250°; 74%; 0%; 0%; 0%; 83.2%; 406°; 72°; 66°; 0%; 13°; 0°; 30°; 0°; 32°; 127°; 127°; 10901; 16675h; 35°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.17A; 
2024-09-26; 00:45:37; übergangsbetr.;   Brenner Aus  ; 1; 0; 69°; 59°; 250°; 74%; 0%; 0%; 0%; 83.2%; 406°; 72°; 66°; 0%; 13°; 0°; 30°; 0°; 32°; 127°; 127°; 10901; 16675h; 35°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.17A; 
2024-09-26; 00:46:37; übergangsbetr.;   Brenner Aus  ; 1; 0; 68°; 59°; 250°; 74%; 0%; 0%; 0%; 83.2%; 406°; 72°; 66°; 0%; 13°; 0°; 30°; 0°; 32°; 127°; 127°; 10901; 16675h; 35°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.17A; 
2024-09-26; 00:47:37; übergangsbetr.;   Brenner Aus  ; 1; 0; 68°; 59°; 250°; 74%; 0%; 0%; 0%; 83.2%; 406°; 72°; 66°; 0%; 13°; 0°; 30°; 0°; 32°; 127°; 127°; 10901; 16675h; 35°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.15A; 
2024-09-26; 00:48:37; übergangsbetr.;   Brenner Aus  ; 1; 0; 68°; 59°; 250°; 74%; 0%; 0%; 0%; 83.2%; 406°; 72°; 66°; 0%; 13°; 0°; 30°; 0°; 32°; 127°; 127°; 10901; 16675h; 35°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.17A; 
2024-09-26; 00:49:37; übergangsbetr.;   Brenner Aus  ; 1; 0; 68°; 59°; 250°; 74%; 0%; 0%; 0%; 83.2%; 406°; 72°; 66°; 0%; 13°; 0°; 30°; 0°; 32°; 127°; 127°; 10901; 16675h; 35°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.15A; 
2024-09-26; 00:50:37; übergangsbetr.;   Brenner Aus  ; 1; 0; 68°; 59°; 250°; 74%; 0%; 0%; 0%; 83.2%; 406°; 72°; 66°; 0%; 13°; 0°; 30°; 0°; 32°; 127°; 127°; 10901; 16675h; 35°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.17A; 
2024-09-26; 00:51:37; übergangsbetr.;   Brenner Aus  ; 1; 0; 68°; 59°; 250°; 74%; 0%; 0%; 0%; 83.2%; 406°; 72°; 66°; 0%; 13°; 0°; 30°; 0°; 32°; 127°; 127°; 10901; 16675h; 35°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.15A; 
2024-09-26; 00:52:37; übergangsbetr.;   Brenner Aus  ; 1; 0; 68°; 59°; 250°; 74%; 0%; 0%; 0%; 83.2%; 406°; 72°; 66°; 0%; 13°; 0°; 30°; 0°; 32°; 127°; 127°; 10901; 16675h; 35°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.17A; 
2024-09-26; 00:53:37; übergangsbetr.;   Brenner Aus  ; 1; 0; 68°; 59°; 250°; 74%; 0%; 0%; 0%; 83.2%; 406°; 72°; 66°; 0%; 13°; 0°; 30°; 0°; 32°; 127°; 127°; 10901; 16675h; 35°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.17A; 
2024-09-26; 00:54:37; übergangsbetr.;   Brenner Aus  ; 1; 0; 68°; 59°; 250°; 74%; 0%; 0%; 0%; 83.2%; 406°; 72°; 66°; 0%; 13°; 0°; 30°; 0°; 32°; 127°; 127°; 10901; 16675h; 35°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.17A; 
