Date;  Time; Betriebsart; Status; Zustand; ROST; Kesseltemp; Abgastemp.; Abgas. SW ; KessStellGr; Saugzug  ; Zuluftgebl; Einschub; Fuellst.:; Feuerraumt; Puffert.ob; Puffert.un; Puffer Pu.; Außentemp; Vorlauft.1sw; Vorlauft.1; Vorlauft.2sw; Vorlauft.2; KTY6_H2; KTY7_H2; Brenn.ST; Laufzeit:; Boardtemp.; Die Kesseltemp. soll sein; Heizungsraum-Temp; Heizungsraum-Feuchtigkeit; Ventilator; Zuluftklappe; Leckwassersensor; Stromstaerke; ; 
2024-11-30; 00:00:47; übergangsbetr.;   Brenner Aus  ; 1; 0; 49°; 44°; 54°; 65%; 0%; 0%; 0%; 100.0%; 403°; 39°; 25°; 0%; -3°; 30°; 30°; 42°; 41°; 127°; 127°; 10964; 16782h; 34°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.28A; 
2024-11-30; 00:01:47; übergangsbetr.;   Brenner Aus  ; 1; 0; 49°; 44°; 54°; 65%; 0%; 0%; 0%; 100.0%; 403°; 39°; 25°; 0%; -3°; 30°; 30°; 42°; 41°; 127°; 127°; 10964; 16782h; 34°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.28A; 
2024-11-30; 00:02:47; übergangsbetr.;   Brenner Aus  ; 1; 0; 49°; 44°; 54°; 64%; 0%; 0%; 0%; 100.0%; 403°; 39°; 25°; 0%; -3°; 30°; 30°; 42°; 41°; 127°; 127°; 10964; 16782h; 34°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.30A; 
2024-11-30; 00:03:47; übergangsbetr.;   Brenner Aus  ; 1; 0; 49°; 44°; 54°; 64%; 0%; 0%; 0%; 100.0%; 403°; 38°; 25°; 0%; -3°; 30°; 30°; 42°; 40°; 127°; 127°; 10964; 16782h; 34°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.30A; 
2024-11-30; 00:04:47; übergangsbetr.;   Brenner Aus  ; 1; 0; 49°; 43°; 53°; 64%; 0%; 0%; 0%; 100.0%; 403°; 38°; 25°; 0%; -3°; 30°; 30°; 42°; 41°; 127°; 127°; 10964; 16782h; 34°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.28A; 
2024-11-30; 00:05:47; übergangsbetr.;   Brenner Aus  ; 1; 0; 49°; 43°; 53°; 64%; 0%; 0%; 0%; 100.0%; 403°; 38°; 25°; 0%; -3°; 30°; 30°; 42°; 41°; 127°; 127°; 10964; 16782h; 34°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.30A; 
2024-11-30; 00:06:48; übergangsbetr.;   Brenner Aus  ; 1; 0; 49°; 43°; 53°; 64%; 0%; 0%; 0%; 100.0%; 403°; 38°; 25°; 0%; -3°; 30°; 30°; 42°; 41°; 127°; 127°; 10964; 16782h; 34°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.19A; 
2024-11-30; 00:07:48; übergangsbetr.;   Brenner Aus  ; 1; 0; 49°; 43°; 53°; 64%; 0%; 0%; 0%; 100.0%; 403°; 38°; 25°; 0%; -3°; 30°; 30°; 42°; 42°; 127°; 127°; 10964; 16782h; 34°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.23A; 
2024-11-30; 00:08:48; übergangsbetr.;   Brenner Aus  ; 1; 0; 49°; 43°; 53°; 64%; 0%; 0%; 0%; 100.0%; 403°; 38°; 25°; 0%; -3°; 30°; 30°; 42°; 42°; 127°; 127°; 10964; 16782h; 34°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.19A; 
2024-11-30; 00:09:48; übergangsbetr.;   Brenner Aus  ; 1; 0; 49°; 43°; 53°; 64%; 0%; 0%; 0%; 100.0%; 403°; 38°; 25°; 0%; -3°; 30°; 32°; 42°; 41°; 127°; 127°; 10964; 16782h; 34°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.23A; 
2024-11-30; 00:10:48; übergangsbetr.;   Brenner Aus  ; 1; 0; 49°; 43°; 53°; 64%; 0%; 0%; 0%; 100.0%; 403°; 38°; 25°; 0%; -3°; 30°; 30°; 42°; 40°; 127°; 127°; 10964; 16782h; 34°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.25A; 
2024-11-30; 00:11:48; übergangsbetr.;   Brenner Aus  ; 1; 0; 49°; 43°; 53°; 64%; 0%; 0%; 0%; 100.0%; 403°; 38°; 25°; 0%; -3°; 30°; 30°; 42°; 40°; 127°; 127°; 10964; 16782h; 34°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.28A; 
2024-11-30; 00:12:48; übergangsbetr.;   Brenner Aus  ; 1; 0; 49°; 43°; 53°; 64%; 0%; 0%; 0%; 100.0%; 403°; 38°; 25°; 0%; -3°; 30°; 29°; 42°; 40°; 127°; 127°; 10964; 16782h; 34°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.28A; 
2024-11-30; 00:13:48; übergangsbetr.;   Brenner Aus  ; 1; 0; 49°; 43°; 53°; 64%; 0%; 0%; 0%; 100.0%; 403°; 38°; 25°; 0%; -3°; 30°; 29°; 42°; 40°; 127°; 127°; 10964; 16782h; 34°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.23A; 
