Date;  Time; Betriebsart; Status; Zustand; ROST; Kesseltemp; Abgastemp.; Abgas. SW ; KessStellGr; Saugzug  ; Zuluftgebl; Einschub; Fuellst.:; Feuerraumt; Puffert.ob; Puffert.un; Puffer Pu.; Außentemp; Vorlauft.1sw; Vorlauft.1; Vorlauft.2sw; Vorlauft.2; KTY6_H2; KTY7_H2; Brenn.ST; Laufzeit:; Boardtemp.; Die Kesseltemp. soll sein; Heizungsraum-Temp; Heizungsraum-Feuchtigkeit; Ventilator; Zuluftklappe; Leckwassersensor; Stromstaerke; ; 
2024-12-18; 00:00:25; übergangsbetr.;    Heizen      ; 1; 0; 77°; 144°; 150°; 83%; 35%; 56%; 81%; 95.7%; 421°; 58°; 25°; 56%; 5°; 27°; 28°; 36°; 37°; 127°; 127°; 10997; 16836h; 36°; 80°; 28°; 14%; AUS; OFFEN; TROCKEN; 2.40A; 
2024-12-18; 00:20:25; übergangsbetr.;    Heizen      ; 1; 0; 77°; 163°; 170°; 100%; 39%; 65%; 95%; 92.6%; 430°; 74°; 26°; 65%; 4°; 26°; 26°; 36°; 36°; 127°; 127°; 10997; 16836h; 38°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 3.05A; 
2024-12-18; 00:21:25; übergangsbetr.;    Heizen      ; 1; 0; 77°; 163°; 170°; 100%; 39%; 65%; 95%; 92.5%; 430°; 74°; 26°; 65%; 4°; 26°; 26°; 36°; 36°; 127°; 127°; 10997; 16836h; 38°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 3.08A; 
2024-12-18; 00:22:25; übergangsbetr.;    Heizen      ; 1; 0; 77°; 166°; 172°; 99%; 38%; 64%; 93%; 92.3%; 432°; 74°; 26°; 65%; 4°; 26°; 26°; 36°; 37°; 127°; 127°; 10997; 16836h; 39°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 3.08A; 
2024-12-18; 00:23:25; übergangsbetr.;    Heizen      ; 1; 0; 77°; 165°; 172°; 100%; 39%; 65%; 95%; 92.1%; 433°; 75°; 26°; 65%; 5°; 26°; 26°; 36°; 37°; 127°; 127°; 10997; 16836h; 39°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 3.10A; 
2024-12-18; 00:24:25; übergangsbetr.;    Heizen      ; 1; 0; 77°; 165°; 172°; 100%; 39%; 65%; 95%; 92.0%; 433°; 75°; 26°; 65%; 4°; 26°; 26°; 36°; 37°; 127°; 127°; 10997; 16836h; 39°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 3.01A; 
2024-12-18; 00:25:25; übergangsbetr.;    Heizen      ; 1; 0; 77°; 166°; 172°; 99%; 38%; 64%; 94%; 91.8%; 433°; 75°; 26°; 65%; 5°; 26°; 26°; 36°; 37°; 127°; 127°; 10997; 16836h; 39°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.46A; 
2024-12-18; 00:26:25; übergangsbetr.;    Heizen      ; 1; 0; 77°; 167°; 172°; 99%; 38%; 64%; 94%; 91.7%; 433°; 76°; 28°; 65%; 5°; 26°; 26°; 36°; 38°; 127°; 127°; 10997; 16836h; 39°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.29A; 
2024-12-18; 00:27:25; übergangsbetr.;    Heizen      ; 1; 0; 77°; 168°; 172°; 99%; 38%; 64%; 94%; 91.5%; 434°; 76°; 28°; 65%; 5°; 26°; 26°; 36°; 36°; 127°; 127°; 10997; 16836h; 40°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.59A; 
2024-12-18; 00:28:25; übergangsbetr.;    Heizen      ; 1; 0; 77°; 167°; 173°; 100%; 39%; 65%; 95%; 91.3%; 435°; 76°; 28°; 65%; 5°; 26°; 26°; 36°; 36°; 127°; 127°; 10997; 16836h; 40°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.80A; 
2024-12-18; 00:29:25; übergangsbetr.;    Heizen      ; 1; 0; 77°; 167°; 173°; 100%; 39%; 65%; 95%; 91.2%; 435°; 76°; 28°; 65%; 4°; 26°; 26°; 36°; 36°; 127°; 127°; 10997; 16836h; 40°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.74A; 
2024-12-18; 00:30:25; übergangsbetr.;   Abreinigen   ; 1; 0; 77°; 170°; 174°; 99%; 100%; 100%; 0%; 91.1%; 435°; 76°; 28°; 65%; 4°; 26°; 26°; 36°; 36°; 127°; 127°; 10997; 16836h; 40°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 1.40A; 
2024-12-18; 00:31:25; übergangsbetr.;   Abreinigen   ; 1; 0; 77°; 169°; 175°; 100%; 100%; 100%; 0%; 91.1%; 435°; 76°; 28°; 65%; 4°; 26°; 26°; 36°; 36°; 127°; 127°; 10997; 16836h; 40°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 1.40A; 
2024-12-18; 00:32:25; übergangsbetr.;   Abreinigen   ; 1; 0; 76°; 155°; 179°; 100%; 100%; 100%; 0%; 91.1%; 435°; 76°; 29°; 58%; 4°; 26°; 26°; 36°; 36°; 127°; 127°; 10997; 16836h; 40°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 1.34A; 
2024-12-18; 00:33:25; übergangsbetr.;   Abreinigen   ; 1; 0; 76°; 143°; 182°; 100%; 100%; 100%; 0%; 91.1%; 434°; 76°; 30°; 54%; 4°; 26°; 26°; 36°; 36°; 127°; 127°; 10997; 16836h; 40°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 1.34A; 
2024-12-18; 00:34:25; übergangsbetr.;   Abreinigen   ; 1; 0; 76°; 131°; 184°; 100%; 100%; 100%; 0%; 91.1%; 432°; 76°; 30°; 50%; 4°; 26°; 26°; 36°; 35°; 127°; 127°; 10997; 16836h; 40°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 1.42A; 
2024-12-18; 00:35:25; übergangsbetr.;   Abreinigen   ; 1; 0; 76°; 121°; 186°; 100%; 100%; 100%; 100%; 91.0%; 431°; 76°; 30°; 48%; 4°; 26°; 26°; 36°; 34°; 127°; 127°; 10997; 16836h; 40°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.25A; 
2024-12-18; 00:36:25; übergangsbetr.;   Abreinigen   ; 1; 0; 76°; 121°; 189°; 99%; 100%; 100%; 100%; 90.8%; 429°; 77°; 30°; 49%; 4°; 26°; 26°; 36°; 34°; 127°; 127°; 10997; 16836h; 40°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.29A; 
2024-12-18; 00:37:25; übergangsbetr.;   Abreinigen   ; 1; 0; 76°; 135°; 191°; 95%; 100%; 100%; 100%; 90.7%; 429°; 77°; 30°; 49%; 4°; 26°; 26°; 36°; 33°; 127°; 127°; 10997; 16836h; 40°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.21A; 
2024-12-18; 00:38:25; übergangsbetr.;   Abreinigen   ; 1; 0; 77°; 153°; 192°; 94%; 100%; 100%; 0%; 90.6%; 429°; 76°; 30°; 54%; 4°; 26°; 26°; 36°; 34°; 127°; 127°; 10997; 16836h; 40°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 1.29A; 
2024-12-18; 00:39:25; übergangsbetr.;   Abreinigen   ; 1; 0; 77°; 149°; 194°; 97%; 100%; 100%; 0%; 90.6%; 431°; 76°; 31°; 52%; 4°; 26°; 26°; 36°; 36°; 127°; 127°; 10997; 16836h; 41°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 1.32A; 
2024-12-18; 00:40:25; übergangsbetr.;   Abreinigen   ; 1; 0; 76°; 139°; 198°; 100%; 100%; 100%; 0%; 90.6%; 431°; 76°; 31°; 45%; 4°; 26°; 26°; 36°; 36°; 127°; 127°; 10997; 16836h; 41°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 1.29A; 
2024-12-18; 00:41:25; übergangsbetr.;   Abreinigen   ; 1; 0; 76°; 130°; 200°; 100%; 100%; 100%; 0%; 90.6%; 430°; 76°; 32°; 43%; 4°; 26°; 26°; 36°; 36°; 127°; 127°; 10997; 16836h; 41°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 1.32A; 
2024-12-18; 00:42:25; übergangsbetr.;   Abreinigen   ; 1; 0; 76°; 120°; 202°; 100%; 100%; 100%; 0%; 90.6%; 429°; 76°; 32°; 42%; 4°; 26°; 26°; 36°; 36°; 127°; 127°; 10997; 16836h; 41°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 1.36A; 
2024-12-18; 00:43:25; übergangsbetr.;    Heizen      ; 1; 0; 76°; 113°; 201°; 100%; 39%; 65%; 95%; 90.5%; 427°; 76°; 32°; 40%; 4°; 26°; 26°; 36°; 36°; 127°; 127°; 10997; 16836h; 41°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.80A; 
2024-12-18; 00:44:25; übergangsbetr.;    Heizen      ; 1; 0; 76°; 111°; 201°; 100%; 39%; 65%; 95%; 90.4%; 426°; 76°; 32°; 40%; 4°; 26°; 26°; 36°; 36°; 127°; 127°; 10997; 16836h; 41°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.27A; 
2024-12-18; 00:45:25; übergangsbetr.;    Heizen      ; 1; 0; 76°; 120°; 201°; 100%; 39%; 65%; 95%; 90.2%; 426°; 76°; 32°; 40%; 4°; 26°; 26°; 36°; 36°; 127°; 127°; 10997; 16836h; 41°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.25A; 
2024-12-18; 00:46:25; übergangsbetr.;    Heizen      ; 1; 0; 77°; 131°; 201°; 100%; 39%; 65%; 95%; 90.0%; 426°; 76°; 33°; 45%; 4°; 26°; 26°; 36°; 36°; 127°; 127°; 10997; 16836h; 41°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.12A; 
2024-12-18; 00:47:25; übergangsbetr.;    Heizen      ; 1; 0; 77°; 139°; 200°; 100%; 39%; 65%; 95%; 89.9%; 426°; 76°; 33°; 46%; 4°; 26°; 26°; 36°; 38°; 127°; 127°; 10997; 16836h; 41°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.74A; 
2024-12-18; 00:48:25; übergangsbetr.;    Heizen      ; 1; 0; 78°; 147°; 198°; 99%; 38%; 64%; 94%; 89.7%; 427°; 76°; 34°; 53%; 4°; 26°; 26°; 36°; 38°; 127°; 127°; 10997; 16836h; 41°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 3.01A; 
2024-12-18; 00:49:25; übergangsbetr.;    Heizen      ; 1; 0; 78°; 152°; 200°; 100%; 39%; 65%; 95%; 89.5%; 429°; 76°; 34°; 56%; 4°; 26°; 26°; 36°; 39°; 127°; 127°; 10997; 16836h; 41°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.29A; 
2024-12-18; 00:50:25; übergangsbetr.;    Heizen      ; 1; 0; 78°; 155°; 198°; 100%; 39%; 65%; 95%; 89.4%; 430°; 76°; 36°; 59%; 4°; 26°; 26°; 36°; 40°; 127°; 127°; 10997; 16836h; 41°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 3.05A; 
2024-12-18; 00:51:25; übergangsbetr.;    Heizen      ; 1; 0; 78°; 158°; 198°; 100%; 38%; 64%; 94%; 89.2%; 431°; 76°; 36°; 62%; 4°; 26°; 26°; 36°; 40°; 127°; 127°; 10997; 16836h; 41°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.65A; 
2024-12-18; 00:52:24; übergangsbetr.;    Heizen      ; 1; 0; 78°; 159°; 198°; 100%; 39%; 65%; 95%; 89.1%; 432°; 76°; 38°; 64%; 4°; 26°; 26°; 36°; 37°; 127°; 127°; 10997; 16836h; 41°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.16A; 
2024-12-18; 00:53:24; übergangsbetr.;    Heizen      ; 1; 0; 77°; 160°; 198°; 100%; 39%; 65%; 95%; 88.9%; 432°; 76°; 40°; 61%; 4°; 26°; 26°; 36°; 36°; 127°; 127°; 10997; 16837h; 41°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.14A; 
2024-12-18; 00:54:24; übergangsbetr.;    Heizen      ; 1; 0; 77°; 161°; 197°; 100%; 39%; 65%; 95%; 88.7%; 433°; 76°; 42°; 62%; 4°; 26°; 26°; 36°; 36°; 127°; 127°; 10997; 16837h; 41°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.97A; 
2024-12-18; 00:55:24; übergangsbetr.;    Heizen      ; 1; 0; 77°; 163°; 197°; 99%; 38%; 64%; 94%; 88.6%; 433°; 76°; 45°; 62%; 4°; 26°; 26°; 36°; 36°; 127°; 127°; 10997; 16837h; 41°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.88A; 
2024-12-18; 00:56:24; übergangsbetr.;    Heizen      ; 1; 0; 77°; 163°; 197°; 100%; 39%; 65%; 95%; 88.4%; 435°; 77°; 47°; 62%; 4°; 26°; 26°; 36°; 36°; 127°; 127°; 10997; 16837h; 41°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.29A; 
2024-12-18; 00:57:24; übergangsbetr.;    Heizen      ; 1; 0; 78°; 164°; 195°; 98%; 39%; 65%; 95%; 88.3%; 435°; 77°; 50°; 67%; 4°; 26°; 26°; 36°; 36°; 127°; 127°; 10997; 16837h; 41°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 1.70A; 
2024-12-18; 00:58:24; übergangsbetr.;    Heizen      ; 1; 0; 77°; 164°; 195°; 100%; 39%; 65%; 95%; 88.1%; 435°; 77°; 53°; 63%; 4°; 26°; 26°; 36°; 37°; 127°; 127°; 10997; 16837h; 41°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.27A; 
2024-12-18; 00:59:25; übergangsbetr.;    Heizen      ; 1; 0; 77°; 164°; 195°; 100%; 39%; 65%; 95%; 87.9%; 436°; 78°; 56°; 63%; 4°; 26°; 26°; 36°; 37°; 127°; 127°; 10997; 16837h; 41°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.21A; 
2024-12-18; 01:00:25; übergangsbetr.;    Heizen      ; 1; 0; 77°; 164°; 195°; 100%; 39%; 65%; 95%; 87.8%; 436°; 78°; 58°; 63%; 4°; 26°; 26°; 36°; 38°; 127°; 127°; 10997; 16837h; 41°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.31A; 
2024-12-18; 01:01:25; übergangsbetr.;    Heizen      ; 1; 0; 77°; 164°; 195°; 100%; 39%; 65%; 95%; 87.6%; 436°; 78°; 60°; 63%; 4°; 26°; 27°; 36°; 36°; 127°; 127°; 10997; 16837h; 41°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.04A; 
2024-12-18; 01:02:25; übergangsbetr.;    Heizen      ; 1; 0; 77°; 165°; 195°; 100%; 39%; 65%; 95%; 87.4%; 436°; 78°; 63°; 63%; 4°; 26°; 27°; 36°; 36°; 127°; 127°; 10997; 16837h; 41°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.82A; 
2024-12-18; 01:03:25; übergangsbetr.;    Heizen      ; 1; 0; 77°; 166°; 193°; 99%; 38%; 64%; 94%; 87.3%; 436°; 78°; 66°; 63%; 4°; 26°; 27°; 36°; 38°; 127°; 127°; 10997; 16837h; 41°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 3.08A; 
2024-12-18; 01:04:24; übergangsbetr.;    Heizen      ; 1; 0; 77°; 166°; 189°; 99%; 38%; 64%; 94%; 87.1%; 437°; 79°; 67°; 0%; 4°; 26°; 27°; 36°; 36°; 127°; 127°; 10997; 16837h; 41°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.04A; 
2024-12-18; 01:05:24; übergangsbetr.;    Heizen      ; 1; 0; 78°; 166°; 185°; 100%; 39%; 65%; 95%; 87.0%; 437°; 79°; 69°; 75%; 4°; 26°; 27°; 36°; 34°; 127°; 127°; 10997; 16837h; 41°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.74A; 
2024-12-18; 01:06:24; übergangsbetr.; Abst.Warten   1; 1; 0; 80°; 166°; 171°; 86%; 35%; 40%; 0%; 86.8%; 437°; 79°; 71°; 96%; 4°; 26°; 26°; 36°; 38°; 127°; 127°; 10997; 16837h; 41°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 1.44A; 
2024-12-18; 01:07:24; übergangsbetr.; Abst.Warten   1; 1; 0; 76°; 158°; 186°; 100%; 35%; 40%; 0%; 86.8%; 437°; 79°; 72°; 0%; 4°; 26°; 27°; 36°; 30°; 127°; 127°; 10997; 16837h; 41°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 1.17A; 
2024-12-18; 01:08:24; übergangsbetr.; Abst.Warten   1; 1; 0; 77°; 147°; 185°; 100%; 35%; 40%; 0%; 86.8%; 436°; 79°; 72°; 72%; 4°; 26°; 26°; 36°; 36°; 127°; 127°; 10997; 16837h; 41°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 1.93A; 
2024-12-18; 01:09:24; übergangsbetr.; Abst.Warten   1; 1; 0; 79°; 138°; 178°; 100%; 35%; 40%; 0%; 86.8%; 435°; 79°; 74°; 92%; 4°; 26°; 26°; 36°; 37°; 127°; 127°; 10997; 16837h; 41°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 1.46A; 
2024-12-18; 01:10:24; übergangsbetr.; Abst.Warten   1; 1; 0; 78°; 130°; 183°; 100%; 35%; 40%; 0%; 86.8%; 433°; 79°; 74°; 0%; 4°; 26°; 26°; 36°; 36°; 127°; 127°; 10997; 16837h; 41°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 1.93A; 
2024-12-18; 01:11:24; übergangsbetr.; Abst.Warten   1; 1; 0; 78°; 124°; 184°; 100%; 35%; 40%; 0%; 86.8%; 433°; 78°; 74°; 0%; 4°; 26°; 26°; 36°; 36°; 127°; 127°; 10997; 16837h; 42°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 1.97A; 
2024-12-18; 01:12:24; übergangsbetr.; Abst.Warten   1; 1; 0; 80°; 119°; 179°; 98%; 35%; 40%; 0%; 86.8%; 431°; 78°; 75°; 100%; 4°; 26°; 26°; 36°; 34°; 127°; 127°; 10997; 16837h; 42°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 1.89A; 
2024-12-18; 01:13:25; übergangsbetr.; Abst.Warten   1; 1; 0; 80°; 115°; 179°; 100%; 35%; 40%; 0%; 86.8%; 430°; 78°; 75°; 100%; 4°; 26°; 26°; 36°; 33°; 127°; 127°; 10997; 16837h; 42°; 80°; 31°; 12%; AUS; OFFEN; TROCKEN; 1.99A; 
2024-12-18; 01:14:25; übergangsbetr.; Abst.Warten   1; 1; 0; 80°; 112°; 178°; 100%; 35%; 40%; 0%; 86.8%; 428°; 78°; 76°; 100%; 4°; 26°; 26°; 36°; 36°; 127°; 127°; 10997; 16837h; 42°; 80°; 31°; 12%; AUS; OFFEN; TROCKEN; 2.10A; 
2024-12-18; 01:15:25; übergangsbetr.; Abst.Warten   1; 1; 0; 80°; 109°; 176°; 100%; 35%; 40%; 0%; 86.8%; 427°; 78°; 76°; 0%; 4°; 26°; 26°; 36°; 36°; 127°; 127°; 10997; 16837h; 42°; 80°; 31°; 12%; AUS; OFFEN; TROCKEN; 1.82A; 
2024-12-18; 01:16:25; übergangsbetr.; Abst.Einschub 1; 1; 0; 80°; 105°; 176°; 100%; 35%; 0%; 100%; 86.8%; 426°; 78°; 76°; 0%; 4°; 26°; 26°; 36°; 36°; 127°; 127°; 10997; 16837h; 42°; 80°; 31°; 12%; AUS; OFFEN; TROCKEN; 1.89A; 
2024-12-18; 01:17:25; übergangsbetr.; Abst.Warten   2; 1; 0; 80°; 103°; 175°; 100%; 0%; 0%; 0%; 86.8%; 425°; 78°; 76°; 0%; 4°; 26°; 26°; 36°; 36°; 127°; 127°; 10997; 16837h; 42°; 80°; 31°; 12%; AUS; OFFEN; TROCKEN; 0.25A; 
2024-12-18; 01:18:25; übergangsbetr.; Abst.Warten   2; 1; 0; 80°; 102°; 175°; 100%; 0%; 0%; 0%; 86.8%; 424°; 78°; 76°; 0%; 4°; 26°; 26°; 36°; 36°; 127°; 127°; 10997; 16837h; 42°; 80°; 31°; 12%; AUS; OFFEN; TROCKEN; 0.21A; 
2024-12-18; 01:19:25; übergangsbetr.; Abst.Warten   2; 1; 0; 80°; 100°; 177°; 100%; 0%; 0%; 0%; 86.8%; 422°; 78°; 76°; 0%; 4°; 26°; 26°; 36°; 36°; 127°; 127°; 10997; 16837h; 42°; 80°; 31°; 12%; AUS; OFFEN; TROCKEN; 0.21A; 
