Date;  Time; Betriebsart; Status; Zustand; ROST; Kesseltemp; Abgastemp.; Abgas. SW ; KessStellGr; Saugzug  ; Zuluftgebl; Einschub; Fuellst.:; Feuerraumt; Puffert.ob; Puffert.un; Puffer Pu.; Außentemp; Vorlauft.1sw; Vorlauft.1; Vorlauft.2sw; Vorlauft.2; KTY6_H2; KTY7_H2; Brenn.ST; Laufzeit:; Boardtemp.; Die Kesseltemp. soll sein; Heizungsraum-Temp; Heizungsraum-Feuchtigkeit; Ventilator; Zuluftklappe; Leckwassersensor; Stromstaerke; ; 
2025-03-05; 00:00:19; übergangsbetr.;   Brenner Aus  ; 1; 0; 46°; 41°; 51°; 63%; 0%; 0%; 0%; 86.9%; 402°; 57°; 29°; 0%; -2°; 30°; 36°; 42°; 44°; 127°; 127°; 11140; 17075h; 33°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.19A; 
2025-03-05; 00:01:19; übergangsbetr.;   Brenner Aus  ; 1; 0; 45°; 41°; 51°; 63%; 0%; 0%; 0%; 86.9%; 402°; 57°; 29°; 0%; -2°; 30°; 36°; 42°; 48°; 127°; 127°; 11140; 17075h; 33°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.23A; 
2025-03-05; 00:02:19; übergangsbetr.;   Brenner Aus  ; 1; 0; 45°; 41°; 51°; 63%; 0%; 0%; 0%; 86.9%; 402°; 57°; 29°; 0%; -2°; 30°; 36°; 42°; 50°; 127°; 127°; 11140; 17075h; 33°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.28A; 
2025-03-05; 00:03:19; übergangsbetr.;   Brenner Aus  ; 1; 0; 45°; 41°; 51°; 62%; 0%; 0%; 0%; 86.9%; 402°; 57°; 28°; 0%; -2°; 30°; 36°; 42°; 46°; 127°; 127°; 11140; 17075h; 33°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.28A; 
2025-03-05; 00:04:19; übergangsbetr.;   Brenner Aus  ; 1; 0; 45°; 40°; 50°; 62%; 0%; 0%; 0%; 86.9%; 402°; 57°; 28°; 0%; -2°; 30°; 36°; 42°; 36°; 127°; 127°; 11140; 17075h; 33°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.28A; 
2025-03-05; 00:05:19; übergangsbetr.;   Brenner Aus  ; 1; 0; 45°; 40°; 50°; 62%; 0%; 0%; 0%; 86.9%; 402°; 57°; 29°; 0%; -2°; 30°; 36°; 42°; 31°; 127°; 127°; 11140; 17075h; 33°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.28A; 
2025-03-05; 00:06:19; übergangsbetr.;   Brenner Aus  ; 1; 0; 45°; 40°; 50°; 62%; 0%; 0%; 0%; 86.9%; 402°; 57°; 28°; 0%; -2°; 30°; 36°; 42°; 34°; 127°; 127°; 11140; 17075h; 33°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.23A; 
2025-03-05; 00:07:19; übergangsbetr.;   Brenner Aus  ; 1; 0; 45°; 40°; 50°; 62%; 0%; 0%; 0%; 86.9%; 402°; 57°; 28°; 0%; -2°; 30°; 36°; 42°; 42°; 127°; 127°; 11140; 17075h; 33°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.28A; 
2025-03-05; 00:08:19; übergangsbetr.;   Brenner Aus  ; 1; 0; 45°; 40°; 50°; 62%; 0%; 0%; 0%; 86.9%; 402°; 57°; 28°; 0%; -2°; 30°; 36°; 42°; 48°; 127°; 127°; 11140; 17075h; 33°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.28A; 
2025-03-05; 00:09:19; übergangsbetr.;   Brenner Aus  ; 1; 0; 45°; 40°; 50°; 62%; 0%; 0%; 0%; 86.9%; 402°; 57°; 28°; 0%; -2°; 30°; 36°; 42°; 50°; 127°; 127°; 11140; 17075h; 33°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.23A; 
2025-03-05; 00:10:19; übergangsbetr.;   Brenner Aus  ; 1; 0; 45°; 40°; 50°; 62%; 0%; 0%; 0%; 86.9%; 402°; 56°; 28°; 0%; -2°; 30°; 36°; 42°; 42°; 127°; 127°; 11140; 17075h; 33°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.21A; 
