Date;  Time; Betriebsart; Status; Zustand; ROST; Kesseltemp; Abgastemp.; Abgas. SW ; KessStellGr; Saugzug  ; Zuluftgebl; Einschub; Fuellst.:; Feuerraumt; Puffert.ob; Puffert.un; Puffer Pu.; Außentemp; Vorlauft.1sw; Vorlauft.1; Vorlauft.2sw; Vorlauft.2; KTY6_H2; KTY7_H2; Brenn.ST; Laufzeit:; Boardtemp.; Die Kesseltemp. soll sein; Heizungsraum-Temp; Heizungsraum-Feuchtigkeit; Ventilator; Zuluftklappe; Leckwassersensor; Stromstaerke; ; 
2024-10-22; 05:03:40; übergangsbetr.;   Brenner Aus  ; 1; 0; 70°; 60°; 250°; 75%; 0%; 0%; 0%; 85.5%; 406°; 74°; 62°; 0%; 9°; 26°; 39°; 30°; 30°; 127°; 127°; 10914; 16699h; 37°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.25A; 
2024-10-22; 05:04:40; übergangsbetr.;   Brenner Aus  ; 1; 0; 70°; 60°; 250°; 75%; 0%; 0%; 0%; 85.5%; 406°; 74°; 62°; 0%; 9°; 26°; 39°; 30°; 30°; 127°; 127°; 10914; 16699h; 37°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.28A; 
2024-10-22; 05:05:40; übergangsbetr.;   Brenner Aus  ; 1; 0; 70°; 60°; 250°; 75%; 0%; 0%; 0%; 85.5%; 406°; 74°; 62°; 0%; 9°; 26°; 39°; 30°; 30°; 127°; 127°; 10914; 16699h; 37°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.25A; 
2024-10-22; 05:06:40; übergangsbetr.;   Brenner Aus  ; 1; 0; 70°; 60°; 250°; 75%; 0%; 0%; 0%; 85.5%; 406°; 74°; 62°; 0%; 9°; 26°; 39°; 30°; 30°; 127°; 127°; 10914; 16699h; 37°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.23A; 
2024-10-22; 05:07:40; übergangsbetr.;   Brenner Aus  ; 1; 0; 70°; 60°; 250°; 75%; 0%; 0%; 0%; 85.5%; 406°; 74°; 62°; 0%; 9°; 26°; 39°; 30°; 30°; 127°; 127°; 10914; 16699h; 37°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.23A; 
2024-10-22; 05:08:40; übergangsbetr.;   Brenner Aus  ; 1; 0; 70°; 60°; 250°; 75%; 0%; 0%; 0%; 85.5%; 406°; 74°; 62°; 0%; 9°; 26°; 39°; 30°; 30°; 127°; 127°; 10914; 16699h; 37°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.21A; 
2024-10-22; 05:09:40; übergangsbetr.;   Brenner Aus  ; 1; 0; 70°; 60°; 250°; 75%; 0%; 0%; 0%; 85.5%; 406°; 74°; 62°; 0%; 9°; 26°; 39°; 30°; 30°; 127°; 127°; 10914; 16699h; 37°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.28A; 
2024-10-22; 05:10:40; übergangsbetr.;   Brenner Aus  ; 1; 0; 70°; 60°; 250°; 75%; 0%; 0%; 0%; 85.5%; 406°; 74°; 61°; 0%; 9°; 26°; 39°; 30°; 30°; 127°; 127°; 10914; 16699h; 37°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.28A; 
2024-10-22; 05:11:40; übergangsbetr.;   Brenner Aus  ; 1; 0; 70°; 60°; 250°; 75%; 0%; 0%; 0%; 85.5%; 406°; 74°; 61°; 0%; 9°; 26°; 39°; 30°; 30°; 127°; 127°; 10914; 16699h; 37°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.23A; 
2024-10-22; 05:12:40; übergangsbetr.;   Brenner Aus  ; 1; 0; 70°; 60°; 250°; 75%; 0%; 0%; 0%; 85.5%; 406°; 74°; 61°; 0%; 9°; 26°; 39°; 30°; 30°; 127°; 127°; 10914; 16699h; 37°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.25A; 
2024-10-22; 05:13:40; übergangsbetr.;   Brenner Aus  ; 1; 0; 70°; 60°; 250°; 75%; 0%; 0%; 0%; 85.5%; 406°; 74°; 61°; 0%; 9°; 26°; 39°; 30°; 30°; 127°; 127°; 10914; 16699h; 37°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.23A; 
2024-10-22; 05:14:40; übergangsbetr.;   Brenner Aus  ; 1; 0; 70°; 60°; 250°; 75%; 0%; 0%; 0%; 85.5%; 406°; 74°; 61°; 0%; 9°; 26°; 39°; 30°; 31°; 127°; 127°; 10914; 16699h; 37°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.25A; 
2024-10-22; 05:15:40; übergangsbetr.;   Brenner Aus  ; 1; 0; 70°; 60°; 250°; 75%; 0%; 0%; 0%; 85.5%; 406°; 74°; 60°; 0%; 9°; 26°; 39°; 30°; 31°; 127°; 127°; 10914; 16699h; 37°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.28A; 
2024-10-22; 05:16:40; übergangsbetr.;   Brenner Aus  ; 1; 0; 70°; 60°; 250°; 75%; 0%; 0%; 0%; 85.5%; 406°; 74°; 60°; 0%; 9°; 26°; 39°; 30°; 31°; 127°; 127°; 10914; 16699h; 37°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.28A; 
2024-10-22; 05:17:40; übergangsbetr.;   Brenner Aus  ; 1; 0; 70°; 60°; 249°; 75%; 0%; 0%; 0%; 85.5%; 406°; 74°; 60°; 0%; 9°; 26°; 39°; 30°; 31°; 127°; 127°; 10914; 16699h; 37°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.30A; 
2024-10-22; 05:18:40; übergangsbetr.;   Brenner Aus  ; 1; 0; 69°; 60°; 250°; 75%; 0%; 0%; 0%; 85.5%; 406°; 74°; 60°; 0%; 9°; 26°; 39°; 30°; 30°; 127°; 127°; 10914; 16699h; 37°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.21A; 
2024-10-22; 05:19:40; übergangsbetr.;   Brenner Aus  ; 1; 0; 69°; 60°; 250°; 75%; 0%; 0%; 0%; 85.5%; 406°; 74°; 60°; 0%; 9°; 26°; 39°; 30°; 30°; 127°; 127°; 10914; 16699h; 37°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.30A; 
2024-10-22; 05:20:40; übergangsbetr.;   Brenner Aus  ; 1; 0; 69°; 60°; 250°; 75%; 0%; 0%; 0%; 85.5%; 406°; 74°; 60°; 0%; 9°; 26°; 39°; 30°; 30°; 127°; 127°; 10914; 16699h; 37°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.28A; 
2024-10-22; 05:21:40; übergangsbetr.;   Brenner Aus  ; 1; 0; 69°; 60°; 250°; 75%; 0%; 0%; 0%; 85.5%; 406°; 74°; 60°; 0%; 9°; 26°; 39°; 30°; 30°; 127°; 127°; 10914; 16699h; 37°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.28A; 
2024-10-22; 05:22:40; übergangsbetr.;   Brenner Aus  ; 1; 0; 69°; 60°; 250°; 75%; 0%; 0%; 0%; 85.5%; 406°; 74°; 60°; 0%; 9°; 26°; 39°; 30°; 30°; 127°; 127°; 10914; 16699h; 37°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.21A; 
2024-10-22; 05:23:40; übergangsbetr.;   Brenner Aus  ; 1; 0; 69°; 60°; 250°; 75%; 0%; 0%; 0%; 85.5%; 406°; 74°; 60°; 0%; 9°; 26°; 39°; 30°; 30°; 127°; 127°; 10914; 16699h; 37°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.28A; 
2024-10-22; 05:24:40; übergangsbetr.;   Brenner Aus  ; 1; 0; 69°; 60°; 250°; 75%; 0%; 0%; 0%; 85.5%; 406°; 74°; 60°; 0%; 9°; 26°; 39°; 30°; 30°; 127°; 127°; 10914; 16699h; 37°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.21A; 
2024-10-22; 05:25:40; übergangsbetr.;   Brenner Aus  ; 1; 0; 69°; 60°; 250°; 75%; 0%; 0%; 0%; 85.5%; 406°; 74°; 60°; 0%; 9°; 26°; 39°; 30°; 30°; 127°; 127°; 10914; 16699h; 37°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.25A; 
2024-10-22; 05:26:40; übergangsbetr.;   Brenner Aus  ; 1; 0; 69°; 60°; 250°; 75%; 0%; 0%; 0%; 85.5%; 406°; 74°; 60°; 0%; 9°; 26°; 39°; 30°; 30°; 127°; 127°; 10914; 16699h; 37°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.23A; 
2024-10-22; 05:27:40; übergangsbetr.;   Brenner Aus  ; 1; 0; 69°; 60°; 250°; 75%; 0%; 0%; 0%; 85.5%; 406°; 74°; 59°; 0%; 9°; 26°; 39°; 30°; 30°; 127°; 127°; 10914; 16699h; 37°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.23A; 
2024-10-22; 05:28:40; übergangsbetr.;   Brenner Aus  ; 1; 0; 69°; 60°; 250°; 75%; 0%; 0%; 0%; 85.5%; 406°; 74°; 59°; 0%; 9°; 26°; 39°; 30°; 30°; 127°; 127°; 10914; 16699h; 37°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.25A; 
2024-10-22; 05:29:40; übergangsbetr.;   Brenner Aus  ; 1; 0; 69°; 60°; 250°; 75%; 0%; 0%; 0%; 85.5%; 406°; 74°; 59°; 0%; 9°; 26°; 39°; 30°; 30°; 127°; 127°; 10914; 16699h; 37°; 80°; 28°; 18%; AN; ZU; TROCKEN; 0.25A; 
2024-10-22; 05:30:39; übergangsbetr.;   Brenner Aus  ; 1; 0; 68°; 60°; 250°; 75%; 0%; 0%; 0%; 85.5%; 406°; 74°; 59°; 0%; 9°; 26°; 39°; 30°; 29°; 127°; 127°; 10914; 16699h; 37°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.30A; 
2024-10-22; 05:31:40; übergangsbetr.;   Brenner Aus  ; 1; 0; 68°; 59°; 250°; 74%; 0%; 0%; 0%; 85.5%; 406°; 74°; 59°; 0%; 9°; 26°; 39°; 31°; 29°; 127°; 127°; 10914; 16699h; 37°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.23A; 
2024-10-22; 05:32:40; übergangsbetr.;   Brenner Aus  ; 1; 0; 68°; 58°; 250°; 73%; 0%; 0%; 0%; 85.5%; 405°; 74°; 59°; 0%; 9°; 26°; 39°; 31°; 29°; 127°; 127°; 10914; 16699h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.21A; 
2024-10-22; 05:33:40; übergangsbetr.;   Brenner Aus  ; 1; 0; 68°; 59°; 250°; 74%; 0%; 0%; 0%; 85.5%; 406°; 74°; 59°; 0%; 9°; 26°; 39°; 31°; 29°; 127°; 127°; 10914; 16699h; 37°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.28A; 
2024-10-22; 05:34:39; übergangsbetr.;   Brenner Aus  ; 1; 0; 68°; 58°; 250°; 73%; 0%; 0%; 0%; 85.5%; 405°; 74°; 59°; 0%; 9°; 26°; 39°; 31°; 29°; 127°; 127°; 10914; 16699h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.23A; 
2024-10-22; 05:35:39; übergangsbetr.;   Brenner Aus  ; 1; 0; 68°; 58°; 250°; 73%; 0%; 0%; 0%; 85.5%; 405°; 74°; 59°; 0%; 9°; 26°; 39°; 31°; 29°; 127°; 127°; 10914; 16699h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.30A; 
2024-10-22; 05:36:39; übergangsbetr.;   Brenner Aus  ; 1; 0; 68°; 58°; 250°; 73%; 0%; 0%; 0%; 85.5%; 405°; 74°; 58°; 0%; 9°; 26°; 39°; 31°; 28°; 127°; 127°; 10914; 16699h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.23A; 
2024-10-22; 05:37:39; übergangsbetr.;   Brenner Aus  ; 1; 0; 68°; 58°; 250°; 73%; 0%; 0%; 0%; 85.5%; 405°; 74°; 58°; 0%; 9°; 26°; 40°; 31°; 28°; 127°; 127°; 10914; 16699h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.28A; 
2024-10-22; 05:38:39; übergangsbetr.;   Brenner Aus  ; 1; 0; 68°; 58°; 250°; 73%; 0%; 0%; 0%; 85.5%; 405°; 74°; 58°; 0%; 9°; 26°; 32°; 31°; 29°; 127°; 127°; 10914; 16699h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.25A; 
2024-10-22; 05:39:39; übergangsbetr.;   Brenner Aus  ; 1; 0; 68°; 58°; 250°; 73%; 0%; 0%; 0%; 85.5%; 405°; 74°; 58°; 0%; 9°; 26°; 28°; 31°; 30°; 127°; 127°; 10914; 16699h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.25A; 
2024-10-22; 05:40:39; übergangsbetr.;   Brenner Aus  ; 1; 0; 68°; 58°; 250°; 73%; 0%; 0%; 0%; 85.5%; 405°; 74°; 58°; 0%; 9°; 26°; 27°; 31°; 30°; 127°; 127°; 10914; 16699h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.28A; 
2024-10-22; 05:41:39; übergangsbetr.;   Brenner Aus  ; 1; 0; 68°; 58°; 250°; 73%; 0%; 0%; 0%; 85.5%; 405°; 74°; 58°; 0%; 9°; 26°; 27°; 31°; 30°; 127°; 127°; 10914; 16699h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.21A; 
2024-10-22; 05:42:39; übergangsbetr.;   Brenner Aus  ; 1; 0; 68°; 58°; 250°; 73%; 0%; 0%; 0%; 85.5%; 405°; 74°; 58°; 0%; 9°; 26°; 27°; 31°; 30°; 127°; 127°; 10914; 16699h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.23A; 
2024-10-22; 05:43:39; übergangsbetr.;   Brenner Aus  ; 1; 0; 68°; 58°; 246°; 73%; 0%; 0%; 0%; 85.5%; 405°; 74°; 58°; 0%; 9°; 26°; 27°; 31°; 31°; 127°; 127°; 10914; 16699h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.23A; 
2024-10-22; 05:44:39; übergangsbetr.;   Brenner Aus  ; 1; 0; 68°; 58°; 250°; 73%; 0%; 0%; 0%; 85.5%; 405°; 74°; 58°; 0%; 9°; 26°; 27°; 31°; 31°; 127°; 127°; 10914; 16699h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.28A; 
2024-10-22; 05:45:39; übergangsbetr.;   Brenner Aus  ; 1; 0; 68°; 58°; 250°; 73%; 0%; 0%; 0%; 85.5%; 405°; 74°; 58°; 0%; 9°; 26°; 27°; 31°; 31°; 127°; 127°; 10914; 16699h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.25A; 
2024-10-22; 05:46:39; übergangsbetr.;   Brenner Aus  ; 1; 0; 68°; 58°; 250°; 73%; 0%; 0%; 0%; 85.5%; 405°; 74°; 58°; 0%; 9°; 26°; 28°; 31°; 31°; 127°; 127°; 10914; 16699h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.30A; 
2024-10-22; 05:47:39; übergangsbetr.;   Brenner Aus  ; 1; 0; 68°; 58°; 250°; 73%; 0%; 0%; 0%; 85.5%; 405°; 74°; 58°; 0%; 9°; 26°; 28°; 31°; 31°; 127°; 127°; 10914; 16699h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.28A; 
2024-10-22; 05:48:39; übergangsbetr.;   Brenner Aus  ; 1; 0; 68°; 58°; 250°; 73%; 0%; 0%; 0%; 85.5%; 405°; 74°; 58°; 0%; 9°; 26°; 28°; 31°; 32°; 127°; 127°; 10914; 16699h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.28A; 
2024-10-22; 05:49:39; übergangsbetr.;   Brenner Aus  ; 1; 0; 68°; 58°; 250°; 73%; 0%; 0%; 0%; 85.5%; 405°; 74°; 58°; 0%; 9°; 26°; 28°; 31°; 32°; 127°; 127°; 10914; 16699h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.28A; 
2024-10-22; 05:50:39; übergangsbetr.;   Brenner Aus  ; 1; 0; 68°; 58°; 250°; 73%; 0%; 0%; 0%; 85.5%; 405°; 74°; 58°; 0%; 9°; 26°; 28°; 31°; 32°; 127°; 127°; 10914; 16699h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.23A; 
2024-10-22; 05:51:39; übergangsbetr.;   Brenner Aus  ; 1; 0; 68°; 58°; 250°; 73%; 0%; 0%; 0%; 85.5%; 405°; 74°; 58°; 0%; 9°; 26°; 28°; 31°; 32°; 127°; 127°; 10914; 16699h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.23A; 
2024-10-22; 05:52:39; übergangsbetr.;   Brenner Aus  ; 1; 0; 68°; 58°; 250°; 73%; 0%; 0%; 0%; 85.5%; 405°; 74°; 57°; 0%; 9°; 26°; 28°; 31°; 32°; 127°; 127°; 10914; 16699h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.25A; 
2024-10-22; 05:53:39; übergangsbetr.;   Brenner Aus  ; 1; 0; 68°; 58°; 250°; 73%; 0%; 0%; 0%; 85.5%; 405°; 74°; 57°; 0%; 9°; 26°; 28°; 31°; 32°; 127°; 127°; 10914; 16699h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.23A; 
2024-10-22; 05:54:39; übergangsbetr.;   Brenner Aus  ; 1; 0; 68°; 58°; 250°; 73%; 0%; 0%; 0%; 85.5%; 405°; 74°; 57°; 0%; 9°; 26°; 28°; 31°; 32°; 127°; 127°; 10914; 16699h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.25A; 
2024-10-22; 05:55:39; übergangsbetr.;   Brenner Aus  ; 1; 0; 68°; 58°; 250°; 73%; 0%; 0%; 0%; 85.5%; 405°; 74°; 57°; 0%; 9°; 26°; 28°; 31°; 32°; 127°; 127°; 10914; 16699h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.23A; 
2024-10-22; 05:56:39; übergangsbetr.;   Brenner Aus  ; 1; 0; 68°; 58°; 250°; 73%; 0%; 0%; 0%; 85.5%; 405°; 74°; 56°; 0%; 9°; 26°; 28°; 31°; 32°; 127°; 127°; 10914; 16699h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.28A; 
2024-10-22; 05:57:39; übergangsbetr.;   Brenner Aus  ; 1; 0; 67°; 58°; 250°; 73%; 0%; 0%; 0%; 85.5%; 405°; 74°; 56°; 0%; 9°; 26°; 28°; 31°; 32°; 127°; 127°; 10914; 16699h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.25A; 
2024-10-22; 05:58:39; übergangsbetr.;   Brenner Aus  ; 1; 0; 67°; 58°; 250°; 73%; 0%; 0%; 0%; 85.5%; 405°; 74°; 56°; 0%; 9°; 26°; 28°; 31°; 32°; 127°; 127°; 10914; 16699h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.28A; 
2024-10-22; 05:59:39; übergangsbetr.;   Brenner Aus  ; 1; 0; 67°; 58°; 250°; 73%; 0%; 0%; 0%; 85.5%; 405°; 74°; 56°; 0%; 9°; 26°; 28°; 31°; 32°; 127°; 127°; 10914; 16699h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.28A; 
2024-10-22; 06:00:39; übergangsbetr.;   Brenner Aus  ; 1; 0; 67°; 58°; 250°; 73%; 0%; 0%; 0%; 85.5%; 405°; 74°; 56°; 0%; 9°; 26°; 28°; 31°; 32°; 127°; 127°; 10914; 16699h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.23A; 
2024-10-22; 06:01:39; übergangsbetr.;   Brenner Aus  ; 1; 0; 67°; 58°; 250°; 73%; 0%; 0%; 0%; 85.5%; 405°; 74°; 56°; 0%; 9°; 26°; 28°; 31°; 32°; 127°; 127°; 10914; 16699h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.23A; 
2024-10-22; 06:02:39; übergangsbetr.;   Brenner Aus  ; 1; 0; 67°; 58°; 250°; 73%; 0%; 0%; 0%; 85.5%; 405°; 74°; 56°; 0%; 9°; 26°; 28°; 31°; 31°; 127°; 127°; 10914; 16699h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.28A; 
2024-10-22; 06:03:39; übergangsbetr.;   Brenner Aus  ; 1; 0; 67°; 58°; 250°; 73%; 0%; 0%; 0%; 85.5%; 405°; 74°; 56°; 0%; 9°; 26°; 29°; 31°; 31°; 127°; 127°; 10914; 16699h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.28A; 
2024-10-22; 06:04:39; übergangsbetr.;   Brenner Aus  ; 1; 0; 67°; 57°; 250°; 73%; 0%; 0%; 0%; 85.5%; 405°; 74°; 56°; 0%; 9°; 26°; 29°; 31°; 31°; 127°; 127°; 10914; 16699h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.23A; 
2024-10-22; 06:05:39; übergangsbetr.;   Brenner Aus  ; 1; 0; 67°; 57°; 250°; 73%; 0%; 0%; 0%; 85.5%; 405°; 74°; 56°; 0%; 9°; 26°; 29°; 31°; 31°; 127°; 127°; 10914; 16699h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.28A; 
2024-10-22; 06:06:39; übergangsbetr.;   Brenner Aus  ; 1; 0; 67°; 57°; 250°; 73%; 0%; 0%; 0%; 85.5%; 405°; 74°; 56°; 0%; 9°; 26°; 29°; 31°; 31°; 127°; 127°; 10914; 16699h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.25A; 
2024-10-22; 06:07:39; übergangsbetr.;   Brenner Aus  ; 1; 0; 67°; 57°; 250°; 73%; 0%; 0%; 0%; 85.5%; 405°; 74°; 56°; 0%; 9°; 26°; 30°; 31°; 31°; 127°; 127°; 10914; 16699h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.25A; 
2024-10-22; 06:08:39; übergangsbetr.;   Brenner Aus  ; 1; 0; 67°; 57°; 250°; 73%; 0%; 0%; 0%; 85.5%; 405°; 74°; 56°; 0%; 9°; 26°; 30°; 31°; 31°; 127°; 127°; 10914; 16699h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.25A; 
2024-10-22; 06:09:39; übergangsbetr.;   Brenner Aus  ; 1; 0; 67°; 57°; 250°; 73%; 0%; 0%; 0%; 85.5%; 405°; 74°; 55°; 0%; 9°; 26°; 30°; 31°; 31°; 127°; 127°; 10914; 16699h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.28A; 
2024-10-22; 06:10:39; übergangsbetr.;   Brenner Aus  ; 1; 0; 67°; 57°; 249°; 73%; 0%; 0%; 0%; 85.5%; 405°; 74°; 55°; 0%; 9°; 26°; 30°; 31°; 30°; 127°; 127°; 10914; 16699h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.21A; 
2024-10-22; 06:11:39; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 57°; 250°; 73%; 0%; 0%; 0%; 85.5%; 405°; 74°; 55°; 0%; 9°; 26°; 30°; 31°; 30°; 127°; 127°; 10914; 16699h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.23A; 
2024-10-22; 06:12:39; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 57°; 250°; 73%; 0%; 0%; 0%; 85.5%; 405°; 74°; 55°; 0%; 9°; 26°; 32°; 31°; 30°; 127°; 127°; 10914; 16699h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.23A; 
2024-10-22; 06:13:39; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 57°; 250°; 73%; 0%; 0%; 0%; 85.5%; 405°; 74°; 55°; 0%; 9°; 26°; 26°; 31°; 30°; 127°; 127°; 10914; 16699h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.23A; 
2024-10-22; 06:14:39; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 57°; 250°; 73%; 0%; 0%; 0%; 85.5%; 405°; 74°; 55°; 0%; 9°; 26°; 24°; 31°; 30°; 127°; 127°; 10914; 16699h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.28A; 
2024-10-22; 06:15:39; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 57°; 250°; 73%; 0%; 0%; 0%; 85.5%; 405°; 74°; 55°; 0%; 9°; 26°; 23°; 31°; 30°; 127°; 127°; 10914; 16699h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.25A; 
2024-10-22; 06:16:39; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 57°; 250°; 73%; 0%; 0%; 0%; 85.5%; 405°; 74°; 55°; 0%; 9°; 26°; 23°; 31°; 30°; 127°; 127°; 10914; 16699h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.23A; 
2024-10-22; 06:17:39; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 57°; 250°; 73%; 0%; 0%; 0%; 85.5%; 405°; 74°; 54°; 0%; 9°; 26°; 23°; 31°; 30°; 127°; 127°; 10914; 16699h; 36°; 80°; 28°; 12%; AN; ZU; TROCKEN; 0.25A; 
2024-10-22; 06:18:39; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 57°; 250°; 73%; 0%; 0%; 0%; 85.5%; 405°; 74°; 54°; 0%; 9°; 26°; 23°; 31°; 30°; 127°; 127°; 10914; 16699h; 36°; 80°; 28°; 12%; AN; ZU; TROCKEN; 0.21A; 
2024-10-22; 06:19:39; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 57°; 250°; 73%; 0%; 0%; 0%; 85.5%; 405°; 74°; 54°; 0%; 9°; 26°; 23°; 31°; 30°; 127°; 127°; 10914; 16699h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.25A; 
2024-10-22; 06:20:40; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 57°; 250°; 73%; 0%; 0%; 0%; 85.5%; 405°; 74°; 54°; 0%; 9°; 26°; 23°; 31°; 30°; 127°; 127°; 10914; 16699h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.25A; 
2024-10-22; 06:21:40; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 57°; 250°; 73%; 0%; 0%; 0%; 85.5%; 405°; 74°; 54°; 0%; 9°; 26°; 24°; 31°; 30°; 127°; 127°; 10914; 16699h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.25A; 
2024-10-22; 06:22:40; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 57°; 250°; 73%; 0%; 0%; 0%; 85.5%; 405°; 74°; 54°; 0%; 9°; 26°; 24°; 31°; 30°; 127°; 127°; 10914; 16699h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.28A; 
2024-10-22; 06:23:39; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 57°; 250°; 73%; 0%; 0%; 0%; 85.5%; 405°; 74°; 54°; 0%; 9°; 26°; 24°; 31°; 30°; 127°; 127°; 10914; 16699h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.21A; 
2024-10-22; 06:24:39; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 57°; 250°; 73%; 0%; 0%; 0%; 85.5%; 405°; 74°; 54°; 0%; 9°; 26°; 24°; 31°; 30°; 127°; 127°; 10914; 16699h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.23A; 
2024-10-22; 06:25:39; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 57°; 250°; 73%; 0%; 0%; 0%; 85.5%; 405°; 74°; 54°; 0%; 9°; 26°; 24°; 31°; 30°; 127°; 127°; 10914; 16699h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.21A; 
