Date;  Time; Betriebsart; Status; Zustand; ROST; Kesseltemp; Abgastemp.; Abgas. SW ; KessStellGr; Saugzug  ; Zuluftgebl; Einschub; Fuellst.:; Feuerraumt; Puffert.ob; Puffert.un; Puffer Pu.; Außentemp; Vorlauft.1sw; Vorlauft.1; Vorlauft.2sw; Vorlauft.2; KTY6_H2; KTY7_H2; Brenn.ST; Laufzeit:; Boardtemp.; Die Kesseltemp. soll sein; Heizungsraum-Temp; Heizungsraum-Feuchtigkeit; Ventilator; Zuluftklappe; Leckwassersensor; Stromstaerke; ; 
2024-10-22; 12:09:38; übergangsbetr.;   Brenner Aus  ; 1; 0; 54°; 48°; 58°; 67%; 0%; 0%; 0%; 85.5%; 403°; 70°; 36°; 0%; 14°; 23°; 30°; 26°; 26°; 127°; 127°; 10914; 16699h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.23A; 
2024-10-22; 12:10:38; übergangsbetr.;   Brenner Aus  ; 1; 0; 54°; 48°; 58°; 67%; 0%; 0%; 0%; 85.5%; 403°; 70°; 36°; 0%; 14°; 23°; 30°; 26°; 26°; 127°; 127°; 10914; 16699h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.25A; 
2024-10-22; 12:11:38; übergangsbetr.;   Brenner Aus  ; 1; 0; 54°; 48°; 58°; 67%; 0%; 0%; 0%; 85.5%; 402°; 70°; 36°; 0%; 14°; 23°; 30°; 26°; 26°; 127°; 127°; 10914; 16699h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.21A; 
2024-10-22; 12:12:38; übergangsbetr.;   Brenner Aus  ; 1; 0; 54°; 48°; 58°; 67%; 0%; 0%; 0%; 85.5%; 402°; 70°; 36°; 0%; 14°; 23°; 30°; 26°; 26°; 127°; 127°; 10914; 16699h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.25A; 
2024-10-22; 12:13:39; übergangsbetr.;   Brenner Aus  ; 1; 0; 54°; 48°; 58°; 67%; 0%; 0%; 0%; 85.5%; 402°; 70°; 36°; 0%; 14°; 23°; 30°; 26°; 26°; 127°; 127°; 10914; 16699h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.23A; 
2024-10-22; 12:14:39; übergangsbetr.;   Brenner Aus  ; 1; 0; 54°; 48°; 58°; 67%; 0%; 0%; 0%; 85.5%; 402°; 70°; 36°; 0%; 14°; 23°; 30°; 26°; 26°; 127°; 127°; 10914; 16699h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.28A; 
2024-10-22; 12:15:39; übergangsbetr.;   Brenner Aus  ; 1; 0; 54°; 48°; 58°; 67%; 0%; 0%; 0%; 85.5%; 402°; 70°; 36°; 0%; 14°; 23°; 30°; 26°; 26°; 127°; 127°; 10914; 16699h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.25A; 
2024-10-22; 12:16:39; übergangsbetr.;   Brenner Aus  ; 1; 0; 54°; 48°; 58°; 67%; 0%; 0%; 0%; 85.5%; 402°; 70°; 36°; 0%; 14°; 23°; 30°; 26°; 26°; 127°; 127°; 10914; 16699h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.30A; 
2024-10-22; 12:17:39; übergangsbetr.;   Brenner Aus  ; 1; 0; 54°; 48°; 58°; 67%; 0%; 0%; 0%; 85.5%; 402°; 70°; 36°; 0%; 14°; 23°; 31°; 26°; 26°; 127°; 127°; 10914; 16699h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.23A; 
2024-10-22; 12:18:39; übergangsbetr.;   Brenner Aus  ; 1; 0; 54°; 48°; 58°; 67%; 0%; 0%; 0%; 85.5%; 402°; 70°; 36°; 0%; 14°; 23°; 31°; 26°; 26°; 127°; 127°; 10914; 16699h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.25A; 
2024-10-22; 12:19:39; übergangsbetr.;   Brenner Aus  ; 1; 0; 54°; 48°; 58°; 67%; 0%; 0%; 0%; 85.5%; 402°; 70°; 36°; 0%; 14°; 23°; 31°; 26°; 26°; 127°; 127°; 10914; 16699h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.23A; 
2024-10-22; 12:20:39; übergangsbetr.;   Brenner Aus  ; 1; 0; 54°; 48°; 58°; 67%; 0%; 0%; 0%; 85.5%; 402°; 70°; 36°; 0%; 14°; 23°; 31°; 26°; 26°; 127°; 127°; 10914; 16699h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.23A; 
2024-10-22; 12:21:39; übergangsbetr.;   Brenner Aus  ; 1; 0; 54°; 48°; 58°; 67%; 0%; 0%; 0%; 85.5%; 402°; 70°; 36°; 0%; 15°; 23°; 31°; 26°; 26°; 127°; 127°; 10914; 16699h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.23A; 
2024-10-22; 12:22:39; übergangsbetr.;   Brenner Aus  ; 1; 0; 54°; 48°; 58°; 67%; 0%; 0%; 0%; 85.5%; 402°; 70°; 36°; 0%; 14°; 23°; 31°; 26°; 26°; 127°; 127°; 10914; 16699h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.32A; 
2024-10-22; 12:23:39; übergangsbetr.;   Brenner Aus  ; 1; 0; 54°; 48°; 58°; 67%; 0%; 0%; 0%; 85.5%; 402°; 70°; 36°; 0%; 14°; 23°; 32°; 26°; 26°; 127°; 127°; 10914; 16699h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.21A; 
2024-10-22; 12:24:39; übergangsbetr.;   Brenner Aus  ; 1; 0; 54°; 48°; 58°; 67%; 0%; 0%; 0%; 85.5%; 402°; 70°; 36°; 0%; 15°; 23°; 32°; 26°; 26°; 127°; 127°; 10914; 16699h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.21A; 
2024-10-22; 12:25:39; übergangsbetr.;   Brenner Aus  ; 1; 0; 54°; 48°; 58°; 67%; 0%; 0%; 0%; 85.5%; 402°; 70°; 36°; 0%; 14°; 23°; 32°; 26°; 26°; 127°; 127°; 10914; 16699h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.28A; 
2024-10-22; 12:26:39; übergangsbetr.;   Brenner Aus  ; 1; 0; 54°; 48°; 58°; 67%; 0%; 0%; 0%; 85.5%; 402°; 70°; 36°; 0%; 14°; 23°; 32°; 26°; 25°; 127°; 127°; 10914; 16699h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.21A; 
2024-10-22; 12:27:39; übergangsbetr.;   Brenner Aus  ; 1; 0; 54°; 48°; 58°; 67%; 0%; 0%; 0%; 85.5%; 402°; 70°; 36°; 0%; 14°; 23°; 32°; 26°; 25°; 127°; 127°; 10914; 16699h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.21A; 
2024-10-22; 12:28:39; übergangsbetr.;   Brenner Aus  ; 1; 0; 54°; 48°; 58°; 67%; 0%; 0%; 0%; 85.5%; 402°; 70°; 36°; 0%; 14°; 23°; 32°; 26°; 25°; 127°; 127°; 10914; 16699h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.23A; 
2024-10-22; 12:29:39; übergangsbetr.;   Brenner Aus  ; 1; 0; 54°; 48°; 58°; 67%; 0%; 0%; 0%; 85.5%; 402°; 70°; 36°; 0%; 15°; 23°; 32°; 26°; 25°; 127°; 127°; 10914; 16699h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.23A; 
2024-10-22; 12:30:39; übergangsbetr.;   Brenner Aus  ; 1; 0; 54°; 48°; 58°; 67%; 0%; 0%; 0%; 85.5%; 402°; 70°; 36°; 0%; 15°; 23°; 32°; 26°; 25°; 127°; 127°; 10914; 16699h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.25A; 
2024-10-22; 12:31:39; übergangsbetr.;   Brenner Aus  ; 1; 0; 54°; 48°; 58°; 67%; 0%; 0%; 0%; 85.5%; 402°; 70°; 36°; 0%; 15°; 23°; 32°; 26°; 25°; 127°; 127°; 10914; 16699h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.32A; 
2024-10-22; 12:32:39; übergangsbetr.;   Brenner Aus  ; 1; 0; 54°; 48°; 58°; 67%; 0%; 0%; 0%; 85.5%; 402°; 70°; 36°; 0%; 15°; 23°; 32°; 26°; 25°; 127°; 127°; 10914; 16699h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.21A; 
2024-10-22; 12:33:39; übergangsbetr.;   Brenner Aus  ; 1; 0; 54°; 48°; 58°; 67%; 0%; 0%; 0%; 85.5%; 403°; 70°; 35°; 0%; 15°; 23°; 32°; 26°; 25°; 127°; 127°; 10914; 16699h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.23A; 
2024-10-22; 12:34:39; übergangsbetr.;   Brenner Aus  ; 1; 0; 54°; 48°; 58°; 67%; 0%; 0%; 0%; 85.5%; 402°; 70°; 36°; 0%; 15°; 23°; 32°; 26°; 25°; 127°; 127°; 10914; 16699h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.23A; 
2024-10-22; 12:35:39; übergangsbetr.;   Brenner Aus  ; 1; 0; 54°; 48°; 58°; 67%; 0%; 0%; 0%; 85.5%; 402°; 70°; 35°; 0%; 15°; 23°; 32°; 26°; 25°; 127°; 127°; 10914; 16699h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.30A; 
2024-10-22; 12:36:39; übergangsbetr.;   Brenner Aus  ; 1; 0; 54°; 48°; 58°; 67%; 0%; 0%; 0%; 85.5%; 402°; 70°; 35°; 0%; 15°; 23°; 32°; 26°; 25°; 127°; 127°; 10914; 16699h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.28A; 
2024-10-22; 12:37:39; übergangsbetr.;   Brenner Aus  ; 1; 0; 54°; 48°; 58°; 67%; 0%; 0%; 0%; 85.5%; 402°; 70°; 35°; 0%; 15°; 23°; 32°; 26°; 25°; 127°; 127°; 10914; 16699h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.28A; 
2024-10-22; 12:38:39; übergangsbetr.;   Brenner Aus  ; 1; 0; 54°; 48°; 58°; 67%; 0%; 0%; 0%; 85.5%; 402°; 70°; 35°; 0%; 15°; 23°; 32°; 26°; 25°; 127°; 127°; 10914; 16699h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.19A; 
2024-10-22; 12:39:39; übergangsbetr.;   Brenner Aus  ; 1; 0; 54°; 48°; 58°; 67%; 0%; 0%; 0%; 85.5%; 402°; 70°; 35°; 0%; 15°; 23°; 32°; 26°; 25°; 127°; 127°; 10914; 16699h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.23A; 
2024-10-22; 12:40:39; übergangsbetr.;   Brenner Aus  ; 1; 0; 54°; 48°; 58°; 67%; 0%; 0%; 0%; 85.5%; 402°; 70°; 35°; 0%; 15°; 23°; 32°; 26°; 25°; 127°; 127°; 10914; 16699h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.23A; 
2024-10-22; 12:41:39; übergangsbetr.;   Brenner Aus  ; 1; 0; 54°; 48°; 58°; 67%; 0%; 0%; 0%; 85.5%; 402°; 70°; 35°; 0%; 15°; 23°; 32°; 26°; 25°; 127°; 127°; 10914; 16699h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.25A; 
2024-10-22; 12:42:39; übergangsbetr.;   Brenner Aus  ; 1; 0; 54°; 48°; 58°; 67%; 0%; 0%; 0%; 85.5%; 402°; 70°; 35°; 0%; 15°; 23°; 32°; 26°; 25°; 127°; 127°; 10914; 16699h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.23A; 
2024-10-22; 12:43:39; übergangsbetr.;   Brenner Aus  ; 1; 0; 54°; 48°; 58°; 67%; 0%; 0%; 0%; 85.5%; 402°; 70°; 35°; 0%; 15°; 23°; 32°; 26°; 25°; 127°; 127°; 10914; 16699h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.25A; 
2024-10-22; 12:44:39; übergangsbetr.;   Brenner Aus  ; 1; 0; 54°; 48°; 58°; 67%; 0%; 0%; 0%; 85.5%; 403°; 70°; 35°; 0%; 15°; 23°; 32°; 26°; 25°; 127°; 127°; 10914; 16699h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.30A; 
2024-10-22; 12:45:39; übergangsbetr.;   Brenner Aus  ; 1; 0; 54°; 48°; 58°; 67%; 0%; 0%; 0%; 85.5%; 403°; 70°; 35°; 0%; 15°; 23°; 32°; 26°; 25°; 127°; 127°; 10914; 16699h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.21A; 
2024-10-22; 12:46:39; übergangsbetr.;   Brenner Aus  ; 1; 0; 54°; 48°; 58°; 67%; 0%; 0%; 0%; 85.5%; 402°; 70°; 35°; 0%; 15°; 23°; 32°; 26°; 25°; 127°; 127°; 10914; 16699h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.21A; 
2024-10-22; 12:47:39; übergangsbetr.;   Brenner Aus  ; 1; 0; 54°; 48°; 58°; 67%; 0%; 0%; 0%; 85.5%; 402°; 70°; 35°; 0%; 15°; 23°; 32°; 26°; 25°; 127°; 127°; 10914; 16699h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.23A; 
2024-10-22; 12:48:39; übergangsbetr.;   Brenner Aus  ; 1; 0; 54°; 48°; 58°; 67%; 0%; 0%; 0%; 85.5%; 403°; 70°; 35°; 0%; 15°; 22°; 32°; 25°; 25°; 127°; 127°; 10914; 16699h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.32A; 
2024-10-22; 12:49:39; übergangsbetr.;   Brenner Aus  ; 1; 0; 54°; 48°; 58°; 67%; 0%; 0%; 0%; 85.5%; 402°; 70°; 35°; 0%; 16°; 22°; 32°; 25°; 25°; 127°; 127°; 10914; 16699h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.21A; 
2024-10-22; 12:50:39; übergangsbetr.;   Brenner Aus  ; 1; 0; 54°; 48°; 58°; 67%; 0%; 0%; 0%; 85.5%; 402°; 70°; 35°; 0%; 16°; 22°; 32°; 25°; 25°; 127°; 127°; 10914; 16699h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.32A; 
2024-10-22; 12:51:39; übergangsbetr.;   Brenner Aus  ; 1; 0; 54°; 47°; 57°; 66%; 0%; 0%; 0%; 85.5%; 402°; 70°; 35°; 0%; 16°; 22°; 32°; 25°; 25°; 127°; 127°; 10914; 16699h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.25A; 
2024-10-22; 12:52:39; übergangsbetr.;   Brenner Aus  ; 1; 0; 54°; 47°; 57°; 66%; 0%; 0%; 0%; 85.5%; 402°; 70°; 35°; 0%; 16°; 22°; 33°; 25°; 25°; 127°; 127°; 10914; 16699h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.25A; 
2024-10-22; 12:53:39; übergangsbetr.;   Brenner Aus  ; 1; 0; 54°; 47°; 57°; 66%; 0%; 0%; 0%; 85.5%; 403°; 70°; 35°; 0%; 16°; 22°; 33°; 25°; 25°; 127°; 127°; 10914; 16699h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.21A; 
2024-10-22; 12:54:39; übergangsbetr.;   Brenner Aus  ; 1; 0; 54°; 47°; 57°; 66%; 0%; 0%; 0%; 85.5%; 402°; 70°; 35°; 0%; 16°; 22°; 33°; 25°; 25°; 127°; 127°; 10914; 16699h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.21A; 
2024-10-22; 12:55:38; übergangsbetr.;   Brenner Aus  ; 1; 0; 54°; 47°; 57°; 66%; 0%; 0%; 0%; 85.5%; 402°; 70°; 35°; 0%; 16°; 22°; 33°; 25°; 25°; 127°; 127°; 10914; 16699h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.23A; 
2024-10-22; 12:56:38; übergangsbetr.;   Brenner Aus  ; 1; 0; 54°; 47°; 57°; 66%; 0%; 0%; 0%; 85.5%; 402°; 70°; 35°; 0%; 16°; 22°; 33°; 25°; 25°; 127°; 127°; 10914; 16699h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.23A; 
2024-10-22; 12:57:38; übergangsbetr.;   Brenner Aus  ; 1; 0; 54°; 47°; 57°; 66%; 0%; 0%; 0%; 85.5%; 402°; 70°; 35°; 0%; 16°; 22°; 33°; 25°; 25°; 127°; 127°; 10914; 16699h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.28A; 
2024-10-22; 12:58:38; übergangsbetr.;   Brenner Aus  ; 1; 0; 53°; 47°; 57°; 66%; 0%; 0%; 0%; 85.5%; 402°; 70°; 35°; 0%; 16°; 22°; 33°; 25°; 25°; 127°; 127°; 10914; 16699h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.23A; 
2024-10-22; 12:59:38; übergangsbetr.;   Brenner Aus  ; 1; 0; 54°; 47°; 57°; 66%; 0%; 0%; 0%; 85.5%; 402°; 70°; 35°; 0%; 16°; 22°; 33°; 25°; 25°; 127°; 127°; 10914; 16699h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.23A; 
2024-10-22; 13:00:38; übergangsbetr.;   Brenner Aus  ; 1; 0; 53°; 47°; 57°; 66%; 0%; 0%; 0%; 85.5%; 403°; 70°; 35°; 0%; 16°; 22°; 33°; 25°; 25°; 127°; 127°; 10914; 16699h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.23A; 
2024-10-22; 13:01:38; übergangsbetr.;   Brenner Aus  ; 1; 0; 53°; 47°; 57°; 66%; 0%; 0%; 0%; 85.5%; 403°; 70°; 35°; 0%; 16°; 22°; 33°; 25°; 25°; 127°; 127°; 10914; 16699h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.21A; 
2024-10-22; 13:02:38; übergangsbetr.;   Brenner Aus  ; 1; 0; 53°; 47°; 57°; 66%; 0%; 0%; 0%; 85.5%; 403°; 70°; 35°; 0%; 16°; 22°; 33°; 25°; 25°; 127°; 127°; 10914; 16699h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.30A; 
2024-10-22; 13:03:38; übergangsbetr.;   Brenner Aus  ; 1; 0; 53°; 47°; 57°; 66%; 0%; 0%; 0%; 85.5%; 402°; 70°; 35°; 0%; 16°; 0°; 33°; 0°; 25°; 127°; 127°; 10914; 16699h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.21A; 
2024-10-22; 13:04:38; übergangsbetr.;   Brenner Aus  ; 1; 0; 53°; 47°; 57°; 66%; 0%; 0%; 0%; 85.5%; 402°; 70°; 35°; 0%; 16°; 0°; 33°; 0°; 25°; 127°; 127°; 10914; 16699h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.15A; 
2024-10-22; 13:05:38; übergangsbetr.;   Brenner Aus  ; 1; 0; 53°; 47°; 57°; 66%; 0%; 0%; 0%; 85.5%; 402°; 70°; 35°; 0%; 16°; 0°; 33°; 0°; 25°; 127°; 127°; 10914; 16699h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.17A; 
2024-10-22; 13:06:39; übergangsbetr.;   Brenner Aus  ; 1; 0; 53°; 47°; 57°; 66%; 0%; 0%; 0%; 85.5%; 402°; 70°; 35°; 0%; 16°; 0°; 33°; 0°; 25°; 127°; 127°; 10914; 16699h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.17A; 
2024-10-22; 13:07:39; übergangsbetr.;   Brenner Aus  ; 1; 0; 53°; 47°; 57°; 66%; 0%; 0%; 0%; 85.5%; 402°; 70°; 35°; 0%; 16°; 0°; 33°; 0°; 25°; 127°; 127°; 10914; 16699h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.17A; 
2024-10-22; 13:08:39; übergangsbetr.;   Brenner Aus  ; 1; 0; 53°; 47°; 57°; 66%; 0%; 0%; 0%; 85.5%; 402°; 70°; 35°; 0%; 16°; 0°; 33°; 0°; 25°; 127°; 127°; 10914; 16699h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.17A; 
2024-10-22; 13:09:39; übergangsbetr.;   Brenner Aus  ; 1; 0; 53°; 47°; 57°; 66%; 0%; 0%; 0%; 85.5%; 402°; 70°; 35°; 0%; 16°; 0°; 33°; 0°; 26°; 127°; 127°; 10914; 16699h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.19A; 
2024-10-22; 13:10:39; übergangsbetr.;   Brenner Aus  ; 1; 0; 53°; 47°; 57°; 66%; 0%; 0%; 0%; 85.5%; 402°; 70°; 35°; 0%; 16°; 0°; 33°; 0°; 26°; 127°; 127°; 10914; 16699h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.17A; 
2024-10-22; 13:11:39; übergangsbetr.;   Brenner Aus  ; 1; 0; 53°; 47°; 57°; 66%; 0%; 0%; 0%; 85.5%; 402°; 70°; 35°; 0%; 16°; 0°; 32°; 0°; 26°; 127°; 127°; 10914; 16699h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.15A; 
2024-10-22; 13:12:38; übergangsbetr.;   Brenner Aus  ; 1; 0; 53°; 47°; 57°; 66%; 0%; 0%; 0%; 85.5%; 402°; 70°; 35°; 0%; 16°; 0°; 32°; 0°; 26°; 127°; 127°; 10914; 16699h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.17A; 
2024-10-22; 13:13:38; übergangsbetr.;   Brenner Aus  ; 1; 0; 53°; 47°; 57°; 66%; 0%; 0%; 0%; 85.5%; 402°; 70°; 35°; 0%; 16°; 0°; 32°; 0°; 26°; 127°; 127°; 10914; 16699h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.17A; 
2024-10-22; 13:14:38; übergangsbetr.;   Brenner Aus  ; 1; 0; 53°; 47°; 57°; 66%; 0%; 0%; 0%; 85.5%; 402°; 70°; 35°; 0%; 16°; 0°; 32°; 0°; 26°; 127°; 127°; 10914; 16699h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.17A; 
2024-10-22; 13:15:38; übergangsbetr.;   Brenner Aus  ; 1; 0; 53°; 47°; 57°; 66%; 0%; 0%; 0%; 85.5%; 402°; 70°; 35°; 0%; 16°; 0°; 32°; 0°; 26°; 127°; 127°; 10914; 16699h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.17A; 
2024-10-22; 13:16:38; übergangsbetr.;   Brenner Aus  ; 1; 0; 53°; 46°; 56°; 66%; 0%; 0%; 0%; 85.5%; 401°; 70°; 35°; 0%; 16°; 0°; 32°; 0°; 26°; 127°; 127°; 10914; 16699h; 34°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.17A; 
2024-10-22; 13:17:38; übergangsbetr.;   Brenner Aus  ; 1; 0; 53°; 46°; 56°; 66%; 0%; 0%; 0%; 85.5%; 401°; 70°; 35°; 0%; 16°; 0°; 32°; 0°; 26°; 127°; 127°; 10914; 16699h; 34°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.19A; 
2024-10-22; 13:18:38; übergangsbetr.;   Brenner Aus  ; 1; 0; 53°; 46°; 56°; 66%; 0%; 0%; 0%; 85.5%; 401°; 70°; 35°; 0%; 16°; 0°; 32°; 0°; 26°; 127°; 127°; 10914; 16699h; 34°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.17A; 
2024-10-22; 13:19:38; übergangsbetr.;   Brenner Aus  ; 1; 0; 53°; 46°; 56°; 66%; 0%; 0%; 0%; 85.5%; 401°; 70°; 35°; 0%; 16°; 0°; 32°; 0°; 26°; 127°; 127°; 10914; 16699h; 34°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.17A; 
2024-10-22; 13:20:38; übergangsbetr.;   Brenner Aus  ; 1; 0; 53°; 46°; 56°; 66%; 0%; 0%; 0%; 85.5%; 401°; 70°; 35°; 0%; 16°; 0°; 32°; 0°; 26°; 127°; 127°; 10914; 16699h; 34°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.15A; 
2024-10-22; 13:21:38; übergangsbetr.;   Brenner Aus  ; 1; 0; 53°; 46°; 56°; 66%; 0%; 0%; 0%; 85.5%; 401°; 70°; 35°; 0%; 16°; 0°; 32°; 0°; 28°; 127°; 127°; 10914; 16699h; 34°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.15A; 
2024-10-22; 13:22:39; übergangsbetr.;   Brenner Aus  ; 1; 0; 53°; 46°; 56°; 66%; 0%; 0%; 0%; 85.5%; 401°; 70°; 35°; 0%; 16°; 0°; 32°; 0°; 28°; 127°; 127°; 10914; 16699h; 34°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.17A; 
2024-10-22; 13:23:39; übergangsbetr.;   Brenner Aus  ; 1; 0; 52°; 46°; 56°; 66%; 0%; 0%; 0%; 85.5%; 401°; 70°; 35°; 0%; 16°; 0°; 32°; 0°; 28°; 127°; 127°; 10914; 16699h; 34°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.17A; 
2024-10-22; 13:24:39; übergangsbetr.;   Brenner Aus  ; 1; 0; 52°; 46°; 56°; 66%; 0%; 0%; 0%; 85.5%; 401°; 70°; 35°; 0%; 16°; 0°; 32°; 0°; 28°; 127°; 127°; 10914; 16699h; 34°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.17A; 
2024-10-22; 13:25:39; übergangsbetr.;   Brenner Aus  ; 1; 0; 52°; 46°; 56°; 66%; 0%; 0%; 0%; 85.5%; 401°; 70°; 35°; 0%; 16°; 0°; 32°; 0°; 28°; 127°; 127°; 10914; 16699h; 34°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.15A; 
2024-10-22; 13:26:38; übergangsbetr.;   Brenner Aus  ; 1; 0; 52°; 46°; 56°; 66%; 0%; 0%; 0%; 85.5%; 401°; 70°; 35°; 0%; 16°; 0°; 32°; 0°; 28°; 127°; 127°; 10914; 16699h; 34°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.17A; 
2024-10-22; 13:27:38; übergangsbetr.;   Brenner Aus  ; 1; 0; 52°; 46°; 56°; 66%; 0%; 0%; 0%; 85.5%; 401°; 70°; 35°; 0%; 16°; 0°; 32°; 0°; 28°; 127°; 127°; 10914; 16699h; 34°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.19A; 
2024-10-22; 13:28:38; übergangsbetr.;   Brenner Aus  ; 1; 0; 52°; 46°; 56°; 66%; 0%; 0%; 0%; 85.5%; 401°; 70°; 35°; 0%; 16°; 0°; 32°; 0°; 28°; 127°; 127°; 10914; 16699h; 34°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.15A; 
2024-10-22; 13:29:38; übergangsbetr.;   Brenner Aus  ; 1; 0; 52°; 46°; 56°; 66%; 0%; 0%; 0%; 85.5%; 402°; 70°; 35°; 0%; 16°; 0°; 32°; 0°; 28°; 127°; 127°; 10914; 16699h; 34°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.17A; 
2024-10-22; 13:30:38; übergangsbetr.;   Brenner Aus  ; 1; 0; 52°; 46°; 56°; 66%; 0%; 0%; 0%; 85.5%; 402°; 70°; 35°; 0%; 16°; 0°; 32°; 0°; 28°; 127°; 127°; 10914; 16699h; 34°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.13A; 
2024-10-22; 13:31:38; übergangsbetr.;   Brenner Aus  ; 1; 0; 52°; 46°; 56°; 66%; 0%; 0%; 0%; 85.5%; 402°; 70°; 35°; 0%; 16°; 0°; 32°; 0°; 28°; 127°; 127°; 10914; 16699h; 34°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.19A; 
