Date;  Time; Betriebsart; Status; Zustand; ROST; Kesseltemp; Abgastemp.; Abgas. SW ; KessStellGr; Saugzug  ; Zuluftgebl; Einschub; Fuellst.:; Feuerraumt; Puffert.ob; Puffert.un; Puffer Pu.; Außentemp; Vorlauft.1sw; Vorlauft.1; Vorlauft.2sw; Vorlauft.2; KTY6_H2; KTY7_H2; Brenn.ST; Laufzeit:; Boardtemp.; Die Kesseltemp. soll sein; Heizungsraum-Temp; Heizungsraum-Feuchtigkeit; Ventilator; Zuluftklappe; Leckwassersensor; Stromstaerke; ; 
2024-10-04; 00:00:24; übergangsbetr.;   Brenner Aus  ; 1; 0; 24°; 28°; 38°; 55%; 0%; 0%; 0%; 100.0%; 398°; 48°; 36°; 0%; 9°; 0°; 24°; 0°; 20°; 127°; 127°; 10902; 16677h; 28°; 80°; 23°; 16%; AUS; ZU; TROCKEN; 0.17A; 
2024-10-04; 00:01:24; übergangsbetr.;   Brenner Aus  ; 1; 0; 24°; 28°; 38°; 55%; 0%; 0%; 0%; 100.0%; 398°; 48°; 36°; 0%; 9°; 0°; 24°; 0°; 20°; 127°; 127°; 10902; 16677h; 28°; 80°; 22°; 17%; AUS; ZU; TROCKEN; 0.17A; 
2024-10-04; 00:02:25; übergangsbetr.;   Brenner Aus  ; 1; 0; 24°; 28°; 38°; 55%; 0%; 0%; 0%; 100.0%; 398°; 48°; 36°; 0%; 9°; 0°; 24°; 0°; 20°; 127°; 127°; 10902; 16677h; 28°; 80°; 22°; 17%; AUS; ZU; TROCKEN; 0.15A; 
2024-10-04; 00:03:25; übergangsbetr.;   Brenner Aus  ; 1; 0; 24°; 28°; 38°; 55%; 0%; 0%; 0%; 100.0%; 398°; 48°; 36°; 0%; 9°; 0°; 24°; 0°; 20°; 127°; 127°; 10902; 16677h; 28°; 80°; 22°; 17%; AUS; ZU; TROCKEN; 0.15A; 
2024-10-04; 00:04:25; übergangsbetr.;   Brenner Aus  ; 1; 0; 24°; 28°; 38°; 55%; 0%; 0%; 0%; 100.0%; 398°; 48°; 36°; 0%; 9°; 0°; 24°; 0°; 20°; 127°; 127°; 10902; 16677h; 28°; 80°; 22°; 17%; AUS; ZU; TROCKEN; 0.17A; 
2024-10-04; 00:05:24; übergangsbetr.;   Brenner Aus  ; 1; 0; 24°; 28°; 38°; 55%; 0%; 0%; 0%; 100.0%; 398°; 48°; 36°; 0%; 9°; 0°; 24°; 0°; 20°; 127°; 127°; 10902; 16677h; 28°; 80°; 22°; 17%; AUS; ZU; TROCKEN; 0.15A; 
2024-10-04; 00:06:24; übergangsbetr.;   Brenner Aus  ; 1; 0; 24°; 28°; 38°; 55%; 0%; 0%; 0%; 100.0%; 398°; 48°; 36°; 0%; 9°; 0°; 24°; 0°; 20°; 127°; 127°; 10902; 16677h; 28°; 80°; 22°; 17%; AUS; ZU; TROCKEN; 0.17A; 
2024-10-04; 00:07:24; übergangsbetr.;   Brenner Aus  ; 1; 0; 24°; 28°; 38°; 55%; 0%; 0%; 0%; 100.0%; 398°; 48°; 36°; 0%; 9°; 0°; 24°; 0°; 20°; 127°; 127°; 10902; 16677h; 28°; 80°; 22°; 17%; AUS; ZU; TROCKEN; 0.17A; 
2024-10-04; 00:08:24; übergangsbetr.;   Brenner Aus  ; 1; 0; 24°; 28°; 38°; 55%; 0%; 0%; 0%; 100.0%; 398°; 48°; 36°; 0%; 9°; 0°; 24°; 0°; 20°; 127°; 127°; 10902; 16677h; 28°; 80°; 23°; 16%; AUS; ZU; TROCKEN; 0.15A; 
2024-10-04; 00:09:24; übergangsbetr.;   Brenner Aus  ; 1; 0; 24°; 28°; 38°; 55%; 0%; 0%; 0%; 100.0%; 398°; 48°; 36°; 0%; 9°; 0°; 24°; 0°; 20°; 127°; 127°; 10902; 16677h; 28°; 80°; 23°; 16%; AUS; ZU; TROCKEN; 0.17A; 
2024-10-04; 00:10:24; übergangsbetr.;   Brenner Aus  ; 1; 0; 24°; 28°; 38°; 55%; 0%; 0%; 0%; 100.0%; 398°; 48°; 36°; 0%; 9°; 0°; 24°; 0°; 20°; 127°; 127°; 10902; 16677h; 28°; 80°; 23°; 16%; AUS; ZU; TROCKEN; 0.15A; 
2024-10-04; 00:11:24; übergangsbetr.;   Brenner Aus  ; 1; 0; 24°; 28°; 38°; 55%; 0%; 0%; 0%; 100.0%; 398°; 48°; 36°; 0%; 9°; 0°; 24°; 0°; 20°; 127°; 127°; 10902; 16677h; 28°; 80°; 23°; 16%; AUS; ZU; TROCKEN; 0.17A; 
2024-10-04; 00:12:24; übergangsbetr.;   Brenner Aus  ; 1; 0; 24°; 28°; 38°; 55%; 0%; 0%; 0%; 100.0%; 398°; 48°; 36°; 0%; 9°; 0°; 24°; 0°; 20°; 127°; 127°; 10902; 16677h; 28°; 80°; 23°; 16%; AUS; ZU; TROCKEN; 0.15A; 
