Date;  Time; Betriebsart; Status; Zustand; ROST; Kesseltemp; Abgastemp.; Abgas. SW ; KessStellGr; Saugzug  ; Zuluftgebl; Einschub; Fuellst.:; Feuerraumt; Puffert.ob; Puffert.un; Puffer Pu.; Außentemp; Vorlauft.1sw; Vorlauft.1; Vorlauft.2sw; Vorlauft.2; KTY6_H2; KTY7_H2; Brenn.ST; Laufzeit:; Boardtemp.; Die Kesseltemp. soll sein; Heizungsraum-Temp; Heizungsraum-Feuchtigkeit; Ventilator; Zuluftklappe; Leckwassersensor; Stromstaerke; ; 
2024-12-21; 00:00:33; übergangsbetr.;   Brenner Aus  ; 1; 0; 51°; 45°; 55°; 65%; 0%; 0%; 0%; 94.3%; 403°; 48°; 25°; 0%; -2°; 30°; 30°; 42°; 42°; 127°; 127°; 11001; 16844h; 34°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.32A; 
2024-12-21; 00:01:33; übergangsbetr.;   Brenner Aus  ; 1; 0; 51°; 45°; 55°; 65%; 0%; 0%; 0%; 94.3%; 403°; 48°; 25°; 0%; -2°; 30°; 30°; 42°; 42°; 127°; 127°; 11001; 16844h; 34°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.30A; 
2024-12-21; 00:02:33; übergangsbetr.;   Brenner Aus  ; 1; 0; 51°; 45°; 55°; 65%; 0%; 0%; 0%; 94.3%; 403°; 48°; 25°; 0%; -2°; 30°; 30°; 42°; 42°; 127°; 127°; 11001; 16844h; 34°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.23A; 
2024-12-21; 00:03:33; übergangsbetr.;   Brenner Aus  ; 1; 0; 51°; 45°; 55°; 65%; 0%; 0%; 0%; 94.3%; 403°; 48°; 25°; 0%; -2°; 30°; 30°; 42°; 42°; 127°; 127°; 11001; 16844h; 34°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.25A; 
2024-12-21; 00:04:34; übergangsbetr.;   Brenner Aus  ; 1; 0; 51°; 45°; 55°; 65%; 0%; 0%; 0%; 94.3%; 403°; 48°; 25°; 0%; -2°; 30°; 30°; 42°; 42°; 127°; 127°; 11001; 16844h; 34°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.28A; 
2024-12-21; 00:05:34; übergangsbetr.;   Brenner Aus  ; 1; 0; 51°; 45°; 55°; 65%; 0%; 0%; 0%; 94.3%; 403°; 48°; 25°; 0%; -2°; 30°; 30°; 42°; 42°; 127°; 127°; 11001; 16844h; 34°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.25A; 
2024-12-21; 00:06:34; übergangsbetr.;   Brenner Aus  ; 1; 0; 51°; 45°; 55°; 65%; 0%; 0%; 0%; 94.3%; 403°; 47°; 25°; 0%; -2°; 30°; 30°; 42°; 42°; 127°; 127°; 11001; 16844h; 34°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.28A; 
2024-12-21; 00:07:34; übergangsbetr.;   Brenner Aus  ; 1; 0; 51°; 45°; 55°; 65%; 0%; 0%; 0%; 94.3%; 403°; 47°; 25°; 0%; -2°; 30°; 30°; 42°; 42°; 127°; 127°; 11001; 16844h; 34°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.30A; 
2024-12-21; 00:08:34; übergangsbetr.;   Brenner Aus  ; 1; 0; 51°; 45°; 55°; 65%; 0%; 0%; 0%; 94.3%; 403°; 47°; 25°; 0%; -2°; 30°; 30°; 42°; 42°; 127°; 127°; 11001; 16844h; 34°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.21A; 
2024-12-21; 00:09:34; übergangsbetr.;   Brenner Aus  ; 1; 0; 51°; 45°; 55°; 65%; 0%; 0%; 0%; 94.3%; 403°; 46°; 25°; 0%; -2°; 30°; 30°; 42°; 42°; 127°; 127°; 11001; 16844h; 34°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.25A; 
2024-12-21; 00:10:34; übergangsbetr.;   Brenner Aus  ; 1; 0; 50°; 45°; 55°; 65%; 0%; 0%; 0%; 94.3%; 403°; 46°; 25°; 0%; -2°; 30°; 30°; 42°; 42°; 127°; 127°; 11001; 16844h; 34°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.25A; 
