Date;  Time; Betriebsart; Status; Zustand; ROST; Kesseltemp; Abgastemp.; Abgas. SW ; KessStellGr; Saugzug  ; Zuluftgebl; Einschub; Fuellst.:; Feuerraumt; Puffert.ob; Puffert.un; Puffer Pu.; Außentemp; Vorlauft.1sw; Vorlauft.1; Vorlauft.2sw; Vorlauft.2; KTY6_H2; KTY7_H2; Brenn.ST; Laufzeit:; Boardtemp.; Die Kesseltemp. soll sein; Heizungsraum-Temp; Heizungsraum-Feuchtigkeit; Ventilator; Zuluftklappe; Leckwassersensor; Stromstaerke; ; 
2024-06-09; 00:00:24; übergangsbetr.;   Brenner Aus  ; 1; 0; 22°; 26°; 36°; 53%; 0%; 0%; 0%; 100.0%; 396°; 37°; 30°; 0%; 16°; 0°; 22°; 0°; 22°; 127°; 127°; 10882; 16641h; 26°; 80°; 21°; 17%; AUS; ZU; TROCKEN; 0.13A; 
2024-06-09; 00:01:24; übergangsbetr.;   Brenner Aus  ; 1; 0; 22°; 26°; 36°; 53%; 0%; 0%; 0%; 100.0%; 396°; 37°; 30°; 0%; 16°; 0°; 22°; 0°; 22°; 127°; 127°; 10882; 16641h; 26°; 80°; 21°; 17%; AUS; ZU; TROCKEN; 0.13A; 
2024-06-09; 00:02:24; übergangsbetr.;   Brenner Aus  ; 1; 0; 22°; 26°; 36°; 53%; 0%; 0%; 0%; 100.0%; 396°; 37°; 30°; 0%; 16°; 0°; 22°; 0°; 22°; 127°; 127°; 10882; 16641h; 26°; 80°; 21°; 17%; AUS; ZU; TROCKEN; 0.13A; 
2024-06-09; 00:03:24; übergangsbetr.;   Brenner Aus  ; 1; 0; 22°; 26°; 36°; 53%; 0%; 0%; 0%; 100.0%; 396°; 37°; 30°; 0%; 16°; 0°; 22°; 0°; 22°; 127°; 127°; 10882; 16641h; 26°; 80°; 21°; 17%; AUS; ZU; TROCKEN; 0.13A; 
2024-06-09; 00:04:24; übergangsbetr.;   Brenner Aus  ; 1; 0; 22°; 26°; 36°; 53%; 0%; 0%; 0%; 100.0%; 396°; 37°; 30°; 0%; 16°; 0°; 22°; 0°; 22°; 127°; 127°; 10882; 16641h; 26°; 80°; 21°; 17%; AUS; ZU; TROCKEN; 0.13A; 
2024-06-09; 00:05:24; übergangsbetr.;   Brenner Aus  ; 1; 0; 22°; 26°; 36°; 53%; 0%; 0%; 0%; 100.0%; 396°; 37°; 30°; 0%; 16°; 0°; 22°; 0°; 21°; 127°; 127°; 10882; 16641h; 26°; 80°; 21°; 17%; AUS; ZU; TROCKEN; 0.13A; 
2024-06-09; 00:06:24; übergangsbetr.;   Brenner Aus  ; 1; 0; 22°; 26°; 36°; 53%; 0%; 0%; 0%; 100.0%; 396°; 37°; 30°; 0%; 16°; 0°; 22°; 0°; 22°; 127°; 127°; 10882; 16641h; 26°; 80°; 21°; 18%; AUS; ZU; TROCKEN; 0.13A; 
2024-06-09; 00:07:24; übergangsbetr.;   Brenner Aus  ; 1; 0; 22°; 26°; 36°; 53%; 0%; 0%; 0%; 100.0%; 396°; 37°; 30°; 0%; 16°; 0°; 22°; 0°; 22°; 127°; 127°; 10882; 16641h; 26°; 80°; 21°; 18%; AUS; ZU; TROCKEN; 0.13A; 
2024-06-09; 00:08:24; übergangsbetr.;   Brenner Aus  ; 1; 0; 22°; 26°; 36°; 53%; 0%; 0%; 0%; 100.0%; 396°; 37°; 30°; 0%; 16°; 0°; 22°; 0°; 22°; 127°; 127°; 10882; 16641h; 26°; 80°; 21°; 18%; AUS; ZU; TROCKEN; 0.13A; 
2024-06-09; 00:09:24; übergangsbetr.;   Brenner Aus  ; 1; 0; 22°; 26°; 36°; 53%; 0%; 0%; 0%; 100.0%; 396°; 37°; 30°; 0%; 16°; 0°; 22°; 0°; 22°; 127°; 127°; 10882; 16641h; 26°; 80°; 21°; 17%; AUS; ZU; TROCKEN; 0.13A; 
2024-06-09; 00:10:24; übergangsbetr.;   Brenner Aus  ; 1; 0; 22°; 26°; 36°; 53%; 0%; 0%; 0%; 100.0%; 396°; 37°; 30°; 0%; 16°; 0°; 22°; 0°; 22°; 127°; 127°; 10882; 16641h; 26°; 80°; 21°; 17%; AUS; ZU; TROCKEN; 0.13A; 
