Date;  Time; Betriebsart; Status; Zustand; ROST; Kesseltemp; Abgastemp.; Abgas. SW ; KessStellGr; Saugzug  ; Zuluftgebl; Einschub; Fuellst.:; Feuerraumt; Puffert.ob; Puffert.un; Puffer Pu.; Außentemp; Vorlauft.1sw; Vorlauft.1; Vorlauft.2sw; Vorlauft.2; KTY6_H2; KTY7_H2; Brenn.ST; Laufzeit:; Boardtemp.; Die Kesseltemp. soll sein; Heizungsraum-Temp; Heizungsraum-Feuchtigkeit; Ventilator; Zuluftklappe; Leckwassersensor; Stromstaerke; ; 
2024-04-09; 00:00:09; übergangsbetr.;   Brenner Aus  ; 1; 0; 34°; 31°; 41°; 56%; 0%; 0%; 0%; 100.0%; 399°; 57°; 38°; 0%; 14°; 22°; 24°; 24°; 25°; 127°; 127°; 10861; 16610h; 29°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.25A; 
2024-04-09; 00:01:09; übergangsbetr.;   Brenner Aus  ; 1; 0; 34°; 31°; 41°; 56%; 0%; 0%; 0%; 100.0%; 399°; 57°; 38°; 0%; 14°; 22°; 24°; 24°; 25°; 127°; 127°; 10861; 16610h; 29°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.17A; 
2024-04-09; 00:02:09; übergangsbetr.;   Brenner Aus  ; 1; 0; 34°; 31°; 41°; 56%; 0%; 0%; 0%; 100.0%; 399°; 57°; 38°; 0%; 14°; 22°; 24°; 24°; 25°; 127°; 127°; 10861; 16610h; 29°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.19A; 
2024-04-09; 00:03:09; übergangsbetr.;   Brenner Aus  ; 1; 0; 34°; 31°; 41°; 56%; 0%; 0%; 0%; 100.0%; 399°; 57°; 38°; 0%; 14°; 22°; 24°; 24°; 25°; 127°; 127°; 10861; 16610h; 29°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.17A; 
2024-04-09; 00:04:09; übergangsbetr.;   Brenner Aus  ; 1; 0; 34°; 31°; 41°; 56%; 0%; 0%; 0%; 100.0%; 399°; 57°; 38°; 0%; 14°; 22°; 24°; 24°; 25°; 127°; 127°; 10861; 16610h; 29°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.19A; 
2024-04-09; 00:05:09; übergangsbetr.;   Brenner Aus  ; 1; 0; 34°; 31°; 41°; 56%; 0%; 0%; 0%; 100.0%; 399°; 57°; 38°; 0%; 14°; 22°; 24°; 24°; 25°; 127°; 127°; 10861; 16610h; 29°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.23A; 
2024-04-09; 00:06:09; übergangsbetr.;   Brenner Aus  ; 1; 0; 34°; 31°; 41°; 56%; 0%; 0%; 0%; 100.0%; 399°; 57°; 38°; 0%; 14°; 22°; 25°; 24°; 25°; 127°; 127°; 10861; 16610h; 29°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.21A; 
2024-04-09; 00:07:09; übergangsbetr.;   Brenner Aus  ; 1; 0; 34°; 31°; 41°; 56%; 0%; 0%; 0%; 100.0%; 399°; 57°; 38°; 0%; 14°; 22°; 25°; 24°; 26°; 127°; 127°; 10861; 16610h; 29°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.25A; 
2024-04-09; 00:08:09; übergangsbetr.;   Brenner Aus  ; 1; 0; 34°; 31°; 41°; 56%; 0%; 0%; 0%; 100.0%; 399°; 57°; 38°; 0%; 14°; 22°; 25°; 24°; 26°; 127°; 127°; 10861; 16610h; 29°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.25A; 
2024-04-09; 00:09:09; übergangsbetr.;   Brenner Aus  ; 1; 0; 34°; 31°; 41°; 56%; 0%; 0%; 0%; 100.0%; 399°; 57°; 38°; 0%; 14°; 22°; 25°; 24°; 26°; 127°; 127°; 10861; 16610h; 29°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.17A; 
2024-04-09; 00:10:09; übergangsbetr.;   Brenner Aus  ; 1; 0; 34°; 31°; 41°; 56%; 0%; 0%; 0%; 100.0%; 399°; 57°; 38°; 0%; 14°; 22°; 25°; 24°; 26°; 127°; 127°; 10861; 16610h; 29°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.19A; 
2024-04-09; 00:11:09; übergangsbetr.;   Brenner Aus  ; 1; 0; 34°; 31°; 41°; 56%; 0%; 0%; 0%; 100.0%; 399°; 57°; 38°; 0%; 14°; 22°; 25°; 24°; 26°; 127°; 127°; 10861; 16610h; 29°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.21A; 
