Date;  Time; Betriebsart; Status; Zustand; ROST; Kesseltemp; Abgastemp.; Abgas. SW ; KessStellGr; Saugzug  ; Zuluftgebl; Einschub; Fuellst.:; Feuerraumt; Puffert.ob; Puffert.un; Puffer Pu.; Außentemp; Vorlauft.1sw; Vorlauft.1; Vorlauft.2sw; Vorlauft.2; KTY6_H2; KTY7_H2; Brenn.ST; Laufzeit:; Boardtemp.; Die Kesseltemp. soll sein; Heizungsraum-Temp; Heizungsraum-Feuchtigkeit; Ventilator; Zuluftklappe; Leckwassersensor; Stromstaerke; ; 
2025-03-19; 00:00:33; übergangsbetr.;   Brenner Aus  ; 1; 0; 48°; 43°; 53°; 64%; 0%; 0%; 0%; 100.0%; 403°; 57°; 25°; 0%; -4°; 32°; 36°; 43°; 42°; 127°; 127°; 11160; 17109h; 34°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.28A; 
2025-03-19; 00:01:33; übergangsbetr.;   Brenner Aus  ; 1; 0; 48°; 43°; 53°; 64%; 0%; 0%; 0%; 100.0%; 403°; 56°; 25°; 0%; -4°; 31°; 36°; 43°; 42°; 127°; 127°; 11160; 17109h; 34°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.25A; 
2025-03-19; 00:02:33; übergangsbetr.;   Brenner Aus  ; 1; 0; 48°; 43°; 53°; 64%; 0%; 0%; 0%; 100.0%; 403°; 56°; 25°; 0%; -4°; 31°; 36°; 43°; 42°; 127°; 127°; 11160; 17109h; 34°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.21A; 
2025-03-19; 00:03:33; übergangsbetr.;   Brenner Aus  ; 1; 0; 48°; 43°; 53°; 64%; 0%; 0%; 0%; 100.0%; 403°; 56°; 25°; 0%; -4°; 31°; 36°; 43°; 43°; 127°; 127°; 11160; 17109h; 34°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.25A; 
2025-03-19; 00:04:33; übergangsbetr.;   Brenner Aus  ; 1; 0; 48°; 43°; 53°; 64%; 0%; 0%; 0%; 100.0%; 403°; 56°; 25°; 0%; -4°; 31°; 36°; 43°; 43°; 127°; 127°; 11160; 17109h; 34°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.21A; 
2025-03-19; 00:05:33; übergangsbetr.;   Brenner Aus  ; 1; 0; 48°; 43°; 53°; 64%; 0%; 0%; 0%; 100.0%; 403°; 56°; 25°; 0%; -4°; 31°; 36°; 43°; 43°; 127°; 127°; 11160; 17109h; 34°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.28A; 
2025-03-19; 00:06:32; übergangsbetr.;   Brenner Aus  ; 1; 0; 48°; 43°; 53°; 64%; 0%; 0%; 0%; 100.0%; 403°; 56°; 25°; 0%; -4°; 31°; 36°; 43°; 43°; 127°; 127°; 11160; 17109h; 34°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.23A; 
2025-03-19; 00:07:32; übergangsbetr.;   Brenner Aus  ; 1; 0; 48°; 43°; 53°; 64%; 0%; 0%; 0%; 100.0%; 403°; 56°; 25°; 0%; -4°; 31°; 36°; 43°; 43°; 127°; 127°; 11160; 17109h; 34°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.21A; 
2025-03-19; 00:08:32; übergangsbetr.;   Brenner Aus  ; 1; 0; 48°; 43°; 53°; 64%; 0%; 0%; 0%; 100.0%; 403°; 56°; 25°; 0%; -4°; 31°; 36°; 43°; 43°; 127°; 127°; 11160; 17109h; 34°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.21A; 
2025-03-19; 00:09:32; übergangsbetr.;   Brenner Aus  ; 1; 0; 48°; 43°; 53°; 64%; 0%; 0%; 0%; 100.0%; 403°; 56°; 25°; 0%; -4°; 31°; 36°; 43°; 43°; 127°; 127°; 11160; 17109h; 34°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.21A; 
2025-03-19; 00:10:32; übergangsbetr.;   Brenner Aus  ; 1; 0; 48°; 43°; 53°; 64%; 0%; 0%; 0%; 100.0%; 403°; 56°; 24°; 0%; -4°; 31°; 36°; 43°; 44°; 127°; 127°; 11160; 17109h; 34°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.28A; 
