Date;  Time; Betriebsart; Status; Zustand; ROST; Kesseltemp; Abgastemp.; Abgas. SW ; KessStellGr; Saugzug  ; Zuluftgebl; Einschub; Fuellst.:; Feuerraumt; Puffert.ob; Puffert.un; Puffer Pu.; Außentemp; Vorlauft.1sw; Vorlauft.1; Vorlauft.2sw; Vorlauft.2; KTY6_H2; KTY7_H2; Brenn.ST; Laufzeit:; Boardtemp.; Die Kesseltemp. soll sein; Heizungsraum-Temp; Heizungsraum-Feuchtigkeit; Ventilator; Zuluftklappe; Leckwassersensor; Stromstaerke; ; 
2024-12-28; 00:00:17; übergangsbetr.;   Brenner Aus  ; 1; 0; 58°; 51°; 61°; 69%; 0%; 0%; 0%; 87.1%; 405°; 66°; 26°; 0%; -2°; 31°; 30°; 42°; 41°; 127°; 127°; 11015; 16867h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.47A; 
2024-12-28; 00:01:16; übergangsbetr.;   Brenner Aus  ; 1; 0; 58°; 51°; 61°; 68%; 0%; 0%; 0%; 87.1%; 405°; 66°; 26°; 0%; -2°; 30°; 30°; 42°; 41°; 127°; 127°; 11015; 16867h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.25A; 
2024-12-28; 00:02:16; übergangsbetr.;   Brenner Aus  ; 1; 0; 58°; 51°; 61°; 68%; 0%; 0%; 0%; 87.1%; 405°; 66°; 26°; 0%; -2°; 30°; 30°; 42°; 42°; 127°; 127°; 11015; 16867h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.28A; 
2024-12-28; 00:03:16; übergangsbetr.;   Brenner Aus  ; 1; 0; 58°; 50°; 60°; 68%; 0%; 0%; 0%; 87.1%; 404°; 66°; 26°; 0%; -2°; 30°; 30°; 42°; 42°; 127°; 127°; 11015; 16867h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.25A; 
2024-12-28; 00:04:16; übergangsbetr.;   Brenner Aus  ; 1; 0; 58°; 51°; 61°; 68%; 0%; 0%; 0%; 87.1%; 405°; 64°; 26°; 0%; -2°; 30°; 30°; 42°; 42°; 127°; 127°; 11015; 16867h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.23A; 
2024-12-28; 00:05:16; übergangsbetr.;   Brenner Aus  ; 1; 0; 58°; 51°; 61°; 68%; 0%; 0%; 0%; 87.1%; 405°; 64°; 26°; 0%; -2°; 30°; 30°; 42°; 43°; 127°; 127°; 11015; 16867h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.21A; 
2024-12-28; 00:06:16; übergangsbetr.;   Brenner Aus  ; 1; 0; 58°; 51°; 61°; 68%; 0%; 0%; 0%; 87.1%; 405°; 64°; 26°; 0%; -2°; 30°; 30°; 42°; 43°; 127°; 127°; 11015; 16867h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.21A; 
2024-12-28; 00:07:16; übergangsbetr.;   Brenner Aus  ; 1; 0; 58°; 51°; 61°; 68%; 0%; 0%; 0%; 87.1%; 405°; 64°; 26°; 0%; -2°; 30°; 30°; 42°; 43°; 127°; 127°; 11015; 16867h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.19A; 
2024-12-28; 00:08:16; übergangsbetr.;   Brenner Aus  ; 1; 0; 58°; 50°; 60°; 68%; 0%; 0%; 0%; 87.1%; 404°; 64°; 26°; 0%; -2°; 30°; 30°; 42°; 43°; 127°; 127°; 11015; 16867h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.23A; 
2024-12-28; 00:09:16; übergangsbetr.;   Brenner Aus  ; 1; 0; 58°; 50°; 60°; 68%; 0%; 0%; 0%; 87.1%; 404°; 64°; 26°; 0%; -2°; 30°; 30°; 42°; 43°; 127°; 127°; 11015; 16867h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.28A; 
2024-12-28; 00:10:16; übergangsbetr.;   Brenner Aus  ; 1; 0; 58°; 50°; 60°; 68%; 0%; 0%; 0%; 87.1%; 404°; 64°; 26°; 0%; -2°; 30°; 30°; 42°; 43°; 127°; 127°; 11015; 16867h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.23A; 
