Date;  Time; Betriebsart; Status; Zustand; ROST; Kesseltemp; Abgastemp.; Abgas. SW ; KessStellGr; Saugzug  ; Zuluftgebl; Einschub; Fuellst.:; Feuerraumt; Puffert.ob; Puffert.un; Puffer Pu.; Außentemp; Vorlauft.1sw; Vorlauft.1; Vorlauft.2sw; Vorlauft.2; KTY6_H2; KTY7_H2; Brenn.ST; Laufzeit:; Boardtemp.; Die Kesseltemp. soll sein; Heizungsraum-Temp; Heizungsraum-Feuchtigkeit; Ventilator; Zuluftklappe; Leckwassersensor; Stromstaerke; ; 
2024-04-06; 00:00:13; übergangsbetr.;   Brenner Aus  ; 1; 0; 29°; 28°; 38°; 55%; 0%; 0%; 0%; 100.0%; 398°; 46°; 28°; 0%; 14°; 23°; 24°; 24°; 24°; 127°; 127°; 10860; 16608h; 28°; 80°; 23°; 16%; AUS; ZU; TROCKEN; 0.23A; 
2024-04-06; 00:01:13; übergangsbetr.;   Brenner Aus  ; 1; 0; 29°; 28°; 38°; 55%; 0%; 0%; 0%; 100.0%; 398°; 46°; 28°; 0%; 14°; 22°; 25°; 24°; 24°; 127°; 127°; 10860; 16608h; 28°; 80°; 23°; 16%; AUS; ZU; TROCKEN; 0.23A; 
2024-04-06; 00:02:13; übergangsbetr.;   Brenner Aus  ; 1; 0; 29°; 28°; 38°; 55%; 0%; 0%; 0%; 100.0%; 398°; 46°; 28°; 0%; 14°; 22°; 24°; 24°; 24°; 127°; 127°; 10860; 16608h; 28°; 80°; 23°; 16%; AUS; ZU; TROCKEN; 0.23A; 
2024-04-06; 00:03:13; übergangsbetr.;   Brenner Aus  ; 1; 0; 29°; 28°; 38°; 55%; 0%; 0%; 0%; 100.0%; 398°; 46°; 28°; 0%; 13°; 22°; 22°; 24°; 24°; 127°; 127°; 10860; 16608h; 28°; 80°; 23°; 16%; AUS; ZU; TROCKEN; 0.21A; 
2024-04-06; 00:04:13; übergangsbetr.;   Brenner Aus  ; 1; 0; 29°; 28°; 38°; 55%; 0%; 0%; 0%; 100.0%; 398°; 46°; 28°; 0%; 13°; 22°; 21°; 24°; 24°; 127°; 127°; 10860; 16608h; 28°; 80°; 23°; 16%; AUS; ZU; TROCKEN; 0.23A; 
2024-04-06; 00:05:13; übergangsbetr.;   Brenner Aus  ; 1; 0; 29°; 28°; 38°; 55%; 0%; 0%; 0%; 100.0%; 398°; 46°; 28°; 0%; 14°; 22°; 20°; 24°; 24°; 127°; 127°; 10860; 16608h; 28°; 80°; 23°; 16%; AUS; ZU; TROCKEN; 0.23A; 
2024-04-06; 00:06:13; übergangsbetr.;   Brenner Aus  ; 1; 0; 29°; 28°; 38°; 55%; 0%; 0%; 0%; 100.0%; 398°; 46°; 28°; 0%; 14°; 22°; 20°; 24°; 24°; 127°; 127°; 10860; 16608h; 28°; 80°; 23°; 16%; AUS; ZU; TROCKEN; 0.17A; 
2024-04-06; 00:07:13; übergangsbetr.;   Brenner Aus  ; 1; 0; 29°; 28°; 38°; 55%; 0%; 0%; 0%; 100.0%; 398°; 46°; 28°; 0%; 13°; 22°; 20°; 24°; 24°; 127°; 127°; 10860; 16608h; 28°; 80°; 23°; 16%; AUS; ZU; TROCKEN; 0.19A; 
2024-04-06; 00:08:13; übergangsbetr.;   Brenner Aus  ; 1; 0; 29°; 28°; 38°; 55%; 0%; 0%; 0%; 100.0%; 398°; 46°; 28°; 0%; 13°; 22°; 20°; 24°; 24°; 127°; 127°; 10860; 16608h; 28°; 80°; 23°; 16%; AUS; ZU; TROCKEN; 0.23A; 
2024-04-06; 00:09:13; übergangsbetr.;   Brenner Aus  ; 1; 0; 29°; 28°; 38°; 55%; 0%; 0%; 0%; 100.0%; 398°; 46°; 28°; 0%; 14°; 22°; 20°; 24°; 24°; 127°; 127°; 10860; 16608h; 28°; 80°; 23°; 16%; AUS; ZU; TROCKEN; 0.19A; 
2024-04-06; 00:10:13; übergangsbetr.;   Brenner Aus  ; 1; 0; 29°; 28°; 38°; 55%; 0%; 0%; 0%; 100.0%; 398°; 46°; 28°; 0%; 13°; 22°; 20°; 24°; 24°; 127°; 127°; 10860; 16608h; 28°; 80°; 23°; 16%; AUS; ZU; TROCKEN; 0.25A; 
2024-04-06; 00:11:13; übergangsbetr.;   Brenner Aus  ; 1; 0; 29°; 28°; 38°; 55%; 0%; 0%; 0%; 100.0%; 398°; 46°; 28°; 0%; 14°; 22°; 20°; 24°; 24°; 127°; 127°; 10860; 16608h; 28°; 80°; 23°; 16%; AUS; ZU; TROCKEN; 0.23A; 
2024-04-06; 00:12:13; übergangsbetr.;   Brenner Aus  ; 1; 0; 29°; 28°; 38°; 55%; 0%; 0%; 0%; 100.0%; 398°; 46°; 28°; 0%; 14°; 22°; 21°; 24°; 24°; 127°; 127°; 10860; 16608h; 28°; 80°; 23°; 16%; AUS; ZU; TROCKEN; 0.25A; 
2024-04-06; 00:13:13; übergangsbetr.;   Brenner Aus  ; 1; 0; 29°; 28°; 38°; 55%; 0%; 0%; 0%; 100.0%; 398°; 46°; 28°; 0%; 14°; 22°; 21°; 24°; 24°; 127°; 127°; 10860; 16608h; 28°; 80°; 23°; 16%; AUS; ZU; TROCKEN; 0.17A; 
2024-04-06; 00:14:13; übergangsbetr.;   Brenner Aus  ; 1; 0; 29°; 28°; 38°; 55%; 0%; 0%; 0%; 100.0%; 398°; 46°; 28°; 0%; 14°; 22°; 21°; 24°; 24°; 127°; 127°; 10860; 16608h; 28°; 80°; 23°; 16%; AUS; ZU; TROCKEN; 0.21A; 
2024-04-06; 00:15:13; übergangsbetr.;   Brenner Aus  ; 1; 0; 29°; 28°; 38°; 55%; 0%; 0%; 0%; 100.0%; 398°; 46°; 28°; 0%; 14°; 22°; 20°; 24°; 24°; 127°; 127°; 10860; 16608h; 28°; 80°; 23°; 16%; AUS; ZU; TROCKEN; 0.19A; 
2024-04-06; 00:16:13; übergangsbetr.;   Brenner Aus  ; 1; 0; 29°; 28°; 38°; 55%; 0%; 0%; 0%; 100.0%; 398°; 46°; 28°; 0%; 14°; 22°; 20°; 24°; 24°; 127°; 127°; 10860; 16608h; 28°; 80°; 23°; 16%; AUS; ZU; TROCKEN; 0.21A; 
2024-04-06; 00:17:13; übergangsbetr.;   Brenner Aus  ; 1; 0; 29°; 28°; 38°; 55%; 0%; 0%; 0%; 100.0%; 398°; 46°; 28°; 0%; 14°; 22°; 20°; 24°; 24°; 127°; 127°; 10860; 16608h; 28°; 80°; 23°; 16%; AUS; ZU; TROCKEN; 0.19A; 
2024-04-06; 00:18:13; übergangsbetr.;   Brenner Aus  ; 1; 0; 29°; 28°; 38°; 55%; 0%; 0%; 0%; 100.0%; 398°; 46°; 28°; 0%; 14°; 22°; 20°; 24°; 24°; 127°; 127°; 10860; 16608h; 28°; 80°; 23°; 16%; AUS; ZU; TROCKEN; 0.23A; 
2024-04-06; 00:19:13; übergangsbetr.;   Brenner Aus  ; 1; 0; 29°; 28°; 38°; 55%; 0%; 0%; 0%; 100.0%; 398°; 46°; 28°; 0%; 13°; 22°; 20°; 24°; 24°; 127°; 127°; 10860; 16608h; 28°; 80°; 23°; 16%; AUS; ZU; TROCKEN; 0.23A; 
