Date;  Time; Betriebsart; Status; Zustand; ROST; Kesseltemp; Abgastemp.; Abgas. SW ; KessStellGr; Saugzug  ; Zuluftgebl; Einschub; Fuellst.:; Feuerraumt; Puffert.ob; Puffert.un; Puffer Pu.; Außentemp; Vorlauft.1sw; Vorlauft.1; Vorlauft.2sw; Vorlauft.2; KTY6_H2; KTY7_H2; Brenn.ST; Laufzeit:; Boardtemp.; Die Kesseltemp. soll sein; Heizungsraum-Temp; Heizungsraum-Feuchtigkeit; Ventilator; Zuluftklappe; Leckwassersensor; Stromstaerke; ; 
2025-01-20; 00:00:14; übergangsbetr.;   Brenner Aus  ; 1; 0; 59°; 52°; 62°; 70%; 0%; 0%; 0%; 87.6%; 405°; 70°; 28°; 0%; -4°; 32°; 32°; 44°; 44°; 127°; 127°; 11062; 16944h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.64A; 
2025-01-20; 00:01:14; übergangsbetr.;   Brenner Aus  ; 1; 0; 59°; 52°; 62°; 70%; 0%; 0%; 0%; 87.6%; 405°; 70°; 28°; 0%; -4°; 31°; 32°; 44°; 44°; 127°; 127°; 11062; 16944h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.25A; 
2025-01-20; 00:02:14; übergangsbetr.;   Brenner Aus  ; 1; 0; 59°; 52°; 62°; 70%; 0%; 0%; 0%; 87.6%; 405°; 70°; 28°; 0%; -4°; 31°; 32°; 44°; 44°; 127°; 127°; 11062; 16944h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.25A; 
2025-01-20; 00:03:14; übergangsbetr.;   Brenner Aus  ; 1; 0; 59°; 52°; 62°; 70%; 0%; 0%; 0%; 87.6%; 405°; 70°; 28°; 0%; -4°; 31°; 32°; 44°; 44°; 127°; 127°; 11062; 16944h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.30A; 
2025-01-20; 00:04:14; übergangsbetr.;   Brenner Aus  ; 1; 0; 59°; 52°; 62°; 70%; 0%; 0%; 0%; 87.6%; 405°; 70°; 28°; 0%; -4°; 31°; 32°; 44°; 44°; 127°; 127°; 11062; 16944h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.25A; 
2025-01-20; 00:05:14; übergangsbetr.;   Brenner Aus  ; 1; 0; 59°; 52°; 62°; 69%; 0%; 0%; 0%; 87.6%; 405°; 70°; 28°; 0%; -4°; 31°; 34°; 44°; 44°; 127°; 127°; 11062; 16944h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.23A; 
2025-01-20; 00:06:14; übergangsbetr.;   Brenner Aus  ; 1; 0; 59°; 52°; 62°; 69%; 0%; 0%; 0%; 87.6%; 405°; 70°; 28°; 0%; -4°; 31°; 32°; 44°; 43°; 127°; 127°; 11062; 16944h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.23A; 
2025-01-20; 00:07:14; übergangsbetr.;   Brenner Aus  ; 1; 0; 59°; 52°; 62°; 70%; 0%; 0%; 0%; 87.6%; 405°; 70°; 28°; 0%; -4°; 31°; 28°; 44°; 42°; 127°; 127°; 11062; 16944h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.23A; 
2025-01-20; 00:08:14; übergangsbetr.;   Brenner Aus  ; 1; 0; 59°; 52°; 62°; 69%; 0%; 0%; 0%; 87.6%; 405°; 70°; 28°; 0%; -4°; 31°; 28°; 44°; 42°; 127°; 127°; 11062; 16944h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.28A; 
2025-01-20; 00:09:14; übergangsbetr.;   Brenner Aus  ; 1; 0; 59°; 52°; 62°; 70%; 0%; 0%; 0%; 87.6%; 405°; 70°; 28°; 0%; -4°; 31°; 28°; 44°; 42°; 127°; 127°; 11062; 16944h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.25A; 
2025-01-20; 00:10:14; übergangsbetr.;   Brenner Aus  ; 1; 0; 59°; 51°; 61°; 69%; 0%; 0%; 0%; 87.6%; 404°; 70°; 28°; 0%; -4°; 31°; 28°; 44°; 42°; 127°; 127°; 11062; 16944h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.21A; 
2025-01-20; 00:11:14; übergangsbetr.;   Brenner Aus  ; 1; 0; 59°; 52°; 62°; 69%; 0%; 0%; 0%; 87.6%; 405°; 70°; 28°; 0%; -4°; 31°; 30°; 44°; 41°; 127°; 127°; 11062; 16944h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.28A; 
2025-01-20; 00:12:14; übergangsbetr.;   Brenner Aus  ; 1; 0; 58°; 51°; 61°; 69%; 0%; 0%; 0%; 87.6%; 404°; 69°; 28°; 0%; -4°; 31°; 30°; 44°; 40°; 127°; 127°; 11062; 16944h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.30A; 
2025-01-20; 00:13:14; übergangsbetr.;   Brenner Aus  ; 1; 0; 58°; 52°; 62°; 69%; 0%; 0%; 0%; 87.6%; 405°; 69°; 28°; 0%; -4°; 31°; 30°; 44°; 42°; 127°; 127°; 11062; 16944h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.25A; 
2025-01-20; 00:14:14; übergangsbetr.;   Brenner Aus  ; 1; 0; 58°; 51°; 61°; 69%; 0%; 0%; 0%; 87.6%; 404°; 69°; 28°; 0%; -5°; 31°; 32°; 44°; 42°; 127°; 127°; 11062; 16944h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.32A; 
2025-01-20; 00:15:14; übergangsbetr.;   Brenner Aus  ; 1; 0; 58°; 52°; 62°; 69%; 0%; 0%; 0%; 87.6%; 405°; 69°; 28°; 0%; -5°; 31°; 32°; 44°; 43°; 127°; 127°; 11062; 16944h; 36°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.25A; 
2025-01-20; 00:16:14; übergangsbetr.;   Brenner Aus  ; 1; 0; 58°; 51°; 61°; 69%; 0%; 0%; 0%; 87.6%; 404°; 69°; 28°; 0%; -5°; 31°; 32°; 44°; 43°; 127°; 127°; 11062; 16944h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.21A; 
2025-01-20; 00:17:14; übergangsbetr.;   Brenner Aus  ; 1; 0; 58°; 51°; 61°; 69%; 0%; 0%; 0%; 87.6%; 404°; 69°; 28°; 0%; -5°; 31°; 32°; 44°; 42°; 127°; 127°; 11062; 16944h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.30A; 
2025-01-20; 00:18:14; übergangsbetr.;   Brenner Aus  ; 1; 0; 58°; 51°; 61°; 69%; 0%; 0%; 0%; 87.6%; 404°; 69°; 28°; 0%; -5°; 31°; 36°; 44°; 42°; 127°; 127°; 11062; 16944h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.25A; 
2025-01-20; 00:19:14; übergangsbetr.;   Brenner Aus  ; 1; 0; 58°; 51°; 61°; 69%; 0%; 0%; 0%; 87.6%; 404°; 68°; 28°; 0%; -5°; 31°; 32°; 44°; 44°; 127°; 127°; 11062; 16944h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.28A; 
2025-01-20; 00:20:14; übergangsbetr.;   Brenner Aus  ; 1; 0; 58°; 51°; 61°; 69%; 0%; 0%; 0%; 87.6%; 404°; 68°; 28°; 0%; -5°; 31°; 30°; 44°; 45°; 127°; 127°; 11062; 16944h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.30A; 
2025-01-20; 00:21:14; übergangsbetr.;   Brenner Aus  ; 1; 0; 58°; 51°; 61°; 69%; 0%; 0%; 0%; 87.6%; 404°; 68°; 28°; 0%; -4°; 31°; 28°; 44°; 45°; 127°; 127°; 11062; 16944h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.21A; 
2025-01-20; 00:22:14; übergangsbetr.;   Brenner Aus  ; 1; 0; 58°; 51°; 61°; 69%; 0%; 0%; 0%; 87.6%; 404°; 68°; 28°; 0%; -5°; 31°; 28°; 44°; 45°; 127°; 127°; 11062; 16944h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.30A; 
2025-01-20; 00:23:14; übergangsbetr.;   Brenner Aus  ; 1; 0; 58°; 51°; 61°; 69%; 0%; 0%; 0%; 87.6%; 404°; 68°; 28°; 0%; -5°; 31°; 29°; 44°; 45°; 127°; 127°; 11062; 16944h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.23A; 
2025-01-20; 00:24:14; übergangsbetr.;   Brenner Aus  ; 1; 0; 58°; 51°; 61°; 69%; 0%; 0%; 0%; 87.6%; 404°; 68°; 28°; 0%; -5°; 31°; 30°; 44°; 45°; 127°; 127°; 11062; 16944h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.25A; 
