Date;  Time; Betriebsart; Status; Zustand; ROST; Kesseltemp; Abgastemp.; Abgas. SW ; KessStellGr; Saugzug  ; Zuluftgebl; Einschub; Fuellst.:; Feuerraumt; Puffert.ob; Puffert.un; Puffer Pu.; Außentemp; Vorlauft.1sw; Vorlauft.1; Vorlauft.2sw; Vorlauft.2; KTY6_H2; KTY7_H2; Brenn.ST; Laufzeit:; Boardtemp.; Die Kesseltemp. soll sein; Heizungsraum-Temp; Heizungsraum-Feuchtigkeit; Ventilator; Zuluftklappe; Leckwassersensor; Stromstaerke; ; 
2024-09-23; 00:00:40; übergangsbetr.;   Brenner Aus  ; 1; 0; 24°; 28°; 38°; 55%; 0%; 0%; 0%; 100.0%; 397°; 45°; 35°; 0%; 12°; 0°; 24°; 0°; 24°; 127°; 127°; 10900; 16673h; 28°; 80°; 23°; 17%; AUS; ZU; TROCKEN; 0.19A; 
2024-09-23; 00:01:40; übergangsbetr.;   Brenner Aus  ; 1; 0; 24°; 28°; 38°; 55%; 0%; 0%; 0%; 100.0%; 397°; 45°; 35°; 0%; 12°; 0°; 24°; 0°; 24°; 127°; 127°; 10900; 16673h; 28°; 80°; 23°; 17%; AUS; ZU; TROCKEN; 0.17A; 
2024-09-23; 00:02:40; übergangsbetr.;   Brenner Aus  ; 1; 0; 24°; 28°; 38°; 55%; 0%; 0%; 0%; 100.0%; 397°; 45°; 35°; 0%; 12°; 0°; 24°; 0°; 24°; 127°; 127°; 10900; 16673h; 28°; 80°; 23°; 18%; AUS; ZU; TROCKEN; 0.15A; 
2024-09-23; 00:03:40; übergangsbetr.;   Brenner Aus  ; 1; 0; 24°; 28°; 38°; 55%; 0%; 0%; 0%; 100.0%; 397°; 45°; 35°; 0%; 12°; 0°; 24°; 0°; 24°; 127°; 127°; 10900; 16673h; 28°; 80°; 23°; 18%; AUS; ZU; TROCKEN; 0.15A; 
2024-09-23; 00:04:40; übergangsbetr.;   Brenner Aus  ; 1; 0; 24°; 28°; 38°; 55%; 0%; 0%; 0%; 100.0%; 397°; 45°; 35°; 0%; 12°; 0°; 24°; 0°; 24°; 127°; 127°; 10900; 16673h; 28°; 80°; 23°; 18%; AUS; ZU; TROCKEN; 0.15A; 
2024-09-23; 00:05:40; übergangsbetr.;   Brenner Aus  ; 1; 0; 24°; 28°; 38°; 55%; 0%; 0%; 0%; 100.0%; 397°; 45°; 35°; 0%; 12°; 0°; 24°; 0°; 24°; 127°; 127°; 10900; 16673h; 28°; 80°; 23°; 18%; AUS; ZU; TROCKEN; 0.17A; 
2024-09-23; 00:06:40; übergangsbetr.;   Brenner Aus  ; 1; 0; 24°; 28°; 38°; 55%; 0%; 0%; 0%; 100.0%; 397°; 45°; 35°; 0%; 12°; 0°; 24°; 0°; 24°; 127°; 127°; 10900; 16673h; 28°; 80°; 23°; 17%; AUS; ZU; TROCKEN; 0.17A; 
2024-09-23; 00:07:40; übergangsbetr.;   Brenner Aus  ; 1; 0; 24°; 28°; 38°; 55%; 0%; 0%; 0%; 100.0%; 397°; 45°; 35°; 0%; 12°; 0°; 24°; 0°; 24°; 127°; 127°; 10900; 16673h; 28°; 80°; 23°; 17%; AUS; ZU; TROCKEN; 0.15A; 
2024-09-23; 00:08:40; übergangsbetr.;   Brenner Aus  ; 1; 0; 24°; 28°; 38°; 55%; 0%; 0%; 0%; 100.0%; 397°; 45°; 35°; 0%; 12°; 0°; 24°; 0°; 24°; 127°; 127°; 10900; 16673h; 28°; 80°; 23°; 18%; AUS; ZU; TROCKEN; 0.17A; 
2024-09-23; 00:09:40; übergangsbetr.;   Brenner Aus  ; 1; 0; 24°; 28°; 38°; 55%; 0%; 0%; 0%; 100.0%; 397°; 45°; 35°; 0%; 12°; 0°; 24°; 0°; 24°; 127°; 127°; 10900; 16673h; 28°; 80°; 23°; 18%; AUS; ZU; TROCKEN; 0.15A; 
2024-09-23; 00:10:40; übergangsbetr.;   Brenner Aus  ; 1; 0; 24°; 28°; 38°; 55%; 0%; 0%; 0%; 100.0%; 397°; 45°; 35°; 0%; 12°; 0°; 24°; 0°; 24°; 127°; 127°; 10900; 16673h; 28°; 80°; 23°; 17%; AUS; ZU; TROCKEN; 0.17A; 
