Date;  Time; Betriebsart; Status; Zustand; ROST; Kesseltemp; Abgastemp.; Abgas. SW ; KessStellGr; Saugzug  ; Zuluftgebl; Einschub; Fuellst.:; Feuerraumt; Puffert.ob; Puffert.un; Puffer Pu.; Außentemp; Vorlauft.1sw; Vorlauft.1; Vorlauft.2sw; Vorlauft.2; KTY6_H2; KTY7_H2; Brenn.ST; Laufzeit:; Boardtemp.; Die Kesseltemp. soll sein; Heizungsraum-Temp; Heizungsraum-Feuchtigkeit; Ventilator; Zuluftklappe; Leckwassersensor; Stromstaerke; ; 
2025-03-02; 00:00:33; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 57°; 250°; 73%; 0%; 0%; 0%; 87.7%; 405°; 75°; 36°; 0%; -2°; 30°; 31°; 41°; 40°; 127°; 127°; 11136; 17068h; 36°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.21A; 
2025-03-02; 00:01:34; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 57°; 250°; 73%; 0%; 0%; 0%; 87.7%; 405°; 75°; 36°; 0%; -2°; 30°; 31°; 41°; 40°; 127°; 127°; 11136; 17068h; 36°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.21A; 
2025-03-02; 00:02:34; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 57°; 250°; 73%; 0%; 0%; 0%; 87.7%; 405°; 74°; 35°; 0%; -2°; 30°; 32°; 41°; 40°; 127°; 127°; 11136; 17068h; 36°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.28A; 
2025-03-02; 00:03:34; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 57°; 250°; 73%; 0%; 0%; 0%; 87.7%; 405°; 74°; 35°; 0%; -2°; 30°; 32°; 41°; 40°; 127°; 127°; 11136; 17068h; 36°; 80°; 30°; 12%; AN; ZU; TROCKEN; 0.21A; 
2025-03-02; 00:04:34; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 57°; 248°; 73%; 0%; 0%; 0%; 87.7%; 405°; 74°; 35°; 0%; -2°; 30°; 40°; 41°; 41°; 127°; 127°; 11136; 17068h; 36°; 80°; 30°; 12%; AN; ZU; TROCKEN; 0.30A; 
2025-03-02; 00:05:34; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 57°; 250°; 73%; 0%; 0%; 0%; 87.7%; 405°; 74°; 35°; 0%; -2°; 30°; 29°; 41°; 41°; 127°; 127°; 11136; 17068h; 36°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.23A; 
2025-03-02; 00:06:33; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 57°; 250°; 73%; 0%; 0%; 0%; 87.7%; 405°; 74°; 35°; 0%; -2°; 30°; 27°; 41°; 41°; 127°; 127°; 11136; 17068h; 36°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.25A; 
2025-03-02; 00:07:33; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 57°; 250°; 73%; 0%; 0%; 0%; 87.7%; 405°; 74°; 35°; 0%; -2°; 30°; 26°; 41°; 42°; 127°; 127°; 11136; 17068h; 36°; 80°; 30°; 12%; AN; ZU; TROCKEN; 0.28A; 
2025-03-02; 00:08:33; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 57°; 250°; 73%; 0%; 0%; 0%; 87.7%; 405°; 74°; 35°; 0%; -2°; 30°; 26°; 41°; 42°; 127°; 127°; 11136; 17068h; 36°; 80°; 30°; 12%; AN; ZU; TROCKEN; 0.25A; 
2025-03-02; 00:09:33; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 57°; 250°; 73%; 0%; 0%; 0%; 87.7%; 405°; 74°; 35°; 0%; -2°; 30°; 26°; 41°; 42°; 127°; 127°; 11136; 17068h; 36°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.25A; 
2025-03-02; 00:10:33; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 57°; 250°; 73%; 0%; 0%; 0%; 87.7%; 405°; 74°; 35°; 0%; -2°; 30°; 26°; 41°; 42°; 127°; 127°; 11136; 17068h; 36°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.25A; 
2025-03-02; 00:11:33; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 57°; 250°; 73%; 0%; 0%; 0%; 87.7%; 405°; 74°; 35°; 0%; -2°; 30°; 28°; 42°; 42°; 127°; 127°; 11136; 17068h; 36°; 80°; 30°; 12%; AN; ZU; TROCKEN; 0.25A; 
2025-03-02; 00:12:33; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 57°; 250°; 73%; 0%; 0%; 0%; 87.7%; 405°; 74°; 35°; 0%; -2°; 30°; 29°; 42°; 42°; 127°; 127°; 11136; 17068h; 36°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.23A; 
2025-03-02; 00:13:33; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 57°; 250°; 73%; 0%; 0%; 0%; 87.7%; 404°; 74°; 34°; 0%; -2°; 30°; 30°; 42°; 42°; 127°; 127°; 11136; 17068h; 36°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.25A; 
2025-03-02; 00:14:33; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 57°; 250°; 73%; 0%; 0%; 0%; 87.7%; 405°; 74°; 34°; 0%; -2°; 30°; 30°; 42°; 42°; 127°; 127°; 11136; 17068h; 36°; 80°; 30°; 12%; AN; ZU; TROCKEN; 0.28A; 
2025-03-02; 00:15:33; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 57°; 250°; 73%; 0%; 0%; 0%; 87.7%; 405°; 74°; 34°; 0%; -2°; 30°; 30°; 42°; 42°; 127°; 127°; 11136; 17068h; 36°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.21A; 
2025-03-02; 00:16:33; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 57°; 250°; 73%; 0%; 0%; 0%; 87.7%; 405°; 74°; 34°; 0%; -2°; 30°; 30°; 42°; 42°; 127°; 127°; 11136; 17068h; 36°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.21A; 
2025-03-02; 00:17:33; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 57°; 250°; 73%; 0%; 0%; 0%; 87.7%; 404°; 74°; 34°; 0%; -2°; 30°; 30°; 42°; 42°; 127°; 127°; 11136; 17068h; 36°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.28A; 
2025-03-02; 00:18:33; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 57°; 249°; 73%; 0%; 0%; 0%; 87.7%; 405°; 74°; 34°; 0%; -2°; 30°; 38°; 42°; 42°; 127°; 127°; 11136; 17068h; 36°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.23A; 
2025-03-02; 00:19:33; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 57°; 248°; 73%; 0%; 0%; 0%; 87.7%; 404°; 74°; 34°; 0%; -2°; 30°; 29°; 42°; 42°; 127°; 127°; 11136; 17068h; 36°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.23A; 
2025-03-02; 00:20:33; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 57°; 250°; 73%; 0%; 0%; 0%; 87.7%; 405°; 74°; 34°; 0%; -2°; 30°; 28°; 42°; 42°; 127°; 127°; 11136; 17068h; 36°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.25A; 
2025-03-02; 00:21:33; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 57°; 250°; 73%; 0%; 0%; 0%; 87.7%; 405°; 74°; 34°; 0%; -2°; 30°; 27°; 42°; 42°; 127°; 127°; 11136; 17068h; 36°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.25A; 
2025-03-02; 00:22:33; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 57°; 250°; 73%; 0%; 0%; 0%; 87.7%; 405°; 74°; 34°; 0%; -2°; 30°; 27°; 42°; 42°; 127°; 127°; 11136; 17068h; 36°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.23A; 
2025-03-02; 00:23:33; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 57°; 250°; 73%; 0%; 0%; 0%; 87.7%; 405°; 74°; 34°; 0%; -2°; 30°; 28°; 42°; 42°; 127°; 127°; 11136; 17068h; 36°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.28A; 
2025-03-02; 00:24:33; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 57°; 250°; 73%; 0%; 0%; 0%; 87.7%; 405°; 74°; 34°; 0%; -2°; 30°; 28°; 42°; 42°; 127°; 127°; 11136; 17068h; 36°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.28A; 
2025-03-02; 00:25:33; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 57°; 250°; 73%; 0%; 0%; 0%; 87.7%; 405°; 74°; 34°; 0%; -2°; 30°; 29°; 42°; 42°; 127°; 127°; 11136; 17068h; 36°; 80°; 30°; 12%; AN; ZU; TROCKEN; 0.32A; 
2025-03-02; 00:26:33; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 57°; 250°; 73%; 0%; 0%; 0%; 87.7%; 405°; 74°; 34°; 0%; -2°; 30°; 30°; 42°; 42°; 127°; 127°; 11136; 17068h; 36°; 80°; 30°; 12%; AN; ZU; TROCKEN; 0.30A; 
2025-03-02; 00:27:33; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 57°; 250°; 73%; 0%; 0%; 0%; 87.7%; 405°; 74°; 34°; 0%; -2°; 30°; 30°; 42°; 42°; 127°; 127°; 11136; 17068h; 36°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.21A; 
2025-03-02; 00:28:33; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 57°; 250°; 73%; 0%; 0%; 0%; 87.7%; 404°; 74°; 34°; 0%; -2°; 30°; 30°; 42°; 42°; 127°; 127°; 11136; 17068h; 36°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.21A; 
2025-03-02; 00:29:33; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 57°; 250°; 73%; 0%; 0%; 0%; 87.7%; 405°; 74°; 34°; 0%; -2°; 30°; 31°; 42°; 42°; 127°; 127°; 11136; 17068h; 36°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.23A; 
2025-03-02; 00:30:33; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 56°; 250°; 72%; 0%; 0%; 0%; 87.7%; 405°; 74°; 34°; 0%; -2°; 30°; 31°; 42°; 42°; 127°; 127°; 11136; 17068h; 36°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.25A; 
2025-03-02; 00:31:33; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 56°; 250°; 72%; 0%; 0%; 0%; 87.7%; 405°; 74°; 34°; 0%; -2°; 30°; 32°; 42°; 42°; 127°; 127°; 11136; 17068h; 36°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.23A; 
2025-03-02; 00:32:33; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 56°; 250°; 72%; 0%; 0%; 0%; 87.7%; 405°; 74°; 34°; 0%; -2°; 30°; 32°; 42°; 42°; 127°; 127°; 11136; 17068h; 36°; 80°; 29°; 12%; AN; ZU; TROCKEN; 0.30A; 
2025-03-02; 00:33:33; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 56°; 123°; 66%; 0%; 0%; 0%; 87.7%; 405°; 74°; 34°; 0%; -2°; 30°; 28°; 42°; 42°; 127°; 127°; 11136; 17068h; 36°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.28A; 
2025-03-02; 00:34:33; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 56°; 66°; 17%; 0%; 0%; 0%; 87.7%; 405°; 74°; 34°; 0%; -2°; 30°; 26°; 42°; 42°; 127°; 127°; 11136; 17068h; 36°; 80°; 30°; 12%; AN; ZU; TROCKEN; 0.30A; 
2025-03-02; 00:35:33; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 56°; 66°; 20%; 0%; 0%; 0%; 87.7%; 405°; 74°; 34°; 0%; -2°; 30°; 26°; 42°; 42°; 127°; 127°; 11136; 17068h; 36°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.28A; 
2025-03-02; 00:36:33; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 56°; 66°; 23%; 0%; 0%; 0%; 87.7%; 405°; 74°; 34°; 0%; -2°; 30°; 26°; 42°; 42°; 127°; 127°; 11136; 17068h; 36°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.30A; 
2025-03-02; 00:37:33; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 56°; 66°; 26%; 0%; 0%; 0%; 87.7%; 404°; 74°; 34°; 0%; -2°; 30°; 28°; 42°; 42°; 127°; 127°; 11136; 17068h; 36°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.25A; 
2025-03-02; 00:38:33; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 56°; 66°; 30%; 0%; 0%; 0%; 87.7%; 405°; 74°; 34°; 0%; -2°; 30°; 28°; 42°; 42°; 127°; 127°; 11136; 17068h; 36°; 80°; 30°; 12%; AN; ZU; TROCKEN; 0.28A; 
2025-03-02; 00:39:33; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 56°; 66°; 33%; 0%; 0%; 0%; 87.7%; 404°; 74°; 34°; 0%; -2°; 30°; 29°; 42°; 42°; 127°; 127°; 11136; 17068h; 36°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.30A; 
2025-03-02; 00:40:33; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 56°; 66°; 36%; 0%; 0%; 0%; 87.7%; 405°; 74°; 34°; 0%; -2°; 30°; 30°; 42°; 42°; 127°; 127°; 11136; 17068h; 36°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.23A; 
2025-03-02; 00:41:33; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 56°; 66°; 40%; 0%; 0%; 0%; 87.7%; 405°; 74°; 33°; 0%; -2°; 30°; 30°; 42°; 42°; 127°; 127°; 11136; 17068h; 36°; 80°; 29°; 12%; AN; ZU; TROCKEN; 0.25A; 
2025-03-02; 00:42:33; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 56°; 66°; 43%; 0%; 0%; 0%; 87.7%; 405°; 72°; 33°; 0%; -2°; 30°; 30°; 42°; 41°; 127°; 127°; 11136; 17068h; 36°; 80°; 30°; 12%; AN; ZU; TROCKEN; 0.30A; 
2025-03-02; 00:43:33; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 56°; 66°; 46%; 0%; 0%; 0%; 87.7%; 405°; 72°; 33°; 0%; -2°; 30°; 30°; 42°; 41°; 127°; 127°; 11136; 17068h; 36°; 80°; 29°; 13%; AN; ZU; TROCKEN; 0.28A; 
