Date;  Time; Betriebsart; Status; Zustand; ROST; Kesseltemp; Abgastemp.; Abgas. SW ; KessStellGr; Saugzug  ; Zuluftgebl; Einschub; Fuellst.:; Feuerraumt; Puffert.ob; Puffert.un; Puffer Pu.; Außentemp; Vorlauft.1sw; Vorlauft.1; Vorlauft.2sw; Vorlauft.2; KTY6_H2; KTY7_H2; Brenn.ST; Laufzeit:; Boardtemp.; Die Kesseltemp. soll sein; Heizungsraum-Temp; Heizungsraum-Feuchtigkeit; Ventilator; Zuluftklappe; Leckwassersensor; Stromstaerke; ; 
2025-01-12; 00:00:30; übergangsbetr.;    Heizen      ; 1; 0; 77°; 161°; 170°; 100%; 39%; 65%; 95%; 94.2%; 426°; 75°; 26°; 62%; -2°; 30°; 30°; 42°; 42°; 127°; 127°; 11046; 16917h; 38°; 80°; 29°; 13%; AUS; OFFEN; TROCKEN; 2.57A; 
2025-01-12; 00:11:30; übergangsbetr.;    Heizen      ; 1; 0; 78°; 166°; 175°; 98%; 38%; 64%; 93%; 92.4%; 429°; 78°; 26°; 71%; -2°; 30°; 29°; 42°; 42°; 127°; 127°; 11046; 16917h; 39°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.88A; 
2025-01-12; 00:12:30; übergangsbetr.;    Heizen      ; 1; 0; 77°; 165°; 177°; 100%; 39%; 65%; 95%; 92.3%; 431°; 78°; 28°; 67%; -2°; 30°; 30°; 42°; 42°; 127°; 127°; 11046; 16917h; 40°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.10A; 
2025-01-12; 00:13:30; übergangsbetr.;    Heizen      ; 1; 0; 77°; 166°; 177°; 100%; 39%; 65%; 95%; 92.1%; 431°; 78°; 28°; 67%; -2°; 30°; 30°; 42°; 41°; 127°; 127°; 11046; 16917h; 40°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.57A; 
2025-01-12; 00:14:30; übergangsbetr.;    Heizen      ; 1; 0; 77°; 167°; 177°; 100%; 39%; 65%; 95%; 92.0%; 431°; 78°; 28°; 67%; -2°; 30°; 30°; 42°; 41°; 127°; 127°; 11046; 16917h; 40°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.40A; 
2025-01-12; 00:15:30; übergangsbetr.;    Heizen      ; 1; 0; 77°; 167°; 177°; 100%; 39%; 65%; 95%; 91.8%; 431°; 78°; 28°; 67%; -2°; 30°; 30°; 42°; 41°; 127°; 127°; 11046; 16917h; 40°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.40A; 
2025-01-12; 00:16:30; übergangsbetr.;    Heizen      ; 1; 0; 77°; 167°; 177°; 100%; 39%; 65%; 95%; 91.6%; 431°; 78°; 28°; 67%; -2°; 30°; 30°; 42°; 41°; 127°; 127°; 11046; 16917h; 40°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.35A; 
2025-01-12; 00:17:30; übergangsbetr.;    Heizen      ; 1; 0; 77°; 167°; 177°; 100%; 39%; 65%; 95%; 91.5%; 431°; 78°; 28°; 67%; -2°; 30°; 29°; 42°; 41°; 127°; 127°; 11046; 16917h; 40°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.76A; 
2025-01-12; 00:18:29; übergangsbetr.;    Heizen      ; 1; 0; 78°; 167°; 175°; 98%; 38%; 64%; 93%; 91.3%; 431°; 78°; 28°; 72%; -2°; 30°; 30°; 42°; 41°; 127°; 127°; 11046; 16917h; 40°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 3.10A; 
2025-01-12; 00:19:29; übergangsbetr.;    Heizen      ; 1; 0; 77°; 167°; 178°; 100%; 39%; 65%; 95%; 91.1%; 432°; 78°; 28°; 67%; -2°; 30°; 30°; 42°; 42°; 127°; 127°; 11046; 16917h; 40°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.31A; 
2025-01-12; 00:20:29; übergangsbetr.;    Heizen      ; 1; 0; 77°; 166°; 178°; 100%; 39%; 65%; 95%; 91.0%; 432°; 79°; 28°; 67%; -2°; 30°; 30°; 42°; 42°; 127°; 127°; 11046; 16917h; 40°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.95A; 
2025-01-12; 00:21:29; übergangsbetr.;    Heizen      ; 1; 0; 77°; 167°; 179°; 100%; 39%; 65%; 95%; 90.8%; 432°; 79°; 29°; 67%; -2°; 30°; 30°; 42°; 42°; 127°; 127°; 11046; 16917h; 40°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.50A; 
2025-01-12; 00:22:29; übergangsbetr.;    Heizen      ; 1; 0; 77°; 167°; 179°; 100%; 39%; 65%; 95%; 90.7%; 432°; 79°; 29°; 67%; -2°; 30°; 29°; 42°; 42°; 127°; 127°; 11046; 16917h; 40°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.72A; 
2025-01-12; 00:23:30; übergangsbetr.;    Heizen      ; 1; 0; 77°; 167°; 179°; 100%; 39%; 65%; 95%; 90.5%; 432°; 79°; 30°; 67%; -2°; 30°; 30°; 42°; 42°; 127°; 127°; 11046; 16917h; 40°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.48A; 
2025-01-12; 00:24:30; übergangsbetr.;    Heizen      ; 1; 0; 77°; 169°; 180°; 99%; 38%; 64%; 94%; 90.3%; 433°; 79°; 30°; 68%; -2°; 30°; 30°; 42°; 42°; 127°; 127°; 11046; 16917h; 41°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 3.10A; 
2025-01-12; 00:25:30; übergangsbetr.;    Heizen      ; 1; 0; 77°; 168°; 180°; 100%; 39%; 65%; 95%; 90.2%; 433°; 79°; 31°; 68%; -2°; 30°; 30°; 42°; 42°; 127°; 127°; 11046; 16917h; 41°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.65A; 
2025-01-12; 00:26:30; übergangsbetr.;    Heizen      ; 1; 0; 77°; 168°; 180°; 100%; 39%; 65%; 95%; 90.0%; 433°; 79°; 32°; 68%; -2°; 30°; 30°; 42°; 42°; 127°; 127°; 11046; 16917h; 41°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.80A; 
2025-01-12; 00:27:30; übergangsbetr.;    Heizen      ; 1; 0; 77°; 168°; 180°; 100%; 39%; 65%; 95%; 89.9%; 433°; 79°; 33°; 68%; -2°; 30°; 30°; 42°; 42°; 127°; 127°; 11046; 16917h; 41°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 3.05A; 
2025-01-12; 00:28:30; übergangsbetr.;    Heizen      ; 1; 0; 77°; 168°; 180°; 100%; 39%; 65%; 95%; 89.7%; 434°; 79°; 35°; 68%; -2°; 30°; 29°; 42°; 42°; 127°; 127°; 11046; 16917h; 41°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.38A; 
2025-01-12; 00:29:30; übergangsbetr.;    Heizen      ; 1; 0; 80°; 168°; 171°; 91%; 35%; 61%; 89%; 89.5%; 435°; 79°; 36°; 100%; -2°; 30°; 29°; 42°; 42°; 127°; 127°; 11046; 16917h; 41°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 1.99A; 
2025-01-12; 00:30:30; übergangsbetr.;   Abreinigen   ; 1; 0; 78°; 169°; 179°; 100%; 100%; 100%; 0%; 89.5%; 435°; 79°; 38°; 76%; -2°; 30°; 30°; 42°; 50°; 127°; 127°; 11046; 16917h; 41°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 1.40A; 
2025-01-12; 00:31:30; übergangsbetr.;   Abreinigen   ; 1; 0; 80°; 166°; 170°; 92%; 100%; 100%; 0%; 89.5%; 435°; 80°; 42°; 89%; -2°; 30°; 29°; 42°; 35°; 127°; 127°; 11046; 16917h; 41°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 1.51A; 
2025-01-12; 00:32:30; übergangsbetr.;   Abreinigen   ; 1; 0; 78°; 155°; 179°; 98%; 100%; 100%; 0%; 89.5%; 434°; 80°; 44°; 0%; -2°; 30°; 30°; 42°; 37°; 127°; 127°; 11046; 16917h; 41°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 1.15A; 
2025-01-12; 00:33:30; übergangsbetr.;   Abreinigen   ; 1; 0; 77°; 144°; 184°; 100%; 100%; 100%; 0%; 89.5%; 433°; 80°; 46°; 0%; -2°; 30°; 30°; 42°; 43°; 127°; 127°; 11046; 16917h; 41°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 1.19A; 
2025-01-12; 00:34:30; übergangsbetr.;   Abreinigen   ; 1; 0; 78°; 133°; 183°; 100%; 100%; 100%; 0%; 89.5%; 432°; 79°; 50°; 82%; -2°; 30°; 29°; 42°; 42°; 127°; 127°; 11046; 16917h; 41°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 1.44A; 
2025-01-12; 00:35:30; übergangsbetr.;   Abreinigen   ; 1; 0; 79°; 124°; 178°; 99%; 100%; 100%; 100%; 89.4%; 430°; 79°; 52°; 100%; -2°; 30°; 29°; 42°; 41°; 127°; 127°; 11046; 16917h; 41°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.55A; 
2025-01-12; 00:36:30; übergangsbetr.;   Abreinigen   ; 1; 0; 77°; 126°; 188°; 96%; 100%; 100%; 100%; 89.2%; 429°; 79°; 54°; 0%; -2°; 30°; 29°; 42°; 41°; 127°; 127°; 11046; 16917h; 41°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.21A; 
2025-01-12; 00:37:30; übergangsbetr.;   Abreinigen   ; 1; 0; 77°; 142°; 189°; 98%; 100%; 100%; 100%; 89.0%; 429°; 79°; 54°; 80%; -2°; 30°; 29°; 42°; 41°; 127°; 127°; 11046; 16917h; 41°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.57A; 
2025-01-12; 00:38:30; übergangsbetr.;   Abreinigen   ; 1; 0; 79°; 155°; 183°; 90%; 100%; 100%; 0%; 89.0%; 429°; 79°; 56°; 96%; -2°; 30°; 28°; 42°; 38°; 127°; 127°; 11046; 16917h; 41°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 1.55A; 
2025-01-12; 00:39:30; übergangsbetr.;   Abreinigen   ; 1; 0; 78°; 150°; 188°; 98%; 100%; 100%; 0%; 89.0%; 430°; 79°; 58°; 0%; -2°; 30°; 30°; 42°; 44°; 127°; 127°; 11046; 16917h; 41°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 1.17A; 
2025-01-12; 00:40:30; übergangsbetr.;   Abreinigen   ; 1; 0; 76°; 141°; 195°; 100%; 100%; 100%; 0%; 89.0%; 431°; 79°; 59°; 0%; -2°; 30°; 30°; 42°; 47°; 127°; 127°; 11046; 16917h; 42°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 1.21A; 
2025-01-12; 00:41:30; übergangsbetr.;   Abreinigen   ; 1; 0; 78°; 131°; 193°; 100%; 100%; 100%; 0%; 89.0%; 430°; 78°; 61°; 82%; -2°; 30°; 29°; 42°; 41°; 127°; 127°; 11046; 16917h; 42°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 1.42A; 
2025-01-12; 00:42:30; übergangsbetr.;   Abreinigen   ; 1; 0; 78°; 123°; 192°; 100%; 100%; 100%; 0%; 89.0%; 429°; 78°; 63°; 100%; -2°; 30°; 29°; 42°; 38°; 127°; 127°; 11046; 16917h; 42°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 1.48A; 
2025-01-12; 00:43:30; übergangsbetr.;    Heizen      ; 1; 0; 76°; 116°; 193°; 97%; 37%; 63%; 91%; 88.9%; 427°; 78°; 64°; 0%; -2°; 30°; 30°; 42°; 41°; 127°; 127°; 11046; 16917h; 42°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.02A; 
2025-01-12; 00:44:30; übergangsbetr.;    Heizen      ; 1; 0; 76°; 115°; 188°; 100%; 39%; 65%; 95%; 88.7%; 426°; 78°; 66°; 71%; -2°; 30°; 30°; 42°; 41°; 127°; 127°; 11046; 16917h; 42°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.78A; 
2025-01-12; 00:45:30; übergangsbetr.;    Heizen      ; 1; 0; 78°; 123°; 177°; 95%; 36%; 62%; 90%; 88.6%; 426°; 78°; 66°; 100%; -2°; 30°; 30°; 42°; 38°; 127°; 127°; 11046; 16917h; 42°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.95A; 
2025-01-12; 00:46:30; übergangsbetr.;    Heizen      ; 1; 0; 76°; 135°; 183°; 97%; 37%; 63%; 91%; 88.4%; 426°; 78°; 67°; 0%; -2°; 30°; 30°; 42°; 46°; 127°; 127°; 11046; 16917h; 42°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 1.97A; 
2025-01-12; 00:47:30; übergangsbetr.;    Heizen      ; 1; 0; 76°; 142°; 182°; 99%; 39%; 65%; 95%; 88.2%; 427°; 78°; 68°; 69%; -2°; 30°; 30°; 42°; 51°; 127°; 127°; 11046; 16917h; 42°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.21A; 
2025-01-12; 00:48:30; übergangsbetr.;    Heizen      ; 1; 0; 78°; 147°; 176°; 94%; 35%; 61%; 89%; 88.1%; 427°; 78°; 70°; 84%; -2°; 30°; 29°; 42°; 36°; 127°; 127°; 11046; 16917h; 42°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.74A; 
2025-01-12; 00:49:30; übergangsbetr.; Abst.Warten   1; 1; 0; 75°; 149°; 188°; 100%; 35%; 40%; 0%; 88.0%; 428°; 78°; 72°; 0%; -2°; 30°; 31°; 42°; 45°; 127°; 127°; 11046; 16917h; 42°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 1.74A; 
2025-01-12; 00:50:30; übergangsbetr.; Abst.Warten   1; 1; 0; 76°; 141°; 184°; 100%; 35%; 40%; 0%; 88.0%; 428°; 78°; 74°; 0%; -2°; 30°; 30°; 42°; 46°; 127°; 127°; 11046; 16917h; 42°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 1.82A; 
2025-01-12; 00:51:30; übergangsbetr.; Abst.Warten   1; 1; 0; 78°; 132°; 181°; 100%; 35%; 40%; 0%; 88.0%; 428°; 78°; 74°; 0%; -2°; 30°; 30°; 42°; 42°; 127°; 127°; 11046; 16917h; 42°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 1.38A; 
2025-01-12; 00:52:30; übergangsbetr.; Abst.Warten   1; 1; 0; 80°; 125°; 174°; 100%; 35%; 40%; 0%; 88.0%; 428°; 78°; 75°; 100%; -2°; 30°; 29°; 42°; 38°; 127°; 127°; 11046; 16917h; 42°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 1.42A; 
2025-01-12; 00:53:30; übergangsbetr.; Abst.Warten   1; 1; 0; 80°; 120°; 172°; 100%; 35%; 40%; 0%; 88.0%; 427°; 78°; 76°; 100%; -2°; 30°; 28°; 42°; 37°; 127°; 127°; 11046; 16918h; 42°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.23A; 
2025-01-12; 00:54:30; übergangsbetr.; Abst.Warten   1; 1; 0; 80°; 115°; 175°; 100%; 35%; 40%; 0%; 88.0%; 426°; 78°; 76°; 0%; -2°; 30°; 28°; 42°; 41°; 127°; 127°; 11046; 16918h; 42°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.02A; 
2025-01-12; 00:55:30; übergangsbetr.; Abst.Warten   1; 1; 0; 80°; 111°; 171°; 100%; 35%; 40%; 0%; 88.0%; 425°; 78°; 76°; 0%; -2°; 30°; 28°; 42°; 39°; 127°; 127°; 11046; 16918h; 42°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.06A; 
2025-01-12; 00:56:30; übergangsbetr.; Abst.Warten   1; 1; 0; 80°; 107°; 171°; 100%; 35%; 40%; 0%; 88.0%; 424°; 78°; 76°; 0%; -2°; 30°; 28°; 42°; 39°; 127°; 127°; 11046; 16918h; 42°; 80°; 31°; 12%; AUS; OFFEN; TROCKEN; 1.87A; 
2025-01-12; 00:57:30; übergangsbetr.; Abst.Warten   1; 1; 0; 80°; 104°; 172°; 100%; 35%; 40%; 0%; 88.0%; 423°; 78°; 76°; 0%; -2°; 30°; 29°; 42°; 42°; 127°; 127°; 11046; 16918h; 42°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 1.99A; 
2025-01-12; 00:58:30; übergangsbetr.; Abst.Warten   1; 1; 0; 80°; 101°; 172°; 100%; 35%; 40%; 0%; 88.0%; 422°; 78°; 76°; 0%; -2°; 30°; 29°; 42°; 45°; 127°; 127°; 11046; 16918h; 42°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 1.40A; 
2025-01-12; 00:59:30; übergangsbetr.; Abst.Warten   2; 1; 0; 80°; 98°; 172°; 98%; 0%; 0%; 0%; 88.0%; 421°; 78°; 76°; 0%; -2°; 30°; 28°; 42°; 44°; 127°; 127°; 11046; 16918h; 42°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 0.21A; 
2025-01-12; 01:00:30; übergangsbetr.; Abst.Warten   2; 1; 0; 80°; 97°; 170°; 98%; 0%; 0%; 0%; 88.0%; 420°; 78°; 76°; 0%; -2°; 30°; 28°; 42°; 39°; 127°; 127°; 11046; 16918h; 42°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 0.28A; 
2025-01-12; 01:01:31; übergangsbetr.; Abst.Warten   2; 1; 0; 80°; 96°; 170°; 97%; 0%; 0%; 0%; 88.0%; 420°; 78°; 76°; 0%; -2°; 30°; 28°; 42°; 38°; 127°; 127°; 11046; 16918h; 42°; 80°; 31°; 12%; AUS; OFFEN; TROCKEN; 0.23A; 
2025-01-12; 01:02:31; übergangsbetr.; Abst.Warten   2; 1; 0; 80°; 94°; 171°; 96%; 0%; 0%; 0%; 88.0%; 419°; 78°; 76°; 0%; -2°; 30°; 29°; 42°; 42°; 127°; 127°; 11046; 16918h; 42°; 80°; 31°; 12%; AUS; OFFEN; TROCKEN; 0.23A; 
2025-01-12; 01:03:31; übergangsbetr.; Abst.Warten   2; 1; 0; 82°; 93°; 165°; 92%; 0%; 0%; 0%; 88.0%; 419°; 78°; 76°; 100%; -2°; 30°; 29°; 42°; 42°; 127°; 127°; 11046; 16918h; 42°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 0.30A; 
2025-01-12; 01:04:31; übergangsbetr.; Abst.Warten   2; 1; 0; 80°; 91°; 169°; 94%; 0%; 0%; 0%; 88.0%; 418°; 78°; 76°; 0%; -2°; 30°; 29°; 42°; 42°; 127°; 127°; 11046; 16918h; 42°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 0.23A; 
2025-01-12; 01:05:31; übergangsbetr.; Abst.Warten   2; 1; 0; 80°; 90°; 171°; 93%; 0%; 0%; 0%; 88.0%; 418°; 78°; 76°; 0%; -2°; 30°; 30°; 42°; 42°; 127°; 127°; 11046; 16918h; 42°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 0.30A; 
2025-01-12; 01:06:31; übergangsbetr.; Abst.Warten   2; 1; 0; 80°; 89°; 169°; 93%; 0%; 0%; 0%; 88.0%; 416°; 78°; 76°; 0%; -2°; 30°; 30°; 42°; 42°; 127°; 127°; 11046; 16918h; 42°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 0.28A; 
2025-01-12; 01:07:31; übergangsbetr.; Abst.Warten   2; 1; 0; 78°; 87°; 179°; 91%; 0%; 0%; 0%; 88.0%; 415°; 78°; 76°; 0%; -2°; 30°; 30°; 42°; 41°; 127°; 127°; 11046; 16918h; 41°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 0.28A; 
2025-01-12; 01:08:31; übergangsbetr.; Abst.Warten   2; 1; 0; 80°; 86°; 173°; 91%; 0%; 0%; 0%; 88.0%; 415°; 78°; 76°; 0%; -2°; 30°; 30°; 42°; 42°; 127°; 127°; 11046; 16918h; 41°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 0.28A; 
2025-01-12; 01:09:31; übergangsbetr.; Abst.Warten   2; 1; 0; 79°; 85°; 176°; 90%; 0%; 0%; 0%; 88.0%; 414°; 78°; 76°; 0%; -2°; 30°; 30°; 42°; 40°; 127°; 127°; 11046; 16918h; 41°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 0.21A; 
2025-01-12; 01:10:31; übergangsbetr.; Abst.Warten   2; 1; 0; 80°; 84°; 174°; 90%; 0%; 0%; 0%; 88.0%; 414°; 78°; 76°; 0%; -2°; 30°; 30°; 42°; 42°; 127°; 127°; 11046; 16918h; 41°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 0.21A; 
2025-01-12; 01:11:31; übergangsbetr.; Abst.Warten   2; 1; 0; 80°; 84°; 174°; 90%; 0%; 0%; 0%; 88.0%; 414°; 78°; 76°; 0%; -2°; 30°; 30°; 42°; 41°; 127°; 127°; 11046; 16918h; 41°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 0.25A; 
2025-01-12; 01:12:31; übergangsbetr.; Abst.Warten   2; 1; 0; 80°; 83°; 173°; 88%; 0%; 0%; 0%; 88.0%; 413°; 78°; 76°; 100%; -2°; 30°; 30°; 42°; 42°; 127°; 127°; 11046; 16918h; 41°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 0.25A; 
2025-01-12; 01:13:31; übergangsbetr.; Abst.Warten   2; 1; 0; 80°; 83°; 175°; 89%; 0%; 0%; 0%; 88.0%; 413°; 77°; 75°; 100%; -2°; 30°; 30°; 42°; 42°; 127°; 127°; 11046; 16918h; 41°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 0.49A; 
2025-01-12; 01:14:31; übergangsbetr.; Abst.Warten   2; 1; 0; 78°; 82°; 182°; 88%; 0%; 0%; 0%; 88.0%; 413°; 78°; 75°; 0%; -2°; 30°; 30°; 42°; 42°; 127°; 127°; 11046; 16918h; 41°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 0.30A; 
2025-01-12; 01:15:31; übergangsbetr.; Abst.Warten   2; 1; 0; 79°; 82°; 179°; 88%; 0%; 0%; 0%; 88.0%; 413°; 78°; 75°; 0%; -2°; 30°; 30°; 42°; 42°; 127°; 127°; 11046; 16918h; 41°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 0.28A; 
2025-01-12; 01:16:31; übergangsbetr.; Abst.Warten   2; 1; 0; 78°; 81°; 183°; 88%; 0%; 0%; 0%; 88.0%; 413°; 78°; 75°; 0%; -2°; 30°; 30°; 42°; 42°; 127°; 127°; 11046; 16918h; 41°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 0.23A; 
2025-01-12; 01:17:31; übergangsbetr.; Abst.Warten   2; 1; 0; 78°; 81°; 187°; 88%; 0%; 0%; 0%; 88.0%; 412°; 78°; 74°; 0%; -2°; 30°; 30°; 42°; 42°; 127°; 127°; 11046; 16918h; 41°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 0.30A; 
2025-01-12; 01:18:31; übergangsbetr.; Abst.Warten   2; 1; 0; 78°; 80°; 186°; 87%; 0%; 0%; 0%; 88.0%; 412°; 78°; 74°; 0%; -2°; 30°; 30°; 42°; 42°; 127°; 127°; 11046; 16918h; 41°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 0.23A; 
