Date;  Time; Betriebsart; Status; Zustand; ROST; Kesseltemp; Abgastemp.; Abgas. SW ; KessStellGr; Saugzug  ; Zuluftgebl; Einschub; Fuellst.:; Feuerraumt; Puffert.ob; Puffert.un; Puffer Pu.; Außentemp; Vorlauft.1sw; Vorlauft.1; Vorlauft.2sw; Vorlauft.2; KTY6_H2; KTY7_H2; Brenn.ST; Laufzeit:; Boardtemp.; Die Kesseltemp. soll sein; Heizungsraum-Temp; Heizungsraum-Feuchtigkeit; Ventilator; Zuluftklappe; Leckwassersensor; Stromstaerke; ; 
2025-01-23; 00:00:10; übergangsbetr.;    Heizen      ; 1; 0; 78°; 150°; 154°; 88%; 35%; 59%; 85%; 83.2%; 422°; 58°; 24°; 62%; -1°; 30°; 29°; 42°; 42°; 127°; 127°; 11069; 16954h; 37°; 80°; 28°; 14%; AUS; OFFEN; TROCKEN; 2.69A; 
2025-01-23; 00:23:10; übergangsbetr.;    Heizen      ; 1; 0; 77°; 166°; 173°; 100%; 39%; 65%; 95%; 79.6%; 430°; 72°; 25°; 65%; -1°; 30°; 30°; 42°; 42°; 127°; 127°; 11069; 16955h; 39°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.44A; 
2025-01-23; 00:24:10; übergangsbetr.;    Heizen      ; 1; 0; 77°; 167°; 174°; 100%; 39%; 65%; 95%; 79.4%; 431°; 72°; 26°; 65%; -1°; 30°; 29°; 42°; 42°; 127°; 127°; 11069; 16955h; 40°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 3.08A; 
2025-01-23; 00:25:10; übergangsbetr.;    Heizen      ; 1; 0; 77°; 168°; 175°; 99%; 38%; 64%; 94%; 79.3%; 432°; 72°; 26°; 65%; -1°; 30°; 28°; 42°; 42°; 127°; 127°; 11069; 16955h; 40°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.23A; 
2025-01-23; 00:26:10; übergangsbetr.;    Heizen      ; 1; 0; 77°; 167°; 176°; 100%; 39%; 65%; 95%; 79.1%; 432°; 72°; 26°; 66%; -1°; 30°; 28°; 42°; 43°; 127°; 127°; 11069; 16955h; 40°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.52A; 
2025-01-23; 00:27:10; übergangsbetr.;    Heizen      ; 1; 0; 77°; 167°; 176°; 100%; 39%; 65%; 95%; 78.9%; 432°; 72°; 26°; 66%; -1°; 30°; 28°; 42°; 43°; 127°; 127°; 11069; 16955h; 40°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.50A; 
2025-01-23; 00:28:10; übergangsbetr.;    Heizen      ; 1; 0; 77°; 167°; 176°; 100%; 39%; 65%; 95%; 78.8%; 432°; 72°; 26°; 66%; -1°; 30°; 28°; 42°; 43°; 127°; 127°; 11069; 16955h; 40°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.99A; 
2025-01-23; 00:29:10; übergangsbetr.;    Heizen      ; 1; 0; 77°; 167°; 176°; 100%; 39%; 65%; 95%; 78.6%; 432°; 74°; 26°; 66%; -1°; 30°; 28°; 42°; 43°; 127°; 127°; 11069; 16955h; 40°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 3.03A; 
2025-01-23; 00:30:10; übergangsbetr.;   Abreinigen   ; 1; 0; 77°; 167°; 177°; 100%; 100%; 100%; 0%; 78.5%; 432°; 74°; 28°; 66%; -1°; 30°; 28°; 42°; 42°; 127°; 127°; 11069; 16955h; 40°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 1.32A; 
2025-01-23; 00:31:10; übergangsbetr.;   Abreinigen   ; 1; 0; 77°; 171°; 179°; 100%; 100%; 100%; 0%; 78.5%; 432°; 74°; 28°; 66%; -1°; 30°; 28°; 42°; 42°; 127°; 127°; 11069; 16955h; 40°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 1.32A; 
2025-01-23; 00:32:10; übergangsbetr.;   Abreinigen   ; 1; 0; 76°; 162°; 182°; 100%; 100%; 100%; 0%; 78.5%; 433°; 74°; 28°; 60%; -1°; 30°; 29°; 42°; 41°; 127°; 127°; 11069; 16955h; 40°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 1.36A; 
2025-01-23; 00:33:10; übergangsbetr.;   Abreinigen   ; 1; 0; 76°; 150°; 185°; 98%; 100%; 100%; 0%; 78.5%; 432°; 74°; 29°; 56%; -1°; 30°; 30°; 42°; 40°; 127°; 127°; 11069; 16955h; 40°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 1.36A; 
2025-01-23; 00:34:10; übergangsbetr.;   Abreinigen   ; 1; 0; 76°; 138°; 187°; 98%; 100%; 100%; 0%; 78.5%; 431°; 74°; 29°; 51%; -1°; 30°; 30°; 42°; 38°; 127°; 127°; 11069; 16955h; 40°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 1.32A; 
2025-01-23; 00:35:10; übergangsbetr.;   Abreinigen   ; 1; 0; 76°; 127°; 189°; 100%; 100%; 100%; 100%; 78.4%; 430°; 74°; 30°; 49%; -1°; 30°; 30°; 42°; 37°; 127°; 127°; 11069; 16955h; 40°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.33A; 
2025-01-23; 00:36:11; übergangsbetr.;   Abreinigen   ; 1; 0; 76°; 125°; 196°; 100%; 100%; 100%; 100%; 78.3%; 430°; 74°; 30°; 40%; -1°; 30°; 28°; 42°; 38°; 127°; 127°; 11069; 16955h; 41°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.33A; 
2025-01-23; 00:37:11; übergangsbetr.;   Abreinigen   ; 1; 0; 76°; 136°; 198°; 100%; 100%; 100%; 100%; 78.1%; 429°; 74°; 30°; 40%; -1°; 30°; 28°; 42°; 41°; 127°; 127°; 11069; 16955h; 41°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.40A; 
2025-01-23; 00:38:11; übergangsbetr.;   Abreinigen   ; 1; 0; 76°; 151°; 197°; 97%; 100%; 100%; 0%; 78.0%; 429°; 74°; 30°; 49%; -1°; 30°; 28°; 42°; 42°; 127°; 127°; 11069; 16955h; 41°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 1.32A; 
2025-01-23; 00:39:11; übergangsbetr.;   Abreinigen   ; 1; 0; 77°; 153°; 197°; 98%; 100%; 100%; 0%; 78.0%; 430°; 74°; 31°; 52%; -1°; 30°; 28°; 42°; 43°; 127°; 127°; 11069; 16955h; 41°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 1.38A; 
2025-01-23; 00:40:11; übergangsbetr.;   Abreinigen   ; 1; 0; 77°; 143°; 199°; 100%; 100%; 100%; 0%; 78.0%; 430°; 74°; 32°; 51%; -1°; 30°; 28°; 42°; 44°; 127°; 127°; 11069; 16955h; 41°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 1.34A; 
2025-01-23; 00:41:11; übergangsbetr.;   Abreinigen   ; 1; 0; 76°; 132°; 203°; 100%; 100%; 100%; 0%; 78.0%; 429°; 74°; 32°; 44%; -1°; 30°; 29°; 42°; 43°; 127°; 127°; 11069; 16955h; 41°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 1.34A; 
2025-01-23; 00:42:10; übergangsbetr.;   Abreinigen   ; 1; 0; 76°; 123°; 205°; 100%; 100%; 100%; 0%; 78.0%; 428°; 74°; 32°; 42%; -1°; 30°; 29°; 42°; 42°; 127°; 127°; 11069; 16955h; 41°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 1.38A; 
2025-01-23; 00:43:10; übergangsbetr.;    Heizen      ; 1; 0; 76°; 116°; 206°; 100%; 39%; 65%; 95%; 77.9%; 427°; 74°; 32°; 40%; -1°; 30°; 29°; 42°; 42°; 127°; 127°; 11069; 16955h; 41°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.44A; 
2025-01-23; 00:44:10; übergangsbetr.;    Heizen      ; 1; 0; 76°; 112°; 206°; 100%; 39%; 65%; 95%; 77.8%; 426°; 74°; 33°; 40%; -1°; 30°; 29°; 42°; 42°; 127°; 127°; 11069; 16955h; 41°; 80°; 30°; 12%; AUS; OFFEN; TROCKEN; 2.48A; 
2025-01-23; 00:45:10; übergangsbetr.;    Heizen      ; 1; 0; 76°; 120°; 206°; 100%; 39%; 65%; 95%; 77.6%; 425°; 74°; 33°; 40%; -1°; 30°; 30°; 42°; 42°; 127°; 127°; 11069; 16955h; 41°; 80°; 30°; 12%; AUS; OFFEN; TROCKEN; 2.65A; 
2025-01-23; 00:46:10; übergangsbetr.;    Heizen      ; 1; 0; 77°; 133°; 204°; 100%; 39%; 65%; 95%; 77.5%; 425°; 74°; 34°; 45%; -1°; 30°; 30°; 42°; 42°; 127°; 127°; 11069; 16955h; 41°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.12A; 
2025-01-23; 00:47:10; übergangsbetr.;    Heizen      ; 1; 0; 78°; 141°; 202°; 100%; 39%; 65%; 95%; 77.3%; 426°; 74°; 34°; 52%; -1°; 30°; 32°; 42°; 43°; 127°; 127°; 11069; 16955h; 41°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.10A; 
2025-01-23; 00:48:10; übergangsbetr.;    Heizen      ; 1; 0; 78°; 147°; 203°; 100%; 39%; 65%; 95%; 77.1%; 426°; 74°; 34°; 54%; -1°; 30°; 30°; 42°; 42°; 127°; 127°; 11069; 16955h; 41°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.82A; 
2025-01-23; 00:49:10; übergangsbetr.;    Heizen      ; 1; 0; 78°; 153°; 201°; 98%; 38%; 64%; 94%; 77.0%; 427°; 74°; 36°; 62%; -1°; 30°; 29°; 42°; 42°; 127°; 127°; 11069; 16955h; 41°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.31A; 
2025-01-23; 00:50:10; übergangsbetr.;    Heizen      ; 1; 0; 78°; 155°; 201°; 100%; 39%; 65%; 95%; 76.8%; 429°; 74°; 36°; 61%; -1°; 30°; 29°; 42°; 42°; 127°; 127°; 11069; 16955h; 41°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.93A; 
2025-01-23; 00:51:10; übergangsbetr.;    Heizen      ; 1; 0; 78°; 157°; 201°; 100%; 39%; 65%; 95%; 76.7%; 430°; 74°; 38°; 63%; -1°; 30°; 29°; 42°; 42°; 127°; 127°; 11069; 16955h; 41°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 3.01A; 
2025-01-23; 00:52:10; übergangsbetr.;    Heizen      ; 1; 0; 78°; 158°; 201°; 100%; 39%; 65%; 95%; 76.5%; 430°; 74°; 40°; 66%; -1°; 30°; 29°; 42°; 42°; 127°; 127°; 11069; 16955h; 41°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.46A; 
2025-01-23; 00:53:10; übergangsbetr.;    Heizen      ; 1; 0; 78°; 160°; 199°; 99%; 38%; 64%; 94%; 76.3%; 431°; 74°; 42°; 67%; -1°; 30°; 29°; 42°; 41°; 127°; 127°; 11069; 16955h; 41°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.93A; 
2025-01-23; 00:54:10; übergangsbetr.;    Heizen      ; 1; 0; 77°; 161°; 199°; 100%; 39%; 65%; 95%; 76.2%; 431°; 74°; 44°; 62%; -1°; 30°; 30°; 42°; 41°; 127°; 127°; 11069; 16955h; 41°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.25A; 
2025-01-23; 00:55:10; übergangsbetr.;    Heizen      ; 1; 0; 77°; 161°; 199°; 100%; 39%; 65%; 95%; 76.0%; 432°; 74°; 46°; 62%; -1°; 30°; 30°; 42°; 42°; 127°; 127°; 11069; 16955h; 41°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.95A; 
2025-01-23; 00:56:10; übergangsbetr.;    Heizen      ; 1; 0; 77°; 163°; 199°; 99%; 39%; 65%; 95%; 75.8%; 432°; 74°; 48°; 62%; -1°; 30°; 30°; 42°; 42°; 127°; 127°; 11069; 16955h; 41°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.72A; 
2025-01-23; 00:57:10; übergangsbetr.;    Heizen      ; 1; 0; 77°; 163°; 199°; 100%; 39%; 65%; 95%; 75.7%; 432°; 74°; 50°; 62%; -1°; 30°; 31°; 42°; 42°; 127°; 127°; 11069; 16955h; 41°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.52A; 
2025-01-23; 00:58:10; übergangsbetr.;    Heizen      ; 1; 0; 77°; 163°; 199°; 100%; 39%; 65%; 95%; 75.5%; 433°; 75°; 52°; 62%; -1°; 30°; 32°; 42°; 42°; 127°; 127°; 11069; 16955h; 41°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.74A; 
2025-01-23; 00:59:10; übergangsbetr.;    Heizen      ; 1; 0; 77°; 164°; 199°; 100%; 39%; 65%; 95%; 75.4%; 433°; 75°; 54°; 63%; -1°; 30°; 34°; 42°; 40°; 127°; 127°; 11069; 16955h; 41°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.63A; 
2025-01-23; 01:00:10; übergangsbetr.;    Heizen      ; 1; 0; 77°; 165°; 199°; 100%; 39%; 65%; 95%; 75.2%; 433°; 76°; 56°; 63%; -1°; 30°; 29°; 42°; 40°; 127°; 127°; 11069; 16955h; 41°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.93A; 
2025-01-23; 01:01:10; übergangsbetr.;    Heizen      ; 1; 0; 77°; 164°; 199°; 100%; 39%; 65%; 95%; 75.0%; 434°; 76°; 58°; 63%; -1°; 30°; 28°; 42°; 41°; 127°; 127°; 11069; 16955h; 41°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.38A; 
2025-01-23; 01:02:10; übergangsbetr.;    Heizen      ; 1; 0; 76°; 164°; 199°; 100%; 39%; 65%; 95%; 74.9%; 435°; 76°; 60°; 57%; -1°; 30°; 28°; 42°; 42°; 127°; 127°; 11069; 16955h; 41°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.48A; 
2025-01-23; 01:03:10; übergangsbetr.;    Heizen      ; 1; 0; 77°; 164°; 197°; 100%; 39%; 65%; 95%; 74.7%; 435°; 77°; 63°; 61%; -1°; 30°; 27°; 42°; 41°; 127°; 127°; 11069; 16955h; 41°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.44A; 
2025-01-23; 01:04:10; übergangsbetr.;    Heizen      ; 1; 0; 76°; 165°; 195°; 100%; 38%; 64%; 93%; 74.6%; 435°; 77°; 64°; 56%; -1°; 30°; 27°; 42°; 42°; 127°; 127°; 11069; 16955h; 41°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.93A; 
2025-01-23; 01:05:10; übergangsbetr.;    Heizen      ; 1; 0; 77°; 165°; 194°; 100%; 39%; 65%; 95%; 74.4%; 435°; 77°; 66°; 60%; -1°; 30°; 27°; 42°; 43°; 127°; 127°; 11069; 16955h; 41°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 3.08A; 
2025-01-23; 01:06:10; übergangsbetr.;    Heizen      ; 1; 0; 77°; 166°; 193°; 98%; 38%; 64%; 93%; 74.2%; 435°; 78°; 67°; 59%; -1°; 30°; 28°; 42°; 41°; 127°; 127°; 11069; 16955h; 41°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.86A; 
2025-01-23; 01:07:10; übergangsbetr.;    Heizen      ; 1; 0; 76°; 165°; 195°; 100%; 39%; 65%; 95%; 74.1%; 435°; 78°; 68°; 52%; -1°; 30°; 29°; 42°; 38°; 127°; 127°; 11069; 16955h; 41°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.74A; 
2025-01-23; 01:08:10; übergangsbetr.;    Heizen      ; 1; 0; 77°; 167°; 193°; 98%; 38%; 64%; 93%; 73.9%; 436°; 78°; 70°; 55%; -1°; 30°; 29°; 42°; 37°; 127°; 127°; 11069; 16955h; 42°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.57A; 
2025-01-23; 01:09:10; übergangsbetr.;    Heizen      ; 1; 0; 77°; 168°; 193°; 100%; 39%; 65%; 95%; 73.8%; 436°; 78°; 70°; 55%; -1°; 30°; 30°; 42°; 42°; 127°; 127°; 11069; 16955h; 42°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.48A; 
2025-01-23; 01:10:10; übergangsbetr.; Abst.Warten   1; 1; 0; 78°; 163°; 192°; 100%; 35%; 40%; 0%; 73.7%; 436°; 79°; 72°; 62%; -1°; 30°; 30°; 42°; 44°; 127°; 127°; 11069; 16955h; 42°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 1.46A; 
2025-01-23; 01:11:10; übergangsbetr.; Abst.Warten   1; 1; 0; 77°; 151°; 196°; 100%; 35%; 40%; 0%; 73.7%; 436°; 79°; 72°; 58%; -1°; 30°; 32°; 42°; 46°; 127°; 127°; 11069; 16955h; 42°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 1.53A; 
2025-01-23; 01:12:10; übergangsbetr.; Abst.Warten   1; 1; 0; 78°; 142°; 196°; 100%; 35%; 40%; 0%; 73.7%; 434°; 79°; 72°; 0%; -1°; 30°; 31°; 42°; 40°; 127°; 127°; 11069; 16955h; 42°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 1.89A; 
2025-01-23; 01:13:10; übergangsbetr.; Abst.Warten   1; 1; 0; 78°; 134°; 197°; 100%; 35%; 40%; 0%; 73.7%; 433°; 79°; 72°; 71%; -1°; 30°; 30°; 42°; 41°; 127°; 127°; 11069; 16955h; 42°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.14A; 
2025-01-23; 01:14:10; übergangsbetr.; Abst.Warten   1; 1; 0; 80°; 128°; 190°; 97%; 35%; 40%; 0%; 73.7%; 432°; 79°; 72°; 100%; -1°; 30°; 28°; 42°; 36°; 127°; 127°; 11069; 16955h; 42°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.23A; 
2025-01-23; 01:15:10; übergangsbetr.; Abst.Warten   1; 1; 0; 76°; 122°; 204°; 100%; 35%; 40%; 0%; 73.7%; 431°; 79°; 72°; 0%; -1°; 30°; 30°; 42°; 52°; 127°; 127°; 11069; 16955h; 42°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 1.99A; 
2025-01-23; 01:16:10; übergangsbetr.; Abst.Warten   1; 1; 0; 78°; 117°; 201°; 100%; 35%; 40%; 0%; 73.7%; 429°; 78°; 74°; 0%; -1°; 30°; 28°; 42°; 33°; 127°; 127°; 11069; 16955h; 42°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 1.82A; 
2025-01-23; 01:17:10; übergangsbetr.; Abst.Warten   1; 1; 0; 78°; 113°; 201°; 100%; 35%; 40%; 0%; 73.7%; 427°; 78°; 74°; 0%; -1°; 30°; 28°; 42°; 41°; 127°; 127°; 11069; 16956h; 42°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.10A; 
2025-01-23; 01:18:10; übergangsbetr.; Abst.Warten   1; 1; 0; 79°; 110°; 198°; 99%; 35%; 40%; 0%; 73.7%; 426°; 78°; 74°; 100%; -1°; 30°; 28°; 42°; 51°; 127°; 127°; 11069; 16956h; 42°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.29A; 
2025-01-23; 01:19:10; übergangsbetr.; Abst.Warten   1; 1; 0; 79°; 107°; 198°; 100%; 35%; 40%; 0%; 73.7%; 425°; 78°; 75°; 0%; -1°; 30°; 28°; 42°; 34°; 127°; 127°; 11069; 16956h; 42°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 1.91A; 
