Date;  Time; Betriebsart; Status; Zustand; ROST; Kesseltemp; Abgastemp.; Abgas. SW ; KessStellGr; Saugzug  ; Zuluftgebl; Einschub; Fuellst.:; Feuerraumt; Puffert.ob; Puffert.un; Puffer Pu.; Außentemp; Vorlauft.1sw; Vorlauft.1; Vorlauft.2sw; Vorlauft.2; KTY6_H2; KTY7_H2; Brenn.ST; Laufzeit:; Boardtemp.; Die Kesseltemp. soll sein; Heizungsraum-Temp; Heizungsraum-Feuchtigkeit; Ventilator; Zuluftklappe; Leckwassersensor; Stromstaerke; ; 
2025-04-21; 12:14:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 50°; 43°; 53°; 64%; 0%; 0%; 0%; 100.0%; 401°; 61°; 46°; 0%; 14°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 32°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.15A; 
2025-04-21; 12:15:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 50°; 43°; 53°; 64%; 0%; 0%; 0%; 100.0%; 401°; 61°; 46°; 0%; 13°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 32°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.15A; 
2025-04-21; 12:16:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 50°; 43°; 53°; 64%; 0%; 0%; 0%; 100.0%; 401°; 61°; 46°; 0%; 13°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 32°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-04-21; 12:17:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 50°; 43°; 53°; 64%; 0%; 0%; 0%; 100.0%; 401°; 61°; 46°; 0%; 13°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 32°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-04-21; 12:18:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 50°; 43°; 53°; 64%; 0%; 0%; 0%; 100.0%; 401°; 61°; 47°; 0%; 13°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 32°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.15A; 
2025-04-21; 12:19:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 50°; 43°; 53°; 64%; 0%; 0%; 0%; 100.0%; 401°; 61°; 46°; 0%; 13°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 32°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-04-21; 12:20:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 50°; 43°; 53°; 64%; 0%; 0%; 0%; 100.0%; 401°; 61°; 46°; 0%; 14°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 32°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.13A; 
2025-04-21; 12:21:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 50°; 43°; 53°; 64%; 0%; 0%; 0%; 100.0%; 401°; 61°; 47°; 0%; 14°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 32°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-04-21; 12:22:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 50°; 43°; 53°; 64%; 0%; 0%; 0%; 100.0%; 401°; 61°; 47°; 0%; 14°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 32°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.15A; 
2025-04-21; 12:23:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 50°; 43°; 53°; 64%; 0%; 0%; 0%; 100.0%; 401°; 61°; 47°; 0%; 14°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 32°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.19A; 
2025-04-21; 12:24:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 50°; 43°; 53°; 64%; 0%; 0%; 0%; 100.0%; 401°; 61°; 47°; 0%; 14°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 32°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.15A; 
2025-04-21; 12:25:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 50°; 43°; 53°; 64%; 0%; 0%; 0%; 100.0%; 401°; 61°; 47°; 0%; 14°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 32°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-04-21; 12:26:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 50°; 43°; 53°; 64%; 0%; 0%; 0%; 100.0%; 401°; 61°; 47°; 0%; 14°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 32°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.19A; 
2025-04-21; 12:27:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 50°; 43°; 53°; 64%; 0%; 0%; 0%; 100.0%; 401°; 61°; 47°; 0%; 14°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 32°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-04-21; 12:28:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 50°; 43°; 53°; 64%; 0%; 0%; 0%; 100.0%; 401°; 61°; 47°; 0%; 14°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 32°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.21A; 
2025-04-21; 12:29:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 50°; 43°; 53°; 64%; 0%; 0%; 0%; 100.0%; 401°; 61°; 47°; 0%; 14°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 32°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.15A; 
2025-04-21; 12:30:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 50°; 43°; 53°; 64%; 0%; 0%; 0%; 100.0%; 401°; 61°; 47°; 0%; 14°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 32°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-04-21; 12:31:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 50°; 43°; 53°; 64%; 0%; 0%; 0%; 100.0%; 401°; 61°; 47°; 0%; 14°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 32°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.15A; 
2025-04-21; 12:32:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 50°; 43°; 53°; 64%; 0%; 0%; 0%; 100.0%; 401°; 61°; 47°; 0%; 14°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 32°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-04-21; 12:33:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 50°; 43°; 53°; 64%; 0%; 0%; 0%; 100.0%; 401°; 61°; 47°; 0%; 14°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 32°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-04-21; 12:34:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 49°; 43°; 53°; 64%; 0%; 0%; 0%; 100.0%; 401°; 61°; 46°; 0%; 14°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 32°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.15A; 
2025-04-21; 12:35:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 49°; 43°; 53°; 64%; 0%; 0%; 0%; 100.0%; 401°; 61°; 46°; 0%; 14°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 32°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.15A; 
2025-04-21; 12:36:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 49°; 43°; 53°; 64%; 0%; 0%; 0%; 100.0%; 401°; 61°; 46°; 0%; 14°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 32°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.19A; 
2025-04-21; 12:37:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 49°; 43°; 53°; 64%; 0%; 0%; 0%; 100.0%; 401°; 61°; 46°; 0%; 14°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 32°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-04-21; 12:38:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 49°; 43°; 53°; 64%; 0%; 0%; 0%; 100.0%; 401°; 61°; 46°; 0%; 14°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 32°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-04-21; 12:39:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 49°; 43°; 53°; 64%; 0%; 0%; 0%; 100.0%; 401°; 61°; 46°; 0%; 14°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 32°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-04-21; 12:40:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 49°; 43°; 53°; 64%; 0%; 0%; 0%; 100.0%; 401°; 61°; 46°; 0%; 14°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 32°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.15A; 
2025-04-21; 12:41:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 49°; 43°; 53°; 64%; 0%; 0%; 0%; 100.0%; 401°; 60°; 46°; 0%; 14°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 32°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-04-21; 12:42:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 49°; 43°; 53°; 64%; 0%; 0%; 0%; 100.0%; 401°; 60°; 46°; 0%; 14°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 32°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.15A; 
2025-04-21; 12:43:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 49°; 43°; 53°; 64%; 0%; 0%; 0%; 100.0%; 401°; 60°; 46°; 0%; 14°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 32°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-04-21; 12:44:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 49°; 43°; 53°; 64%; 0%; 0%; 0%; 100.0%; 401°; 60°; 46°; 0%; 14°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 32°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.19A; 
2025-04-21; 12:45:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 49°; 43°; 53°; 64%; 0%; 0%; 0%; 100.0%; 401°; 60°; 46°; 0%; 14°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 32°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.15A; 
2025-04-21; 12:46:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 49°; 43°; 53°; 64%; 0%; 0%; 0%; 100.0%; 401°; 60°; 46°; 0%; 14°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 32°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.15A; 
2025-04-21; 12:47:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 49°; 43°; 53°; 64%; 0%; 0%; 0%; 100.0%; 401°; 60°; 46°; 0%; 14°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 32°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.15A; 
2025-04-21; 12:48:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 49°; 43°; 53°; 64%; 0%; 0%; 0%; 100.0%; 401°; 60°; 46°; 0%; 14°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 32°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-04-21; 12:49:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 49°; 43°; 53°; 64%; 0%; 0%; 0%; 100.0%; 401°; 60°; 46°; 0%; 14°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 32°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-04-21; 12:50:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 49°; 43°; 53°; 64%; 0%; 0%; 0%; 100.0%; 401°; 60°; 46°; 0%; 14°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 32°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-04-21; 12:51:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 49°; 43°; 53°; 64%; 0%; 0%; 0%; 100.0%; 401°; 60°; 46°; 0%; 14°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 32°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-04-21; 12:52:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 49°; 43°; 53°; 64%; 0%; 0%; 0%; 100.0%; 401°; 60°; 46°; 0%; 14°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 32°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.19A; 
2025-04-21; 12:53:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 49°; 43°; 53°; 64%; 0%; 0%; 0%; 100.0%; 401°; 60°; 46°; 0%; 14°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 32°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-04-21; 12:54:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 49°; 43°; 53°; 64%; 0%; 0%; 0%; 100.0%; 401°; 60°; 46°; 0%; 15°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 32°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-04-21; 12:55:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 49°; 43°; 53°; 64%; 0%; 0%; 0%; 100.0%; 401°; 60°; 46°; 0%; 15°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 32°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.15A; 
2025-04-21; 12:56:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 49°; 43°; 53°; 64%; 0%; 0%; 0%; 100.0%; 401°; 60°; 46°; 0%; 15°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 32°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.19A; 
2025-04-21; 12:57:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 48°; 43°; 53°; 64%; 0%; 0%; 0%; 100.0%; 401°; 60°; 46°; 0%; 15°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 32°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.15A; 
2025-04-21; 12:58:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 49°; 43°; 53°; 64%; 0%; 0%; 0%; 100.0%; 401°; 60°; 46°; 0%; 15°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 32°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.38A; 
2025-04-21; 12:59:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 48°; 42°; 52°; 63%; 0%; 0%; 0%; 100.0%; 401°; 60°; 46°; 0%; 15°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 32°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.19A; 
2025-04-21; 13:00:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 48°; 42°; 52°; 63%; 0%; 0%; 0%; 100.0%; 401°; 60°; 46°; 0%; 16°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 32°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-04-21; 13:01:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 48°; 42°; 52°; 63%; 0%; 0%; 0%; 100.0%; 401°; 60°; 46°; 0%; 16°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 32°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.15A; 
2025-04-21; 13:02:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 48°; 42°; 52°; 63%; 0%; 0%; 0%; 100.0%; 401°; 60°; 46°; 0%; 16°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 32°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.19A; 
2025-04-21; 13:03:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 48°; 42°; 52°; 63%; 0%; 0%; 0%; 100.0%; 401°; 60°; 46°; 0%; 16°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 32°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.15A; 
2025-04-21; 13:04:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 48°; 42°; 52°; 63%; 0%; 0%; 0%; 100.0%; 401°; 60°; 46°; 0%; 16°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 32°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.19A; 
2025-04-21; 13:05:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 48°; 42°; 52°; 63%; 0%; 0%; 0%; 100.0%; 401°; 60°; 46°; 0%; 16°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 32°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.19A; 
2025-04-21; 13:06:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 48°; 42°; 52°; 63%; 0%; 0%; 0%; 100.0%; 401°; 60°; 46°; 0%; 16°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 32°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-04-21; 13:07:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 48°; 42°; 52°; 63%; 0%; 0%; 0%; 100.0%; 401°; 60°; 46°; 0%; 16°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 32°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-04-21; 13:08:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 48°; 42°; 52°; 63%; 0%; 0%; 0%; 100.0%; 401°; 60°; 46°; 0%; 16°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 32°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-04-21; 13:09:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 48°; 42°; 52°; 63%; 0%; 0%; 0%; 100.0%; 401°; 60°; 46°; 0%; 16°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 32°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-04-21; 13:10:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 48°; 42°; 52°; 63%; 0%; 0%; 0%; 100.0%; 401°; 60°; 46°; 0%; 16°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 32°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-04-21; 13:11:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 48°; 42°; 52°; 63%; 0%; 0%; 0%; 100.0%; 401°; 60°; 46°; 0%; 16°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 32°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-04-21; 13:12:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 48°; 42°; 52°; 63%; 0%; 0%; 0%; 100.0%; 401°; 60°; 46°; 0%; 16°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 32°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.15A; 
2025-04-21; 13:13:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 48°; 42°; 52°; 63%; 0%; 0%; 0%; 100.0%; 401°; 60°; 46°; 0%; 16°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 32°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-04-21; 13:14:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 48°; 42°; 52°; 63%; 0%; 0%; 0%; 100.0%; 401°; 60°; 46°; 0%; 16°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 32°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.15A; 
2025-04-21; 13:15:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 48°; 42°; 52°; 63%; 0%; 0%; 0%; 100.0%; 401°; 60°; 46°; 0%; 16°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 32°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.15A; 
2025-04-21; 13:16:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 48°; 42°; 52°; 63%; 0%; 0%; 0%; 100.0%; 401°; 60°; 46°; 0%; 16°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 32°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.19A; 
2025-04-21; 13:17:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 48°; 42°; 52°; 63%; 0%; 0%; 0%; 100.0%; 401°; 60°; 46°; 0%; 16°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 32°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.15A; 
2025-04-21; 13:18:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 48°; 42°; 52°; 63%; 0%; 0%; 0%; 100.0%; 401°; 60°; 46°; 0%; 16°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 32°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.15A; 
2025-04-21; 13:19:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 48°; 42°; 52°; 63%; 0%; 0%; 0%; 100.0%; 401°; 60°; 46°; 0%; 16°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 32°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.19A; 
2025-04-21; 13:20:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 48°; 42°; 52°; 63%; 0%; 0%; 0%; 100.0%; 401°; 60°; 46°; 0%; 16°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 32°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-04-21; 13:21:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 48°; 42°; 52°; 63%; 0%; 0%; 0%; 100.0%; 401°; 60°; 46°; 0%; 16°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 32°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-04-21; 13:22:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 48°; 42°; 52°; 63%; 0%; 0%; 0%; 100.0%; 401°; 60°; 46°; 0%; 16°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 32°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-04-21; 13:23:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 48°; 42°; 52°; 63%; 0%; 0%; 0%; 100.0%; 401°; 60°; 46°; 0%; 16°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 32°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-04-21; 13:24:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 48°; 42°; 52°; 63%; 0%; 0%; 0%; 100.0%; 401°; 60°; 46°; 0%; 16°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 32°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-04-21; 13:25:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 48°; 42°; 52°; 63%; 0%; 0%; 0%; 100.0%; 401°; 60°; 46°; 0%; 16°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 32°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.15A; 
2025-04-21; 13:26:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 48°; 42°; 52°; 63%; 0%; 0%; 0%; 100.0%; 401°; 60°; 46°; 0%; 16°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 32°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.32A; 
2025-04-21; 13:27:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 48°; 42°; 52°; 63%; 0%; 0%; 0%; 100.0%; 401°; 60°; 46°; 0%; 16°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 32°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-04-21; 13:28:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 48°; 42°; 52°; 63%; 0%; 0%; 0%; 100.0%; 401°; 60°; 46°; 0%; 16°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 32°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.15A; 
2025-04-21; 13:29:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 48°; 42°; 52°; 63%; 0%; 0%; 0%; 100.0%; 401°; 60°; 46°; 0%; 16°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 32°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-04-21; 13:30:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 48°; 42°; 52°; 63%; 0%; 0%; 0%; 100.0%; 401°; 60°; 46°; 0%; 16°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 32°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.19A; 
2025-04-21; 13:31:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 48°; 42°; 52°; 63%; 0%; 0%; 0%; 100.0%; 401°; 60°; 46°; 0%; 16°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 32°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-04-21; 13:32:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 48°; 42°; 52°; 63%; 0%; 0%; 0%; 100.0%; 401°; 60°; 46°; 0%; 16°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 32°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-04-21; 13:33:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 48°; 42°; 52°; 63%; 0%; 0%; 0%; 100.0%; 401°; 60°; 46°; 0%; 16°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 32°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.15A; 
2025-04-21; 13:34:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 48°; 42°; 52°; 63%; 0%; 0%; 0%; 100.0%; 401°; 60°; 46°; 0%; 16°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 32°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-04-21; 13:35:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 48°; 42°; 52°; 63%; 0%; 0%; 0%; 100.0%; 401°; 60°; 46°; 0%; 16°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 32°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-04-21; 13:36:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 48°; 42°; 52°; 63%; 0%; 0%; 0%; 100.0%; 401°; 60°; 46°; 0%; 16°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 32°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.15A; 
