Date;  Time; Betriebsart; Status; Zustand; ROST; Kesseltemp; Abgastemp.; Abgas. SW ; KessStellGr; Saugzug  ; Zuluftgebl; Einschub; Fuellst.:; Feuerraumt; Puffert.ob; Puffert.un; Puffer Pu.; Außentemp; Vorlauft.1sw; Vorlauft.1; Vorlauft.2sw; Vorlauft.2; KTY6_H2; KTY7_H2; Brenn.ST; Laufzeit:; Boardtemp.; Die Kesseltemp. soll sein; Heizungsraum-Temp; Heizungsraum-Feuchtigkeit; Ventilator; Zuluftklappe; Leckwassersensor; Stromstaerke; ; 
2025-04-21; 04:28:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 56°; 66°; 72%; 0%; 0%; 0%; 83.3%; 405°; 68°; 58°; 0%; 8°; 0°; 28°; 0°; 30°; 127°; 127°; 11191; 17159h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.15A; 
2025-04-21; 04:29:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 56°; 66°; 72%; 0%; 0%; 0%; 83.3%; 405°; 68°; 58°; 0%; 8°; 0°; 28°; 0°; 30°; 127°; 127°; 11191; 17159h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.15A; 
2025-04-21; 04:30:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 56°; 66°; 72%; 0%; 0%; 0%; 83.3%; 405°; 68°; 58°; 0%; 8°; 0°; 28°; 0°; 30°; 127°; 127°; 11191; 17159h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-04-21; 04:31:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 56°; 66°; 72%; 0%; 0%; 0%; 83.3%; 405°; 68°; 58°; 0%; 8°; 0°; 28°; 0°; 30°; 127°; 127°; 11191; 17159h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-04-21; 04:32:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 56°; 66°; 72%; 0%; 0%; 0%; 83.3%; 405°; 68°; 58°; 0%; 8°; 0°; 28°; 0°; 30°; 127°; 127°; 11191; 17159h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.19A; 
2025-04-21; 04:33:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 56°; 66°; 72%; 0%; 0%; 0%; 83.3%; 405°; 68°; 58°; 0%; 8°; 0°; 28°; 0°; 30°; 127°; 127°; 11191; 17159h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-04-21; 04:34:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 56°; 66°; 72%; 0%; 0%; 0%; 83.3%; 405°; 68°; 58°; 0%; 8°; 0°; 28°; 0°; 30°; 127°; 127°; 11191; 17159h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.15A; 
2025-04-21; 04:35:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 56°; 66°; 72%; 0%; 0%; 0%; 83.3%; 405°; 68°; 58°; 0%; 8°; 0°; 28°; 0°; 30°; 127°; 127°; 11191; 17159h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-04-21; 04:36:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 55°; 65°; 71%; 0%; 0%; 0%; 83.3%; 405°; 68°; 58°; 0%; 8°; 0°; 28°; 0°; 30°; 127°; 127°; 11191; 17159h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.15A; 
2025-04-21; 04:37:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 55°; 65°; 71%; 0%; 0%; 0%; 83.3%; 405°; 68°; 58°; 0%; 8°; 0°; 28°; 0°; 30°; 127°; 127°; 11191; 17159h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.19A; 
2025-04-21; 04:38:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 55°; 65°; 71%; 0%; 0%; 0%; 83.3%; 405°; 68°; 58°; 0%; 8°; 0°; 28°; 0°; 30°; 127°; 127°; 11191; 17159h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.15A; 
2025-04-21; 04:39:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 55°; 65°; 71%; 0%; 0%; 0%; 83.3%; 405°; 68°; 58°; 0%; 8°; 0°; 28°; 0°; 30°; 127°; 127°; 11191; 17159h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.19A; 
2025-04-21; 04:40:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 55°; 65°; 71%; 0%; 0%; 0%; 83.3%; 405°; 68°; 58°; 0%; 8°; 0°; 28°; 0°; 30°; 127°; 127°; 11191; 17159h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.19A; 
2025-04-21; 04:41:13; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 55°; 65°; 71%; 0%; 0%; 0%; 83.3%; 405°; 68°; 58°; 0%; 8°; 0°; 28°; 0°; 30°; 127°; 127°; 11191; 17159h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-04-21; 04:42:13; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 55°; 65°; 71%; 0%; 0%; 0%; 83.3%; 405°; 68°; 58°; 0%; 8°; 0°; 28°; 0°; 30°; 127°; 127°; 11191; 17159h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.21A; 
2025-04-21; 04:43:13; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 55°; 65°; 71%; 0%; 0%; 0%; 83.3%; 405°; 68°; 58°; 0%; 8°; 0°; 28°; 0°; 30°; 127°; 127°; 11191; 17159h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.15A; 
2025-04-21; 04:44:13; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 55°; 65°; 71%; 0%; 0%; 0%; 83.3%; 405°; 68°; 57°; 0%; 8°; 0°; 28°; 0°; 30°; 127°; 127°; 11191; 17159h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-04-21; 04:45:13; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 55°; 65°; 71%; 0%; 0%; 0%; 83.3%; 405°; 68°; 57°; 0%; 8°; 0°; 28°; 0°; 30°; 127°; 127°; 11191; 17159h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.15A; 
2025-04-21; 04:46:13; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 55°; 65°; 71%; 0%; 0%; 0%; 83.3%; 405°; 68°; 56°; 0%; 8°; 0°; 28°; 0°; 30°; 127°; 127°; 11191; 17159h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.19A; 
2025-04-21; 04:47:13; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 55°; 65°; 71%; 0%; 0%; 0%; 83.3%; 405°; 68°; 56°; 0%; 8°; 0°; 28°; 0°; 30°; 127°; 127°; 11191; 17159h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-04-21; 04:48:13; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 55°; 65°; 71%; 0%; 0%; 0%; 83.3%; 405°; 68°; 56°; 0%; 8°; 0°; 28°; 0°; 30°; 127°; 127°; 11191; 17159h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.15A; 
2025-04-21; 04:49:13; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 55°; 65°; 71%; 0%; 0%; 0%; 83.3%; 405°; 68°; 56°; 0%; 8°; 0°; 28°; 0°; 30°; 127°; 127°; 11191; 17159h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.21A; 
2025-04-21; 04:50:13; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 55°; 65°; 71%; 0%; 0%; 0%; 83.3%; 405°; 68°; 56°; 0%; 8°; 0°; 28°; 0°; 30°; 127°; 127°; 11191; 17159h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-04-21; 04:51:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 55°; 65°; 71%; 0%; 0%; 0%; 83.3%; 405°; 68°; 56°; 0%; 8°; 0°; 28°; 0°; 30°; 127°; 127°; 11191; 17159h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-04-21; 04:52:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 55°; 65°; 71%; 0%; 0%; 0%; 83.3%; 405°; 68°; 56°; 0%; 8°; 0°; 28°; 0°; 30°; 127°; 127°; 11191; 17159h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.15A; 
2025-04-21; 04:53:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 63°; 55°; 65°; 71%; 0%; 0%; 0%; 83.3%; 405°; 68°; 56°; 0%; 8°; 0°; 28°; 0°; 30°; 127°; 127°; 11191; 17159h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.19A; 
2025-04-21; 04:54:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 63°; 55°; 65°; 71%; 0%; 0%; 0%; 83.3%; 405°; 68°; 56°; 0%; 8°; 0°; 28°; 0°; 30°; 127°; 127°; 11191; 17159h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-04-21; 04:55:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 63°; 55°; 65°; 71%; 0%; 0%; 0%; 83.3%; 405°; 68°; 56°; 0%; 8°; 0°; 28°; 0°; 30°; 127°; 127°; 11191; 17159h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.15A; 
2025-04-21; 04:56:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 63°; 55°; 65°; 71%; 0%; 0%; 0%; 83.3%; 405°; 68°; 56°; 0%; 8°; 0°; 28°; 0°; 30°; 127°; 127°; 11191; 17159h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.45A; 
2025-04-21; 04:57:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 63°; 55°; 65°; 71%; 0%; 0%; 0%; 83.3%; 405°; 68°; 56°; 0%; 8°; 0°; 28°; 0°; 30°; 127°; 127°; 11191; 17159h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-04-21; 04:58:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 63°; 55°; 65°; 71%; 0%; 0%; 0%; 83.3%; 405°; 68°; 56°; 0%; 8°; 0°; 28°; 0°; 30°; 127°; 127°; 11191; 17159h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-04-21; 04:59:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 63°; 55°; 65°; 71%; 0%; 0%; 0%; 83.3%; 405°; 68°; 56°; 0%; 8°; 0°; 28°; 0°; 30°; 127°; 127°; 11191; 17159h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-04-21; 05:00:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 63°; 55°; 65°; 71%; 0%; 0%; 0%; 83.3%; 405°; 68°; 56°; 0%; 8°; 0°; 28°; 0°; 30°; 127°; 127°; 11191; 17159h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-04-21; 05:01:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 63°; 55°; 65°; 71%; 0%; 0%; 0%; 83.3%; 405°; 68°; 56°; 0%; 8°; 0°; 28°; 0°; 30°; 127°; 127°; 11191; 17159h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-04-21; 05:02:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 63°; 55°; 65°; 71%; 0%; 0%; 0%; 83.3%; 405°; 68°; 56°; 0%; 8°; 0°; 28°; 0°; 30°; 127°; 127°; 11191; 17159h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.19A; 
2025-04-21; 05:03:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 63°; 55°; 65°; 71%; 0%; 0%; 0%; 83.3%; 405°; 68°; 56°; 0%; 8°; 0°; 28°; 0°; 30°; 127°; 127°; 11191; 17159h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.19A; 
2025-04-21; 05:04:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 63°; 55°; 65°; 71%; 0%; 0%; 0%; 83.3%; 405°; 68°; 56°; 0%; 8°; 0°; 28°; 0°; 30°; 127°; 127°; 11191; 17159h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.19A; 
2025-04-21; 05:05:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 63°; 55°; 65°; 71%; 0%; 0%; 0%; 83.3%; 405°; 68°; 56°; 0%; 8°; 0°; 28°; 0°; 30°; 127°; 127°; 11191; 17159h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.15A; 
2025-04-21; 05:06:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 63°; 55°; 65°; 71%; 0%; 0%; 0%; 83.3%; 405°; 68°; 56°; 0%; 8°; 0°; 28°; 0°; 30°; 127°; 127°; 11191; 17159h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.19A; 
2025-04-21; 05:07:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 63°; 55°; 65°; 71%; 0%; 0%; 0%; 83.3%; 405°; 68°; 56°; 0%; 8°; 0°; 28°; 0°; 29°; 127°; 127°; 11191; 17159h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-04-21; 05:08:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 55°; 65°; 71%; 0%; 0%; 0%; 83.3%; 405°; 68°; 56°; 0%; 8°; 0°; 28°; 0°; 29°; 127°; 127°; 11191; 17159h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-04-21; 05:09:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 55°; 65°; 71%; 0%; 0%; 0%; 83.3%; 405°; 68°; 56°; 0%; 8°; 0°; 28°; 0°; 29°; 127°; 127°; 11191; 17159h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-04-21; 05:10:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 55°; 65°; 71%; 0%; 0%; 0%; 83.3%; 405°; 68°; 56°; 0%; 8°; 0°; 28°; 0°; 29°; 127°; 127°; 11191; 17159h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-04-21; 05:11:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 55°; 65°; 71%; 0%; 0%; 0%; 83.3%; 405°; 68°; 56°; 0%; 8°; 0°; 28°; 0°; 29°; 127°; 127°; 11191; 17159h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-04-21; 05:12:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 54°; 64°; 71%; 0%; 0%; 0%; 83.3%; 405°; 68°; 56°; 0%; 8°; 0°; 28°; 0°; 29°; 127°; 127°; 11191; 17159h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.28A; 
2025-04-21; 05:13:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 54°; 64°; 71%; 0%; 0%; 0%; 83.3%; 405°; 68°; 56°; 0%; 8°; 0°; 28°; 0°; 29°; 127°; 127°; 11191; 17159h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-04-21; 05:14:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 54°; 64°; 71%; 0%; 0%; 0%; 83.3%; 405°; 68°; 56°; 0%; 8°; 0°; 28°; 0°; 29°; 127°; 127°; 11191; 17159h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-04-21; 05:15:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 54°; 64°; 71%; 0%; 0%; 0%; 83.3%; 405°; 68°; 56°; 0%; 8°; 0°; 28°; 0°; 29°; 127°; 127°; 11191; 17159h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-04-21; 05:16:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 54°; 64°; 71%; 0%; 0%; 0%; 83.3%; 405°; 68°; 56°; 0%; 8°; 0°; 28°; 0°; 29°; 127°; 127°; 11191; 17159h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-04-21; 05:17:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 54°; 64°; 71%; 0%; 0%; 0%; 83.3%; 405°; 68°; 56°; 0%; 8°; 0°; 28°; 0°; 29°; 127°; 127°; 11191; 17159h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.15A; 
2025-04-21; 05:18:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 54°; 64°; 71%; 0%; 0%; 0%; 83.3%; 405°; 68°; 56°; 0%; 8°; 0°; 28°; 0°; 29°; 127°; 127°; 11191; 17159h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.19A; 
2025-04-21; 05:19:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 54°; 64°; 70%; 0%; 0%; 0%; 83.3%; 405°; 68°; 56°; 0%; 8°; 0°; 28°; 0°; 29°; 127°; 127°; 11191; 17159h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.15A; 
2025-04-21; 05:20:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 54°; 64°; 70%; 0%; 0%; 0%; 83.3%; 405°; 68°; 56°; 0%; 8°; 0°; 28°; 0°; 29°; 127°; 127°; 11191; 17159h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-04-21; 05:21:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 54°; 64°; 70%; 0%; 0%; 0%; 83.3%; 405°; 68°; 56°; 0%; 8°; 0°; 28°; 0°; 29°; 127°; 127°; 11191; 17159h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.19A; 
2025-04-21; 05:22:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 53°; 63°; 70%; 0%; 0%; 0%; 83.3%; 404°; 68°; 56°; 0%; 8°; 0°; 28°; 0°; 29°; 127°; 127°; 11191; 17159h; 34°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-04-21; 05:23:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 53°; 63°; 70%; 0%; 0%; 0%; 83.3%; 404°; 68°; 56°; 0%; 8°; 0°; 28°; 0°; 29°; 127°; 127°; 11191; 17159h; 34°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.15A; 
2025-04-21; 05:24:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 54°; 64°; 70%; 0%; 0%; 0%; 83.3%; 405°; 68°; 56°; 0%; 8°; 0°; 28°; 0°; 29°; 127°; 127°; 11191; 17159h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.21A; 
2025-04-21; 05:25:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 53°; 63°; 70%; 0%; 0%; 0%; 83.3%; 404°; 68°; 55°; 0%; 8°; 0°; 28°; 0°; 29°; 127°; 127°; 11191; 17159h; 34°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-04-21; 05:26:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 53°; 63°; 70%; 0%; 0%; 0%; 83.3%; 404°; 68°; 55°; 0%; 8°; 0°; 28°; 0°; 29°; 127°; 127°; 11191; 17159h; 34°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.19A; 
2025-04-21; 05:27:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 53°; 63°; 70%; 0%; 0%; 0%; 83.3%; 404°; 68°; 55°; 0%; 8°; 0°; 28°; 0°; 29°; 127°; 127°; 11191; 17159h; 34°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-04-21; 05:28:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 53°; 63°; 70%; 0%; 0%; 0%; 83.3%; 404°; 68°; 55°; 0%; 8°; 0°; 28°; 0°; 29°; 127°; 127°; 11191; 17159h; 34°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.15A; 
2025-04-21; 05:29:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 53°; 63°; 70%; 0%; 0%; 0%; 83.3%; 404°; 68°; 55°; 0%; 8°; 0°; 28°; 0°; 29°; 127°; 127°; 11191; 17159h; 34°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.15A; 
2025-04-21; 05:30:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 53°; 63°; 70%; 0%; 0%; 0%; 83.3%; 404°; 68°; 55°; 0%; 8°; 0°; 28°; 0°; 29°; 127°; 127°; 11191; 17159h; 34°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-04-21; 05:31:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 53°; 63°; 70%; 0%; 0%; 0%; 83.3%; 404°; 68°; 54°; 0%; 8°; 0°; 28°; 0°; 29°; 127°; 127°; 11191; 17159h; 34°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-04-21; 05:32:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 53°; 63°; 70%; 0%; 0%; 0%; 83.3%; 404°; 68°; 55°; 0%; 8°; 0°; 28°; 0°; 29°; 127°; 127°; 11191; 17159h; 34°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-04-21; 05:33:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 53°; 63°; 70%; 0%; 0%; 0%; 83.3%; 404°; 68°; 55°; 0%; 8°; 0°; 28°; 0°; 29°; 127°; 127°; 11191; 17159h; 34°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-04-21; 05:34:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 53°; 63°; 70%; 0%; 0%; 0%; 83.3%; 404°; 68°; 55°; 0%; 8°; 0°; 28°; 0°; 29°; 127°; 127°; 11191; 17159h; 34°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-04-21; 05:35:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 53°; 63°; 70%; 0%; 0%; 0%; 83.3%; 404°; 68°; 54°; 0%; 8°; 0°; 28°; 0°; 29°; 127°; 127°; 11191; 17159h; 34°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.36A; 
2025-04-21; 05:36:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 53°; 63°; 70%; 0%; 0%; 0%; 83.3%; 404°; 68°; 54°; 0%; 8°; 0°; 28°; 0°; 29°; 127°; 127°; 11191; 17159h; 34°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.15A; 
2025-04-21; 05:37:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 53°; 63°; 70%; 0%; 0%; 0%; 83.3%; 404°; 68°; 54°; 0%; 8°; 0°; 28°; 0°; 29°; 127°; 127°; 11191; 17159h; 34°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.15A; 
2025-04-21; 05:38:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 53°; 63°; 70%; 0%; 0%; 0%; 83.3%; 404°; 68°; 54°; 0%; 8°; 0°; 28°; 0°; 29°; 127°; 127°; 11191; 17159h; 34°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.19A; 
2025-04-21; 05:39:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 53°; 63°; 70%; 0%; 0%; 0%; 83.3%; 404°; 68°; 54°; 0%; 8°; 0°; 28°; 0°; 29°; 127°; 127°; 11191; 17159h; 34°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-04-21; 05:40:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 61°; 53°; 63°; 70%; 0%; 0%; 0%; 83.3%; 404°; 68°; 54°; 0%; 8°; 0°; 28°; 0°; 29°; 127°; 127°; 11191; 17159h; 34°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-04-21; 05:41:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 61°; 53°; 63°; 70%; 0%; 0%; 0%; 83.3%; 404°; 68°; 54°; 0%; 8°; 0°; 28°; 0°; 28°; 127°; 127°; 11191; 17159h; 34°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-04-21; 05:42:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 61°; 53°; 63°; 70%; 0%; 0%; 0%; 83.3%; 404°; 68°; 54°; 0%; 8°; 0°; 28°; 0°; 28°; 127°; 127°; 11191; 17159h; 34°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.15A; 
2025-04-21; 05:43:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 61°; 53°; 63°; 70%; 0%; 0%; 0%; 83.3%; 404°; 68°; 54°; 0%; 8°; 0°; 28°; 0°; 28°; 127°; 127°; 11191; 17159h; 34°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.13A; 
2025-04-21; 05:44:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 61°; 53°; 63°; 70%; 0%; 0%; 0%; 83.3%; 404°; 68°; 54°; 0%; 8°; 0°; 28°; 0°; 28°; 127°; 127°; 11191; 17159h; 34°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.15A; 
2025-04-21; 05:45:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 61°; 53°; 63°; 70%; 0%; 0%; 0%; 83.3%; 404°; 68°; 54°; 0%; 8°; 0°; 28°; 0°; 28°; 127°; 127°; 11191; 17159h; 34°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.15A; 
2025-04-21; 05:46:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 61°; 53°; 63°; 70%; 0%; 0%; 0%; 83.3%; 404°; 68°; 54°; 0%; 8°; 0°; 28°; 0°; 28°; 127°; 127°; 11191; 17159h; 34°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.19A; 
2025-04-21; 05:47:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 61°; 53°; 63°; 70%; 0%; 0%; 0%; 83.3%; 404°; 68°; 54°; 0%; 8°; 0°; 28°; 0°; 28°; 127°; 127°; 11191; 17159h; 34°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.19A; 
2025-04-21; 05:48:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 61°; 53°; 63°; 70%; 0%; 0%; 0%; 83.3%; 404°; 68°; 54°; 0%; 8°; 0°; 28°; 0°; 28°; 127°; 127°; 11191; 17159h; 34°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-04-21; 05:49:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 61°; 53°; 63°; 70%; 0%; 0%; 0%; 83.3%; 404°; 68°; 54°; 0%; 8°; 0°; 28°; 0°; 28°; 127°; 127°; 11191; 17159h; 34°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-04-21; 05:50:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 61°; 53°; 63°; 70%; 0%; 0%; 0%; 83.3%; 404°; 68°; 54°; 0%; 8°; 0°; 28°; 0°; 28°; 127°; 127°; 11191; 17159h; 34°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.17A; 
