Date;  Time; Betriebsart; Status; Zustand; ROST; Kesseltemp; Abgastemp.; Abgas. SW ; KessStellGr; Saugzug  ; Zuluftgebl; Einschub; Fuellst.:; Feuerraumt; Puffert.ob; Puffert.un; Puffer Pu.; Außentemp; Vorlauft.1sw; Vorlauft.1; Vorlauft.2sw; Vorlauft.2; KTY6_H2; KTY7_H2; Brenn.ST; Laufzeit:; Boardtemp.; Die Kesseltemp. soll sein; Heizungsraum-Temp; Heizungsraum-Feuchtigkeit; Ventilator; Zuluftklappe; Leckwassersensor; Stromstaerke; ; 
2025-02-05; 00:00:46; übergangsbetr.;   Brenner Aus  ; 1; 0; 59°; 51°; 61°; 69%; 0%; 0%; 0%; 100.0%; 404°; 63°; 24°; 0%; -2°; 30°; 30°; 42°; 41°; 127°; 127°; 11091; 16992h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.76A; 
2025-02-05; 00:01:46; übergangsbetr.;   Brenner Aus  ; 1; 0; 59°; 51°; 61°; 69%; 0%; 0%; 0%; 100.0%; 404°; 63°; 25°; 0%; -2°; 30°; 29°; 42°; 41°; 127°; 127°; 11091; 16992h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.28A; 
2025-02-05; 00:02:46; übergangsbetr.;   Brenner Aus  ; 1; 0; 59°; 51°; 61°; 69%; 0%; 0%; 0%; 100.0%; 404°; 63°; 24°; 0%; -2°; 30°; 29°; 42°; 42°; 127°; 127°; 11091; 16992h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.23A; 
2025-02-05; 00:03:46; übergangsbetr.;   Brenner Aus  ; 1; 0; 58°; 51°; 61°; 69%; 0%; 0%; 0%; 100.0%; 404°; 63°; 24°; 0%; -2°; 30°; 29°; 42°; 42°; 127°; 127°; 11091; 16992h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.23A; 
2025-02-05; 00:04:46; übergangsbetr.;   Brenner Aus  ; 1; 0; 58°; 51°; 61°; 69%; 0%; 0%; 0%; 100.0%; 404°; 62°; 24°; 0%; -2°; 30°; 29°; 42°; 41°; 127°; 127°; 11091; 16992h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.25A; 
2025-02-05; 00:05:46; übergangsbetr.;   Brenner Aus  ; 1; 0; 58°; 51°; 61°; 69%; 0%; 0%; 0%; 100.0%; 404°; 62°; 25°; 0%; -2°; 30°; 29°; 42°; 41°; 127°; 127°; 11091; 16992h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.28A; 
2025-02-05; 00:06:46; übergangsbetr.;   Brenner Aus  ; 1; 0; 58°; 51°; 61°; 69%; 0%; 0%; 0%; 100.0%; 404°; 62°; 24°; 0%; -2°; 30°; 30°; 42°; 41°; 127°; 127°; 11091; 16992h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.23A; 
2025-02-05; 00:07:46; übergangsbetr.;   Brenner Aus  ; 1; 0; 58°; 51°; 61°; 69%; 0%; 0%; 0%; 100.0%; 404°; 62°; 24°; 0%; -2°; 30°; 29°; 42°; 41°; 127°; 127°; 11091; 16992h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.25A; 
2025-02-05; 00:08:46; übergangsbetr.;   Brenner Aus  ; 1; 0; 58°; 51°; 61°; 69%; 0%; 0%; 0%; 100.0%; 404°; 62°; 24°; 0%; -2°; 30°; 29°; 42°; 41°; 127°; 127°; 11091; 16992h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.25A; 
2025-02-05; 00:09:46; übergangsbetr.;   Brenner Aus  ; 1; 0; 58°; 51°; 61°; 69%; 0%; 0%; 0%; 100.0%; 404°; 62°; 24°; 0%; -2°; 30°; 29°; 42°; 41°; 127°; 127°; 11091; 16992h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.25A; 
2025-02-05; 00:10:46; übergangsbetr.;   Brenner Aus  ; 1; 0; 58°; 51°; 61°; 69%; 0%; 0%; 0%; 100.0%; 404°; 62°; 24°; 0%; -2°; 30°; 29°; 42°; 42°; 127°; 127°; 11091; 16992h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.21A; 
2025-02-05; 00:11:46; übergangsbetr.;   Brenner Aus  ; 1; 0; 58°; 51°; 61°; 69%; 0%; 0%; 0%; 100.0%; 404°; 62°; 24°; 0%; -2°; 30°; 29°; 42°; 42°; 127°; 127°; 11091; 16992h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.28A; 
2025-02-05; 00:12:46; übergangsbetr.;   Brenner Aus  ; 1; 0; 58°; 51°; 61°; 69%; 0%; 0%; 0%; 100.0%; 404°; 62°; 24°; 0%; -2°; 30°; 29°; 42°; 42°; 127°; 127°; 11091; 16992h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.30A; 
2025-02-05; 00:13:46; übergangsbetr.;   Brenner Aus  ; 1; 0; 58°; 51°; 61°; 69%; 0%; 0%; 0%; 100.0%; 404°; 62°; 24°; 0%; -2°; 30°; 29°; 42°; 42°; 127°; 127°; 11091; 16992h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.28A; 
2025-02-05; 00:14:46; übergangsbetr.;   Brenner Aus  ; 1; 0; 58°; 51°; 61°; 69%; 0%; 0%; 0%; 100.0%; 404°; 62°; 24°; 0%; -2°; 30°; 29°; 42°; 41°; 127°; 127°; 11091; 16992h; 35°; 80°; 28°; 14%; AN; ZU; TROCKEN; 0.28A; 
